10%,Optima 1, Optima [1],Optima 2, Optima [2],Optima 3, Optima [3],Optima 4, Optima [4],Optima 5, Optima [5],Optima 6, Optima [6],Optima 7, Optima [7],Optima 8, Optima [8],Optima 9, Optima [9],Optima 10, Optima [10]
54,315886,[0 8 7 5 6 2 9 4 1 3],1862485,[5 1 2 6 8 7 4 0 9 3],540597,[1 5 4 2 8 9 7 3 6 0],609612,[1 7 0 9 6 2 5 3 4 8],1144424,[3 1 5 0 6 9 4 7 2 8],1776839,[4 9 0 5 7 8 6 3 2 1],2092264,[5 7 9 0 8 3 4 6 1 2],1427398,[3 9 4 1 5 8 7 6 0 2],1383247,[3 8 2 5 1 0 6 4 9 7],445040,[1 3 0 5 2 8 6 7 4 9]
55,71150,[0 2 8 1 7 9 5 4 3 6],1816117,[5 0 1 4 6 3 8 2 9 7],688262,[1 9 0 5 8 4 6 3 2 7],635406,[1 7 8 0 5 2 4 3 6 9],1214091,[3 4 0 9 2 6 1 7 8 5],1551278,[4 2 5 8 6 1 7 3 0 9],1921336,[5 2 7 1 6 0 8 9 3 4],1342914,[3 7 2 5 0 9 8 1 4 6],1141530,[3 1 4 6 5 8 9 0 2 7],296149,[0 8 3 7 2 9 5 1 6 4]
56,24277,[0 1 6 8 7 3 5 2 9 4],1738509,[4 8 0 9 5 3 7 2 6 1],732220,[2 0 3 4 9 8 1 7 5 6],607551,[1 7 0 5 8 9 4 3 6 2],1192709,[3 2 6 7 5 1 0 9 8 4],1720604,[4 7 6 2 8 1 9 3 0 5],2120955,[5 8 4 7 6 3 0 2 9 1],1288273,[3 5 9 6 1 7 0 2 8 4],1251396,[3 5 0 4 1 6 8 2 7 9],573975,[1 6 2 9 3 0 7 5 8 4]
57,16464,[0 1 5 3 9 4 2 6 7 8],1829330,[5 0 3 9 7 4 1 6 2 8],496390,[1 4 3 6 5 7 9 8 0 2],360896,[0 9 8 5 2 4 3 6 1 7],1018932,[2 8 3 1 4 0 7 5 6 9],1558661,[4 2 7 1 8 9 0 6 5 3],2247527,[6 1 7 9 4 2 8 5 3 0],1523828,[4 1 8 3 5 6 9 2 0 7],1308655,[3 6 4 7 5 2 1 0 9 8],467796,[1 3 6 8 7 2 5 0 4 9]
58,358395,[0 9 8 1 6 5 2 4 7 3],1737413,[4 8 0 7 1 5 2 9 6 3],516927,[1 4 8 5 9 6 3 2 7 0],605045,[1 7 0 2 5 3 4 9 8 6],1219193,[3 4 1 9 2 8 6 7 5 0],1834355,[5 0 4 9 7 2 3 8 6 1],2155622,[5 9 3 6 8 2 4 1 0 7],1357577,[3 7 6 2 5 0 8 9 4 1],1242610,[3 4 8 5 9 0 2 7 1 6],301129,[0 8 4 7 2 5 1 3 9 6]
59,115666,[0 3 8 9 5 7 2 6 1 4],1557548,[4 2 7 0 3 6 9 5 1 8],670949,[1 8 6 0 9 3 2 7 5 4],449337,[1 3 2 4 0 7 6 8 9 5],1166116,[3 1 9 4 6 7 0 8 2 5],1635363,[4 5 6 3 2 0 1 8 9 7],1948073,[5 3 2 6 7 9 4 8 1 0],1299998,[3 6 1 9 5 2 7 4 0 8],1134025,[3 1 2 0 4 6 5 7 9 8],300413,[0 8 4 6 2 5 1 9 7 3]
60,48145,[0 2 3 6 9 4 1 5 8 7],1576587,[4 3 0 8 7 2 1 6 9 5],466399,[1 3 6 5 8 7 2 0 9 4],444852,[1 3 0 4 9 2 7 5 6 8],1130329,[3 1 0 4 9 6 2 5 8 7],1542090,[4 2 1 9 7 6 8 0 3 5],2018089,[5 6 0 3 9 4 1 2 8 7],1454961,[4 0 1 7 8 6 3 5 9 2],1404652,[3 8 7 5 9 2 0 6 1 4],337725,[0 9 4 1 2 5 8 6 7 3]
61,142765,[0 4 6 3 2 8 7 1 9 5],1852794,[5 0 9 6 2 8 7 1 3 4],506002,[1 4 6 3 8 7 2 9 0 5],368825,[1 0 3 4 5 7 8 9 6 2],1196042,[3 2 7 4 1 0 5 8 6 9],1549180,[4 2 5 3 7 9 0 8 1 6],2136867,[5 8 9 7 6 1 0 3 4 2],1495988,[4 1 0 8 7 5 9 3 2 6],1227922,[3 4 5 7 2 8 1 9 0 6],470737,[1 3 7 4 8 9 0 2 6 5]
62,15189,[0 1 5 2 3 7 9 6 8 4],1828952,[5 0 3 9 2 4 6 7 1 8],696048,[1 9 3 0 7 5 2 4 6 8],564438,[1 5 9 8 7 4 2 0 3 6],1191823,[3 2 6 5 1 9 4 0 8 7],1788419,[4 9 2 7 8 3 1 6 5 0],2209366,[6 0 8 3 5 2 9 7 1 4],1486437,[4 0 8 9 3 7 6 2 5 1],1300696,[3 6 2 0 7 1 8 9 4 5],525666,[1 5 0 4 2 7 9 3 6 8]
63,246431,[0 7 1 9 3 5 8 6 4 2],1751897,[4 8 3 6 1 0 7 9 5 2],501277,[1 4 5 6 2 3 8 0 9 7],323140,[0 9 1 2 7 8 3 6 4 5],1349872,[3 7 4 8 6 9 2 5 0 1],1581481,[4 3 1 8 6 0 2 5 9 7],2040344,[5 6 4 8 7 9 1 2 0 3],1319384,[3 6 7 8 2 9 1 4 0 5],1089454,[3 0 1 4 2 8 9 7 5 6],457692,[1 3 4 8 7 0 6 2 5 9]
64,67959,[0 2 7 5 4 3 8 6 9 1],1577508,[4 3 0 9 8 7 5 1 2 6],607523,[1 7 0 5 8 6 3 9 4 2],603740,[1 6 9 7 4 0 8 3 2 5],1040765,[2 8 7 4 5 0 1 9 6 3],1735132,[4 8 0 2 9 5 1 7 3 6],2182307,[6 0 1 9 8 7 3 5 4 2],1312213,[3 6 5 2 7 0 8 1 9 4],1159835,[3 1 8 0 9 4 5 7 6 2],521873,[1 4 9 5 7 8 3 6 2 0]
65,56590,[0 2 5 3 7 6 9 8 1 4],1604061,[4 3 8 1 9 0 7 5 6 2],638269,[1 7 8 5 3 9 4 0 6 2],568663,[1 6 0 8 7 9 3 2 5 4],1086219,[2 9 8 4 5 7 0 3 6 1],1594442,[4 3 6 2 7 0 1 8 5 9],2229164,[6 1 3 4 0 5 9 7 2 8],1616352,[4 5 0 7 9 6 1 2 3 8],1316326,[3 6 7 1 2 4 9 8 0 5],578088,[1 6 3 7 9 4 0 2 5 8]
66,349042,[0 9 6 2 7 5 3 8 1 4],1749559,[4 8 3 0 9 6 2 1 7 5],616817,[1 7 3 4 8 0 6 9 5 2],402511,[1 0 9 8 2 4 5 3 7 6],1047541,[2 8 9 6 7 3 4 0 5 1],1542380,[4 2 3 0 5 1 9 7 6 8],2213212,[6 0 9 1 8 4 2 7 3 5],1498479,[4 1 2 5 3 6 8 7 9 0],1242412,[3 4 8 5 6 2 0 9 1 7],282963,[0 8 1 3 2 4 5 7 9 6]
67,356063,[0 9 7 5 4 1 8 6 3 2],1739367,[4 8 1 0 7 6 5 3 9 2],640217,[1 7 9 0 3 2 6 8 5 4],544658,[1 5 6 0 4 9 2 7 3 8],1053838,[2 9 1 0 6 8 7 5 3 4],1788420,[4 9 2 7 8 3 5 0 1 6],2153491,[5 9 3 1 8 6 7 0 4 2],1616917,[4 5 0 8 7 2 6 1 9 3],1174140,[3 2 0 9 7 5 6 1 4 8],535457,[1 5 3 2 8 0 7 9 6 4]
68,270068,[0 7 6 5 1 4 9 3 2 8],1732709,[4 7 9 6 3 1 0 8 5 2],745132,[2 0 5 8 9 4 1 7 3 6],623772,[1 7 4 8 3 0 6 2 5 9],1084741,[2 9 8 1 5 4 6 0 7 3],1674175,[4 6 5 1 2 7 3 0 9 8],1988956,[5 4 2 7 3 8 0 9 1 6],1436243,[3 9 5 8 6 4 1 7 2 0],1362538,[3 7 8 2 4 5 1 9 0 6],347959,[0 9 6 1 3 7 4 2 8 5]
69,363455,[1 0 2 3 8 7 9 6 5 4],1729360,[4 7 9 0 8 2 5 6 1 3],628570,[1 7 5 8 0 2 4 9 3 6],329676,[0 9 2 4 8 3 6 1 5 7],1319235,[3 6 7 8 1 5 0 4 9 2],1632183,[4 5 3 8 9 2 6 1 7 0],2039838,[5 6 4 8 0 7 2 1 3 9],1417998,[3 9 1 4 5 7 2 0 6 8],1089567,[3 0 1 4 5 8 7 6 9 2],306907,[0 8 5 9 2 4 7 1 6 3]
70,357208,[0 9 7 8 1 5 4 6 2 3],1631689,[4 5 3 8 1 6 0 2 9 7],623211,[1 7 4 6 5 3 0 8 9 2],611694,[1 7 2 4 6 5 3 0 8 9],1304478,[3 6 2 8 7 5 1 0 4 9],1692046,[4 6 9 7 0 2 8 5 1 3],2023084,[5 6 1 3 9 0 2 8 4 7],1273425,[3 5 6 7 4 9 1 2 8 0],1320201,[3 6 7 9 4 5 1 2 8 0],440076,[1 2 9 4 3 5 7 0 6 8]
71,253044,[0 7 3 2 5 8 6 1 4 9],1692537,[4 6 9 7 5 2 1 3 8 0],787495,[2 1 6 3 8 5 4 0 9 7],395704,[1 0 8 5 6 4 7 9 2 3],1224550,[3 4 2 9 7 5 8 6 0 1],1854630,[5 0 9 8 7 2 3 1 4 6],2133782,[5 8 9 2 4 3 6 1 0 7],1583237,[4 3 2 0 9 7 1 8 6 5],1159319,[3 1 8 0 2 9 7 6 5 4],513378,[1 4 7 9 0 2 8 3 5 6]
72,120432,[0 3 9 8 2 6 1 4 5 7],1694891,[4 7 0 3 1 2 6 9 8 5],608929,[1 7 0 8 6 4 2 3 9 5],575161,[1 6 3 0 9 2 4 5 8 7],1263670,[3 5 2 8 0 6 9 7 1 4],1763828,[4 8 6 9 5 2 7 1 0 3],1914949,[5 2 4 9 6 8 3 0 7 1],1558506,[4 2 7 1 6 5 9 0 3 8],1306406,[3 6 4 1 5 8 7 2 0 9],531459,[1 5 2 6 0 9 3 7 8 4]
73,9372,[0 1 3 9 2 4 7 5 6 8],1796352,[4 9 5 2 8 6 0 1 3 7],689495,[1 9 0 7 5 6 8 4 3 2],643669,[1 7 9 5 8 6 3 0 4 2],1126570,[3 0 9 5 7 1 4 8 2 6],1577125,[4 3 0 9 5 7 6 1 8 2],2265193,[6 2 1 5 0 8 3 4 9 7],1361949,[3 7 8 1 5 4 9 2 6 0],1431121,[3 9 4 8 6 0 1 2 7 5],417255,[1 2 4 8 6 0 7 5 9 3]
74,327166,[0 9 1 8 4 3 7 6 2 5],1548734,[4 2 5 3 0 1 8 7 6 9],492058,[1 4 2 7 5 6 3 9 0 8],569592,[1 6 2 0 3 8 4 5 7 9],1152363,[3 1 6 7 5 0 2 8 9 4],1601899,[4 3 7 8 9 0 6 1 5 2],2097306,[5 8 0 1 9 4 7 2 3 6],1365298,[3 7 8 9 1 4 2 6 0 5],1240196,[3 4 8 0 5 9 7 2 1 6],567208,[1 6 0 5 8 7 4 9 2 3]
75,107058,[0 3 7 2 8 1 9 4 5 6],1590197,[4 3 5 6 7 8 0 9 2 1],729780,[2 0 1 8 6 5 7 3 4 9],503142,[1 4 5 8 7 9 2 0 3 6],1089331,[3 0 1 2 9 7 8 4 6 5],1714890,[4 7 5 1 8 6 9 0 2 3],1959542,[5 3 6 8 4 2 7 1 0 9],1348997,[3 7 4 6 5 8 0 9 2 1],1142676,[3 1 4 8 0 5 7 2 6 9],340540,[0 9 4 5 8 7 1 6 2 3]
76,148286,[0 4 7 3 9 6 5 2 1 8],1840743,[5 0 7 2 6 4 8 3 9 1],780860,[2 1 4 9 6 0 8 5 3 7],537628,[1 5 3 7 8 2 0 9 4 6],1226418,[3 4 5 2 6 0 9 1 7 8],1753656,[4 8 3 9 5 7 0 1 2 6],2005446,[5 4 7 9 2 0 3 1 6 8],1505703,[4 1 3 8 2 6 7 5 9 0],1096738,[3 0 2 7 4 6 5 9 1 8],510465,[1 4 7 2 9 8 3 5 6 0]
77,246217,[0 7 1 8 9 6 2 3 5 4],1696480,[4 7 0 6 2 3 8 9 1 5],758397,[2 0 8 5 3 9 7 4 6 1],481563,[1 3 9 5 8 0 2 6 7 4],1066028,[2 9 4 5 6 3 8 1 0 7],1619887,[4 5 1 3 9 0 6 2 8 7],2256703,[6 1 9 7 2 8 3 0 5 4],1488173,[4 0 9 2 8 5 1 7 6 3],1101716,[3 0 4 7 1 9 8 5 2 6],441819,[1 2 9 6 5 8 0 4 7 3]
78,31572,[0 1 8 3 9 2 6 4 5 7],1668847,[4 6 3 0 9 1 5 2 8 7],476745,[1 3 8 6 0 9 4 5 7 2],316942,[0 8 7 9 2 1 6 5 3 4],1178521,[3 2 1 8 9 0 4 5 7 6],1878421,[5 1 6 7 9 3 4 0 8 2],1964613,[5 3 7 8 4 6 9 1 2 0],1353275,[3 7 5 4 6 1 2 9 8 0],1139130,[3 1 4 0 2 8 9 5 6 7],314980,[0 8 7 4 3 9 1 6 2 5]
79,31426,[0 1 8 3 6 9 4 7 2 5],1791583,[4 9 3 5 1 8 2 0 7 6],631837,[1 7 6 3 5 2 8 0 9 4],578617,[1 6 3 8 5 9 0 2 7 4],1284415,[3 5 8 7 9 2 1 0 6 4],1891784,[5 1 9 3 4 8 2 6 0 7],2181194,[6 0 1 8 4 7 2 5 3 9],1403145,[3 8 7 2 6 9 1 4 5 0],1244195,[3 4 8 9 0 2 5 7 6 1],523191,[1 4 9 7 5 8 3 2 6 0]
80,259176,[0 7 4 3 9 8 1 2 5 6],1649791,[4 5 9 2 3 1 6 0 8 7],617979,[1 7 3 6 2 9 0 5 8 4],305027,[0 8 5 4 6 9 2 7 3 1],1219446,[3 4 1 9 7 0 5 2 6 8],1756187,[4 8 5 3 0 9 2 7 6 1],2133831,[5 8 9 2 4 7 3 1 6 0],1532327,[4 2 0 1 5 6 9 8 7 3],1238001,[3 4 7 6 2 8 1 5 9 0],356025,[0 9 7 5 3 8 2 4 6 1]
81,294922,[0 8 3 5 6 7 2 9 1 4],1545546,[4 2 3 7 6 5 9 0 1 8],665438,[1 8 5 0 3 4 7 6 2 9],416918,[1 2 4 8 0 5 7 6 3 9],1067929,[2 9 4 8 1 5 0 3 7 6],1651468,[4 5 9 6 7 1 0 8 2 3],2066121,[5 7 1 9 4 6 2 3 8 0],1475813,[4 0 6 8 7 3 1 9 5 2],1174752,[3 2 1 0 7 8 4 5 6 9],581520,[1 6 4 3 8 0 2 5 7 9]
82,303016,[0 8 5 1 9 2 6 7 3 4],1746637,[4 8 2 5 9 1 6 0 7 3],612850,[1 7 2 6 3 0 5 9 4 8],475256,[1 3 8 4 0 6 5 7 2 9],1105280,[3 0 5 4 1 8 6 7 2 9],1884708,[5 1 7 9 4 8 3 0 2 6],2194765,[6 0 4 5 2 8 7 1 9 3],1436749,[3 9 6 0 4 8 5 1 7 2],1344966,[3 7 2 9 0 1 5 4 6 8],432212,[1 2 7 8 3 6 9 4 0 5]
83,105302,[0 3 6 9 2 5 7 4 1 8],1560250,[4 2 7 6 0 1 5 9 3 8],503440,[1 4 5 9 2 3 7 8 0 6],552269,[1 5 7 6 0 3 2 9 8 4],1048524,[2 9 0 1 4 7 6 3 5 8],1823980,[5 0 2 9 3 8 1 7 4 6],1983842,[5 4 1 7 3 0 2 8 6 9],1387724,[3 8 4 2 5 1 9 6 0 7],1280967,[3 5 8 1 0 7 6 4 9 2],543934,[1 5 4 9 3 7 8 6 0 2]
84,314511,[0 8 7 3 6 9 4 2 5 1],1781609,[4 9 1 5 3 7 6 8 2 0],672378,[1 8 6 3 9 0 7 2 4 5],635269,[1 7 8 0 3 9 5 2 6 4],1365853,[3 7 9 0 1 2 6 4 8 5],1832289,[5 0 4 6 9 1 3 7 8 2],2210802,[6 0 8 5 4 2 9 1 3 7],1559710,[4 2 7 5 1 6 9 8 0 3],1157902,[3 1 7 8 2 0 9 6 4 5],429718,[1 2 7 3 8 9 6 5 0 4]
85,23350,[0 1 6 7 4 5 9 8 2 3],1754687,[4 8 5 1 0 3 9 7 6 2],676105,[1 8 7 2 0 4 3 5 9 6],549891,[1 5 7 0 8 4 2 6 9 3],1080039,[2 9 7 3 0 4 6 5 8 1],1618340,[4 5 1 0 8 2 9 6 3 7],2041058,[5 6 4 9 7 8 0 2 1 3],1370912,[3 8 0 1 2 5 6 7 4 9],1152064,[3 1 6 7 0 5 8 9 2 4],404842,[1 2 0 5 4 8 6 9 3 7]
86,95366,[0 3 4 9 5 7 6 2 1 8],1846872,[5 0 8 4 1 7 2 3 6 9],594732,[1 6 8 0 2 3 7 4 5 9],366542,[1 0 2 8 3 6 7 5 4 9],1354199,[3 7 5 6 8 9 4 2 1 0],1549134,[4 2 5 3 7 6 1 0 8 9],1911628,[5 2 4 3 0 6 1 9 7 8],1301876,[3 6 2 4 0 9 8 5 1 7],1292168,[3 6 0 4 8 1 5 7 2 9],294593,[0 8 3 5 1 9 6 7 4 2]
87,171849,[0 5 3 1 8 2 6 7 9 4],1776131,[4 9 0 3 8 1 5 7 6 2],768670,[2 1 0 6 7 5 9 8 3 4],520150,[1 4 9 2 5 6 8 7 0 3],1339023,[3 7 1 6 8 4 5 2 9 0],1831951,[5 0 4 6 3 2 7 1 9 8],2158571,[5 9 4 2 0 1 6 8 7 3],1304691,[3 6 2 9 0 5 1 7 8 4],1210568,[3 4 0 2 6 1 7 8 5 9],284700,[0 8 1 5 4 6 7 2 3 9]
88,340661,[0 9 4 6 1 8 2 7 5 3],1652882,[4 5 9 8 6 0 1 3 2 7],469003,[1 3 7 0 5 4 9 2 8 6],453414,[1 3 2 9 7 5 4 0 6 8],1063654,[2 9 4 0 3 7 8 6 1 5],1789504,[4 9 3 0 5 6 7 8 1 2],2148233,[5 9 2 1 6 8 4 7 3 0],1489284,[4 0 9 5 3 7 6 1 2 8],1416195,[3 9 0 8 7 5 1 4 6 2],573792,[1 6 2 8 9 5 0 3 4 7]
89,216238,[0 6 3 9 2 8 7 5 1 4],1552178,[4 2 5 9 7 8 0 3 1 6],718751,[1 9 7 5 2 4 8 6 3 0],554924,[1 5 8 0 7 3 9 4 2 6],1081468,[2 9 7 5 0 3 1 8 4 6],1690613,[4 6 9 3 0 5 1 8 7 2],2132106,[5 8 9 0 2 4 7 1 3 6],1546513,[4 2 3 8 9 6 0 1 7 5],1221224,[3 4 2 5 0 9 6 7 1 8],476120,[1 3 8 5 2 7 4 6 0 9]
90,348443,[0 9 6 1 8 5 3 7 4 2],1525478,[4 1 8 6 7 2 5 3 0 9],528489,[1 5 0 9 2 3 6 7 8 4],354945,[0 9 7 3 8 6 2 4 5 1],1039475,[2 8 7 1 6 3 4 9 5 0],1686432,[4 6 8 5 1 7 0 2 3 9],1915824,[5 2 6 0 9 3 1 4 7 8],1364767,[3 7 8 6 4 0 2 1 9 5],1446683,[3 9 8 0 2 6 4 7 5 1],492609,[1 4 2 8 3 0 6 7 9 5]
91,25071,[0 1 6 9 7 8 4 3 5 2],1557203,[4 2 6 9 7 5 1 8 3 0],580603,[1 6 4 2 5 3 9 0 8 7],494596,[1 4 3 0 9 7 2 8 5 6],1254434,[3 5 0 9 2 7 1 6 4 8],1611664,[4 3 9 7 2 5 6 8 0 1],2121613,[5 8 4 9 6 0 3 1 7 2],1348161,[3 7 4 5 2 8 1 6 9 0],1376090,[3 8 1 0 4 6 2 7 5 9],581164,[1 6 4 3 2 0 5 9 7 8]
92,289965,[0 8 2 5 7 3 9 4 6 1],1828554,[5 0 3 8 6 9 7 1 2 4],598352,[1 6 8 7 0 3 4 5 2 9],608025,[1 7 0 6 4 9 3 5 8 2],1009160,[2 8 0 3 6 7 4 5 1 9],1678215,[4 6 5 9 8 0 3 2 7 1],2237759,[6 1 4 9 8 7 5 3 2 0],1420011,[3 9 1 7 2 5 0 6 8 4],1204173,[3 2 8 9 4 6 7 1 5 0],283066,[0 8 1 3 2 9 5 7 4 6]
93,129019,[0 4 2 7 3 1 9 5 8 6],1742574,[4 8 1 7 2 5 3 0 6 9],471863,[1 3 7 6 4 0 9 8 5 2],377743,[1 0 4 9 6 8 3 2 7 5],1103843,[3 0 5 1 2 8 6 9 7 4],1639580,[4 5 7 2 1 0 9 6 3 8],2194384,[6 0 4 3 8 5 7 9 1 2],1284804,[3 5 8 9 2 6 4 0 1 7],1401897,[3 8 7 1 0 5 4 6 9 2],298642,[0 8 4 2 7 6 3 9 1 5]
94,173643,[0 5 3 6 2 1 4 8 9 7],1533904,[4 2 0 5 6 7 8 9 1 3],534625,[1 5 3 0 7 4 2 6 9 8],322879,[0 9 1 2 5 7 4 3 8 6],1077072,[2 9 6 5 8 4 0 1 3 7],1684677,[4 6 8 1 7 9 5 2 3 0],2233027,[6 1 4 0 5 7 9 2 8 3],1418306,[3 9 1 4 8 2 0 6 5 7],1271034,[3 5 6 1 2 9 8 0 4 7],269293,[0 7 6 4 1 2 8 3 9 5]
95,289489,[0 8 2 5 1 6 3 4 9 7],1828512,[5 0 3 8 6 7 1 2 4 9],465489,[1 3 6 4 7 0 5 8 9 2],380849,[1 0 5 6 9 7 4 8 3 2],1276008,[3 5 7 1 2 6 0 4 8 9],1834192,[5 0 4 9 3 8 6 7 1 2],2039214,[5 6 4 7 1 3 2 0 8 9],1539289,[4 2 1 5 9 6 0 3 8 7],1366508,[3 7 9 0 8 4 6 2 1 5],257875,[0 7 4 2 1 9 8 3 6 5]
96,356131,[0 9 7 5 4 6 8 1 3 2],1596461,[4 3 6 8 1 9 0 7 5 2],665155,[1 8 4 9 6 7 5 0 3 2],480203,[1 3 9 2 8 6 4 7 5 0],1034091,[2 8 6 1 3 5 0 7 9 4],1730452,[4 7 9 2 3 5 0 8 1 6],2172113,[5 9 7 8 4 6 2 3 1 0],1383616,[3 8 2 5 7 0 6 9 1 4],1165513,[3 1 9 2 7 6 0 4 8 5],474680,[1 3 8 2 4 7 5 6 0 9]
97,29853,[0 1 7 9 4 6 8 3 5 2],1870883,[5 1 4 2 6 8 3 9 7 0],621950,[1 7 4 3 8 9 5 2 0 6],530698,[1 5 2 4 0 7 6 9 3 8],1125193,[3 0 9 2 7 6 1 4 8 5],1885595,[5 1 8 0 9 3 4 7 6 2],2046563,[5 6 8 0 3 7 2 9 4 1],1521548,[4 1 7 9 2 5 8 3 0 6],1287768,[3 5 9 4 6 2 0 1 7 8],263064,[0 7 5 2 4 3 1 6 8 9]
98,193999,[0 5 8 4 3 7 2 1 9 6],1550391,[4 2 5 7 1 9 6 3 8 0],799062,[2 1 8 5 7 9 3 0 4 6],498894,[1 4 3 9 8 5 2 0 6 7],1126079,[3 0 9 4 8 7 6 5 2 1],1556010,[4 2 6 8 0 7 9 1 3 5],1939238,[5 3 0 8 4 2 7 6 1 9],1610555,[4 3 9 5 8 1 2 7 6 0],1102841,[3 0 4 8 7 2 6 9 5 1],414857,[1 2 4 5 3 0 8 9 7 6]
99,158486,[0 4 9 5 1 7 6 3 2 8],1762579,[4 8 6 7 0 1 9 2 5 3],556349,[1 5 8 3 7 2 0 9 6 4],309484,[0 8 6 3 9 1 2 7 4 5],1304861,[3 6 2 9 1 8 0 7 5 4],1722040,[4 7 6 5 8 1 3 9 0 2],2203569,[6 0 7 2 5 1 4 8 9 3],1395020,[3 8 5 7 4 0 9 2 1 6],1099588,[3 0 4 2 5 6 1 9 7 8],478040,[1 3 8 7 9 5 2 4 0 6]
100,90048,[0 3 2 9 1 6 4 5 7 8],1820063,[5 0 2 1 9 3 8 7 6 4],654527,[1 8 2 9 0 4 7 6 5 3],602082,[1 6 9 4 2 3 8 0 5 7],1027170,[2 8 4 7 5 6 9 0 1 3],1592493,[4 3 5 9 7 6 8 1 2 0],2254431,[6 1 9 3 0 8 5 4 7 2],1430914,[3 9 4 8 2 1 5 7 0 6],1426793,[3 9 4 0 6 8 5 7 2 1],294731,[0 8 3 5 4 1 6 9 7 2]
1,11693,[0 1 4 5 3 7 2 9 8 6],1556797,[4 2 6 9 1 3 7 0 8 5],595621,[1 6 8 2 3 5 7 0 9 4],558388,[1 5 8 7 4 2 0 9 3 6],1137193,[3 1 2 7 5 8 0 4 9 6],1547651,[4 2 5 0 7 1 6 9 8 3],1930423,[5 2 9 0 1 8 4 3 7 6],1517589,[4 1 7 0 8 5 9 3 6 2],1248677,[3 4 9 7 1 6 0 8 5 2],592168,[1 6 7 4 3 8 5 9 0 2]
2,67329,[0 2 7 4 6 1 5 8 9 3],1832144,[5 0 4 6 7 9 2 3 1 8],439177,[1 2 9 0 8 7 3 4 6 5],524490,[1 5 0 2 6 8 9 3 4 7],1352438,[3 7 5 2 4 1 8 6 0 9],1598495,[4 3 7 1 0 8 9 6 5 2],2084284,[5 7 6 3 9 0 1 8 2 4],1613264,[4 5 0 1 7 9 3 6 2 8],1316877,[3 6 7 1 9 8 5 2 4 0],445373,[1 3 0 5 7 6 2 9 8 4]
3,123242,[0 4 1 6 3 2 5 8 7 9],1606463,[4 3 8 7 1 0 9 6 5 2],731846,[2 0 3 4 6 8 7 5 1 9],585395,[1 6 5 2 0 4 7 9 8 3],1338162,[3 7 1 5 6 2 9 0 4 8],1669775,[4 6 3 2 0 8 9 7 5 1],2197755,[6 0 5 1 4 8 2 7 9 3],1456121,[4 0 1 9 5 3 7 8 6 2],1440691,[3 9 6 7 8 4 5 0 2 1],572540,[1 6 2 7 3 0 9 5 4 8]
4,144798,[0 4 6 8 1 7 3 2 5 9],1742041,[4 8 1 6 5 0 2 3 9 7],441759,[1 2 9 6 5 3 7 4 8 0],598207,[1 6 8 5 9 0 3 2 7 4],1063031,[2 9 3 8 4 5 7 6 1 0],1662146,[4 6 1 8 5 2 0 7 3 9],2075938,[5 7 3 9 1 4 2 8 0 6],1480406,[4 0 7 8 1 6 5 3 2 9],1135819,[3 1 2 5 7 0 9 4 8 6],467533,[1 3 6 8 4 0 7 2 9 5]
5,117307,[0 3 9 2 8 5 7 1 6 4],1572807,[4 3 0 1 6 8 7 5 9 2],767339,[2 1 0 4 8 6 5 9 7 3],584803,[1 6 5 0 3 4 9 2 8 7],1279290,[3 5 7 8 6 4 9 0 1 2],1609729,[4 3 9 2 7 5 0 1 8 6],2151805,[5 9 2 8 4 6 3 0 7 1],1510296,[4 1 5 7 6 9 0 2 3 8],1238267,[3 4 7 6 8 9 1 5 2 0],238172,[0 6 9 2 7 5 8 3 1 4]
6,63243,[0 2 6 5 9 1 3 7 8 4],1686934,[4 6 8 5 9 3 7 2 0 1],797228,[2 1 8 3 4 6 9 5 0 7],551459,[1 5 7 3 9 4 2 8 6 0],1340856,[3 7 2 0 4 9 1 5 6 8],1740252,[4 8 1 3 0 2 7 5 6 9],2266069,[6 2 1 7 3 9 5 0 8 4],1530178,[4 1 9 6 2 5 3 8 0 7],1256325,[3 5 1 2 9 4 8 6 7 0],329721,[0 9 2 4 8 6 3 5 7 1]
7,162100,[0 5 1 3 2 9 4 8 6 7],1578113,[4 3 1 0 8 9 6 7 5 2],604052,[1 6 9 7 8 4 5 2 0 3],358384,[0 9 8 1 6 4 5 7 2 3],1180100,[3 2 4 1 0 5 9 7 6 8],1773503,[4 8 9 7 1 0 6 5 3 2],2211010,[6 0 8 5 9 1 3 7 2 4],1487974,[4 0 9 2 6 7 8 5 1 3],1215993,[3 4 1 2 9 5 6 7 8 0],368731,[1 0 3 4 2 8 9 5 7 6]
8,188060,[0 5 7 3 2 1 9 6 4 8],1714922,[4 7 5 1 9 0 2 6 3 8],521299,[1 4 9 5 0 2 8 3 7 6],395334,[1 0 8 5 2 6 4 3 7 9],1324964,[3 6 8 9 1 2 7 4 0 5],1759109,[4 8 6 0 2 3 1 9 7 5],1982933,[5 4 1 6 0 7 2 9 8 3],1441904,[3 9 7 0 5 8 2 4 1 6],1166331,[3 1 9 4 8 5 0 6 7 2],293368,[0 8 3 2 5 7 6 9 1 4]
