100%,Optima 1, Optima [1]
70,3690,[5 0 4 6 1 2 3]
71,1692,[2 3 0 5 1 4 6]
72,711,[0 6 5 3 2 4 1]
73,2378,[3 1 6 0 4 2 5]
74,3172,[4 2 3 0 6 1 5]
75,4666,[6 2 5 1 4 0 3]
76,1088,[1 4 0 3 5 2 6]
77,1201,[1 5 0 2 3 6 4]
78,1570,[2 1 0 4 6 3 5]
79,4575,[6 2 0 4 3 5 1]
80,3179,[4 2 3 1 6 5 0]
81,3974,[5 3 0 4 2 1 6]
82,1257,[1 5 3 2 4 6 0]
83,1460,[2 0 1 6 4 3 5]
84,2181,[3 0 1 6 4 5 2]
85,2800,[3 6 1 4 5 0 2]
86,2315,[3 1 2 4 6 5 0]
87,4064,[5 3 6 1 2 0 4]
88,1824,[2 4 1 0 3 5 6]
89,4482,[6 1 2 5 0 3 4]
90,1008,[1 3 4 0 2 5 6]
91,2403,[3 2 0 1 5 6 4]
92,4555,[6 1 5 4 0 3 2]
93,4724,[6 3 1 5 2 0 4]
94,554,[0 5 4 1 3 2 6]
95,1517,[2 0 5 1 6 4 3]
96,1363,[1 6 2 5 0 4 3]
97,3208,[4 2 5 3 6 0 1]
98,2315,[3 1 2 4 6 5 0]
99,220,[0 2 6 1 5 3 4]
100,3647,[5 0 2 6 4 3 1]
1,3519,[4 6 1 3 2 5 0]
2,950,[1 2 6 4 3 0 5]
3,4899,[6 4 5 0 2 3 1]
4,3692,[5 0 4 6 2 1 3]
5,1696,[2 3 0 5 6 1 4]
6,1536,[2 0 6 1 3 4 5]
7,3400,[4 5 1 3 6 0 2]
8,4998,[6 5 3 1 0 2 4]
9,3927,[5 2 4 3 1 6 0]
10,306,[0 3 4 6 1 2 5]
11,1409,[1 6 4 3 5 2 0]
12,1492,[2 0 4 1 6 3 5]
13,1184,[1 4 6 2 3 0 5]
14,3807,[5 1 4 3 2 6 0]
15,564,[0 5 4 3 1 2 6]
16,3249,[4 3 0 2 5 6 1]
17,4284,[5 6 3 2 0 1 4]
18,1164,[1 4 5 3 0 2 6]
19,1767,[2 3 5 4 1 6 0]
20,449,[0 4 5 3 6 2 1]
21,3888,[5 2 3 0 1 4 6]
22,4357,[6 0 2 4 1 5 3]
23,1385,[1 6 3 4 5 2 0]
24,2805,[3 6 1 5 2 4 0]
25,1286,[1 5 4 3 2 0 6]
26,2177,[3 0 1 5 6 4 2]
27,1028,[1 3 4 6 2 0 5]
28,1823,[2 4 0 6 5 3 1]
29,1654,[2 1 5 6 4 0 3]
30,3302,[4 3 2 5 1 0 6]
31,2920,[4 0 2 5 6 1 3]
32,3926,[5 2 4 3 1 0 6]
33,1369,[1 6 3 0 2 5 4]
34,927,[1 2 5 4 3 6 0]
35,4700,[6 3 0 5 2 1 4]
36,3023,[4 1 0 6 5 3 2]
37,1398,[1 6 4 2 0 3 5]
38,2808,[3 6 2 0 1 4 5]
39,485,[0 5 1 2 6 4 3]
40,1263,[1 5 3 4 2 6 0]
41,3955,[5 2 6 4 0 3 1]
42,4107,[5 4 1 0 3 6 2]
43,2938,[4 0 3 2 6 1 5]
44,4366,[6 0 2 5 4 1 3]
45,4639,[6 2 4 1 0 5 3]
46,911,[1 2 4 6 5 3 0]
47,3370,[4 5 0 2 6 1 3]
48,917,[1 2 5 0 6 4 3]
49,5030,[6 5 4 2 1 0 3]
50,3309,[4 3 2 6 1 5 0]
51,2120,[2 6 4 1 3 0 5]
52,2044,[2 6 0 1 5 3 4]
53,548,[0 5 3 6 2 1 4]
54,4793,[6 3 5 2 4 1 0]
55,4799,[6 3 5 4 2 1 0]
56,4203,[5 6 0 1 3 4 2]
57,4605,[6 2 1 5 3 4 0]
58,2093,[2 6 3 0 5 4 1]
59,2405,[3 2 0 1 6 5 4]
60,4559,[6 1 5 4 3 2 0]
61,508,[0 5 2 1 6 3 4]
62,1577,[2 1 0 5 6 4 3]
63,3343,[4 3 6 1 0 5 2]
64,624,[0 6 2 1 3 4 5]
65,2235,[3 0 5 1 4 6 2]
66,2523,[3 4 0 1 5 6 2]
67,298,[0 3 4 2 6 1 5]
68,165,[0 2 3 6 4 5 1]
69,4147,[5 4 2 6 0 3 1]
70,2581,[3 4 2 5 0 6 1]
71,1850,[2 4 3 0 5 1 6]
72,1475,[2 0 3 4 6 5 1]
73,679,[0 6 4 2 1 5 3]
74,504,[0 5 2 1 3 4 6]
75,1534,[2 0 5 6 4 1 3]
76,4822,[6 4 0 5 3 1 2]
77,1418,[1 6 5 0 3 2 4]
78,2059,[2 6 0 5 1 4 3]
79,3207,[4 2 5 3 1 6 0]
80,46,[0 1 3 6 5 2 4]
81,3847,[5 2 0 3 1 6 4]
82,311,[0 3 4 6 5 2 1]
83,1833,[2 4 1 3 5 6 0]
84,3386,[4 5 1 0 3 2 6]
85,1181,[1 4 6 0 5 3 2]
86,876,[1 2 3 5 0 4 6]
87,3378,[4 5 0 6 1 2 3]
88,1616,[2 1 4 3 5 0 6]
89,1168,[1 4 5 3 6 0 2]
90,497,[0 5 1 4 6 3 2]
91,3459,[4 5 6 0 2 3 1]
92,4346,[6 0 2 1 4 3 5]
93,19,[0 1 2 6 3 5 4]
94,966,[1 3 0 4 2 5 6]
95,754,[1 0 3 4 6 2 5]
96,2378,[3 1 6 0 4 2 5]
97,763,[1 0 3 6 2 5 4]
98,2313,[3 1 2 4 5 6 0]
99,2131,[2 6 4 5 0 3 1]
100,2115,[2 6 4 0 3 5 1]
1,787,[1 0 4 6 2 5 3]
2,3114,[4 1 6 5 0 2 3]
3,1810,[2 4 0 3 6 1 5]
4,2448,[3 2 4 0 1 5 6]
5,1458,[2 0 1 6 3 4 5]
6,645,[0 6 2 5 3 4 1]
7,1365,[1 6 2 5 3 4 0]
8,377,[0 4 1 5 6 3 2]
9,3259,[4 3 0 6 1 5 2]
10,5018,[6 5 4 0 2 1 3]
11,2784,[3 6 1 0 2 4 5]
12,2545,[3 4 1 0 2 6 5]
13,3927,[5 2 4 3 1 6 0]
14,2030,[2 5 6 3 1 0 4]
15,711,[0 6 5 3 2 4 1]
16,24,[0 1 3 2 4 5 6]
17,4784,[6 3 5 1 2 0 4]
18,4998,[6 5 3 1 0 2 4]
19,4483,[6 1 2 5 0 4 3]
20,1359,[1 6 2 4 3 5 0]
21,4186,[5 4 6 1 3 0 2]
22,3547,[4 6 2 5 0 3 1]
23,4128,[5 4 2 0 1 3 6]
24,3650,[5 0 3 1 4 2 6]
25,4163,[5 4 3 1 6 2 0]
26,2545,[3 4 1 0 2 6 5]
27,1072,[1 3 6 4 5 0 2]
28,4753,[6 3 4 0 1 5 2]
29,4790,[6 3 5 2 1 0 4]
30,4196,[5 4 6 3 1 0 2]
31,4059,[5 3 6 0 2 4 1]
32,4146,[5 4 2 6 0 1 3]
33,4969,[6 5 2 0 1 4 3]
34,1091,[1 4 0 3 6 5 2]
35,4629,[6 2 3 5 1 4 0]
36,733,[1 0 2 5 3 6 4]
37,3341,[4 3 6 0 5 2 1]
38,4425,[6 0 5 2 3 4 1]
39,1928,[2 5 0 3 4 1 6]
40,536,[0 5 3 2 4 1 6]
41,4552,[6 1 5 3 4 0 2]
42,3334,[4 3 5 6 2 0 1]
43,3398,[4 5 1 3 2 0 6]
44,1191,[1 4 6 3 2 5 0]
45,2753,[3 5 6 2 4 1 0]
46,913,[1 2 5 0 3 6 4]
47,3,[0 1 2 3 5 6 4]
48,3413,[4 5 2 0 6 3 1]
49,167,[0 2 3 6 5 4 1]
50,64,[0 1 4 5 6 2 3]
51,2635,[3 4 6 5 0 2 1]
52,806,[1 0 5 4 3 2 6]
53,2870,[3 6 5 2 1 0 4]
54,772,[1 0 4 2 6 3 5]
55,2970,[4 0 5 6 1 2 3]
56,2280,[3 1 0 2 4 5 6]
57,4026,[5 3 2 6 0 1 4]
58,3201,[4 2 5 1 3 6 0]
59,3326,[4 3 5 2 1 0 6]
60,3953,[5 2 6 3 4 1 0]
61,4613,[6 2 3 0 5 4 1]
62,1652,[2 1 5 6 3 0 4]
63,126,[0 2 1 4 3 5 6]
64,4103,[5 4 0 6 3 2 1]
65,959,[1 2 6 5 4 3 0]
66,3679,[5 0 4 2 1 6 3]
67,2616,[3 4 6 0 1 2 5]
68,2835,[3 6 4 0 2 5 1]
69,2441,[3 2 1 5 6 4 0]
70,5019,[6 5 4 0 2 3 1]
71,2097,[2 6 3 1 4 5 0]
72,63,[0 1 4 5 3 6 2]
73,3069,[4 1 3 6 2 5 0]
74,3947,[5 2 6 1 4 3 0]
75,1848,[2 4 3 0 1 5 6]
76,852,[1 2 0 5 3 4 6]
77,272,[0 3 2 4 5 1 6]
78,2937,[4 0 3 2 5 6 1]
79,897,[1 2 4 3 5 6 0]
80,3249,[4 3 0 2 5 6 1]
81,2127,[2 6 4 3 1 5 0]
82,2700,[3 5 2 4 0 1 6]
83,4498,[6 1 3 2 5 0 4]
84,4432,[6 0 5 3 4 1 2]
85,1561,[2 1 0 3 4 6 5]
86,3252,[4 3 0 5 1 2 6]
87,1275,[1 5 4 0 3 6 2]
88,4197,[5 4 6 3 1 2 0]
89,3161,[4 2 1 5 6 3 0]
90,2349,[3 1 4 6 2 5 0]
91,1748,[2 3 4 6 1 0 5]
92,282,[0 3 2 6 1 4 5]
93,1099,[1 4 0 6 2 5 3]
94,3015,[4 1 0 5 3 6 2]
95,964,[1 3 0 2 6 4 5]
96,2899,[4 0 1 6 2 5 3]
97,3039,[4 1 2 5 3 6 0]
98,4335,[6 0 1 4 3 5 2]
99,189,[0 2 4 6 3 5 1]
100,4114,[5 4 1 2 6 0 3]
1,3337,[4 3 6 0 1 5 2]
2,2623,[3 4 6 1 0 5 2]
3,971,[1 3 0 4 6 5 2]
4,145,[0 2 3 1 4 6 5]
5,3301,[4 3 2 5 0 6 1]
6,2276,[3 0 6 5 2 1 4]
7,2777,[3 6 0 4 5 2 1]
8,3964,[5 3 0 1 6 2 4]
9,3965,[5 3 0 1 6 4 2]
10,2118,[2 6 4 1 0 3 5]
11,2131,[2 6 4 5 0 3 1]
12,1089,[1 4 0 3 5 6 2]
13,2304,[3 1 2 0 4 5 6]
14,345,[0 3 6 2 4 5 1]
15,1826,[2 4 1 0 5 3 6]
16,1912,[2 4 6 3 5 0 1]
17,2194,[3 0 2 4 6 1 5]
18,903,[1 2 4 5 3 6 0]
19,2542,[3 4 0 6 5 1 2]
20,2747,[3 5 6 1 4 2 0]
21,2403,[3 2 0 1 5 6 4]
22,3460,[4 5 6 0 3 1 2]
23,4714,[6 3 1 2 5 0 4]
24,329,[0 3 5 4 6 2 1]
25,3270,[4 3 1 2 0 5 6]
26,1957,[2 5 1 4 0 6 3]
27,4300,[5 6 4 0 3 1 2]
28,368,[0 4 1 3 5 2 6]
29,2983,[4 0 6 2 1 5 3]
30,3989,[5 3 1 0 6 4 2]
31,2853,[3 6 4 5 1 2 0]
32,854,[1 2 0 5 4 3 6]
33,2704,[3 5 2 4 6 0 1]
34,1823,[2 4 0 6 5 3 1]
35,4952,[6 5 1 2 3 0 4]
36,4544,[6 1 5 2 3 0 4]
37,1728,[2 3 4 0 1 5 6]
38,4222,[5 6 0 4 3 1 2]
39,1131,[1 4 3 0 5 6 2]
40,4326,[6 0 1 3 2 4 5]
41,475,[0 4 6 5 1 3 2]
42,2352,[3 1 5 0 2 4 6]
43,189,[0 2 4 6 3 5 1]
44,1043,[1 3 5 2 6 4 0]
45,204,[0 2 5 4 1 3 6]
46,659,[0 6 3 2 5 4 1]
47,2876,[3 6 5 4 1 0 2]
48,1022,[1 3 4 5 2 0 6]
49,1189,[1 4 6 3 0 5 2]
50,4092,[5 4 0 3 1 2 6]
51,704,[0 6 5 2 3 1 4]
52,2135,[2 6 4 5 3 1 0]
53,1793,[2 3 6 4 5 1 0]
54,2526,[3 4 0 2 1 5 6]
55,1710,[2 3 1 4 0 5 6]
56,4918,[6 4 5 3 2 0 1]
57,2949,[4 0 3 6 2 5 1]
58,879,[1 2 3 5 4 6 0]
59,2046,[2 6 0 3 1 4 5]
60,1343,[1 6 0 5 4 3 2]
61,3016,[4 1 0 5 6 2 3]
62,2723,[3 5 4 1 6 2 0]
63,981,[1 3 0 6 4 5 2]
64,5016,[6 5 4 0 1 2 3]
65,4305,[5 6 4 1 2 3 0]
66,1276,[1 5 4 0 6 2 3]
67,3425,[4 5 2 3 6 1 0]
68,480,[0 5 1 2 3 4 6]
69,257,[0 3 1 5 6 4 2]
70,2322,[3 1 2 6 0 4 5]
71,237,[0 2 6 5 3 4 1]
72,3013,[4 1 0 5 2 6 3]
73,4813,[6 4 0 3 1 5 2]
74,3257,[4 3 0 5 6 2 1]
75,2271,[3 0 6 4 2 5 1]
76,370,[0 4 1 3 6 2 5]
77,3228,[4 2 6 3 0 1 5]
78,3671,[5 0 3 6 4 2 1]
79,4915,[6 4 5 3 0 2 1]
80,2611,[3 4 5 6 0 2 1]
81,4122,[5 4 1 6 0 2 3]
82,3277,[4 3 1 5 0 6 2]
83,3905,[5 2 3 4 6 1 0]
84,3931,[5 2 4 6 0 3 1]
85,3285,[4 3 1 6 2 5 0]
86,717,[0 6 5 4 2 3 1]
87,4102,[5 4 0 6 3 1 2]
88,243,[0 3 1 2 5 6 4]
89,308,[0 3 4 6 2 1 5]
90,387,[0 4 2 1 5 6 3]
91,1594,[2 1 3 4 6 0 5]
92,849,[1 2 0 4 5 6 3]
93,2175,[3 0 1 5 4 6 2]
94,4828,[6 4 1 0 5 2 3]
95,1309,[1 5 6 3 0 4 2]
96,2792,[3 6 1 2 4 0 5]
97,1371,[1 6 3 0 4 5 2]
98,165,[0 2 3 6 4 5 1]
99,1778,[2 3 6 0 4 1 5]
100,3982,[5 3 0 6 4 1 2]
