99%,Optima 1, Optima [1],Optima 2, Optima [2],Optima 3, Optima [3],Optima 4, Optima [4],Optima 5, Optima [5],Optima 6, Optima [6],Optima 7, Optima [7],Optima 8, Optima [8],Optima 9, Optima [9],Optima 10, Optima [10],Optima 11, Optima [11],Optima 12, Optima [12],Optima 13, Optima [13],Optima 14, Optima [14],Optima 15, Optima [15],Optima 16, Optima [16],Optima 17, Optima [17],Optima 18, Optima [18],Optima 19, Optima [19],Optima 20, Optima [20]
26,369894,[1 0 3 5 8 6 4 2 7 9],1730357,[4 7 9 2 1 6 0 8 5 3],3392862,[9 3 1 2 4 8 5 0 6 7],3112046,[8 5 1 4 2 7 6 3 0 9],2351985,[6 4 2 7 5 9 1 3 8 0],418647,[1 2 5 0 6 8 7 4 9 3],1925326,[5 2 8 0 1 4 9 7 3 6],2934956,[8 0 7 3 2 9 6 4 1 5],699745,[1 9 3 7 8 2 0 4 6 5],3273020,[9 0 2 4 8 1 7 5 3 6],2305483,[6 3 1 5 0 4 9 2 8 7],2825455,[7 8 0 5 2 4 3 1 9 6],73234,[0 2 8 5 7 3 4 9 1 6],3444753,[9 4 3 5 2 1 6 7 8 0],1556152,[4 2 6 8 1 9 5 7 0 3],3234919,[8 9 1 6 7 4 2 0 5 3],1512636,[4 1 6 0 9 3 7 2 5 8],2705393,[7 4 0 8 3 9 5 6 2 1],817981,[2 3 4 5 0 7 8 1 9 6],2803321,[7 6 4 1 5 0 2 3 9 8]
27,568713,[1 6 0 8 9 3 4 5 7 2],302576,[0 8 5 1 3 6 4 7 2 9],3131899,[8 5 6 2 9 0 7 1 4 3],3490367,[9 5 4 3 7 1 8 6 2 0],1569786,[4 2 9 5 1 6 8 0 3 7],1722359,[4 7 6 8 0 9 5 3 2 1],54659,[0 2 4 8 9 5 3 7 6 1],2435062,[6 7 3 1 0 2 9 8 4 5],1157148,[3 1 7 6 0 9 5 2 4 8],2156310,[5 9 3 7 8 1 2 0 4 6],2723271,[7 4 5 2 1 9 6 3 8 0],3526483,[9 6 3 5 8 1 7 0 4 2],2526265,[6 9 5 1 7 2 0 3 8 4],3168184,[8 6 4 5 1 3 7 9 0 2],2688694,[7 3 6 4 1 8 9 5 0 2],40599,[0 2 1 3 6 5 8 7 9 4],790632,[2 1 6 9 0 7 3 4 5 8],248990,[0 7 2 4 8 9 5 3 1 6],372000,[1 0 3 8 7 2 4 5 6 9],1606645,[4 3 8 7 2 6 5 0 9 1]
28,174667,[0 5 3 7 6 4 9 1 8 2],2316556,[6 3 4 7 2 8 0 9 1 5],671426,[1 8 6 2 5 3 0 7 4 9],2991371,[8 2 1 5 7 0 4 9 6 3],3076924,[8 4 2 5 6 0 1 9 3 7],1744156,[4 8 2 0 5 7 1 9 3 6],1387511,[3 8 4 2 0 6 9 7 5 1],3155613,[8 6 2 0 7 5 9 3 4 1],2654893,[7 2 8 6 3 0 5 1 9 4],1836644,[5 0 6 3 9 2 8 4 1 7],2103563,[5 8 1 3 6 7 2 9 4 0],557851,[1 5 8 6 7 4 9 0 3 2],1382928,[3 8 2 4 7 5 0 1 6 9],1388325,[3 8 4 5 1 2 9 6 7 0],321760,[0 8 9 6 7 2 4 5 1 3],3555507,[9 7 1 4 2 3 0 6 8 5],1220146,[3 4 2 0 7 9 5 8 1 6],1835433,[5 0 6 2 3 4 7 8 9 1],1143346,[3 1 4 8 9 7 2 6 0 5],1954396,[5 3 4 8 2 7 0 9 1 6]
29,2340671,[6 4 0 3 9 5 8 7 2 1],3398527,[9 3 2 4 1 0 6 5 8 7],1422130,[3 9 2 1 4 0 6 8 5 7],1092840,[3 0 1 8 9 2 4 5 6 7],2642348,[7 2 5 1 9 4 8 3 0 6],2436734,[6 7 3 4 2 0 8 5 1 9],1238063,[3 4 7 6 5 0 9 8 2 1],1923430,[5 2 7 6 3 4 9 8 0 1],2515744,[6 9 3 1 0 5 7 8 2 4],2036832,[5 6 4 0 9 7 1 2 3 8],59551,[0 2 5 8 7 3 4 1 9 6],2823696,[7 8 0 2 6 9 1 3 4 5],888029,[2 5 0 3 6 4 1 9 8 7],2002367,[5 4 7 2 0 3 9 8 6 1],1661874,[4 6 1 8 0 9 7 2 3 5],2156173,[5 9 3 7 6 0 4 1 8 2],3342924,[9 1 8 2 7 5 4 0 3 6],2151047,[5 9 2 7 4 1 8 6 3 0],2858371,[7 8 9 0 6 4 5 1 3 2],524438,[1 5 0 2 6 4 8 7 3 9]
30,2100231,[5 8 0 6 9 7 3 2 4 1],556049,[1 5 8 3 2 7 6 9 4 0],583526,[1 6 4 8 3 7 5 2 0 9],694671,[1 9 2 7 6 8 4 3 5 0],3537485,[9 6 5 8 1 0 2 7 4 3],1042080,[2 8 7 6 3 0 1 4 5 9],2152520,[5 9 3 0 6 7 2 4 1 8],163233,[0 5 1 4 8 3 6 7 9 2],224525,[0 6 5 4 9 1 2 8 7 3],96104,[0 3 5 1 6 9 4 7 2 8],871345,[2 4 6 9 1 3 0 5 8 7],172127,[0 5 3 2 1 6 9 8 7 4],2105697,[5 8 1 7 4 3 2 6 9 0],1722387,[4 7 6 8 1 2 0 5 9 3],2589324,[7 1 2 8 3 6 5 0 4 9],1926176,[5 2 8 1 3 6 4 7 0 9],2504490,[6 9 0 8 3 5 7 1 2 4],3428929,[9 4 0 3 5 6 1 2 8 7],2918893,[8 0 4 2 1 3 7 5 9 6],1280682,[3 5 8 0 7 2 9 1 4 6]
31,2920213,[8 0 4 3 9 1 6 2 7 5],2777408,[7 5 9 0 4 1 3 6 2 8],2228521,[6 1 3 2 4 0 5 7 9 8],124437,[0 4 1 7 8 9 6 3 5 2],2675816,[7 3 2 9 4 5 1 6 0 8],1295008,[3 6 0 9 5 7 4 8 1 2],3589186,[9 8 0 1 7 6 3 5 2 4],1454778,[4 0 1 7 6 2 9 3 5 8],2030437,[5 6 2 9 0 3 7 1 8 4],2220716,[6 1 0 7 3 9 8 4 2 5],2753115,[7 5 2 1 8 6 0 4 9 3],415736,[1 2 4 6 5 7 3 8 0 9],1082107,[2 9 7 5 8 3 6 0 4 1],1831292,[5 0 4 3 6 8 9 2 1 7],1172357,[3 2 0 7 4 8 1 9 6 5],2698426,[7 3 9 2 6 8 1 5 0 4],938354,[2 6 3 1 4 8 0 7 5 9],411588,[1 2 3 7 6 9 5 0 4 8],2365661,[6 4 7 2 5 9 0 8 3 1],2419510,[6 7 0 1 4 5 9 8 2 3]
32,525814,[1 5 0 4 3 8 9 7 2 6],2030736,[5 6 2 9 3 8 0 1 4 7],217881,[0 6 4 2 7 8 3 5 9 1],389967,[1 0 7 4 6 8 5 3 9 2],1455018,[4 0 1 7 9 2 8 3 5 6],2003348,[5 4 7 3 2 6 9 1 0 8],3004770,[8 2 5 1 3 7 9 0 4 6],967352,[2 6 9 8 4 1 3 5 0 7],1309063,[3 6 4 8 0 9 2 1 7 5],3253694,[8 9 5 4 0 1 6 3 2 7],2407777,[6 5 7 8 0 9 1 2 4 3],581954,[1 6 4 5 2 8 0 7 3 9],867687,[2 4 6 1 0 8 7 5 9 3],2486058,[6 8 5 1 9 0 7 2 3 4],401805,[1 0 9 7 2 4 8 5 6 3],2396142,[6 5 3 2 9 8 1 0 4 7],1249829,[3 4 9 8 7 1 0 6 5 2],3126308,[8 5 4 2 0 6 9 3 1 7],810064,[2 3 0 8 1 6 7 9 4 5],1368497,[3 7 9 4 6 0 5 8 2 1]
33,1960206,[5 3 6 9 4 0 2 1 7 8],2939516,[8 0 9 2 5 7 6 3 1 4],485265,[1 4 0 3 9 8 5 6 7 2],2520572,[6 9 4 0 7 5 8 2 1 3],1322957,[3 6 8 4 2 7 0 9 5 1],1161170,[3 1 8 4 7 5 0 6 2 9],1785146,[4 9 2 1 5 3 0 7 6 8],2362882,[6 4 5 8 7 3 1 9 0 2],2553496,[7 0 3 6 5 1 8 9 2 4],970473,[2 7 0 5 9 3 4 6 8 1],2802942,[7 6 4 0 9 8 2 1 3 5],808782,[2 3 0 6 4 9 5 1 7 8],2917959,[8 0 3 9 6 2 5 4 7 1],1591431,[4 3 5 8 1 9 6 2 7 0],2839135,[7 8 3 2 1 5 4 0 9 6],788238,[2 1 6 4 8 7 3 0 5 9],3146481,[8 6 0 3 1 7 4 5 9 2],55759,[0 2 5 1 6 8 4 3 9 7],1663231,[4 6 2 0 1 5 7 3 9 8],2364683,[6 4 7 1 2 8 3 9 5 0]
34,2929940,[8 0 6 3 4 1 9 5 2 7],2244148,[6 1 7 2 9 3 0 8 4 5],2314611,[6 3 4 1 8 5 0 7 9 2],2577501,[7 0 9 3 8 1 6 4 5 2],2019542,[5 6 0 7 9 3 4 2 1 8],1505212,[4 1 3 7 6 5 0 9 2 8],960838,[2 6 8 5 3 9 7 4 0 1],947875,[2 6 5 0 4 9 8 1 7 3],2582894,[7 1 0 5 4 2 8 6 3 9],195400,[0 5 8 7 3 2 6 9 1 4],2906031,[8 0 1 6 2 9 5 4 7 3],1034807,[2 8 6 3 1 4 9 7 5 0],3090326,[8 4 6 1 0 7 5 3 2 9],2313181,[6 3 2 9 7 4 5 0 8 1],3590099,[9 8 0 3 2 5 4 7 6 1],924549,[2 5 9 4 0 6 8 3 7 1],542242,[1 5 4 7 0 8 3 9 2 6],3151336,[8 6 1 2 9 0 5 7 3 4],1803211,[4 9 6 7 2 5 8 0 3 1],2444325,[6 7 4 9 8 1 5 2 3 0]
35,2415204,[6 5 9 1 3 7 4 0 2 8],1193023,[3 2 6 7 9 8 1 0 5 4],1967733,[5 3 8 2 9 6 7 1 4 0],2646111,[7 2 6 0 1 9 5 4 8 3],3141411,[8 5 9 2 0 4 1 6 7 3],1584955,[4 3 2 6 1 9 8 0 7 5],2000249,[5 4 6 9 0 7 3 8 2 1],2823631,[7 8 0 2 6 3 4 1 9 5],3209146,[8 7 4 6 0 9 2 5 1 3],105762,[0 3 6 9 8 2 7 1 4 5],745174,[2 0 5 8 9 6 7 4 1 3],2897502,[7 9 6 8 1 5 2 0 3 4],1916907,[5 2 6 3 4 1 0 8 9 7],3439647,[9 4 2 5 1 7 6 3 8 0],88518,[0 3 2 6 9 7 4 1 5 8],2310975,[6 3 2 5 8 0 7 4 9 1],3043001,[8 3 4 7 2 1 6 9 5 0],3521936,[9 6 2 7 4 3 1 5 0 8],2991411,[8 2 1 5 7 4 0 6 9 3],751429,[2 0 7 1 6 9 5 3 8 4]
36,41705,[0 2 1 4 9 6 7 8 5 3],2542968,[7 0 1 5 9 4 2 3 6 8],1826371,[5 0 3 4 7 8 9 1 6 2],2216472,[6 0 9 7 3 5 1 2 4 8],1456047,[4 0 1 9 3 7 6 5 8 2],494583,[1 4 3 0 9 6 7 5 8 2],801158,[2 1 8 9 6 3 5 4 0 7],2399176,[6 5 4 0 2 1 8 9 3 7],971652,[2 7 0 8 5 1 6 3 4 9],2208773,[6 0 8 2 7 4 1 9 5 3],2558235,[7 0 4 6 1 8 2 5 9 3],3120404,[8 5 3 0 9 2 7 4 1 6],3334752,[9 1 6 5 4 7 0 2 3 8],1405841,[3 8 7 9 4 1 5 6 2 0],3314326,[9 1 2 6 3 4 8 7 0 5],3201504,[8 7 3 1 5 2 0 4 6 9],341663,[0 9 4 7 5 1 8 6 3 2],1495133,[4 1 0 7 6 5 2 9 8 3],1203045,[3 2 8 6 9 1 7 4 5 0],995059,[2 7 6 4 0 1 9 3 8 5]
37,638988,[1 7 8 6 3 9 4 0 2 5],1495445,[4 1 0 8 2 3 5 9 7 6],2729018,[7 4 6 3 1 9 0 5 2 8],1409201,[3 8 9 5 1 2 6 7 4 0],236851,[0 6 8 9 7 4 5 1 3 2],1702042,[4 7 1 6 9 5 2 8 0 3],1508737,[4 1 5 3 6 9 0 2 8 7],1321902,[3 6 8 1 9 7 2 0 4 5],675320,[1 8 6 9 7 4 2 3 0 5],2817623,[7 6 9 0 3 1 8 5 4 2],1885455,[5 1 8 0 7 2 6 4 9 3],2584451,[7 1 0 8 5 2 4 9 6 3],1393825,[3 8 5 4 9 1 0 2 7 6],1676597,[4 6 5 7 3 8 0 9 2 1],2218889,[6 1 0 3 8 7 5 9 4 2],2417711,[6 5 9 4 8 2 7 3 1 0],2795818,[7 6 2 8 0 4 3 9 1 5],3262575,[8 9 7 2 3 0 5 4 6 1],1044797,[2 8 9 3 0 6 1 7 5 4],2185222,[6 0 2 7 1 3 9 8 4 5]
38,1077185,[2 9 6 7 0 4 5 8 3 1],3173570,[8 6 5 4 7 2 0 3 1 9],2756163,[7 5 2 9 0 1 3 6 8 4],2590036,[7 1 2 9 3 6 0 8 4 5],2439560,[6 7 4 0 2 8 3 5 1 9],1099362,[3 0 4 1 9 5 8 2 6 7],1505991,[4 1 3 8 6 9 5 2 7 0],1677433,[4 6 5 8 7 3 0 1 9 2],617198,[1 7 3 5 2 4 8 6 0 9],209088,[0 6 2 5 4 7 1 3 8 9],3256713,[8 9 6 1 2 3 4 5 7 0],1508181,[4 1 5 2 8 0 9 6 7 3],1482179,[4 0 8 1 6 5 3 9 7 2],967245,[2 6 9 8 3 1 7 4 5 0],2051092,[5 6 8 9 4 2 0 7 1 3],1952377,[5 3 4 2 7 9 0 1 8 6],3002699,[8 2 4 7 3 5 1 9 6 0],2419695,[6 7 0 1 8 2 5 4 9 3],1817387,[5 0 1 7 2 9 4 8 6 3],1135380,[3 1 2 4 9 6 7 0 5 8]
39,1740019,[4 8 1 2 7 0 9 3 6 5],3566551,[9 7 3 5 4 1 2 0 8 6],3146814,[8 6 0 3 5 4 2 1 7 9],2177246,[5 9 8 7 6 3 2 1 0 4],3214064,[8 7 5 4 9 6 1 2 0 3],272976,[0 7 8 2 1 9 3 4 5 6],3491115,[9 5 4 6 7 3 0 2 8 1],2651872,[7 2 8 1 0 9 5 6 3 4],2900142,[7 9 8 2 6 5 1 0 3 4],742268,[2 0 5 3 9 6 8 4 1 7],3376068,[9 2 6 7 8 5 3 0 1 4],3057685,[8 3 7 5 6 4 2 0 9 1],1922285,[5 2 7 3 9 0 1 8 6 4],2659167,[7 2 9 5 1 6 4 3 8 0],2702981,[7 4 0 3 1 9 2 8 6 5],558377,[1 5 8 7 4 0 6 9 3 2],2036080,[5 6 3 9 8 1 4 7 0 2],977282,[2 7 1 9 4 0 3 6 5 8],3320082,[9 1 3 7 2 4 8 0 5 6],2837127,[7 8 2 9 3 5 4 1 6 0]
40,37439,[0 1 9 4 8 7 6 5 3 2],3202640,[8 7 3 4 0 6 2 5 1 9],2218741,[6 1 0 3 7 5 8 2 9 4],1240410,[3 4 8 0 7 6 9 1 2 5],1324877,[3 6 8 9 0 5 1 7 4 2],1250861,[3 5 0 2 4 9 1 8 7 6],1447995,[3 9 8 2 0 6 1 5 7 4],1016881,[2 8 1 7 4 0 3 5 9 6],1027060,[2 8 4 7 3 9 0 6 1 5],1995385,[5 4 3 9 2 1 0 6 8 7],2008343,[5 4 8 3 2 0 9 7 6 1],1749202,[4 8 3 0 5 7 2 9 1 6],1629701,[4 5 3 2 6 9 0 8 7 1],2117222,[5 8 4 0 6 3 7 2 1 9],3477858,[9 5 2 0 4 1 8 3 6 7],287620,[0 8 2 1 5 9 3 7 4 6],3075463,[8 4 2 1 5 9 3 0 7 6],2049431,[5 6 8 4 2 3 9 7 1 0],953410,[2 6 7 1 3 0 5 9 4 8],246480,[0 7 1 9 4 2 3 5 6 8]
41,467985,[1 3 6 8 9 7 2 4 5 0],1569367,[4 2 9 3 7 0 5 1 8 6],1744640,[4 8 2 1 0 7 5 6 3 9],3085467,[8 4 5 1 3 2 0 7 9 6],1874538,[5 1 4 9 6 0 8 2 3 7],2060317,[5 7 0 8 4 2 6 1 9 3],2214719,[6 0 9 3 8 7 5 4 2 1],1060831,[2 9 3 5 4 1 6 0 8 7],56203,[0 2 5 3 1 6 9 4 8 7],2376921,[6 4 9 5 1 7 2 3 8 0],1716509,[4 7 5 6 0 2 1 9 8 3],1775039,[4 9 0 2 3 8 7 6 5 1],2579904,[7 0 9 8 2 3 1 4 5 6],1744622,[4 8 2 1 0 6 7 5 3 9],73730,[0 2 8 6 4 5 1 7 3 9],820106,[2 3 4 8 0 5 1 7 6 9],3437924,[9 4 2 0 8 3 7 5 1 6],1402164,[3 8 7 1 4 6 5 0 2 9],1535031,[4 2 0 6 9 8 5 3 7 1],178486,[0 5 4 3 9 2 8 7 1 6]
42,2470765,[6 8 2 1 5 7 4 0 9 3],1819891,[5 0 2 1 7 8 9 3 6 4],2433215,[6 7 2 8 3 5 9 4 1 0],1514586,[4 1 6 5 7 3 9 0 2 8],2084848,[5 7 6 4 3 8 2 9 0 1],2799075,[7 6 3 2 5 8 0 4 9 1],854681,[2 4 1 7 0 5 8 9 6 3],1602377,[4 3 7 9 5 0 6 8 2 1],3420277,[9 3 7 5 2 1 6 0 8 4],1308428,[3 6 4 7 1 5 9 2 0 8],2040024,[5 6 4 8 2 1 0 3 7 9],1219534,[3 4 1 9 7 6 8 5 0 2],2074899,[5 7 3 6 8 9 0 2 4 1],149516,[0 4 7 6 5 9 8 2 1 3],2322707,[6 3 5 8 9 7 1 4 2 0],3169935,[8 6 4 9 5 0 3 2 7 1],2839357,[7 8 3 2 5 1 6 0 9 4],2258900,[6 2 0 3 5 1 9 7 4 8],938027,[2 6 3 0 8 9 4 7 5 1],3310214,[9 1 0 7 5 2 6 4 3 8]
43,3155331,[8 6 2 0 4 5 1 7 9 3],2104051,[5 8 1 4 2 7 9 0 6 3],1196744,[3 2 7 5 0 9 4 6 1 8],3179255,[8 6 7 5 3 4 9 2 1 0],3337300,[9 1 7 2 0 8 3 6 4 5],3408390,[9 3 5 1 8 2 4 0 6 7],3200657,[8 7 3 0 4 1 6 9 5 2],789781,[2 1 6 7 9 4 5 0 8 3],1782555,[4 9 1 6 7 5 0 3 8 2],3439677,[9 4 2 5 1 8 7 3 6 0],3072848,[8 4 1 6 9 0 3 5 2 7],1573932,[4 3 0 5 1 2 8 6 7 9],1892398,[5 1 9 4 2 8 7 6 0 3],3107937,[8 5 0 6 4 3 2 7 9 1],187642,[0 5 7 2 6 8 3 9 1 4],3442397,[9 4 3 0 1 7 2 8 6 5],2897266,[7 9 6 5 8 4 1 3 0 2],3502566,[9 5 7 8 4 0 2 1 3 6],3206622,[8 7 4 1 5 9 2 0 3 6],2507844,[6 9 1 5 0 7 4 2 3 8]
44,3436837,[9 4 1 8 3 2 6 0 7 5],1361497,[3 7 8 0 9 6 1 2 5 4],1424758,[3 9 2 6 7 8 5 4 0 1],1279754,[3 5 7 9 2 6 0 4 1 8],641025,[1 7 9 2 3 8 4 5 6 0],1063794,[2 9 4 0 5 8 7 1 3 6],2983912,[8 2 0 1 4 9 6 7 3 5],124189,[0 4 1 7 5 9 6 2 8 3],2345235,[6 4 1 3 2 8 0 7 9 5],1848759,[5 0 8 7 6 2 4 3 9 1],2481500,[6 8 4 2 5 0 9 3 1 7],2494232,[6 8 7 9 1 2 3 4 0 5],911757,[2 5 6 9 1 8 7 3 4 0],2657857,[7 2 9 3 4 8 0 1 6 5],465105,[1 3 6 2 9 8 4 5 7 0],702545,[1 9 4 3 7 5 6 8 2 0],1021904,[2 8 3 7 1 9 4 5 0 6],3471071,[9 5 0 6 8 3 7 4 2 1],2672448,[7 3 2 1 8 5 0 4 6 9],3447659,[9 4 5 0 3 6 2 8 7 1]
45,2937101,[8 0 7 6 2 9 1 5 4 3],134118,[0 4 3 7 2 8 5 1 6 9],227242,[0 6 7 1 5 8 3 9 2 4],1688888,[4 6 9 0 7 1 3 5 2 8],2089665,[5 7 8 4 1 9 2 3 6 0],2906514,[8 0 1 6 7 9 5 2 3 4],2239221,[6 1 5 3 0 2 9 7 8 4],2671000,[7 3 1 9 6 2 5 8 0 4],3336493,[9 1 7 0 2 3 6 4 8 5],1700200,[4 7 1 3 5 2 8 9 0 6],3157583,[8 6 2 4 5 0 9 7 3 1],2007670,[5 4 8 2 3 6 9 7 0 1],3614275,[9 8 5 0 6 7 4 1 3 2],1619370,[4 5 1 3 0 8 9 2 6 7],2013276,[5 4 9 3 1 2 7 0 6 8],1421986,[3 9 2 0 8 7 4 6 1 5],3185742,[8 7 0 1 5 9 3 2 4 6],1851913,[5 0 9 4 1 7 2 3 8 6],2336033,[6 3 9 4 2 8 5 7 1 0],1743925,[4 8 2 0 1 7 6 3 9 5]
46,1687125,[4 6 8 7 1 2 9 3 5 0],1721571,[4 7 6 5 0 3 1 8 9 2],45398,[0 2 3 1 4 6 8 7 5 9],2033001,[5 6 3 2 7 8 1 4 9 0],353848,[0 9 7 2 4 6 5 8 1 3],2522764,[6 9 4 3 8 0 1 7 2 5],977994,[2 7 3 0 4 9 8 1 5 6],1525492,[4 1 8 6 7 3 0 9 2 5],1270562,[3 5 6 0 8 1 2 7 4 9],1414068,[3 9 0 5 8 7 4 1 2 6],1631943,[4 5 3 8 6 2 7 1 9 0],2520270,[6 9 4 0 3 2 5 1 7 8],2934239,[8 0 7 2 3 9 6 5 4 1],3316229,[9 1 2 8 7 3 0 6 5 4],1989744,[5 4 2 8 6 1 0 3 7 9],1537782,[4 2 1 0 8 9 5 3 6 7],22147,[0 1 6 4 8 5 9 2 7 3],2498144,[6 8 9 4 3 7 1 2 0 5],1963823,[5 3 7 6 4 0 9 8 2 1],1924620,[5 2 7 9 0 4 6 1 3 8]
47,548199,[1 5 6 8 3 2 7 4 9 0],311460,[0 8 6 7 4 3 5 1 2 9],714846,[1 9 6 7 8 0 3 2 4 5],672164,[1 8 6 3 5 2 9 4 0 7],901770,[2 5 3 9 4 7 8 0 1 6],45185,[0 2 1 9 7 5 6 8 4 3],1439229,[3 9 6 4 8 2 7 1 5 0],2308983,[6 3 2 0 9 5 7 4 8 1],3194001,[8 7 1 6 0 5 3 4 9 2],1484313,[4 0 8 5 6 2 3 7 9 1],3358331,[9 2 3 4 5 0 6 8 7 1],1711332,[4 7 3 5 9 0 6 1 2 8],2899816,[7 9 8 2 4 0 5 6 1 3],1101237,[3 0 4 6 5 9 8 2 7 1],908864,[2 5 6 3 1 9 4 7 0 8],3425245,[9 3 8 5 1 6 4 0 7 2],29761,[0 1 7 9 4 2 3 5 8 6],3562803,[9 7 2 8 3 0 1 5 6 4],3326567,[9 1 5 0 3 4 8 7 6 2],1100263,[3 0 4 5 1 9 6 2 8 7]
48,2439264,[6 7 3 9 8 1 0 2 4 5],1667853,[4 6 2 9 3 7 8 1 5 0],2548037,[7 0 2 5 9 6 1 8 4 3],959016,[2 6 8 1 9 7 0 3 4 5],87329,[0 3 2 5 4 8 7 9 6 1],1665453,[4 6 2 5 0 8 9 3 7 1],150385,[0 4 7 8 9 2 1 3 6 5],3499202,[9 5 7 2 0 1 3 6 4 8],536829,[1 5 3 6 7 4 9 2 8 0],2888303,[7 9 5 0 4 1 8 6 3 2],1470534,[4 0 5 8 3 6 2 1 7 9],322978,[0 9 1 2 6 5 4 8 3 7],664520,[1 8 4 7 9 5 2 3 0 6],3397174,[9 3 2 0 4 7 8 6 1 5],587599,[1 6 5 7 0 8 3 2 9 4],3522967,[9 6 3 0 1 2 5 4 8 7],436445,[1 2 8 6 3 0 4 9 7 5],1073219,[2 9 5 8 4 3 1 7 6 0],2359588,[6 4 5 1 2 3 0 9 7 8],3109098,[8 5 0 9 2 1 7 3 4 6]
49,2250170,[6 1 8 4 2 5 0 7 3 9],1008668,[2 8 0 1 9 5 7 4 3 6],1477545,[4 0 7 2 1 9 5 6 8 3],2844622,[7 8 4 2 9 0 6 5 1 3],87625,[0 3 2 5 8 4 1 6 9 7],652897,[1 8 2 5 7 9 0 3 6 4],1986038,[5 4 2 0 6 3 8 7 1 9],1987267,[5 4 2 3 0 7 9 1 8 6],1236518,[3 4 7 2 5 1 8 6 0 9],1480437,[4 0 7 8 1 9 6 3 5 2],294092,[0 8 3 4 5 7 9 2 1 6],2202396,[6 0 5 9 8 2 4 1 3 7],1769638,[4 8 9 0 6 7 5 3 1 2],3456165,[9 4 6 7 1 2 8 3 5 0],1686064,[4 6 8 3 7 2 5 9 0 1],3124858,[8 5 4 0 1 6 3 9 2 7],2654914,[7 2 8 6 3 1 4 9 0 5],1156168,[3 1 7 4 8 6 5 9 0 2],663171,[1 8 4 6 0 5 2 7 9 3],3559662,[9 7 2 1 8 6 3 0 4 5]
50,3102984,[8 4 9 5 6 1 0 2 3 7],2400480,[6 5 4 2 0 1 3 7 8 9],2561667,[7 0 5 2 9 3 1 6 8 4],3206229,[8 7 4 1 0 5 9 3 6 2],3530333,[9 6 4 3 1 5 0 8 7 2],2205171,[6 0 7 4 8 3 1 5 9 2],2547121,[7 0 2 4 8 1 3 5 9 6],2379880,[6 5 0 2 4 3 8 9 1 7],1173802,[3 2 0 9 4 7 5 8 1 6],420794,[1 2 5 6 4 8 0 7 3 9],1265173,[3 5 4 0 2 1 8 6 9 7],1338840,[3 7 1 6 5 0 2 4 8 9],2522376,[6 9 4 3 1 8 0 2 5 7],800486,[2 1 8 7 6 5 4 3 0 9],1857452,[5 1 0 6 8 7 9 3 2 4],2088191,[5 7 8 2 1 4 9 6 3 0],3149504,[8 6 0 9 2 7 3 4 1 5],3430387,[9 4 0 6 3 5 8 1 7 2],1087506,[2 9 8 6 3 4 7 0 1 5],1611268,[4 3 9 6 8 1 0 7 2 5]
51,2577054,[7 0 9 3 2 5 4 1 6 8],3021322,[8 2 9 4 1 6 3 7 0 5],1172726,[3 2 0 7 8 6 5 4 1 9],615233,[1 7 3 0 5 9 6 8 4 2],2081103,[5 7 4 9 2 3 6 1 8 0],1072868,[2 9 5 8 0 4 7 3 1 6],553634,[1 5 7 8 9 4 0 3 2 6],3067446,[8 4 0 6 3 1 5 2 7 9],573628,[1 6 2 8 7 3 0 9 4 5],2570544,[7 0 8 1 3 4 2 5 6 9],113121,[0 3 8 5 1 7 4 6 9 2],3307070,[9 1 0 3 2 8 6 5 4 7],3474171,[9 5 1 3 2 6 0 7 8 4],1779138,[4 9 1 0 2 3 8 5 6 7],2758011,[7 5 3 1 6 4 0 8 9 2],301550,[0 8 4 7 6 9 3 2 1 5],2530246,[6 9 7 0 2 3 8 5 1 4],1718378,[4 7 5 9 3 8 0 2 1 6],3546926,[9 6 8 5 1 4 3 2 0 7],3499015,[9 5 7 1 6 3 2 0 8 4]
52,1336582,[3 7 1 2 5 0 9 8 4 6],2815299,[7 6 8 4 0 9 1 3 5 2],3578499,[9 7 6 0 1 8 2 4 5 3],1135904,[3 1 2 5 7 9 4 6 0 8],1403423,[3 8 7 4 1 0 9 6 5 2],1792968,[4 9 3 7 1 5 0 2 6 8],1016455,[2 8 1 6 7 4 3 0 9 5],449891,[1 3 2 4 9 0 6 8 7 5],1223255,[3 4 2 7 9 6 8 5 1 0],126726,[0 4 2 3 1 5 7 6 8 9],3079455,[8 4 3 0 1 2 7 6 9 5],3072386,[8 4 1 6 2 3 0 7 5 9],1547151,[4 2 3 9 7 8 5 1 6 0],871574,[2 4 6 9 5 0 7 3 1 8],677929,[1 8 7 4 5 3 0 2 9 6],3504266,[9 5 8 2 0 3 1 6 4 7],55400,[0 2 4 9 8 6 3 5 1 7],1225242,[3 4 5 0 8 2 9 1 6 7],3194836,[8 7 1 9 2 5 0 6 3 4],897160,[2 5 3 0 1 6 8 9 4 7]
