2%,Optima 1, Optima [1],Optima 2, Optima [2],Optima 3, Optima [3],Optima 4, Optima [4],Optima 5, Optima [5],Optima 6, Optima [6],Optima 7, Optima [7],Optima 8, Optima [8],Optima 9, Optima [9],Optima 10, Optima [10],Optima 11, Optima [11],Optima 12, Optima [12],Optima 13, Optima [13],Optima 14, Optima [14],Optima 15, Optima [15],Optima 16, Optima [16],Optima 17, Optima [17],Optima 18, Optima [18],Optima 19, Optima [19],Optima 20, Optima [20]
26,33677,[0 1 8 6 7 5 2 9 4 3],1701131,[4 7 1 5 8 0 3 9 6 2],481943,[1 3 9 6 4 0 8 7 5 2],337037,[0 9 3 8 1 6 2 7 5 4],1135671,[3 1 2 5 4 9 7 6 8 0],1732194,[4 7 9 5 6 8 3 0 1 2],2090856,[5 7 8 6 9 4 0 1 2 3],1402898,[3 8 7 2 4 9 0 5 1 6],1231431,[3 4 6 2 1 9 7 5 8 0],254713,[0 7 3 5 8 6 1 2 9 4],301349,[0 8 4 7 5 2 1 9 6 3],1171360,[3 2 0 5 9 4 7 8 1 6],2571334,[7 0 8 2 3 6 9 5 1 4],1372338,[3 8 0 4 1 2 9 5 6 7],3083182,[8 4 3 7 1 0 9 6 2 5],3067780,[8 4 0 6 7 9 1 5 2 3],452704,[1 3 2 8 7 5 6 9 0 4],417067,[1 2 4 8 3 6 9 0 7 5],846431,[2 3 9 8 5 4 7 6 1 0],1687106,[4 6 8 7 1 2 0 5 3 9]
27,37747,[0 1 9 5 4 6 8 2 7 3],1661113,[4 6 1 7 0 8 2 3 9 5],482353,[1 3 9 6 8 5 0 2 7 4],388322,[1 0 7 2 5 3 4 8 6 9],1128560,[3 0 9 8 4 6 2 5 1 7],1681388,[4 6 7 5 1 3 9 2 0 8],2112542,[5 8 3 1 0 6 7 4 2 9],1416693,[3 9 1 0 6 7 8 4 5 2],1225391,[3 4 5 0 9 6 8 7 2 1],300305,[0 8 4 6 1 5 7 9 3 2],367859,[1 0 2 9 8 5 4 7 6 3],1166784,[3 1 9 5 6 2 0 4 7 8],2574296,[7 0 8 6 3 4 2 5 1 9],1363932,[3 7 8 5 2 0 6 1 4 9],3061036,[8 3 9 2 4 6 0 7 1 5],3019532,[8 2 9 0 6 5 7 3 1 4],427957,[1 2 6 9 4 3 7 0 8 5],366240,[1 0 2 7 8 3 4 5 6 9],798856,[2 1 8 5 6 0 7 9 3 4],1709789,[4 7 3 1 8 2 0 9 6 5]
28,82466,[0 3 1 5 7 4 2 8 6 9],1706917,[4 7 2 6 8 1 5 0 9 3],481894,[1 3 9 6 2 7 8 5 0 4],345429,[0 9 5 4 7 3 8 2 6 1],1128813,[3 0 9 8 6 5 7 2 4 1],1691933,[4 6 9 5 8 2 0 7 3 1],2092111,[5 7 9 0 6 2 3 1 8 4],1389534,[3 8 4 6 9 2 1 0 5 7],1206822,[3 2 9 5 0 8 4 1 6 7],253077,[0 7 3 2 5 9 8 4 6 1],332519,[0 9 2 8 6 7 5 4 3 1],1185747,[3 2 5 1 9 4 0 7 8 6],2527402,[6 9 5 3 1 7 2 8 0 4],1363333,[3 7 8 4 5 0 6 1 9 2],3063304,[8 3 9 6 4 2 5 7 0 1],3041933,[8 3 4 5 9 2 0 7 6 1],442957,[1 2 9 8 3 4 6 0 7 5],411656,[1 2 3 7 8 5 4 6 0 9],816456,[2 3 1 9 8 7 0 4 5 6],1698803,[4 7 1 0 5 8 3 9 6 2]
29,10653,[0 1 4 2 8 7 9 5 6 3],1713115,[4 7 3 9 1 8 6 0 5 2],531971,[1 5 2 6 9 0 4 8 7 3],337066,[0 9 3 8 1 7 4 6 2 5],1150411,[3 1 6 2 8 7 9 0 5 4],1677220,[4 6 5 8 2 9 0 7 1 3],2140238,[5 9 0 6 4 2 7 3 1 8],1406659,[3 8 9 0 6 1 7 2 5 4],1229680,[3 4 5 9 8 1 6 7 0 2],310241,[0 8 6 4 9 2 5 7 3 1],311038,[0 8 6 5 9 7 4 3 1 2],1196545,[3 2 7 4 9 1 0 5 8 6],2521057,[6 9 4 1 3 8 0 2 7 5],1337619,[3 7 1 4 8 9 0 5 6 2],3079983,[8 4 3 0 7 5 6 2 9 1],3035879,[8 3 2 4 5 9 7 6 1 0],460250,[1 3 5 4 2 7 0 8 6 9],375713,[1 0 4 6 8 9 5 7 3 2],803680,[2 1 9 5 3 4 7 8 0 6],1726949,[4 7 8 5 3 1 0 9 6 2]
30,46668,[0 2 3 4 8 9 6 1 5 7],1704420,[4 7 2 1 3 6 8 0 5 9],541745,[1 5 4 6 3 7 8 9 2 0],382139,[1 0 5 8 7 4 3 9 6 2],1112576,[3 0 6 8 2 5 4 7 1 9],1716003,[4 7 5 3 2 0 1 8 9 6],2092330,[5 7 9 1 0 2 4 8 3 6],1427541,[3 9 4 1 7 0 8 5 6 2],1231730,[3 4 6 2 8 5 0 7 1 9],291578,[0 8 2 7 9 6 1 4 3 5],326895,[0 9 1 8 2 3 6 5 7 4],1174124,[3 2 0 9 7 4 8 5 1 6],2548372,[7 0 2 6 4 5 1 9 3 8],1356478,[3 7 6 0 9 8 5 4 1 2],3127535,[8 5 4 3 7 6 9 2 1 0],3087136,[8 4 5 3 7 0 6 9 1 2],420438,[1 2 5 4 9 7 3 0 6 8],395489,[1 0 8 5 3 7 6 9 4 2],848800,[2 4 0 5 9 3 7 8 1 6],1715140,[4 7 5 2 0 9 1 8 3 6]
31,51384,[0 2 4 3 6 5 1 7 8 9],1677028,[4 6 5 8 1 2 0 9 3 7],488429,[1 4 0 9 5 3 2 8 7 6],328942,[0 9 2 3 8 1 7 6 4 5],1169279,[3 1 9 8 7 6 5 4 2 0],1709892,[4 7 3 1 9 0 6 2 5 8],2114852,[5 8 3 6 1 7 9 2 0 4],1419125,[3 9 1 6 0 2 4 8 7 5],1238193,[3 4 7 6 8 1 2 5 9 0],319872,[0 8 9 4 2 6 1 3 5 7],325431,[0 9 1 5 8 7 4 3 6 2],1181893,[3 2 4 6 7 0 8 1 9 5],2514262,[6 9 2 8 0 1 7 5 3 4],1324902,[3 6 8 9 0 7 2 1 4 5],3119808,[8 5 3 0 1 6 2 4 7 9],3064103,[8 3 9 7 5 0 6 4 2 1],438465,[1 2 8 9 7 6 3 4 5 0],401897,[1 0 9 7 3 2 6 8 5 4],868397,[2 4 6 3 0 8 1 9 7 5],1669206,[4 6 3 1 5 0 7 2 8 9]
32,38766,[0 1 9 6 8 2 4 3 5 7],1691289,[4 6 9 5 0 1 3 7 8 2],508786,[1 4 6 9 5 8 2 7 0 3],338078,[0 9 4 1 6 3 7 5 2 8],1166203,[3 1 9 4 7 2 8 0 6 5],1736559,[4 8 0 5 9 2 6 3 7 1],2095920,[5 7 9 8 0 1 2 3 4 6],1383856,[3 8 2 6 0 1 7 9 4 5],1228822,[3 4 5 8 7 0 9 6 1 2],257363,[0 7 4 1 5 8 3 9 6 2],356828,[0 9 7 6 4 3 8 2 1 5],1159964,[3 1 8 2 0 5 9 6 4 7],2510976,[6 9 2 1 4 8 0 3 5 7],1317822,[3 6 7 4 1 9 2 0 5 8],3057273,[8 3 7 5 1 2 4 6 9 0],3045872,[8 3 5 2 4 1 6 7 0 9],416324,[1 2 4 7 3 5 9 6 0 8],425888,[1 2 6 5 7 0 4 8 3 9],824902,[2 3 5 7 8 0 9 6 1 4],1704271,[4 7 2 1 0 5 6 3 9 8]
33,13812,[0 1 4 8 3 2 7 5 6 9],1678581,[4 6 7 0 3 1 9 5 8 2],495012,[1 4 3 2 7 0 8 5 6 9],343497,[0 9 5 2 1 6 4 7 8 3],1162616,[3 1 8 6 7 4 2 5 0 9],1726214,[4 7 8 3 5 0 6 2 1 9],2120240,[5 8 4 6 7 3 1 2 0 9],1423720,[3 9 2 5 4 1 7 8 0 6],1246866,[3 4 9 2 7 5 8 0 1 6],288918,[0 8 2 4 3 7 5 1 6 9],314129,[0 8 7 3 2 6 5 9 4 1],1171567,[3 2 0 6 4 1 7 5 9 8],2556829,[7 0 4 3 1 9 6 2 8 5],1354176,[3 7 5 6 8 9 0 1 2 4],3070896,[8 4 1 3 0 9 2 5 6 7],3018258,[8 2 7 9 0 1 6 3 4 5],483044,[1 3 9 7 8 2 6 4 0 5],402609,[1 0 9 8 3 2 5 6 7 4],834900,[2 3 7 6 5 4 8 0 1 9],1680654,[4 6 7 3 1 5 2 0 8 9]
34,33125,[0 1 8 6 2 3 4 9 7 5],1716918,[4 7 5 6 3 8 1 0 2 9],509348,[1 4 7 0 5 6 9 3 2 8],366741,[1 0 2 8 5 3 9 6 7 4],1098939,[3 0 4 1 5 9 2 7 8 6],1688801,[4 6 9 0 5 2 7 8 3 1],2107183,[5 8 2 0 6 9 3 1 7 4],1431116,[3 9 4 8 5 7 6 1 0 2],1246726,[3 4 9 2 6 1 8 7 0 5],322197,[0 8 9 7 3 6 5 2 4 1],315332,[0 8 7 4 9 5 6 2 1 3],1161842,[3 1 8 5 7 0 2 6 4 9],2579871,[7 0 9 8 1 6 4 3 5 2],1368337,[3 7 9 4 2 8 0 1 6 5],3063408,[8 3 9 6 5 2 0 1 4 7],3024958,[8 3 0 2 4 9 7 6 1 5],420412,[1 2 5 4 9 6 0 8 3 7],365793,[1 0 2 7 3 5 6 8 9 4],858521,[2 4 3 5 6 1 8 9 7 0],1717125,[4 7 5 6 9 1 8 2 3 0]
35,43936,[0 2 1 8 3 4 7 9 5 6],1727287,[4 7 8 6 0 1 3 2 9 5],488934,[1 4 2 0 3 7 6 5 8 9],338703,[0 9 4 2 5 6 7 3 8 1],1098976,[3 0 4 1 6 2 8 9 5 7],1725603,[4 7 8 2 6 0 1 5 9 3],2119689,[5 8 4 6 0 1 3 7 9 2],1443610,[3 9 7 4 0 1 5 8 2 6],1219572,[3 4 1 9 8 0 6 2 5 7],294592,[0 8 3 5 1 9 6 7 2 4],349740,[0 9 6 3 7 4 5 1 2 8],1195256,[3 2 7 1 0 6 5 8 4 9],2574282,[7 0 8 6 3 2 9 1 4 5],1314643,[3 6 5 8 9 1 7 0 4 2],3096467,[8 4 7 2 5 9 1 6 3 0],3064292,[8 3 9 7 6 4 5 1 0 2],441374,[1 2 9 6 0 3 7 5 4 8],372440,[1 0 3 9 4 7 5 6 2 8],847895,[2 4 0 3 7 8 9 6 5 1],1704777,[4 7 2 1 8 5 3 6 9 0]
36,43459,[0 2 1 7 5 3 9 4 8 6],1726114,[4 7 8 3 2 1 5 9 0 6],509406,[1 4 7 0 6 2 5 3 8 9],332149,[0 9 2 8 3 7 5 1 6 4],1140371,[3 1 4 2 9 0 6 8 7 5],1685124,[4 6 8 2 3 7 5 0 1 9],2075266,[5 7 3 8 1 9 2 6 0 4],1395695,[3 8 5 9 2 6 7 4 1 0],1189556,[3 2 6 0 1 9 8 5 4 7],275886,[0 7 8 6 2 1 4 3 5 9],325295,[0 9 1 5 7 6 8 4 3 2],1194324,[3 2 6 9 7 5 4 0 1 8],2541348,[7 0 1 3 6 9 5 2 4 8],1367988,[3 7 9 2 8 6 4 0 1 5],3057324,[8 3 7 5 1 6 4 0 2 9],3040781,[8 3 4 2 1 9 0 7 6 5],478984,[1 3 9 0 4 6 7 8 2 5],376840,[1 0 4 8 5 3 7 9 2 6],857076,[2 4 3 0 6 5 8 1 7 9],1656458,[4 6 0 7 5 9 1 3 2 8]
37,24128,[0 1 6 8 5 2 4 7 3 9],1727470,[4 7 8 6 1 3 9 5 0 2],510461,[1 4 7 2 9 8 0 6 5 3],383365,[1 0 6 2 5 8 7 3 9 4],1109756,[3 0 6 2 4 9 8 5 1 7],1703569,[4 7 2 0 1 6 3 5 9 8],2145264,[5 9 1 6 4 2 0 3 7 8],1423531,[3 9 2 5 0 7 8 1 6 4],1199092,[3 2 7 9 4 5 0 8 1 6],259318,[0 7 4 5 1 9 8 6 2 3],344803,[0 9 5 3 8 2 7 1 6 4],1164167,[3 1 8 9 7 2 6 5 4 0],2519357,[6 9 3 8 0 5 1 7 4 2],1308733,[3 6 4 7 8 0 5 1 9 2],3070913,[8 4 1 3 0 9 6 7 5 2],3066339,[8 4 0 3 7 9 1 5 6 2],443219,[1 2 9 8 5 4 3 7 6 0],367375,[1 0 2 9 4 6 5 3 8 7],837402,[2 3 8 1 0 5 9 4 6 7],1664349,[4 6 2 1 7 5 9 3 8 0]
38,17033,[0 1 5 4 7 9 6 8 3 2],1696755,[4 7 0 6 5 8 1 3 9 2],485802,[1 4 0 5 8 3 9 2 6 7],347450,[0 9 5 8 4 3 1 6 2 7],1138422,[3 1 2 9 0 8 5 4 6 7],1666087,[4 6 2 7 0 1 5 3 9 8],2086080,[5 7 6 9 2 0 1 3 4 8],1448424,[3 9 8 2 6 1 0 4 5 7],1204012,[3 2 8 9 1 5 0 7 4 6],284237,[0 8 1 4 7 6 2 9 5 3],323717,[0 9 1 3 6 7 2 8 5 4],1185996,[3 2 5 4 1 6 8 0 7 9],2580946,[7 1 0 2 6 9 4 8 3 5],1371622,[3 8 0 2 1 4 9 7 5 6],3105305,[8 5 0 1 9 4 6 7 3 2],3017675,[8 2 7 6 1 3 4 9 5 0],429385,[1 2 7 3 5 4 0 6 9 8],384197,[1 0 6 3 7 8 2 9 5 4],830717,[2 3 6 8 7 5 0 9 4 1],1718462,[4 7 5 9 6 2 3 1 0 8]
39,71857,[0 2 8 3 7 9 1 4 6 5],1678921,[4 6 7 0 9 1 2 3 8 5],547560,[1 5 6 7 4 0 2 3 8 9],337119,[0 9 3 8 2 4 6 5 7 1],1155048,[3 1 7 2 4 6 0 5 8 9],1714672,[4 7 5 1 3 9 6 8 0 2],2085186,[5 7 6 8 0 3 9 1 2 4],1379559,[3 8 1 7 0 4 6 5 9 2],1207928,[3 2 9 6 7 0 4 5 1 8],296679,[0 8 3 9 1 4 6 5 7 2],341516,[0 9 4 7 2 8 6 3 1 5],1227580,[3 4 5 6 9 8 0 7 1 2],2514701,[6 9 2 8 4 7 0 5 3 1],1372364,[3 8 0 4 1 5 9 6 2 7],3092861,[8 4 6 5 3 9 0 7 2 1],3047394,[8 3 5 6 2 9 7 0 1 4],423475,[1 2 6 0 3 9 8 4 7 5],423505,[1 2 6 0 4 5 3 7 9 8],846198,[2 3 9 8 1 6 4 0 5 7],1676089,[4 6 5 3 9 2 0 1 8 7]
40,52307,[0 2 4 5 7 9 3 8 6 1],1697358,[4 7 0 8 3 6 2 1 5 9],505554,[1 4 6 3 0 9 8 2 5 7],375620,[1 0 4 6 8 2 9 5 3 7],1109203,[3 0 6 1 7 4 9 2 8 5],1701276,[4 7 1 5 9 2 6 0 3 8],2111661,[5 8 2 9 7 0 6 3 4 1],1395447,[3 8 5 9 0 6 4 2 7 1],1188362,[3 2 5 8 6 0 1 7 4 9],303372,[0 8 5 2 4 1 7 3 6 9],339851,[0 9 4 5 1 2 6 8 7 3],1187308,[3 2 5 7 0 4 1 9 6 8],2541452,[7 0 1 3 8 6 9 4 2 5],1348580,[3 7 4 6 0 1 9 5 2 8],3078777,[8 4 2 9 0 5 3 6 7 1],3066316,[8 4 0 3 7 6 1 9 2 5],417164,[1 2 4 8 5 3 9 6 0 7],382152,[1 0 5 8 7 6 2 3 4 9],835948,[2 3 7 9 0 4 1 8 5 6],1674688,[4 6 5 1 9 7 3 8 0 2]
41,61180,[0 2 6 1 9 8 3 7 4 5],1713505,[4 7 3 9 8 1 0 2 6 5],486779,[1 4 0 7 2 6 5 9 8 3],354042,[0 9 7 2 6 3 8 1 4 5],1129515,[3 1 0 2 8 7 4 6 9 5],1680169,[4 6 7 2 5 3 0 1 9 8],2121250,[5 8 4 9 1 0 3 7 2 6],1424356,[3 9 2 6 1 7 0 8 4 5],1243015,[3 4 8 6 2 5 1 0 9 7],293770,[0 8 3 4 1 2 6 9 5 7],364859,[1 0 2 5 8 6 4 9 7 3],1224950,[3 4 5 0 2 9 7 6 1 8],2525518,[6 9 5 0 4 8 7 3 1 2],1339888,[3 7 1 8 9 5 4 6 0 2],3127663,[8 5 4 3 9 7 1 0 6 2],3050110,[8 3 6 1 2 5 9 7 0 4],448401,[1 3 0 9 7 6 4 5 8 2],428261,[1 2 6 9 7 8 0 5 4 3],841377,[2 3 8 9 5 4 1 6 7 0],1702896,[4 7 1 9 0 8 2 3 5 6]
42,18917,[0 1 5 8 3 7 2 9 6 4],1716399,[4 7 5 3 9 1 6 2 8 0],519412,[1 4 9 0 5 6 2 8 3 7],336160,[0 9 3 6 8 2 5 7 1 4],1108343,[3 0 5 9 4 1 8 7 6 2],1666950,[4 6 2 8 1 3 5 0 7 9],2122571,[5 8 6 1 0 2 4 9 7 3],1442589,[3 9 7 1 5 4 8 2 6 0],1216187,[3 4 1 5 0 9 6 8 7 2],280080,[0 7 9 5 1 2 3 4 6 8],307256,[0 8 5 9 6 3 2 4 1 7],1165169,[3 1 9 2 4 7 6 8 5 0],2554741,[7 0 3 9 2 5 6 1 8 4],1325271,[3 6 8 9 4 7 2 1 5 0],3060813,[8 3 9 2 0 6 7 4 5 1],3038693,[8 3 2 9 4 5 0 7 6 1],425614,[1 2 6 5 0 8 9 7 3 4],406784,[1 2 0 7 9 8 4 5 3 6],806572,[2 3 0 1 5 7 4 9 6 8],1671625,[4 6 3 7 8 1 0 2 9 5]
43,73258,[0 2 8 5 7 4 3 9 1 6],1714670,[4 7 5 1 3 9 6 2 0 8],509147,[1 4 7 0 2 9 5 8 6 3],329773,[0 9 2 5 1 3 7 4 8 6],1104859,[3 0 5 2 7 1 9 4 8 6],1674764,[4 6 5 2 0 3 9 7 1 8],2115622,[5 8 3 7 2 0 9 6 1 4],1441840,[3 9 7 0 5 2 6 8 1 4],1230134,[3 4 6 0 7 1 8 5 2 9],312400,[0 8 6 9 7 2 4 5 1 3],332622,[0 9 2 8 7 6 3 1 4 5],1224800,[3 4 5 0 1 8 6 7 2 9],2519729,[6 9 3 8 4 5 2 7 1 0],1353848,[3 7 5 6 2 0 4 8 1 9],3125515,[8 5 4 0 9 7 6 1 3 2],3084558,[8 4 5 0 1 7 3 2 6 9],481365,[1 3 9 5 6 2 8 4 7 0],422506,[1 2 5 8 7 9 3 6 0 4],858385,[2 4 3 5 1 6 0 7 9 8],1719231,[4 7 6 0 8 9 3 2 5 1]
44,16179,[0 1 5 3 6 9 2 7 8 4],1697282,[4 7 0 8 3 1 2 6 5 9],546600,[1 5 6 4 2 0 3 7 8 9],365786,[1 0 2 7 3 5 4 8 6 9],1137371,[3 1 2 7 8 0 5 9 6 4],1724470,[4 7 8 1 0 5 9 6 2 3],2111925,[5 8 3 0 2 4 9 6 7 1],1433546,[3 9 5 4 0 2 1 7 6 8],1220067,[3 4 2 0 7 5 1 8 9 6],311087,[0 8 6 7 1 3 9 5 4 2],349004,[0 9 6 2 7 3 8 4 1 5],1173393,[3 2 0 8 7 4 5 6 9 1],2525215,[6 9 5 0 2 4 3 1 8 7],1345074,[3 7 2 9 0 8 6 1 4 5],3099732,[8 4 9 0 2 1 6 3 5 7],3046113,[8 3 5 2 7 1 4 6 9 0],416776,[1 2 4 7 9 0 6 8 3 5],430772,[1 2 7 5 3 8 9 4 0 6],834002,[2 3 7 5 4 0 1 8 6 9],1708254,[4 7 2 9 5 3 1 0 6 8]
45,59285,[0 2 5 8 4 1 3 9 7 6],1715390,[4 7 5 2 3 9 6 1 0 8],483913,[1 4 0 2 3 8 5 6 9 7],354586,[0 9 7 3 4 8 2 6 1 5],1157967,[3 1 7 8 2 6 5 4 9 0],1722654,[4 7 6 8 3 2 1 0 5 9],2143638,[5 9 1 3 2 7 4 0 6 8],1436472,[3 9 6 0 1 7 2 4 5 8],1230387,[3 4 6 0 9 2 1 7 8 5],313052,[0 8 7 1 6 5 9 3 2 4],338475,[0 9 4 2 1 7 3 6 8 5],1221645,[3 4 2 5 8 1 9 6 7 0],2566444,[7 0 6 2 5 1 3 9 4 8],1325711,[3 6 9 0 2 5 8 7 4 1],3102396,[8 4 9 3 7 1 5 0 2 6],3056369,[8 3 7 2 9 5 4 6 1 0],447561,[1 3 0 8 6 7 4 5 9 2],388372,[1 0 7 2 5 6 3 9 4 8],855313,[2 4 1 7 9 6 0 3 8 5],1658673,[4 6 1 0 8 3 5 7 9 2]
46,73519,[0 2 8 6 1 7 4 3 9 5],1686437,[4 6 8 5 1 7 0 9 3 2],523415,[1 4 9 7 8 5 6 3 2 0],350460,[0 9 6 4 7 3 5 1 2 8],1098924,[3 0 4 1 5 8 7 2 6 9],1673657,[4 6 5 0 7 1 8 9 3 2],2130822,[5 8 7 6 2 9 1 0 3 4],1450000,[3 9 8 5 7 1 4 6 0 2],1183942,[3 2 4 9 5 0 8 7 1 6],302196,[0 8 4 9 6 2 5 1 3 7],329208,[0 9 2 4 3 6 1 5 7 8],1168156,[3 1 9 7 4 6 0 8 2 5],2536308,[6 9 8 1 4 7 3 0 2 5],1325573,[3 6 9 0 1 5 2 8 7 4],3085526,[8 4 5 1 3 7 6 2 0 9],3044324,[8 3 5 0 2 4 9 6 1 7],418210,[1 2 4 9 8 0 5 7 3 6],423907,[1 2 6 0 8 5 9 3 7 4],816491,[2 3 4 0 1 5 7 9 8 6],1721963,[4 7 6 5 3 8 1 9 2 0]
47,35242,[0 1 8 9 7 5 3 6 2 4],1667566,[4 6 2 9 0 3 8 7 1 5],532992,[1 5 2 8 3 7 0 4 6 9],364949,[1 0 2 5 9 4 3 8 7 6],1123487,[3 0 8 9 4 2 7 6 5 1],1698108,[4 7 0 9 3 8 5 1 2 6],2089352,[5 7 8 3 9 1 2 4 0 6],1430965,[3 9 4 8 2 6 5 0 7 1],1231560,[3 4 6 2 7 0 1 5 8 9],322201,[0 8 9 7 4 1 2 3 6 5],303967,[0 8 5 3 2 1 6 4 9 7],1211121,[3 4 0 5 1 8 6 7 9 2],2518522,[6 9 3 5 8 4 1 7 0 2],1353378,[3 7 5 4 8 0 9 1 2 6],3123641,[8 5 3 7 2 1 6 9 4 0],3030682,[8 3 1 4 2 7 5 9 0 6],450806,[1 3 2 6 0 8 7 5 4 9],431330,[1 2 7 6 0 5 3 8 4 9],855914,[2 4 1 8 7 6 0 5 3 9],1720698,[4 7 6 2 9 0 8 1 3 5]
48,36546,[0 1 9 3 7 5 8 2 4 6],1697605,[4 7 0 8 6 5 3 1 9 2],523302,[1 4 9 7 6 8 2 0 3 5],351464,[0 9 6 7 1 8 3 4 2 5],1117470,[3 0 7 8 1 4 5 2 6 9],1667330,[4 6 2 8 7 3 0 5 1 9],2140511,[5 9 0 6 8 3 7 4 2 1],1398722,[3 8 6 4 7 0 1 5 2 9],1226762,[3 4 5 2 9 0 1 7 6 8],286589,[0 8 1 9 2 4 3 7 6 5],321674,[0 8 9 6 5 4 1 3 2 7],1212563,[3 4 0 7 1 8 5 9 6 2],2520105,[6 9 4 0 1 8 3 5 7 2],1356746,[3 7 6 1 4 2 0 8 5 9],3087733,[8 4 5 6 3 0 7 1 9 2],3034441,[8 3 2 0 6 1 4 5 9 7],414840,[1 2 4 5 3 0 6 7 8 9],372526,[1 0 3 9 5 4 8 7 2 6],815719,[2 3 1 8 9 6 4 0 7 5],1715853,[4 7 5 3 0 8 9 2 6 1]
49,62512,[0 2 6 4 8 9 5 7 1 3],1717420,[4 7 5 8 1 9 0 6 2 3],504769,[1 4 6 2 0 7 3 5 9 8],338569,[0 9 4 2 3 6 1 5 8 7],1137459,[3 1 2 7 8 9 0 5 6 4],1718585,[4 7 5 9 8 2 3 6 1 0],2117915,[5 8 4 1 6 2 3 9 7 0],1392528,[3 8 5 2 0 6 1 4 7 9],1205441,[3 2 9 1 4 5 7 8 6 0],278048,[0 7 9 2 3 1 5 6 4 8],356798,[0 9 7 6 4 2 5 3 1 8],1195468,[3 2 7 1 5 4 0 9 6 8],2575425,[7 0 8 9 6 5 2 3 4 1],1335903,[3 7 1 0 5 6 8 4 9 2],3091615,[8 4 6 2 9 3 1 0 7 5],3073552,[8 4 1 7 6 9 3 5 0 2],454597,[1 3 4 2 6 5 8 0 9 7],372638,[1 0 3 9 6 4 7 5 2 8],868901,[2 4 6 3 8 9 0 7 5 1],1695530,[4 7 0 3 9 5 1 6 2 8]
50,10112,[0 1 4 2 3 6 7 8 5 9],1657503,[4 6 0 9 1 5 7 3 8 2],547094,[1 5 6 4 9 0 7 3 2 8],383235,[1 0 6 2 4 8 3 7 9 5],1146797,[3 1 5 6 8 7 0 9 4 2],1699713,[4 7 1 2 8 3 5 6 9 0],2096688,[5 8 0 1 2 6 3 4 7 9],1424072,[3 9 2 5 8 1 4 6 0 7],1195985,[3 2 7 4 0 6 8 9 5 1],278147,[0 7 9 2 3 8 4 6 5 1],320580,[0 8 9 5 2 4 6 1 3 7],1167746,[3 1 9 6 8 2 0 5 4 7],2582441,[7 1 0 4 8 3 6 9 5 2],1330305,[3 6 9 8 4 7 1 2 5 0],3079860,[8 4 3 0 6 5 7 1 2 9],3055390,[8 3 7 1 5 4 9 6 0 2],485029,[1 4 0 3 7 9 6 2 8 5],378640,[1 0 5 2 9 4 7 8 3 6],809265,[2 3 0 6 9 8 4 5 7 1],1666121,[4 6 2 7 0 3 8 9 5 1]
51,24558,[0 1 6 9 2 7 4 3 5 8],1711474,[4 7 3 6 0 2 5 9 1 8],513287,[1 4 7 8 9 2 6 5 3 0],347241,[0 9 5 8 2 6 3 4 7 1],1168406,[3 1 9 7 6 5 4 2 0 8],1692337,[4 6 9 7 2 8 0 1 5 3],2124799,[5 8 6 4 0 7 2 1 9 3],1414816,[3 9 0 7 1 2 6 8 4 5],1197546,[3 2 7 6 1 5 9 0 4 8],313830,[0 8 7 2 9 3 4 1 5 6],356545,[0 9 7 6 2 3 1 4 8 5],1184269,[3 2 4 9 7 8 5 0 6 1],2575894,[7 0 9 1 5 6 8 4 2 3],1318783,[3 6 7 5 4 9 1 0 8 2],3086545,[8 4 5 2 9 1 0 3 7 6],3086650,[8 4 5 3 0 1 6 9 2 7],418891,[1 2 5 0 8 7 9 3 6 4],402163,[1 0 9 7 5 3 8 2 6 4],818973,[2 3 4 6 5 8 9 1 7 0],1662963,[4 6 1 9 7 0 2 5 8 3]
52,80154,[0 2 9 8 3 7 6 1 4 5],1721830,[4 7 6 5 2 3 9 8 0 1],499676,[1 4 5 0 9 8 7 3 2 6],322355,[0 8 9 7 5 2 3 6 4 1],1111785,[3 0 6 7 1 9 4 5 8 2],1703638,[4 7 2 0 1 9 8 6 3 5],2076557,[5 7 4 0 1 8 2 9 6 3],1406646,[3 8 9 0 6 1 4 2 5 7],1197782,[3 2 7 6 5 4 8 1 0 9],267561,[0 7 6 1 5 8 3 4 9 2],328757,[0 9 2 3 6 7 1 8 5 4],1195948,[3 2 7 4 0 5 1 9 6 8],2573117,[7 0 8 4 6 5 1 9 3 2],1326179,[3 6 9 0 8 4 2 7 5 1],3076344,[8 4 2 3 7 1 0 5 6 9],3027782,[8 3 0 7 2 5 6 4 1 9],438689,[1 2 9 0 4 7 6 8 5 3],425695,[1 2 6 5 3 7 4 0 9 8],823673,[2 3 5 4 9 8 6 7 1 0],1664343,[4 6 2 1 7 5 8 3 9 0]
