10%,Optima 1, Optima [1],Optima 2, Optima [2],Optima 3, Optima [3],Optima 4, Optima [4],Optima 5, Optima [5],Optima 6, Optima [6],Optima 7, Optima [7],Optima 8, Optima [8],Optima 9, Optima [9],Optima 10, Optima [10]
54,329471,[0 9 2 4 6 5 8 7 3 1],224671,[0 6 5 7 1 3 4 2 9 8],680815,[1 8 9 0 5 4 3 2 7 6],432665,[1 2 7 8 9 4 5 6 3 0],1170247,[3 2 0 4 6 1 7 5 9 8],1763113,[4 8 6 7 5 3 0 1 9 2],1908225,[5 2 3 7 1 9 4 6 8 0],1409767,[3 8 9 6 0 1 4 2 7 5],1348460,[3 7 4 5 9 0 8 2 1 6],546060,[1 5 6 3 4 7 8 0 2 9]
55,157751,[0 4 9 3 1 6 8 7 5 2],172068,[0 5 3 1 9 8 6 2 4 7],567236,[1 6 0 5 8 9 7 3 2 4],486927,[1 4 0 7 3 8 6 5 9 2],1152793,[3 1 6 8 0 7 2 4 9 5],1878188,[5 1 6 7 4 3 9 2 0 8],2185373,[6 0 2 7 3 5 1 9 8 4],1270067,[3 5 4 9 8 7 1 6 2 0],1321921,[3 6 8 2 0 1 4 5 9 7],472773,[1 3 7 8 5 6 9 2 4 0]
56,164725,[0 5 1 7 8 6 4 2 9 3],248361,[0 7 2 3 9 6 4 5 8 1],457297,[1 3 4 8 0 9 2 5 7 6],431977,[1 2 7 6 9 8 0 3 5 4],1368893,[3 7 9 5 1 4 0 8 6 2],1761812,[4 8 6 3 9 5 7 1 0 2],2241256,[6 1 5 7 9 0 4 8 2 3],1591312,[4 3 5 8 0 9 6 7 1 2],1346452,[3 7 4 1 0 6 2 9 5 8],485884,[1 4 0 5 9 2 3 8 6 7]
57,374998,[1 0 4 5 8 9 7 6 2 3],374665,[1 0 4 5 6 3 2 7 9 8],590780,[1 6 7 2 5 0 9 4 3 8],313055,[0 8 7 1 6 5 9 4 3 2],1240889,[3 4 8 1 5 7 6 9 2 0],1542122,[4 2 1 9 8 0 3 6 5 7],2042360,[5 6 7 1 4 8 2 3 0 9],1270854,[3 5 6 1 0 7 4 2 8 9],1091675,[3 0 1 7 4 5 6 9 8 2],589117,[1 6 5 9 2 3 7 0 8 4]
58,396040,[1 0 8 6 2 4 7 9 3 5],126304,[0 4 2 1 6 7 8 9 3 5],723800,[1 9 8 5 2 6 3 4 0 7],399150,[1 0 9 3 5 4 6 2 7 8],1061591,[2 9 3 6 4 5 8 7 1 0],1829240,[5 0 3 9 6 7 2 4 1 8],2204162,[6 0 7 3 4 1 2 8 5 9],1527586,[4 1 9 0 6 8 3 7 2 5],1340768,[3 7 2 0 4 1 6 8 5 9],522688,[1 4 9 6 8 5 3 7 0 2]
59,471987,[1 3 7 6 5 2 0 8 9 4],403772,[1 2 0 3 8 7 9 5 4 6],774269,[2 1 3 7 5 4 0 9 8 6],588669,[1 6 5 8 4 3 9 2 7 0],1351640,[3 7 5 1 2 8 4 6 0 9],1827737,[5 0 3 7 6 1 8 9 4 2],1996529,[5 4 6 0 9 7 3 8 2 1],1337389,[3 7 1 4 5 9 6 0 8 2],1397103,[3 8 6 1 4 5 7 2 9 0],431470,[1 2 7 6 3 5 9 8 0 4]
60,323590,[0 9 1 3 5 6 8 7 2 4],278540,[0 7 9 2 8 1 6 4 3 5],661473,[1 8 4 2 7 3 5 6 9 0],598209,[1 6 8 5 9 0 3 4 7 2],1263394,[3 5 2 7 8 1 4 9 0 6],1615854,[4 5 0 7 2 6 3 1 8 9],2038322,[5 6 4 3 0 1 2 8 7 9],1599517,[4 3 7 2 6 1 8 0 9 5],1355368,[3 7 5 9 2 6 4 8 0 1],507496,[1 4 6 7 9 0 5 8 2 3]
61,127838,[0 4 2 5 7 3 8 6 1 9],480376,[1 3 9 4 2 0 7 8 5 6],717558,[1 9 7 3 5 6 2 0 4 8],544153,[1 5 4 9 7 6 0 2 8 3],1360761,[3 7 6 9 8 4 1 2 5 0],1856441,[5 1 0 4 6 3 8 9 7 2],2207403,[6 0 7 9 8 1 2 4 5 3],1275687,[3 5 7 0 8 6 4 2 9 1],1337532,[3 7 1 4 8 0 6 2 5 9],304745,[0 8 5 4 2 6 7 9 3 1]
62,140728,[0 4 5 9 3 7 6 8 1 2],210004,[0 6 2 7 8 1 3 9 4 5],642662,[1 7 9 4 5 3 6 2 0 8],489603,[1 4 2 3 0 5 6 8 9 7],1330046,[3 6 9 8 1 5 4 2 0 7],1547018,[4 2 3 9 6 8 0 5 1 7],2181323,[6 0 1 8 5 7 3 9 4 2],1492627,[4 1 0 3 2 7 9 5 8 6],1154466,[3 1 7 0 5 6 9 2 4 8],247032,[0 7 2 1 3 8 4 5 6 9]
63,136529,[0 4 5 1 7 8 6 9 3 2],259769,[0 7 4 5 8 6 3 9 2 1],707884,[1 9 5 4 2 0 3 8 6 7],414729,[1 2 4 5 0 3 7 8 9 6],1251225,[3 5 0 2 8 9 4 6 7 1],1614550,[4 5 0 3 6 7 9 8 1 2],2063620,[5 7 1 4 0 9 2 8 3 6],1297846,[3 6 1 5 7 2 9 8 0 4],1162928,[3 1 8 7 2 0 5 6 4 9],512918,[1 4 7 8 3 2 6 5 0 9]
64,137121,[0 4 5 2 6 8 3 7 9 1],484139,[1 4 0 2 6 7 5 9 8 3],477750,[1 3 8 7 5 2 4 0 6 9],637252,[1 7 8 4 0 5 2 9 3 6],1187820,[3 2 5 7 8 4 6 0 1 9],1575820,[4 3 0 7 6 9 1 8 2 5],2005995,[5 4 8 0 1 7 2 6 9 3],1460780,[4 0 2 8 9 1 7 5 3 6],1440814,[3 9 6 8 0 5 7 4 1 2],319371,[0 8 9 3 5 4 1 6 7 2]
65,460358,[1 3 5 4 6 2 8 7 0 9],268069,[0 7 6 2 3 9 5 1 8 4],546652,[1 5 6 4 2 7 0 9 3 8],346874,[0 9 5 7 6 4 1 3 2 8],1167878,[3 1 9 7 0 4 6 5 2 8],1852370,[5 0 9 4 7 3 1 6 2 8],2029987,[5 6 2 8 3 4 9 0 7 1],1571453,[4 2 9 7 5 3 0 8 6 1],1234280,[3 4 6 9 1 7 2 5 0 8],436408,[1 2 8 6 0 7 5 9 3 4]
66,242602,[0 7 1 2 9 6 4 8 3 5],338171,[0 9 4 1 7 2 5 8 6 3],796617,[2 1 8 0 5 6 4 7 9 3],368657,[1 0 3 4 2 5 8 9 7 6],1276189,[3 5 7 1 4 9 6 0 8 2],1574638,[4 3 0 5 9 8 7 6 1 2],1994434,[5 4 3 8 0 2 6 9 1 7],1445221,[3 9 7 6 1 4 5 0 8 2],1429732,[3 9 4 6 7 2 0 8 1 5],267234,[0 7 6 1 2 9 8 3 4 5]
67,437934,[1 2 8 9 3 5 4 0 6 7],246125,[0 7 1 8 9 2 3 6 5 4],512912,[1 4 7 8 3 2 5 6 0 9],639558,[1 7 8 9 2 5 3 0 4 6],1061505,[2 9 3 6 1 8 4 5 7 0],1638142,[4 5 7 0 2 1 9 8 3 6],1934949,[5 2 9 8 3 4 7 1 6 0],1474451,[4 0 6 5 9 1 3 8 7 2],1439589,[3 9 6 5 2 4 8 1 7 0],403032,[1 0 9 8 6 5 2 3 4 7]
68,462240,[1 3 5 8 0 2 4 6 7 9],302836,[0 8 5 1 6 7 2 9 3 4],559178,[1 5 8 9 4 7 0 3 2 6],629088,[1 7 5 8 6 3 0 2 4 9],1363941,[3 7 8 5 2 0 9 4 6 1],1639034,[4 5 7 1 3 8 0 6 2 9],1939971,[5 3 0 9 4 6 1 7 8 2],1522390,[4 1 8 0 5 6 9 7 2 3],1242990,[3 4 8 6 2 1 5 0 7 9],314725,[0 8 7 4 1 6 5 2 9 3]
69,158403,[0 4 9 5 1 2 3 7 8 6],310830,[0 8 6 5 7 2 3 1 4 9],691857,[1 9 2 3 8 5 4 6 7 0],584062,[1 6 4 9 2 0 8 7 3 5],1242529,[3 4 8 5 7 2 0 1 9 6],1863882,[5 1 2 8 7 3 9 0 4 6],2124022,[5 8 6 3 0 1 9 7 2 4],1501724,[4 1 2 9 7 3 8 5 0 6],1417571,[3 9 1 2 8 0 5 7 6 4],524408,[1 5 0 2 6 3 7 8 4 9]
70,177873,[0 5 4 3 1 6 7 8 9 2],129922,[0 4 2 8 5 7 3 9 1 6],576229,[1 6 3 4 2 9 7 0 8 5],460866,[1 3 5 6 0 7 9 2 4 8],1158193,[3 1 7 8 5 6 0 2 9 4],1792106,[4 9 3 6 0 2 1 7 5 8],2210231,[6 0 8 4 7 3 9 5 2 1],1412902,[3 9 0 4 5 1 8 7 2 6],1231121,[3 4 6 1 9 2 7 8 5 0],460328,[1 3 5 4 6 0 7 8 2 9]
71,420673,[1 2 5 6 3 8 0 4 9 7],422630,[1 2 5 8 9 7 4 3 0 6],632281,[1 7 6 4 2 0 3 5 9 8],565798,[1 6 0 3 8 9 7 5 2 4],1106423,[3 0 5 6 8 1 9 7 4 2],1782728,[4 9 1 7 0 2 5 6 3 8],2247642,[6 1 7 9 5 2 8 0 3 4],1422959,[3 9 2 4 1 8 7 6 5 0],1378161,[3 8 1 5 0 7 4 6 9 2],358724,[0 9 8 2 3 4 7 5 1 6]
72,441304,[1 2 9 5 8 4 6 7 0 3],154531,[0 4 8 6 5 7 9 1 3 2],491215,[1 4 2 6 3 7 5 0 9 8],581684,[1 6 4 3 9 2 8 5 0 7],1031280,[2 8 5 6 3 0 1 4 7 9],1621007,[4 5 1 7 3 2 9 8 6 0],1928316,[5 2 8 6 1 3 7 0 4 9],1291834,[3 6 0 4 2 5 7 9 1 8],1409853,[3 8 9 6 0 5 7 2 4 1],576720,[1 6 3 5 0 2 4 7 8 9]
73,444351,[1 3 0 4 2 9 7 6 8 5],335975,[0 9 3 6 5 7 8 4 2 1],638469,[1 7 8 5 6 3 9 2 4 0],344410,[0 9 5 3 4 1 6 8 2 7],1056583,[2 9 1 6 4 8 3 0 7 5],1877376,[5 1 6 4 3 9 0 2 7 8],1994469,[5 4 3 8 0 6 9 2 7 1],1437635,[3 9 6 1 7 2 4 8 5 0],1147751,[3 1 5 8 0 6 9 7 4 2],385769,[1 0 6 5 8 7 4 9 3 2]
74,317735,[0 8 9 1 3 6 7 5 4 2],216748,[0 6 4 1 2 5 3 9 7 8],667526,[1 8 5 4 0 7 6 3 2 9],567653,[1 6 0 7 4 5 2 9 8 3],1070352,[2 9 5 3 6 7 0 1 4 8],1819757,[5 0 2 1 6 8 3 9 7 4],2165209,[5 9 6 4 1 3 0 2 8 7],1420236,[3 9 1 7 5 2 6 0 4 8],1214481,[3 4 0 9 7 6 2 5 8 1],233815,[0 6 8 3 7 4 2 1 9 5]
75,238954,[0 6 9 3 8 2 4 7 1 5],240625,[0 6 9 7 2 3 1 4 8 5],519007,[1 4 8 9 7 0 3 2 6 5],541287,[1 5 4 3 8 7 6 2 9 0],1049962,[2 9 0 4 3 7 5 8 1 6],1571394,[4 2 9 7 3 8 6 0 1 5],2185408,[6 0 2 7 3 8 5 9 1 4],1372374,[3 8 0 4 1 6 5 2 7 9],1189987,[3 2 6 0 8 5 9 1 7 4],449672,[1 3 2 4 7 5 6 8 0 9]
76,472558,[1 3 7 8 2 9 6 5 0 4],222527,[0 6 5 2 1 4 9 8 7 3],512219,[1 4 7 6 3 5 2 9 8 0],501025,[1 4 5 3 9 2 0 6 8 7],1020914,[2 8 3 5 9 6 0 4 1 7],1721147,[4 7 6 3 2 9 1 8 5 0],2073739,[5 7 3 4 1 0 9 2 8 6],1285961,[3 5 9 1 0 4 7 8 6 2],1365808,[3 7 8 9 6 4 2 5 0 1],258004,[0 7 4 2 5 1 3 9 6 8]
77,183541,[0 5 6 3 9 4 7 1 8 2],127512,[0 4 2 5 1 8 3 6 7 9],739035,[2 0 4 7 5 8 1 6 9 3],334816,[0 9 3 5 1 2 7 8 4 6],1008555,[2 8 0 1 7 6 3 5 9 4],1571760,[4 2 9 8 0 1 3 5 6 7],2261672,[6 2 0 8 3 4 5 7 1 9],1607518,[4 3 8 9 5 7 6 2 0 1],1256613,[3 5 1 4 2 8 9 6 7 0],413687,[1 2 4 0 7 5 9 8 6 3]
78,324471,[0 9 1 4 6 8 5 3 7 2],372465,[1 0 3 9 4 8 5 6 7 2],711746,[1 9 6 2 5 3 0 7 4 8],298633,[0 8 4 2 7 6 1 3 9 5],1175338,[3 2 1 4 6 7 5 9 0 8],1615969,[4 5 0 7 3 6 1 2 9 8],2152826,[5 9 3 1 0 4 2 7 6 8],1401094,[3 8 6 9 7 4 5 2 0 1],1251453,[3 5 0 4 1 8 9 6 7 2],301329,[0 8 4 7 5 1 3 6 9 2]
79,116556,[0 3 9 1 8 4 6 2 5 7],472353,[1 3 7 8 0 4 5 6 9 2],686819,[1 9 0 3 8 5 4 7 6 2],461022,[1 3 5 6 2 9 4 0 7 8],1027088,[2 8 4 7 5 0 3 6 1 9],1736580,[4 8 0 5 9 3 6 1 2 7],2256978,[6 1 9 7 5 0 8 2 3 4],1318969,[3 6 7 5 9 2 0 1 8 4],1105894,[3 0 5 4 9 7 8 6 1 2],392929,[1 0 7 9 6 4 2 3 8 5]
80,166258,[0 5 1 9 8 4 3 7 2 6],467739,[1 3 6 8 5 9 0 4 7 2],619328,[1 7 3 9 2 0 5 6 4 8],431333,[1 2 7 6 0 5 3 9 8 4],1321019,[3 6 8 0 7 4 2 9 5 1],1637903,[4 5 6 9 8 0 7 3 2 1],2033490,[5 6 3 4 1 8 9 0 2 7],1472516,[4 0 6 2 1 9 8 5 3 7],1243252,[3 4 8 6 7 2 0 9 1 5],433538,[1 2 8 0 3 9 4 6 5 7]
81,142328,[0 4 6 2 8 1 5 7 3 9],188142,[0 5 7 3 2 9 4 1 6 8],663227,[1 8 4 6 0 9 3 7 5 2],471863,[1 3 7 6 4 0 9 8 5 2],1167600,[3 1 9 6 7 0 2 4 5 8],1678804,[4 6 7 0 8 1 2 9 3 5],2251823,[6 1 8 7 4 0 9 5 3 2],1567473,[4 2 9 0 1 5 6 7 8 3],1302895,[3 6 2 5 7 4 1 0 9 8],413877,[1 2 4 0 8 9 7 5 6 3]
82,302804,[0 8 5 1 6 3 9 4 2 7],371485,[1 0 3 7 9 6 5 2 8 4],708096,[1 9 5 4 3 8 0 2 6 7],446316,[1 3 0 6 9 4 7 2 5 8],1272896,[3 5 6 4 9 2 1 7 0 8],1719333,[4 7 6 0 9 5 8 2 3 1],2185239,[6 0 2 7 1 4 8 5 9 3],1446465,[3 9 7 8 6 5 1 2 4 0],1405406,[3 8 7 6 9 4 2 1 0 5],328926,[0 9 2 3 8 1 5 4 6 7]
83,426012,[1 2 6 5 8 0 7 3 4 9],152349,[0 4 8 2 6 5 9 3 7 1],595606,[1 6 8 2 3 4 9 7 0 5],458408,[1 3 4 9 7 0 5 6 2 8],1230737,[3 4 6 1 5 0 8 9 7 2],1745365,[4 8 2 3 0 7 6 1 9 5],1958160,[5 3 6 4 8 0 1 2 7 9],1312002,[3 6 5 2 1 4 9 0 7 8],1337996,[3 7 1 5 2 9 8 4 0 6],496846,[1 4 3 7 0 5 9 8 2 6]
84,302234,[0 8 4 9 6 5 1 3 2 7],465196,[1 3 6 4 0 8 2 9 5 7],710640,[1 9 6 0 2 3 4 5 7 8],601408,[1 6 9 3 2 7 5 8 0 4],1024064,[2 8 4 1 3 9 5 6 0 7],1615278,[4 5 0 6 3 8 2 1 7 9],2167734,[5 9 7 0 6 3 2 1 4 8],1573585,[4 3 0 2 7 5 1 6 9 8],1150808,[3 1 6 4 5 0 7 8 2 9],328873,[0 9 2 3 7 6 1 4 8 5]
85,319572,[0 8 9 3 7 1 5 2 4 6],317134,[0 8 7 9 3 5 6 4 1 2],484313,[1 4 0 2 7 9 6 8 5 3],583114,[1 6 4 7 9 2 3 8 0 5],1009553,[2 8 0 4 1 9 6 7 5 3],1629144,[4 5 3 1 8 2 0 6 7 9],1957334,[5 3 6 2 7 0 8 4 1 9],1588453,[4 3 5 1 2 0 8 6 9 7],1362621,[3 7 8 2 5 0 9 4 6 1],314494,[0 8 7 3 6 5 9 4 1 2]
86,301246,[0 8 4 7 3 2 9 6 1 5],140842,[0 4 5 9 6 7 2 8 1 3],531617,[1 5 2 6 4 0 8 9 7 3],457129,[1 3 4 7 9 5 0 2 8 6],1139291,[3 1 4 0 6 2 7 9 8 5],1593452,[4 3 6 1 0 8 9 5 2 7],1961814,[5 3 7 1 8 4 2 0 6 9],1345402,[3 7 2 9 5 6 1 8 0 4],1313623,[3 6 5 7 2 9 1 0 8 4],555165,[1 5 8 2 0 4 9 6 7 3]
87,197489,[0 5 9 2 3 7 6 8 4 1],169209,[0 5 2 7 1 3 6 8 9 4],736696,[2 0 4 3 5 1 8 9 6 7],493695,[1 4 2 9 7 0 6 5 8 3],1107856,[3 0 5 8 7 1 6 9 2 4],1669767,[4 6 3 2 0 8 7 5 9 1],1936654,[5 3 0 2 8 7 9 6 1 4],1361883,[3 7 8 1 5 0 2 6 9 4],1257422,[3 5 1 6 4 7 8 2 0 9],472529,[1 3 7 8 2 6 5 9 4 0]
88,170599,[0 5 2 8 9 6 3 1 7 4],303349,[0 8 5 2 3 9 6 1 7 4],611661,[1 7 2 4 6 0 9 5 8 3],515207,[1 4 8 2 6 3 9 7 5 0],1327727,[3 6 9 4 0 2 8 7 5 1],1635021,[4 5 6 2 9 0 8 3 7 1],1997059,[5 4 6 1 8 0 9 2 7 3],1296222,[3 6 1 2 4 9 5 0 7 8],1164453,[3 1 9 0 4 7 8 5 6 2],365419,[1 0 2 6 7 3 9 4 8 5]
89,154277,[0 4 8 6 2 7 1 9 5 3],307592,[0 8 6 1 3 4 5 7 2 9],770627,[2 1 0 9 4 8 5 7 6 3],408492,[1 2 3 0 6 4 8 5 7 9],1181038,[3 2 4 5 1 9 8 7 0 6],1540250,[4 2 1 7 3 6 0 8 5 9],1987399,[5 4 2 3 1 8 6 0 9 7],1571318,[4 2 9 7 3 1 6 5 0 8],1416172,[3 9 0 8 7 4 1 6 2 5],243132,[0 7 1 3 8 2 6 4 5 9]
90,432052,[1 2 7 8 0 5 3 9 4 6],319566,[0 8 9 3 7 1 4 2 5 6],544923,[1 5 6 0 9 2 3 7 8 4],416481,[1 2 4 7 5 8 3 6 9 0],1175621,[3 2 1 4 8 9 0 7 6 5],1818825,[5 0 1 9 2 8 4 6 7 3],2033225,[5 6 3 2 9 4 7 8 1 0],1594906,[4 3 6 5 0 9 2 8 1 7],1386594,[3 8 4 0 7 9 6 1 2 5],493194,[1 4 2 8 9 7 6 0 3 5]
91,409096,[1 2 3 4 5 0 8 9 6 7],227571,[0 6 7 2 1 5 3 8 9 4],520576,[1 4 9 3 0 2 7 8 5 6],434593,[1 2 8 3 6 7 0 4 9 5],1322379,[3 6 8 2 5 9 0 4 7 1],1682466,[4 6 7 8 5 2 9 0 1 3],2172425,[5 9 8 0 2 4 6 7 3 1],1449487,[3 9 8 5 1 0 4 2 7 6],1388685,[3 8 4 5 7 1 9 2 6 0],267344,[0 7 6 1 3 9 4 5 2 8]
92,460461,[1 3 5 4 7 0 9 6 8 2],297840,[0 8 4 1 7 2 3 5 6 9],728143,[2 0 1 6 4 9 5 3 8 7],324527,[0 9 1 4 7 3 8 6 5 2],1317703,[3 6 7 4 0 9 2 1 8 5],1820425,[5 0 2 3 6 4 1 7 9 8],2102481,[5 8 1 2 0 7 4 6 9 3],1472486,[4 0 6 2 1 8 7 5 3 9],1382758,[3 8 2 4 5 9 7 6 0 1],557054,[1 5 8 4 7 0 6 3 2 9]
93,403092,[1 0 9 8 7 2 5 3 4 6],336842,[0 9 3 7 8 1 2 5 4 6],542552,[1 5 4 7 6 2 3 8 0 9],385675,[1 0 6 5 7 9 8 2 4 3],1026793,[2 8 4 7 0 6 1 3 9 5],1625529,[4 5 2 6 8 0 3 7 9 1],2204110,[6 0 7 3 2 5 9 8 1 4],1587199,[4 3 2 9 5 7 1 0 8 6],1257574,[3 5 1 6 7 8 9 4 0 2],467447,[1 3 6 8 2 4 9 7 5 0]
94,335204,[0 9 3 5 6 2 8 4 1 7],438910,[1 2 9 0 6 5 8 7 3 4],663512,[1 8 4 6 5 2 3 7 0 9],393199,[1 0 8 2 3 7 5 4 9 6],1147659,[3 1 5 7 9 8 0 4 6 2],1564548,[4 2 8 3 9 7 5 0 1 6],2005181,[5 4 7 8 9 6 0 3 2 1],1546408,[4 2 3 8 7 6 5 9 0 1],1266160,[3 5 4 1 7 2 8 9 0 6],269582,[0 7 6 4 3 5 8 2 1 9]
95,469222,[1 3 7 0 8 2 9 6 4 5],433930,[1 2 8 0 7 3 5 9 4 6],605717,[1 7 0 3 4 8 2 9 6 5],505065,[1 4 6 2 5 9 3 7 8 0],1036832,[2 8 6 7 0 3 4 5 1 9],1670991,[4 6 3 5 8 9 2 1 7 0],2246033,[6 1 7 5 3 9 4 8 2 0],1308411,[3 6 4 7 1 5 0 8 9 2],1273932,[3 5 6 8 2 0 7 1 4 9],545550,[1 5 6 2 8 3 4 0 7 9]
96,327669,[0 9 2 1 3 6 8 5 7 4],209927,[0 6 2 7 5 3 9 8 4 1],700247,[1 9 3 8 5 2 7 6 4 0],312979,[0 8 7 1 6 2 9 3 5 4],1152123,[3 1 6 7 2 0 4 8 9 5],1860985,[5 1 2 3 8 4 0 6 9 7],2161695,[5 9 4 8 2 0 6 3 7 1],1487344,[4 0 9 1 7 5 6 8 2 3],1088222,[2 9 8 7 3 4 5 1 0 6],508559,[1 4 6 9 2 8 7 5 3 0]
97,380580,[1 0 5 6 7 4 8 2 3 9],441588,[1 2 9 6 3 8 5 0 4 7],499768,[1 4 5 2 0 8 7 9 3 6],306391,[0 8 5 7 4 2 3 1 9 6],1057956,[2 9 1 8 4 3 6 0 5 7],1595782,[4 3 6 7 2 0 9 8 1 5],1955024,[5 3 4 9 1 8 2 6 0 7],1577306,[4 3 0 9 7 2 1 6 5 8],1329839,[3 6 9 7 8 5 4 2 1 0],362751,[0 9 8 7 5 6 3 2 4 1]
98,292393,[0 8 3 1 2 7 4 5 9 6],279688,[0 7 9 4 3 6 5 8 1 2],438105,[1 2 8 9 4 7 3 5 6 0],441236,[1 2 9 5 7 8 6 3 0 4],1149889,[3 1 6 2 0 7 4 5 9 8],1665973,[4 6 2 5 9 0 7 1 8 3],1950547,[5 3 4 0 1 7 9 2 8 6],1525192,[4 1 8 6 2 9 5 7 0 3],1198608,[3 2 7 8 6 4 0 1 5 9],493986,[1 4 3 0 2 7 9 5 6 8]
99,225220,[0 6 5 7 8 9 1 4 2 3],449942,[1 3 2 4 9 6 7 5 0 8],723508,[1 9 8 4 7 2 0 6 3 5],421992,[1 2 5 8 0 7 3 4 6 9],1202849,[3 2 8 6 5 7 4 9 1 0],1627282,[4 5 2 9 0 7 3 8 1 6],2014852,[5 4 9 7 2 3 0 8 1 6],1486008,[4 0 8 7 9 3 1 2 5 6],1243090,[3 4 8 6 5 0 2 9 1 7],516412,[1 4 8 5 2 6 0 9 3 7]
100,412636,[1 2 3 9 0 7 4 8 5 6],143991,[0 4 6 5 9 8 3 2 7 1],681474,[1 8 9 2 4 7 6 0 3 5],557346,[1 5 8 6 0 4 9 2 3 7],1205941,[3 2 9 1 8 5 6 0 7 4],1536838,[4 2 0 9 5 8 7 6 1 3],1949164,[5 3 2 8 1 0 4 9 6 7],1323643,[3 6 8 5 2 1 9 0 7 4],1340862,[3 7 2 0 4 9 5 1 6 8],352543,[0 9 6 8 4 7 2 1 5 3]
1,332828,[0 9 3 1 4 6 8 5 2 7],397084,[1 0 8 7 5 2 3 9 4 6],523239,[1 4 9 7 6 2 5 3 8 0],298709,[0 8 4 2 9 3 1 7 6 5],1284834,[3 5 8 9 2 7 6 0 1 4],1705848,[4 7 2 5 1 6 0 3 8 9],2057280,[5 7 0 2 4 1 3 6 8 9],1473832,[4 0 6 3 9 8 5 7 1 2],1228311,[3 4 5 7 9 8 2 1 6 0],423949,[1 2 6 0 8 9 5 3 7 4]
2,424050,[1 2 6 0 9 7 8 3 4 5],369790,[1 0 3 5 7 6 9 8 2 4],476473,[1 3 8 5 7 6 0 2 9 4],417494,[1 2 4 8 9 0 6 5 3 7],1243500,[3 4 8 7 0 5 6 1 2 9],1840601,[5 0 7 2 4 3 8 9 6 1],2207101,[6 0 7 9 3 4 5 1 8 2],1538457,[4 2 1 3 8 6 5 7 9 0],1342702,[3 7 2 4 9 0 8 6 1 5],515029,[1 4 8 2 3 9 6 0 7 5]
3,376039,[1 0 4 7 3 8 5 2 9 6],247226,[0 7 2 1 5 4 3 8 6 9],635653,[1 7 8 0 9 2 5 3 6 4],547210,[1 5 6 7 0 2 4 9 3 8],1062082,[2 9 3 7 0 6 4 8 1 5],1571272,[4 2 9 7 1 8 5 6 0 3],1978943,[5 4 0 7 6 1 9 8 3 2],1462707,[4 0 3 2 7 5 1 8 9 6],1271663,[3 5 6 2 1 0 9 8 7 4],415083,[1 2 4 5 7 0 3 8 9 6]
4,286570,[0 8 1 9 2 3 5 7 4 6],209964,[0 6 2 7 5 8 4 1 3 9],537415,[1 5 3 7 4 6 2 0 9 8],587052,[1 6 5 4 3 0 8 2 7 9],1286104,[3 5 9 1 2 6 7 8 0 4],1604751,[4 3 8 2 7 9 5 1 6 0],1954189,[5 3 4 8 0 9 6 1 7 2],1361071,[3 7 8 0 4 2 5 1 9 6],1217320,[3 4 1 6 8 2 7 9 0 5],308200,[0 8 6 2 1 4 7 9 3 5]
5,323452,[0 9 1 3 4 6 2 8 5 7],230365,[0 6 7 5 9 4 3 1 8 2],677409,[1 8 7 3 9 0 4 5 6 2],384475,[1 0 6 3 9 8 7 2 5 4],1237249,[3 4 7 5 2 6 0 1 9 8],1689373,[4 6 9 1 3 0 7 2 8 5],2233929,[6 1 4 2 8 0 5 7 9 3],1336815,[3 7 1 2 8 0 6 5 9 4],1097729,[3 0 2 8 6 7 5 9 4 1],281458,[0 7 9 6 8 3 2 5 1 4]
6,334027,[0 9 3 2 8 5 7 1 6 4],250761,[0 7 2 8 3 6 4 5 9 1],765150,[2 0 9 7 6 3 4 1 5 8],404615,[1 2 0 4 9 7 8 6 5 3],1075793,[2 9 6 4 0 8 5 7 3 1],1599849,[4 3 7 5 0 1 6 8 9 2],1973853,[5 3 9 6 2 7 8 1 4 0],1606329,[4 3 8 7 0 1 5 6 9 2],1385278,[3 8 2 7 9 6 5 4 0 1],591452,[1 6 7 3 4 8 9 2 0 5]
7,462560,[1 3 5 8 4 7 2 6 0 9],185619,[0 5 6 8 7 9 1 3 4 2],447599,[1 3 0 8 6 9 7 5 4 2],383262,[1 0 6 2 4 9 5 3 7 8],1265282,[3 5 4 0 6 1 2 8 7 9],1763599,[4 8 6 9 2 5 1 0 7 3],1969968,[5 3 8 9 0 4 1 2 6 7],1611720,[4 3 9 7 5 0 1 2 6 8],1167975,[3 1 9 7 2 0 6 5 8 4],273031,[0 7 8 2 3 4 5 1 9 6]
8,324513,[0 9 1 4 7 3 5 6 8 2],136015,[0 4 3 9 8 5 2 1 7 6],498310,[1 4 3 9 0 6 8 7 2 5],397721,[1 0 8 9 4 3 6 7 5 2],1149704,[3 1 6 0 8 9 4 5 2 7],1746980,[4 8 2 6 3 0 9 5 1 7],2210790,[6 0 8 5 4 2 3 1 7 9],1295243,[3 6 0 9 8 5 2 7 4 1],1115167,[3 0 7 2 9 1 5 4 8 6],326363,[0 9 1 7 3 6 4 8 5 2]
