100%,Optima 1, Optima [1],Optima 2, Optima [2],Optima 3, Optima [3],Optima 4, Optima [4],Optima 5, Optima [5],Optima 6, Optima [6],Optima 7, Optima [7],Optima 8, Optima [8],Optima 9, Optima [9],Optima 10, Optima [10]
54,982569,[2 7 3 9 6 0 4 5 8 1],3138310,[8 5 7 4 6 2 9 3 0 1],2843474,[7 8 4 1 2 6 0 5 3 9],3182467,[8 6 9 3 0 4 7 1 5 2],2700173,[7 3 9 6 1 4 0 8 5 2],2224248,[6 1 2 4 3 7 0 5 8 9],1180851,[3 2 4 5 0 7 1 8 9 6],2139698,[5 9 0 4 7 8 1 3 2 6],3533702,[9 6 5 0 8 3 4 2 1 7],1787542,[4 9 2 6 7 0 8 5 1 3]
55,2758945,[7 5 3 2 9 1 0 4 8 6],1033062,[2 8 5 9 6 7 1 0 3 4],2347759,[6 4 1 8 7 5 2 0 9 3],813043,[2 3 1 5 4 6 9 0 8 7],3178104,[8 6 7 4 0 2 1 3 5 9],2423948,[6 7 0 9 4 3 8 2 1 5],2214125,[6 0 9 3 2 1 4 8 7 5],1496472,[4 1 0 9 5 7 2 3 6 8],214010,[0 6 3 5 2 7 1 8 4 9],899880,[2 5 3 6 9 0 1 4 7 8]
56,3067325,[8 4 0 6 2 1 3 9 7 5],2975926,[8 1 7 4 2 3 9 6 0 5],927144,[2 5 9 8 6 1 0 3 4 7],3340288,[9 1 7 6 2 5 4 8 0 3],502056,[1 4 5 7 2 9 0 3 6 8],2842425,[7 8 3 9 5 6 1 2 4 0],2055505,[5 6 9 7 8 1 0 2 4 3],553250,[1 5 7 8 3 4 0 6 2 9],3548887,[9 7 0 2 1 3 5 4 8 6],3623359,[9 8 6 7 2 4 1 0 5 3]
57,3127052,[8 5 4 3 0 7 9 2 1 6],1248130,[3 4 9 6 5 0 2 8 1 7],2849102,[7 8 5 2 0 4 6 3 1 9],2697539,[7 3 9 1 5 4 2 8 6 0],109350,[0 3 7 6 9 2 4 1 5 8],539878,[1 5 4 0 8 9 7 6 2 3],3145124,[8 6 0 1 3 4 9 5 2 7],306952,[0 8 5 9 2 7 4 6 1 3],431916,[1 2 7 6 9 3 5 0 4 8],1266206,[3 5 4 1 7 8 6 2 0 9]
58,3372264,[9 2 6 0 7 3 1 4 5 8],2215525,[6 0 9 5 1 7 4 2 8 3],485700,[1 4 0 5 7 6 8 2 3 9],18159,[0 1 5 7 3 4 8 6 9 2],2068477,[5 7 2 3 9 1 6 0 8 4],1896834,[5 2 0 4 6 9 8 1 3 7],2442913,[6 7 4 5 9 3 0 1 8 2],2117001,[5 8 4 0 2 7 3 6 9 1],2000400,[5 4 6 9 2 0 1 3 7 8],1154809,[3 1 7 0 9 5 2 4 8 6]
59,3421116,[9 3 7 6 4 1 5 0 2 8],2381213,[6 5 0 4 2 7 1 9 8 3],166407,[0 5 2 1 3 8 7 6 9 4],196956,[0 5 9 1 6 3 7 2 4 8],702134,[1 9 4 3 2 0 7 6 5 8],2486049,[6 8 5 1 9 0 3 4 7 2],2856025,[7 8 6 4 5 1 0 2 9 3],226654,[0 6 5 9 7 4 8 3 1 2],3518535,[9 6 2 0 8 1 5 4 7 3],2067570,[5 7 2 1 6 8 9 0 3 4]
60,1680977,[4 6 7 3 8 0 5 9 2 1],177616,[0 5 4 2 8 1 7 9 3 6],659937,[1 8 3 9 5 4 2 6 7 0],1359138,[3 7 6 5 8 0 9 1 2 4],225362,[0 6 5 8 1 2 3 7 4 9],2814369,[7 6 8 2 9 0 3 4 5 1],869822,[2 4 6 7 0 5 8 3 1 9],1401261,[3 8 7 0 2 1 9 5 6 4],2215432,[6 0 9 4 8 7 3 5 1 2],2692945,[7 3 8 2 1 4 0 5 9 6]
61,2794385,[7 6 2 4 0 5 8 9 3 1],800158,[2 1 8 7 3 9 6 5 0 4],530439,[1 5 2 3 8 4 7 6 9 0],2129253,[5 8 7 3 1 6 9 2 4 0],596371,[1 6 8 3 2 7 9 0 5 4],2953501,[8 1 3 0 2 6 7 4 9 5],3595601,[9 8 1 3 7 2 5 6 4 0],1576694,[4 3 0 8 9 1 6 5 2 7],1492399,[4 1 0 2 8 7 5 3 9 6],2157233,[5 9 4 0 1 8 6 7 3 2]
62,2695439,[7 3 8 6 4 9 5 2 1 0],3152344,[8 6 1 4 2 5 7 9 0 3],188907,[0 5 7 4 3 2 1 8 9 6],1367979,[3 7 9 2 8 6 0 4 5 1],1663291,[4 6 2 0 1 8 9 3 7 5],1020346,[2 8 3 5 0 9 4 7 1 6],1822499,[5 0 2 7 3 6 4 9 8 1],856236,[2 4 1 9 3 5 7 0 6 8],1203830,[3 2 8 7 9 6 4 1 0 5],1974731,[5 3 9 7 6 0 2 8 4 1]
63,1630931,[4 5 3 7 1 0 6 9 8 2],2558499,[7 0 4 6 3 9 1 5 8 2],2244899,[6 1 7 3 9 4 2 8 5 0],108195,[0 3 7 5 2 8 1 6 9 4],1337477,[3 7 1 4 6 8 0 9 5 2],1213372,[3 4 0 8 2 6 1 9 5 7],869850,[2 4 6 7 0 8 9 1 3 5],894435,[2 5 1 6 3 8 0 7 9 4],3349949,[9 2 0 6 7 3 1 8 5 4],1583203,[4 3 2 0 9 5 8 1 7 6]
64,2106099,[5 8 1 9 0 7 2 4 6 3],1905788,[5 2 3 0 9 6 8 4 1 7],908860,[2 5 6 3 1 9 0 8 4 7],1808713,[4 9 7 8 0 5 1 2 6 3],481931,[1 3 9 6 4 0 5 8 7 2],2431337,[6 7 2 3 9 0 5 8 4 1],1402265,[3 8 7 1 5 4 6 9 2 0],1711834,[4 7 3 6 5 1 2 9 0 8],2131694,[5 8 7 9 4 0 3 2 1 6],437180,[1 2 8 7 3 0 9 5 4 6]
65,2526458,[6 9 5 1 8 7 0 3 2 4],530022,[1 5 2 3 0 9 6 4 7 8],2358651,[6 4 3 9 8 2 0 5 7 1],567746,[1 6 0 7 5 3 2 8 4 9],2503581,[6 9 0 7 2 1 8 4 5 3],453650,[1 3 4 0 2 7 5 8 6 9],1597995,[4 3 7 0 5 8 1 6 9 2],2779928,[7 5 9 4 0 1 3 6 2 8],1178790,[3 2 1 9 4 5 6 0 7 8],3480555,[9 5 2 6 0 7 1 4 8 3]
66,2477477,[6 8 3 4 9 5 0 7 2 1],2426762,[6 7 1 4 5 0 2 8 3 9],2204524,[6 0 7 3 9 1 2 8 4 5],2548070,[7 0 2 5 9 8 4 3 1 6],1114895,[3 0 7 2 5 8 9 6 4 1],334915,[0 9 3 5 1 8 7 2 6 4],159851,[0 4 9 7 1 2 5 8 6 3],1878508,[5 1 6 8 0 3 2 9 4 7],40581,[0 2 1 3 6 4 9 7 8 5],2812716,[7 6 8 0 4 2 5 1 3 9]
67,1861636,[5 1 2 4 7 8 0 9 3 6],3067769,[8 4 0 6 7 5 3 9 2 1],2012103,[5 4 9 1 6 3 7 2 8 0],580212,[1 6 4 0 9 2 7 3 5 8],3294382,[9 0 6 5 4 1 8 7 2 3],791291,[2 1 7 0 3 4 6 9 8 5],3272415,[9 0 2 4 1 3 7 6 8 5],514983,[1 4 8 2 3 6 7 5 9 0],814703,[2 3 1 7 6 0 9 8 5 4],2493951,[6 8 7 5 4 9 2 1 3 0]
68,2541427,[7 0 1 3 8 5 9 2 6 4],2286221,[6 2 7 5 1 9 0 8 4 3],29999,[0 1 7 9 5 8 6 4 3 2],1330079,[3 6 9 8 1 7 5 4 2 0],1936630,[5 3 0 2 8 6 9 7 1 4],540729,[1 5 4 3 0 2 7 8 9 6],1897261,[5 2 0 6 1 7 8 3 9 4],1769430,[4 8 9 0 5 2 3 1 6 7],2496571,[6 8 9 2 3 5 7 0 4 1],2528947,[6 9 5 7 2 3 8 0 4 1]
69,3471154,[9 5 0 7 1 3 4 8 2 6],970383,[2 7 0 5 8 4 6 3 9 1],325212,[0 9 1 5 7 2 6 3 4 8],3168455,[8 6 4 5 3 7 9 2 1 0],2700015,[7 3 9 6 0 1 5 4 8 2],1507735,[4 1 5 2 0 7 6 3 9 8],1037653,[2 8 6 9 1 0 5 3 7 4],3100852,[8 4 9 1 6 3 0 7 2 5],2801795,[7 6 3 9 2 1 4 8 5 0],2619665,[7 1 9 6 3 4 5 8 2 0]
70,2487712,[6 8 5 4 0 9 3 7 1 2],1374240,[3 8 0 6 7 1 2 4 5 9],1887897,[5 1 8 6 0 4 3 7 9 2],1249902,[3 4 9 8 7 6 1 0 2 5],297759,[0 8 4 1 6 3 7 5 9 2],618817,[1 7 3 8 4 9 0 2 6 5],3013050,[8 2 6 7 5 4 9 0 1 3],187480,[0 5 7 2 4 3 8 9 1 6],3348168,[9 2 0 4 3 6 1 5 7 8],1989549,[5 4 2 8 1 6 9 3 7 0]
71,294159,[0 8 3 4 6 2 7 5 9 1],936714,[2 6 1 8 9 7 5 0 3 4],1278139,[3 5 7 6 1 0 9 2 8 4],961967,[2 6 8 9 0 3 7 5 4 1],1122096,[3 0 8 6 4 9 1 2 5 7],560890,[1 5 9 3 0 2 6 8 4 7],250135,[0 7 2 6 4 5 3 1 9 8],3188542,[8 7 0 5 4 1 9 6 2 3],3288755,[9 0 5 4 7 2 3 8 6 1],755232,[2 0 7 8 9 5 1 3 4 6]
72,2929922,[8 0 6 3 4 1 2 7 5 9],3006822,[8 2 5 6 0 9 3 1 4 7],1149828,[3 1 6 0 9 8 5 2 4 7],2585702,[7 1 2 0 4 6 8 5 3 9],3361180,[9 2 3 8 1 7 0 6 4 5],1189529,[3 2 6 0 1 8 7 9 5 4],341057,[0 9 4 6 7 1 5 8 3 2],1938772,[5 3 0 7 8 4 1 9 2 6],2140085,[5 9 0 6 3 1 2 8 7 4],680423,[1 8 9 0 2 3 7 6 5 4]
73,3456092,[9 4 6 7 0 5 8 2 1 3],2614558,[7 1 8 6 2 9 5 4 0 3],474337,[1 3 8 0 7 9 2 4 6 5],2986368,[8 2 0 5 7 4 1 3 6 9],1095263,[3 0 2 5 4 1 9 8 7 6],598982,[1 6 8 7 9 3 4 2 0 5],3020169,[8 2 9 1 6 0 4 5 7 3],695769,[1 9 3 0 5 2 6 7 8 4],128328,[0 4 2 6 3 7 1 5 8 9],2489339,[6 8 5 9 2 3 1 7 4 0]
74,308777,[0 8 6 2 9 1 5 7 4 3],3407284,[9 3 5 0 4 1 2 8 6 7],2329891,[6 3 8 1 9 5 7 0 4 2],1617706,[4 5 0 9 7 8 2 6 1 3],1970395,[5 3 8 9 4 7 6 0 2 1],1943689,[5 3 1 7 6 4 0 2 9 8],989949,[2 7 5 3 9 4 8 1 6 0],3358140,[9 2 3 4 0 6 7 1 5 8],3286817,[9 0 5 2 1 3 7 8 6 4],1083605,[2 9 8 0 1 3 4 7 6 5]
75,162307,[0 5 1 3 6 7 9 2 8 4],1930890,[5 2 9 0 7 6 8 1 3 4],2083968,[5 7 6 3 2 4 0 1 8 9],1544868,[4 2 3 6 7 9 5 0 1 8],3155858,[8 6 2 1 0 9 3 5 4 7],702527,[1 9 4 3 7 2 8 6 5 0],1877343,[5 1 6 4 3 7 8 2 9 0],249291,[0 7 2 5 3 6 1 8 9 4],3424021,[9 3 8 2 5 4 6 0 7 1],1735302,[4 8 0 3 1 9 5 2 6 7]
76,330198,[0 9 2 5 6 7 3 1 4 8],3452290,[9 4 5 8 7 0 2 6 1 3],497921,[1 4 3 8 6 2 7 9 5 0],2221138,[6 1 0 7 9 4 3 8 2 5],2023859,[5 6 1 4 9 3 2 8 7 0],3525562,[9 6 3 4 5 7 1 8 0 2],3511043,[9 6 0 5 3 7 2 8 4 1],2724523,[7 4 5 6 0 2 9 1 8 3],3274867,[9 0 2 7 4 5 8 1 6 3],3022883,[8 2 9 6 3 5 1 7 4 0]
77,2921138,[8 0 4 6 1 9 2 5 3 7],2571213,[7 0 8 2 1 6 9 4 5 3],1063335,[2 9 3 8 7 0 5 4 6 1],2430724,[6 7 2 3 0 1 4 9 5 8],2939052,[8 0 9 2 1 3 6 4 5 7],2503161,[6 9 0 5 4 7 2 3 8 1],795416,[2 1 7 8 6 4 3 5 0 9],2761522,[7 5 3 9 2 6 1 8 0 4],1141235,[3 1 4 6 0 5 7 9 8 2],2730449,[7 4 6 8 1 5 3 9 2 0]
78,3208182,[8 7 4 3 6 9 1 0 2 5],1716353,[4 7 5 3 8 9 2 6 1 0],2411117,[6 5 8 2 7 4 0 9 3 1],870768,[2 4 6 8 3 5 0 1 7 9],1788725,[4 9 2 8 3 0 1 7 6 5],2701719,[7 4 0 1 5 3 8 6 9 2],2559270,[7 0 4 8 5 2 3 1 6 9],3474770,[9 5 1 4 0 6 2 7 3 8],2592102,[7 1 3 4 0 9 5 2 6 8],614289,[1 7 2 9 3 0 5 6 8 4]
79,686407,[1 9 0 3 5 2 6 4 8 7],2485975,[6 8 5 1 7 3 2 0 9 4],1132480,[3 1 0 7 9 4 6 8 2 5],2263079,[6 2 1 0 3 9 8 7 5 4],1990627,[5 4 2 9 7 3 8 0 6 1],2106543,[5 8 1 9 6 3 4 2 7 0],2891727,[7 9 5 6 1 4 3 2 8 0],16190,[0 1 5 3 6 9 7 4 2 8],3570367,[9 7 4 2 8 0 3 1 6 5],2465910,[6 8 1 2 9 3 4 0 5 7]
80,380623,[1 0 5 6 7 9 3 2 8 4],3030141,[8 3 1 2 6 0 9 5 7 4],2215753,[6 0 9 5 3 7 1 2 8 4],3325577,[9 1 4 7 8 0 5 6 3 2],1568935,[4 2 9 3 0 6 5 1 8 7],2586259,[7 1 2 3 0 4 9 5 8 6],830773,[2 3 6 8 9 0 5 1 7 4],3583551,[9 7 8 0 1 6 4 3 5 2],3529762,[9 6 4 2 3 7 1 8 0 5],208742,[0 6 2 4 9 5 7 3 1 8]
81,2997005,[8 2 3 6 5 0 1 9 7 4],1748781,[4 8 2 9 7 0 6 3 5 1],2066149,[5 7 1 9 4 8 3 0 6 2],2642644,[7 2 5 3 4 0 1 9 6 8],1628203,[4 5 3 0 6 2 9 1 8 7],2278804,[6 2 5 1 0 3 4 9 7 8],3423253,[9 3 8 1 5 0 6 2 7 4],3032950,[8 3 1 7 4 5 9 6 0 2],3060613,[8 3 9 1 7 0 5 2 6 4],1635067,[4 5 6 2 9 3 8 0 7 1]
82,1084380,[2 9 8 1 0 5 6 3 4 7],1714133,[4 7 5 0 8 3 1 9 6 2],1858357,[5 1 0 8 2 4 7 3 9 6],793969,[2 1 7 5 8 4 0 3 9 6],3591728,[9 8 0 5 4 1 3 6 2 7],551902,[1 5 7 4 6 0 9 8 2 3],2859565,[7 8 9 2 4 5 3 0 6 1],1406809,[3 8 9 0 7 4 1 2 6 5],2740447,[7 4 9 6 1 0 3 2 8 5],196207,[0 5 8 9 4 1 3 2 7 6]
83,1738107,[4 8 0 9 1 3 2 6 7 5],3539532,[9 6 7 2 0 1 5 3 4 8],156321,[0 4 9 1 2 7 5 6 8 3],1317590,[3 6 7 2 9 8 4 1 0 5],1316233,[3 6 7 1 0 8 2 4 9 5],1381580,[3 8 2 0 9 1 7 5 4 6],3326293,[9 1 4 8 7 0 5 2 6 3],3607933,[9 8 3 7 0 1 5 2 6 4],2207237,[6 0 7 9 4 5 1 8 3 2],298816,[0 8 4 3 1 2 7 9 5 6]
84,1589510,[4 3 5 2 7 9 6 1 0 8],389512,[1 0 7 3 9 8 5 6 2 4],1582388,[4 3 1 9 7 5 8 2 0 6],1149733,[3 1 6 0 9 2 7 4 8 5],98713,[0 3 5 7 1 8 2 4 9 6],396111,[1 0 8 6 2 9 5 4 7 3],1723098,[4 7 6 9 1 0 8 2 3 5],2142495,[5 9 1 0 7 2 6 4 8 3],1571127,[4 2 9 7 0 6 5 3 8 1],2945004,[8 1 0 4 3 7 6 2 5 9]
85,3564989,[9 7 3 2 4 1 0 8 6 5],535660,[1 5 3 2 9 8 0 7 4 6],2758332,[7 5 3 2 0 1 8 4 6 9],598830,[1 6 8 7 5 2 3 0 4 9],1570512,[4 2 9 6 1 7 0 3 5 8],1474107,[4 0 6 5 3 2 1 8 9 7],774666,[2 1 3 7 9 5 8 0 4 6],1493860,[4 1 0 5 8 9 2 7 3 6],2434962,[6 7 3 0 9 2 8 1 4 5],1109579,[3 0 6 2 1 7 5 9 8 4]
86,104148,[0 3 6 7 5 9 4 1 2 8],1646696,[4 5 8 7 0 3 2 6 1 9],3301399,[9 0 8 1 3 6 4 2 7 5],608887,[1 7 0 8 6 2 4 3 9 5],1897155,[5 2 0 4 9 7 1 6 8 3],1320682,[3 6 8 0 2 7 4 9 1 5],2662209,[7 3 0 2 6 1 5 8 9 4],3194640,[8 7 1 9 0 2 3 4 5 6],421619,[1 2 5 7 6 4 3 9 8 0],2741714,[7 4 9 8 6 3 0 2 1 5]
87,1135745,[3 1 2 5 6 7 8 9 4 0],1870212,[5 1 4 0 7 2 8 3 6 9],2364585,[6 4 7 1 0 9 3 5 8 2],3528921,[9 6 4 1 2 7 3 5 8 0],2902157,[7 9 8 5 4 3 0 6 2 1],677411,[1 8 7 3 9 0 4 6 5 2],1772787,[4 8 9 6 1 2 0 5 7 3],490347,[1 4 2 5 0 6 3 8 9 7],721,[0 1 2 4 3 5 6 7 9 8],3080974,[8 4 3 2 0 7 9 6 1 5]
88,259014,[0 7 4 3 8 5 2 1 6 9],1709506,[4 7 3 1 2 9 5 8 0 6],1676789,[4 6 5 7 9 1 0 8 3 2],1395059,[3 8 5 7 4 2 1 9 6 0],1621611,[4 5 1 8 2 6 0 7 9 3],2842610,[7 8 4 0 1 5 2 6 3 9],1938549,[5 3 0 7 4 6 9 2 8 1],445036,[1 3 0 5 2 8 4 9 6 7],3249338,[8 9 4 5 7 6 0 2 1 3],2444891,[6 7 5 0 8 1 3 9 4 2]
89,1496697,[4 1 0 9 7 5 3 6 8 2],1121674,[3 0 8 5 9 2 4 7 1 6],3369216,[9 2 5 4 3 8 0 1 6 7],1846275,[5 0 8 3 2 7 1 6 9 4],2087759,[5 7 8 1 4 9 6 3 2 0],1085667,[2 9 8 3 7 1 0 5 6 4],1033314,[2 8 6 0 1 9 7 3 4 5],2722890,[7 4 5 1 8 6 9 0 2 3],2149809,[5 9 2 4 8 0 3 6 7 1],2110206,[5 8 2 6 9 0 3 1 4 7]
90,1755660,[4 8 5 2 3 6 7 0 1 9],1581383,[4 3 1 8 5 0 9 7 6 2],2270102,[6 2 3 4 9 5 7 1 0 8],1231045,[3 4 6 1 8 7 5 0 9 2],2024461,[5 6 1 7 8 3 4 0 9 2],2878618,[7 9 3 1 0 5 4 8 2 6],1963947,[5 3 7 6 8 1 0 4 9 2],2391643,[6 5 2 4 8 1 9 0 7 3],1183119,[3 2 4 8 1 5 7 6 9 0],836495,[2 3 7 9 6 5 8 4 1 0]
91,2475067,[6 8 3 0 5 4 9 1 7 2],2900745,[7 9 8 3 5 6 1 2 4 0],1413124,[3 9 0 4 7 1 2 8 5 6],848990,[2 4 0 6 1 9 7 5 3 8],1175330,[3 2 1 4 6 7 0 8 5 9],179450,[0 5 4 7 2 6 1 8 3 9],1567352,[4 2 8 9 7 1 3 5 0 6],3453200,[9 4 6 1 0 7 3 5 2 8],1432081,[3 9 5 1 0 2 4 6 8 7],508090,[1 4 6 8 7 0 3 9 2 5]
92,1731585,[4 7 9 3 8 6 1 2 5 0],3083399,[8 4 3 7 2 9 6 5 1 0],290697,[0 8 2 6 7 4 3 5 9 1],2185627,[6 0 2 7 5 4 9 1 8 3],853689,[2 4 1 5 8 0 6 7 9 3],278193,[0 7 9 2 4 3 5 6 8 1],3058316,[8 3 7 6 4 9 5 1 0 2],1502725,[4 1 3 2 0 8 7 5 9 6],1791900,[4 9 3 5 7 2 6 0 1 8],1268660,[3 5 4 8 0 1 9 6 2 7]
93,1535899,[4 2 0 8 3 1 9 5 7 6],2978429,[8 1 7 9 5 2 0 6 4 3],2380114,[6 5 0 2 8 3 4 9 1 7],3508079,[9 6 0 1 3 8 7 5 4 2],2869732,[7 9 1 3 6 4 0 8 2 5],2088655,[5 7 8 2 9 3 1 0 6 4],871481,[2 4 6 9 3 1 7 8 5 0],272611,[0 7 8 1 5 6 9 2 4 3],353343,[0 9 7 1 6 4 5 3 8 2],1443037,[3 9 7 2 1 4 6 0 8 5]
94,3115351,[8 5 2 0 9 3 4 1 7 6],3219844,[8 7 6 9 0 1 2 5 3 4],2015652,[5 4 9 8 3 0 6 1 2 7],2473659,[6 8 2 7 4 9 0 3 5 1],3625956,[9 8 7 3 0 2 5 1 4 6],460949,[1 3 5 6 2 4 0 9 8 7],2927738,[8 0 5 9 2 7 1 4 3 6],2437761,[6 7 3 5 8 4 1 2 9 0],1947350,[5 3 2 4 7 9 6 1 0 8],710426,[1 9 5 8 6 2 0 4 3 7]
95,3616074,[9 8 5 3 1 7 6 0 2 4],1226248,[3 4 5 2 0 8 7 9 1 6],1511555,[4 1 5 9 3 2 6 8 7 0],265407,[0 7 5 6 4 8 3 2 9 1],1489926,[4 0 9 6 3 1 5 2 7 8],2842938,[7 8 4 0 5 1 9 2 3 6],1839740,[5 0 7 1 3 2 9 6 4 8],1560924,[4 2 7 6 9 5 3 0 1 8],2653975,[7 2 8 5 0 4 3 1 9 6],1607243,[4 3 8 9 1 6 2 7 5 0]
96,3174725,[8 6 5 9 2 0 1 7 4 3],3422619,[9 3 8 0 5 7 1 4 6 2],2394046,[6 5 3 0 1 4 9 8 2 7],3038570,[8 3 2 9 1 5 0 6 4 7],2532329,[6 9 7 3 0 5 4 8 2 1],866470,[2 4 5 9 3 6 8 7 0 1],3501500,[9 5 7 6 1 0 8 3 2 4],713570,[1 9 6 5 0 4 2 7 3 8],3126710,[8 5 4 2 6 9 3 1 0 7],698027,[1 9 3 5 4 8 2 7 6 0]
97,3469242,[9 5 0 3 4 2 8 1 6 7],1793834,[4 9 3 8 2 6 0 5 1 7],1919977,[5 2 6 9 4 8 0 1 7 3],460752,[1 3 5 4 9 7 0 2 6 8],423408,[1 2 6 0 3 7 4 5 8 9],328795,[0 9 2 3 6 8 7 1 5 4],2648089,[7 2 6 3 9 4 0 1 8 5],1446954,[3 9 8 0 5 7 6 1 2 4],1036247,[2 8 6 5 1 3 9 7 4 0],1356627,[3 7 6 1 2 4 0 8 9 5]
98,2804340,[7 6 4 2 9 3 5 0 1 8],3590213,[9 8 0 3 4 5 1 7 6 2],3523141,[9 6 3 0 2 5 7 1 8 4],1863776,[5 1 2 8 6 4 3 7 0 9],1797520,[4 9 5 6 3 1 7 8 0 2],2340407,[6 4 0 3 7 2 9 8 5 1],673499,[1 8 6 5 3 4 2 9 7 0],221278,[0 6 4 9 2 8 7 5 1 3],437715,[1 2 8 7 9 5 0 4 6 3],1929104,[5 2 8 7 1 9 3 4 0 6]
99,2059971,[5 7 0 8 1 4 2 6 9 3],2759864,[7 5 3 6 0 9 2 4 1 8],762372,[2 0 9 3 8 1 6 4 5 7],2959167,[8 1 4 0 9 6 5 3 7 2],1659608,[4 6 1 3 0 2 7 8 5 9],1564799,[4 2 8 5 1 9 7 6 3 0],2682746,[7 3 5 2 0 4 1 8 6 9],1538191,[4 2 1 3 6 5 7 0 9 8],2571408,[7 0 8 2 4 5 1 3 6 9],1886042,[5 1 8 2 6 0 3 7 4 9]
100,1678310,[4 6 5 9 8 7 2 1 0 3],1357830,[3 7 6 2 9 1 4 0 5 8],360283,[0 9 8 4 3 2 7 1 6 5],1398707,[3 8 6 4 5 9 1 7 2 0],633350,[1 7 6 5 4 9 3 2 0 8],2299183,[6 3 0 2 4 9 5 1 8 7],533140,[1 5 2 8 4 9 0 7 3 6],2735346,[7 4 8 6 0 3 9 1 2 5],1255108,[3 5 1 0 4 6 2 9 7 8],2455525,[6 7 9 1 3 5 4 0 8 2]
1,1864647,[5 1 2 9 7 6 4 3 8 0],214598,[0 6 3 7 1 4 8 5 2 9],1871745,[5 1 4 3 7 9 2 6 8 0],1419917,[3 9 1 7 0 6 2 8 5 4],2701095,[7 3 9 8 4 0 5 2 6 1],3257212,[8 9 6 1 7 3 0 5 2 4],2157399,[5 9 4 0 3 2 7 6 8 1],1534658,[4 2 0 6 5 9 1 7 3 8],2772273,[7 5 8 0 3 2 4 6 9 1],2730280,[7 4 6 8 0 2 5 9 1 3]
2,78309,[0 2 9 5 7 4 8 3 6 1],1691758,[4 6 9 5 3 8 7 2 0 1],1440734,[3 9 6 8 0 1 5 4 2 7],3329404,[9 1 5 6 2 0 3 8 4 7],9439,[0 1 3 9 2 7 5 4 8 6],1567779,[4 2 9 0 5 8 1 6 7 3],3513220,[9 6 1 0 4 8 2 7 3 5],91403,[0 3 4 1 9 7 5 8 6 2],2985981,[8 2 0 5 3 1 9 6 7 4],985690,[2 7 4 6 0 1 5 9 3 8]
3,2633670,[7 2 3 5 9 1 4 0 6 8],145509,[0 4 6 9 1 5 8 3 7 2],993282,[2 7 6 0 5 3 9 1 4 8],3498231,[9 5 7 0 4 8 3 2 6 1],1203522,[3 2 8 7 5 1 9 0 4 6],2863161,[7 9 0 1 5 6 3 4 8 2],2799401,[7 6 3 4 0 2 8 9 5 1],2755769,[7 5 2 8 3 6 4 9 1 0],1156892,[3 1 7 5 8 6 9 2 0 4],876238,[2 4 7 8 9 6 5 3 0 1]
4,2996784,[8 2 3 6 1 4 0 5 7 9],564859,[1 6 0 2 7 3 9 4 8 5],29411,[0 1 7 8 9 2 4 6 5 3],3493657,[9 5 6 1 2 8 0 3 7 4],3255024,[8 9 5 6 7 1 0 2 3 4],718069,[1 9 7 4 2 8 5 0 6 3],1694660,[4 7 0 2 8 1 9 5 3 6],3333554,[9 1 6 3 8 5 0 4 2 7],802008,[2 1 9 0 8 5 3 4 6 7],1409611,[3 8 9 5 6 4 7 0 2 1]
5,3602535,[9 8 2 6 4 0 5 3 7 1],2131709,[5 8 7 9 4 1 0 6 3 2],2005816,[5 4 7 9 8 0 3 6 1 2],276296,[0 7 8 6 5 3 2 4 1 9],1654856,[4 6 0 3 5 7 2 8 1 9],817846,[2 3 4 1 9 5 8 7 0 6],3510887,[9 6 0 5 2 3 8 7 4 1],515686,[1 4 8 3 2 5 9 7 0 6],3395688,[9 3 1 7 2 5 0 4 6 8],889299,[2 5 0 6 1 9 3 7 8 4]
6,3270676,[9 0 1 8 5 6 2 7 3 4],1531976,[4 1 9 8 6 3 2 5 0 7],139871,[0 4 5 8 2 6 9 7 3 1],2164292,[5 9 6 2 8 4 7 1 0 3],1420276,[3 9 1 7 5 6 0 8 2 4],2022894,[5 6 1 3 7 4 2 0 8 9],1181320,[3 2 4 5 8 1 7 9 0 6],1524154,[4 1 8 3 9 2 5 7 0 6],1264599,[3 5 2 9 4 1 7 6 8 0],2985047,[8 2 0 3 9 4 7 6 5 1]
7,987765,[2 7 4 9 8 1 6 3 5 0],1476757,[4 0 7 1 2 5 8 3 9 6],2420527,[6 7 0 2 9 1 4 3 8 5],36074,[0 1 9 3 2 7 4 6 5 8],338317,[0 9 4 1 8 3 6 2 7 5],430785,[1 2 7 5 3 9 4 6 8 0],2962667,[8 1 4 7 6 9 2 5 3 0],186923,[0 5 7 1 6 8 3 9 4 2],3285460,[9 0 4 8 1 7 2 6 3 5],1457287,[4 0 2 3 1 5 7 6 9 8]
8,1120158,[3 0 8 2 7 6 4 1 5 9],1280300,[3 5 8 0 2 1 9 6 4 7],1987562,[5 4 2 3 7 0 1 8 6 9],1681303,[4 6 7 5 0 9 2 1 8 3],1557781,[4 2 7 0 6 5 8 1 9 3],969708,[2 7 0 4 8 9 5 1 3 6],433511,[1 2 8 0 3 6 9 7 5 4],1221635,[3 4 2 5 8 1 6 9 7 0],3256372,[8 9 6 0 5 3 1 7 2 4],1024398,[2 8 4 1 7 6 3 0 5 9]
