100%,Optima 1, Optima [1],Optima 2, Optima [2],Optima 3, Optima [3],Optima 4, Optima [4]
86,1365,[1 6 2 5 3 4 0],4276,[5 6 3 0 4 1 2],3759,[5 1 2 4 3 6 0],2784,[3 6 1 0 2 4 5]
87,4539,[6 1 5 0 3 4 2],1110,[1 4 2 3 0 5 6],999,[1 3 2 5 4 6 0],2755,[3 5 6 4 0 2 1]
88,4159,[5 4 3 1 0 6 2],2825,[3 6 2 4 5 1 0],1070,[1 3 6 4 2 0 5],908,[1 2 4 6 3 0 5]
89,2626,[3 4 6 1 5 0 2],3128,[4 2 0 3 5 1 6],1349,[1 6 2 0 5 4 3],4973,[6 5 2 0 4 3 1]
90,3032,[4 1 2 3 5 0 6],3276,[4 3 1 5 0 2 6],562,[0 5 4 2 6 1 3],2396,[3 1 6 5 2 0 4]
91,1007,[1 3 2 6 5 4 0],1320,[1 6 0 2 3 4 5],2291,[3 1 0 4 6 5 2],3962,[5 3 0 1 4 2 6]
92,3769,[5 1 3 0 2 6 4],3285,[4 3 1 6 2 5 0],1984,[2 5 3 4 6 0 1],4614,[6 2 3 1 0 4 5]
93,3888,[5 2 3 0 1 4 6],4094,[5 4 0 3 2 1 6],4211,[5 6 0 2 4 3 1],1023,[1 3 4 5 2 6 0]
94,2719,[3 5 4 1 0 6 2],70,[0 1 4 6 5 2 3],2910,[4 0 2 3 1 5 6],3692,[5 0 4 6 2 1 3]
95,2145,[2 6 5 1 3 4 0],1322,[1 6 0 2 4 3 5],288,[0 3 4 1 2 5 6],86,[0 1 5 4 3 2 6]
96,1033,[1 3 5 0 2 6 4],3737,[5 1 0 4 6 3 2],4359,[6 0 2 4 3 5 1],4957,[6 5 1 3 0 4 2]
97,1254,[1 5 3 2 0 4 6],1105,[1 4 2 0 3 6 5],2224,[3 0 4 5 6 1 2],3294,[4 3 2 1 0 5 6]
98,2390,[3 1 6 4 2 0 5],1958,[2 5 1 4 3 0 6],1793,[2 3 6 4 5 1 0],2415,[3 2 0 5 4 6 1]
99,3392,[4 5 1 2 3 0 6],1116,[1 4 2 5 0 3 6],3514,[4 6 1 2 5 0 3],4212,[5 6 0 3 1 2 4]
100,225,[0 2 6 3 4 5 1],4425,[6 0 5 2 3 4 1],2486,[3 2 5 4 1 0 6],4675,[6 2 5 4 0 3 1]
1,2539,[3 4 0 6 1 5 2],3175,[4 2 3 1 0 6 5],1159,[1 4 5 2 0 6 3],1764,[2 3 5 4 0 1 6]
2,263,[0 3 1 6 5 4 2],2700,[3 5 2 4 0 1 6],4259,[5 6 2 1 4 3 0],207,[0 2 5 4 3 6 1]
3,319,[0 3 5 2 1 6 4],2055,[2 6 0 4 3 5 1],2865,[3 6 5 1 2 4 0],4537,[6 1 5 0 2 4 3]
4,3220,[4 2 6 0 5 1 3],833,[1 0 6 4 5 3 2],220,[0 2 6 1 5 3 4],3549,[4 6 2 5 1 3 0]
5,4289,[5 6 3 2 4 1 0],1661,[2 1 6 0 5 4 3],222,[0 2 6 3 1 4 5],542,[0 5 3 4 2 1 6]
6,4102,[5 4 0 6 3 1 2],3697,[5 0 6 1 2 4 3],2026,[2 5 6 1 4 0 3],2962,[4 0 5 2 6 1 3]
7,1529,[2 0 5 4 6 3 1],4878,[6 4 3 1 0 2 5],1018,[1 3 4 2 6 0 5],2071,[2 6 1 3 0 5 4]
8,600,[0 6 1 2 3 4 5],2785,[3 6 1 0 2 5 4],3537,[4 6 2 1 3 5 0],3200,[4 2 5 1 3 0 6]
9,3893,[5 2 3 0 6 4 1],4895,[6 4 3 5 2 1 0],4477,[6 1 2 4 0 5 3],3849,[5 2 0 3 4 6 1]
10,4135,[5 4 2 1 0 6 3],3629,[5 0 2 1 6 4 3],2576,[3 4 2 1 5 0 6],1717,[2 3 1 5 0 6 4]
11,2746,[3 5 6 1 4 0 2],1960,[2 5 1 4 6 0 3],3430,[4 5 2 6 3 0 1],4337,[6 0 1 4 5 3 2]
12,1252,[1 5 3 0 6 2 4],2444,[3 2 1 6 4 0 5],3402,[4 5 1 6 0 2 3],646,[0 6 2 5 4 1 3]
13,3955,[5 2 6 4 0 3 1],4548,[6 1 5 3 0 2 4],2508,[3 2 6 4 0 1 5],2243,[3 0 5 2 6 4 1]
14,4513,[6 1 4 0 2 5 3],984,[1 3 2 0 4 5 6],1046,[1 3 5 4 2 0 6],2631,[3 4 6 2 1 5 0]
15,3089,[4 1 5 3 6 2 0],662,[0 6 3 4 2 1 5],2045,[2 6 0 1 5 4 3],3126,[4 2 0 3 1 5 6]
16,2982,[4 0 6 2 1 3 5],1505,[2 0 4 5 6 3 1],3629,[5 0 2 1 6 4 3],3084,[4 1 5 3 0 2 6]
17,3791,[5 1 3 6 4 2 0],1048,[1 3 5 4 6 0 2],1739,[2 3 4 1 6 5 0],3482,[4 6 0 1 3 2 5]
18,3587,[4 6 5 1 3 2 0],3350,[4 3 6 2 1 0 5],1563,[2 1 0 3 5 6 4],4055,[5 3 4 6 2 1 0]
19,1298,[1 5 6 0 3 2 4],583,[0 5 6 2 1 4 3],3652,[5 0 3 1 6 2 4],2192,[3 0 2 4 5 1 6]
20,2725,[3 5 4 2 0 6 1],1472,[2 0 3 4 5 1 6],4914,[6 4 5 3 0 1 2],2661,[3 5 0 6 2 4 1]
21,1024,[1 3 4 5 6 0 2],4576,[6 2 0 4 5 1 3],1397,[1 6 4 0 5 3 2],123,[0 2 1 3 5 6 4]
22,1270,[1 5 3 6 4 0 2],4197,[5 4 6 3 1 2 0],3140,[4 2 0 6 3 1 5],1128,[1 4 3 0 2 5 6]
23,1818,[2 4 0 6 1 3 5],4375,[6 0 3 2 1 5 4],788,[1 0 4 6 3 2 5],2181,[3 0 1 6 4 5 2]
24,3514,[4 6 1 2 5 0 3],3749,[5 1 2 0 6 4 3],4258,[5 6 2 1 4 0 3],627,[0 6 2 1 4 5 3]
25,1375,[1 6 3 2 0 5 4],3108,[4 1 6 3 0 2 5],3329,[4 3 5 2 6 1 0],4107,[5 4 1 0 3 6 2]
26,803,[1 0 5 3 6 4 2],4564,[6 2 0 1 5 3 4],1610,[2 1 4 0 5 3 6],4415,[6 0 4 5 3 2 1]
27,3435,[4 5 3 0 2 6 1],3800,[5 1 4 2 3 0 6],3489,[4 6 0 2 3 5 1],1039,[1 3 5 2 0 6 4]
28,1230,[1 5 2 3 0 4 6],3329,[4 3 5 2 6 1 0],5031,[6 5 4 2 1 3 0],1390,[1 6 3 5 4 0 2]
29,2353,[3 1 5 0 2 6 4],3256,[4 3 0 5 6 1 2],578,[0 5 6 1 3 2 4],3588,[4 6 5 2 0 1 3]
30,217,[0 2 6 1 3 5 4],1424,[1 6 5 2 3 0 4],819,[1 0 6 2 4 5 3],3511,[4 6 1 2 0 5 3]
31,1586,[2 1 3 0 5 4 6],3746,[5 1 2 0 4 3 6],2461,[3 2 4 5 0 6 1],3711,[5 0 6 3 2 4 1]
32,4086,[5 4 0 2 1 3 6],876,[1 2 3 5 0 4 6],1813,[2 4 0 5 1 6 3],4488,[6 1 3 0 2 4 5]
33,860,[1 2 0 6 4 3 5],1257,[1 5 3 2 4 6 0],454,[0 4 5 6 3 1 2],3136,[4 2 0 5 6 1 3]
34,4090,[5 4 0 2 6 1 3],2008,[2 5 4 3 6 0 1],3525,[4 6 1 5 2 3 0],1458,[2 0 1 6 3 4 5]
35,1627,[2 1 4 6 0 5 3],2269,[3 0 6 4 1 5 2],4520,[6 1 4 2 3 0 5],3480,[4 6 0 1 2 3 5]
36,2914,[4 0 2 3 6 1 5],2947,[4 0 3 6 1 5 2],3520,[4 6 1 3 5 0 2],3613,[5 0 1 4 2 6 3]
37,3207,[4 2 5 3 1 6 0],3936,[5 2 6 0 1 3 4],1911,[2 4 6 3 1 5 0],1270,[1 5 3 6 4 0 2]
38,310,[0 3 4 6 5 1 2],3335,[4 3 5 6 2 1 0],1764,[2 3 5 4 0 1 6],1749,[2 3 4 6 1 5 0]
39,2554,[3 4 1 2 6 0 5],1090,[1 4 0 3 6 2 5],1611,[2 1 4 0 5 6 3],1855,[2 4 3 1 0 6 5]
40,645,[0 6 2 5 3 4 1],1774,[2 3 5 6 4 0 1],993,[1 3 2 4 5 6 0],1779,[2 3 6 0 4 5 1]
41,4876,[6 4 3 0 5 1 2],4439,[6 0 5 4 3 2 1],3096,[4 1 6 0 2 3 5],2707,[3 5 2 6 0 4 1]
42,3938,[5 2 6 0 3 1 4],1351,[1 6 2 3 0 5 4],2185,[3 0 2 1 4 6 5],4595,[6 2 1 3 5 4 0]
43,240,[0 3 1 2 4 5 6],2679,[3 5 1 4 2 6 0],506,[0 5 2 1 4 3 6],2430,[3 2 1 4 0 5 6]
44,3532,[4 6 2 0 5 1 3],4539,[6 1 5 0 3 4 2],2795,[3 6 1 2 5 4 0],4543,[6 1 5 2 0 4 3]
45,220,[0 2 6 1 5 3 4],815,[1 0 5 6 4 3 2],2728,[3 5 4 2 6 0 1],3099,[4 1 6 0 3 5 2]
46,4796,[6 3 5 4 1 0 2],1902,[2 4 6 1 0 3 5],3930,[5 2 4 6 0 1 3],2461,[3 2 4 5 0 6 1]
47,4855,[6 4 2 1 0 5 3],3777,[5 1 3 2 4 6 0],4517,[6 1 4 0 5 3 2],2371,[3 1 5 6 0 4 2]
48,4415,[6 0 4 5 3 2 1],972,[1 3 0 5 2 4 6],3576,[4 6 5 0 1 2 3],3534,[4 6 2 1 0 3 5]
49,4670,[6 2 5 3 1 0 4],2434,[3 2 1 4 6 0 5],815,[1 0 5 6 4 3 2],1582,[2 1 0 6 5 3 4]
50,4203,[5 6 0 1 3 4 2],2843,[3 6 4 1 5 2 0],2804,[3 6 1 5 2 0 4],4018,[5 3 2 1 6 0 4]
