10%,Optima 1, Optima [1],Optima 2, Optima [2],Optima 3, Optima [3],Optima 4, Optima [4]
86,516,[0 5 2 4 1 3 6],2867,[3 6 5 1 4 2 0],1736,[2 3 4 1 5 0 6],2258,[3 0 6 1 4 2 5]
87,834,[1 0 6 5 2 3 4],2996,[4 0 6 5 2 1 3],1644,[2 1 5 4 0 3 6],2341,[3 1 4 5 0 6 2]
88,639,[0 6 2 4 3 5 1],2974,[4 0 5 6 3 1 2],1701,[2 3 0 6 4 5 1],2203,[3 0 2 6 1 5 4]
89,472,[0 4 6 3 5 1 2],3025,[4 1 2 0 3 6 5],1520,[2 0 5 3 4 1 6],2344,[3 1 4 5 6 0 2]
90,687,[0 6 4 3 2 5 1],3078,[4 1 5 2 0 3 6],1909,[2 4 6 3 0 5 1],2170,[3 0 1 4 6 2 5]
91,813,[1 0 5 6 3 4 2],2983,[4 0 6 2 1 5 3],1660,[2 1 6 0 5 3 4],2272,[3 0 6 4 5 1 2]
92,674,[0 6 4 1 3 2 5],2837,[3 6 4 0 5 2 1],1601,[2 1 3 5 6 4 0],2027,[2 5 6 1 4 3 0]
93,569,[0 5 4 3 6 2 1],2875,[3 6 5 4 0 2 1],1538,[2 0 6 1 4 3 5],2263,[3 0 6 2 1 5 4]
94,930,[1 2 5 6 0 3 4],3002,[4 1 0 2 5 3 6],1656,[2 1 6 0 3 4 5],2214,[3 0 4 2 1 5 6]
95,835,[1 0 6 5 2 4 3],2755,[3 5 6 4 0 2 1],1766,[2 3 5 4 1 0 6],2348,[3 1 4 6 2 0 5]
96,552,[0 5 4 1 2 3 6],3024,[4 1 2 0 3 5 6],1967,[2 5 1 6 4 3 0],2043,[2 6 0 1 4 5 3]
97,493,[0 5 1 4 2 6 3],2768,[3 6 0 2 4 1 5],1531,[2 0 5 6 1 4 3],2334,[3 1 4 2 0 5 6]
98,835,[1 0 6 5 2 4 3],2907,[4 0 2 1 5 6 3],1725,[2 3 1 6 4 5 0],2254,[3 0 5 6 4 1 2]
99,699,[0 6 5 1 3 4 2],3096,[4 1 6 0 2 3 5],1911,[2 4 6 3 1 5 0],2002,[2 5 4 1 6 0 3]
100,533,[0 5 3 1 6 4 2],2927,[4 0 2 6 5 3 1],1813,[2 4 0 5 1 6 3],2383,[3 1 6 2 0 5 4]
1,599,[0 5 6 4 3 2 1],2918,[4 0 2 5 3 1 6],1672,[2 1 6 4 5 0 3],2394,[3 1 6 5 0 2 4]
2,925,[1 2 5 4 0 6 3],3207,[4 2 5 3 1 6 0],1852,[2 4 3 0 6 1 5],1937,[2 5 0 4 6 3 1]
3,499,[0 5 1 6 2 4 3],3132,[4 2 0 5 1 3 6],1887,[2 4 5 3 1 6 0],1974,[2 5 3 1 0 4 6]
4,542,[0 5 3 4 2 1 6],3225,[4 2 6 1 3 5 0],1662,[2 1 6 3 0 4 5],2412,[3 2 0 5 1 4 6]
5,524,[0 5 2 6 3 1 4],3077,[4 1 5 0 6 3 2],1785,[2 3 6 1 4 5 0],2038,[2 5 6 4 3 0 1]
6,782,[1 0 4 5 3 2 6],2931,[4 0 3 1 5 6 2],1607,[2 1 3 6 5 4 0],2414,[3 2 0 5 4 1 6]
7,893,[1 2 4 0 6 5 3],2799,[3 6 1 4 2 5 0],1943,[2 5 0 6 4 3 1],2185,[3 0 2 1 4 6 5]
8,620,[0 6 1 5 3 2 4],3096,[4 1 6 0 2 3 5],1752,[2 3 5 0 1 4 6],2242,[3 0 5 2 6 1 4]
9,650,[0 6 3 1 4 2 5],2893,[4 0 1 5 2 6 3],1880,[2 4 5 1 3 0 6],2182,[3 0 1 6 5 2 4]
10,929,[1 2 5 4 6 3 0],2870,[3 6 5 2 1 0 4],1964,[2 5 1 6 3 0 4],2331,[3 1 4 0 5 6 2]
11,917,[1 2 5 0 6 4 3],3078,[4 1 5 2 0 3 6],1692,[2 3 0 5 1 4 6],2293,[3 1 0 5 2 6 4]
12,553,[0 5 4 1 2 6 3],2874,[3 6 5 4 0 1 2],1727,[2 3 1 6 5 4 0],2368,[3 1 5 4 6 0 2]
13,740,[1 0 2 6 4 3 5],2925,[4 0 2 6 3 5 1],1978,[2 5 3 1 6 0 4],2286,[3 1 0 4 2 5 6]
14,802,[1 0 5 3 6 2 4],2999,[4 0 6 5 3 2 1],1699,[2 3 0 6 1 5 4],1959,[2 5 1 4 3 6 0]
15,831,[1 0 6 4 3 5 2],3115,[4 1 6 5 0 3 2],1802,[2 4 0 1 5 3 6],1977,[2 5 3 1 4 6 0]
16,701,[0 6 5 1 4 3 2],3185,[4 2 3 5 6 1 0],1835,[2 4 1 3 6 5 0],1981,[2 5 3 4 0 6 1]
17,849,[1 2 0 4 5 6 3],3169,[4 2 3 0 1 6 5],1934,[2 5 0 4 3 1 6],2137,[2 6 5 0 1 4 3]
18,470,[0 4 6 3 2 1 5],2760,[3 6 0 1 2 4 5],1645,[2 1 5 4 0 6 3],2198,[3 0 2 5 4 1 6]
19,498,[0 5 1 6 2 3 4],2904,[4 0 2 1 3 5 6],1977,[2 5 3 1 4 6 0],1966,[2 5 1 6 4 0 3]
20,798,[1 0 5 3 2 4 6],3169,[4 2 3 0 1 6 5],1648,[2 1 5 4 6 0 3],1999,[2 5 4 1 0 6 3]
21,707,[0 6 5 2 4 3 1],2950,[4 0 3 6 5 1 2],1723,[2 3 1 6 0 5 4],2242,[3 0 5 2 6 1 4]
22,772,[1 0 4 2 6 3 5],2846,[3 6 4 2 1 0 5],1715,[2 3 1 4 6 5 0],2138,[2 6 5 0 3 1 4]
23,711,[0 6 5 3 2 4 1],3023,[4 1 0 6 5 3 2],1902,[2 4 6 1 0 3 5],2102,[2 6 3 4 1 0 5]
24,939,[1 2 6 0 4 5 3],3064,[4 1 3 5 6 0 2],1603,[2 1 3 6 0 5 4],2251,[3 0 5 6 1 4 2]
25,690,[0 6 4 5 1 2 3],3136,[4 2 0 5 6 1 3],1965,[2 5 1 6 3 4 0],2277,[3 0 6 5 2 4 1]
26,852,[1 2 0 5 3 4 6],3197,[4 2 5 0 6 3 1],1581,[2 1 0 6 4 5 3],2280,[3 1 0 2 4 5 6]
27,694,[0 6 4 5 3 1 2],2754,[3 5 6 4 0 1 2],1707,[2 3 1 0 5 6 4],1984,[2 5 3 4 6 0 1]
28,533,[0 5 3 1 6 4 2],2861,[3 6 5 0 4 2 1],1788,[2 3 6 4 0 1 5],2405,[3 2 0 1 6 5 4]
29,634,[0 6 2 3 5 1 4],3027,[4 1 2 0 5 6 3],1751,[2 3 4 6 5 1 0],2425,[3 2 1 0 4 6 5]
30,922,[1 2 5 3 6 0 4],3095,[4 1 5 6 3 2 0],1573,[2 1 0 5 3 6 4],2333,[3 1 4 0 6 5 2]
31,845,[1 2 0 3 6 5 4],3147,[4 2 1 0 5 6 3],1516,[2 0 5 1 6 3 4],2309,[3 1 2 0 6 5 4]
32,792,[1 0 5 2 3 4 6],2793,[3 6 1 2 4 5 0],1660,[2 1 6 0 5 3 4],2047,[2 6 0 3 1 5 4]
33,889,[1 2 4 0 3 6 5],3188,[4 2 3 6 1 0 5],1694,[2 3 0 5 4 1 6],2125,[2 6 4 3 0 5 1]
34,462,[0 4 6 2 1 3 5],3121,[4 2 0 1 3 6 5],1628,[2 1 4 6 3 0 5],2003,[2 5 4 1 6 3 0]
35,737,[1 0 2 5 6 4 3],2908,[4 0 2 1 6 3 5],1676,[2 1 6 5 3 0 4],1981,[2 5 3 4 0 6 1]
36,524,[0 5 2 6 3 1 4],2846,[3 6 4 2 1 0 5],1837,[2 4 1 5 0 6 3],1991,[2 5 3 6 4 1 0]
37,490,[0 5 1 3 6 2 4],2730,[3 5 4 6 0 1 2],1836,[2 4 1 5 0 3 6],2199,[3 0 2 5 4 6 1]
38,625,[0 6 2 1 3 5 4],2882,[4 0 1 2 5 3 6],1625,[2 1 4 5 6 3 0],2061,[2 6 0 5 3 4 1]
39,808,[1 0 5 4 6 2 3],3030,[4 1 2 3 0 5 6],2001,[2 5 4 1 3 6 0],2248,[3 0 5 4 6 1 2]
40,849,[1 2 0 4 5 6 3],3015,[4 1 0 5 3 6 2],1965,[2 5 1 6 3 4 0],2366,[3 1 5 4 2 0 6]
41,583,[0 5 6 2 1 4 3],3158,[4 2 1 5 3 0 6],1809,[2 4 0 3 5 6 1],2075,[2 6 1 3 5 4 0]
42,669,[0 6 3 5 2 4 1],2865,[3 6 5 1 2 4 0],1813,[2 4 0 5 1 6 3],2048,[2 6 0 3 4 1 5]
43,948,[1 2 6 4 0 3 5],3145,[4 2 1 0 3 6 5],1837,[2 4 1 5 0 6 3],2126,[2 6 4 3 1 0 5]
44,521,[0 5 2 4 6 3 1],2879,[3 6 5 4 2 1 0],1725,[2 3 1 6 4 5 0],2135,[2 6 4 5 3 1 0]
45,729,[1 0 2 4 5 6 3],3226,[4 2 6 1 5 0 3],1729,[2 3 4 0 1 6 5],2313,[3 1 2 4 5 6 0]
46,716,[0 6 5 4 2 1 3],3117,[4 1 6 5 2 3 0],1821,[2 4 0 6 3 5 1],2340,[3 1 4 5 0 2 6]
47,894,[1 2 4 3 0 5 6],2937,[4 0 3 2 5 6 1],1562,[2 1 0 3 5 4 6],2204,[3 0 2 6 4 1 5]
48,726,[1 0 2 4 3 5 6],2901,[4 0 1 6 3 5 2],1971,[2 5 3 0 4 6 1],2005,[2 5 4 3 0 6 1]
49,554,[0 5 4 1 3 2 6],2891,[4 0 1 3 6 5 2],1751,[2 3 4 6 5 1 0],2036,[2 5 6 4 1 0 3]
50,590,[0 5 6 3 2 1 4],3034,[4 1 2 3 6 0 5],1948,[2 5 1 0 6 3 4],2182,[3 0 1 6 5 2 4]
