40%,Optima 1, Optima [1],Optima 2, Optima [2],Optima 3, Optima [3],Optima 4, Optima [4]
85,1637,[2 1 5 0 6 4 3],2702,[3 5 2 4 1 0 6],1478,[2 0 3 5 4 1 6],2768,[3 6 0 2 4 1 5]
86,1820,[2 4 0 6 3 1 5],3549,[4 6 2 5 1 3 0],2113,[2 6 4 0 1 5 3],1296,[1 5 6 0 2 3 4]
87,818,[1 0 6 2 4 3 5],3753,[5 1 2 3 4 6 0],2663,[3 5 0 6 4 2 1],1837,[2 4 1 5 0 6 3]
88,1458,[2 0 1 6 3 4 5],2136,[2 6 5 0 1 3 4],1924,[2 5 0 1 6 3 4],1395,[1 6 4 0 3 5 2]
89,741,[1 0 2 6 4 5 3],2744,[3 5 6 1 2 0 4],1710,[2 3 1 4 0 5 6],1433,[1 6 5 3 4 2 0]
90,1785,[2 3 6 1 4 5 0],3073,[4 1 5 0 2 6 3],1510,[2 0 4 6 5 1 3],2862,[3 6 5 1 0 2 4]
91,797,[1 0 5 2 6 4 3],2635,[3 4 6 5 0 2 1],1884,[2 4 5 3 0 1 6],1698,[2 3 0 6 1 4 5]
92,761,[1 0 3 5 6 4 2],3549,[4 6 2 5 1 3 0],2254,[3 0 5 6 4 1 2],1450,[2 0 1 4 6 3 5]
93,442,[0 4 5 2 6 1 3],3278,[4 3 1 5 2 0 6],2839,[3 6 4 1 0 5 2],1571,[2 1 0 4 6 5 3]
94,767,[1 0 3 6 5 4 2],1939,[2 5 0 6 1 4 3],1210,[1 5 0 3 6 2 4],1901,[2 4 6 0 5 3 1]
95,459,[0 4 6 1 3 5 2],2475,[3 2 5 0 4 6 1],1046,[1 3 5 4 2 0 6],2937,[4 0 3 2 5 6 1]
96,2253,[3 0 5 6 2 4 1],3355,[4 3 6 5 0 2 1],2669,[3 5 1 0 6 4 2],1451,[2 0 1 4 6 5 3]
97,853,[1 2 0 5 3 6 4],2047,[2 6 0 3 1 5 4],1223,[1 5 0 6 4 3 2],1577,[2 1 0 5 6 4 3]
98,960,[1 3 0 2 4 5 6],2060,[2 6 0 5 3 1 4],2943,[4 0 3 5 2 6 1],1775,[2 3 5 6 4 1 0]
99,2158,[2 6 5 4 3 0 1],3002,[4 1 0 2 5 3 6],2004,[2 5 4 3 0 1 6],2258,[3 0 6 1 4 2 5]
100,1853,[2 4 3 0 6 5 1],2638,[3 4 6 5 2 0 1],1991,[2 5 3 6 4 1 0],2547,[3 4 1 0 5 6 2]
1,1285,[1 5 4 3 0 6 2],3533,[4 6 2 0 5 3 1],3024,[4 1 2 0 3 5 6],3218,[4 2 6 0 3 1 5]
2,1505,[2 0 4 5 6 3 1],3499,[4 6 0 5 1 3 2],2848,[3 6 4 2 5 0 1],3253,[4 3 0 5 1 6 2]
3,2102,[2 6 3 4 1 0 5],2362,[3 1 5 2 6 0 4],2589,[3 4 2 6 1 5 0],2364,[3 1 5 4 0 2 6]
4,814,[1 0 5 6 4 2 3],1837,[2 4 1 5 0 6 3],2335,[3 1 4 2 0 6 5],3181,[4 2 3 5 0 6 1]
5,2069,[2 6 1 0 5 4 3],3071,[4 1 3 6 5 2 0],1033,[1 3 5 0 2 6 4],1776,[2 3 6 0 1 4 5]
6,1237,[1 5 2 4 0 6 3],3176,[4 2 3 1 5 0 6],2292,[3 1 0 5 2 4 6],2366,[3 1 5 4 2 0 6]
7,2313,[3 1 2 4 5 6 0],1867,[2 4 3 6 0 5 1],2890,[4 0 1 3 6 2 5],3200,[4 2 5 1 3 0 6]
8,494,[0 5 1 4 3 2 6],1818,[2 4 0 6 1 3 5],1157,[1 4 5 0 6 3 2],1752,[2 3 5 0 1 4 6]
9,1446,[2 0 1 4 3 5 6],2848,[3 6 4 2 5 0 1],2931,[4 0 3 1 5 6 2],2186,[3 0 2 1 5 4 6]
10,501,[0 5 1 6 3 4 2],2685,[3 5 1 6 2 4 0],2085,[2 6 1 5 3 4 0],2411,[3 2 0 4 6 5 1]
11,1579,[2 1 0 6 3 5 4],3328,[4 3 5 2 6 0 1],1835,[2 4 1 3 6 5 0],1846,[2 4 1 6 5 0 3]
12,1248,[1 5 3 0 2 4 6],3172,[4 2 3 0 6 1 5],2872,[3 6 5 2 4 0 1],3173,[4 2 3 0 6 5 1]
13,615,[0 6 1 4 3 5 2],2195,[3 0 2 4 6 5 1],2079,[2 6 1 4 3 5 0],1924,[2 5 0 1 6 3 4]
14,1899,[2 4 6 0 3 5 1],2808,[3 6 2 0 1 4 5],1199,[1 4 6 5 3 2 0],1472,[2 0 3 4 5 1 6]
15,1230,[1 5 2 3 0 4 6],3240,[4 3 0 1 2 5 6],2228,[3 0 4 6 2 1 5],2259,[3 0 6 1 4 5 2]
16,422,[0 4 3 5 2 1 6],3229,[4 2 6 3 0 5 1],1154,[1 4 5 0 3 2 6],1646,[2 1 5 4 3 0 6]
17,730,[1 0 2 4 6 3 5],3070,[4 1 3 6 5 0 2],1913,[2 4 6 3 5 1 0],1593,[2 1 3 4 5 6 0]
18,547,[0 5 3 6 1 4 2],2707,[3 5 2 6 0 4 1],1800,[2 4 0 1 3 5 6],2626,[3 4 6 1 5 0 2]
19,503,[0 5 1 6 4 3 2],3490,[4 6 0 2 5 1 3],1589,[2 1 3 0 6 5 4],1565,[2 1 0 3 6 5 4]
20,1018,[1 3 4 2 6 0 5],1870,[2 4 3 6 5 0 1],2012,[2 5 4 6 1 0 3],3099,[4 1 6 0 3 5 2]
21,843,[1 2 0 3 5 6 4],2899,[4 0 1 6 2 5 3],1913,[2 4 6 3 5 1 0],3123,[4 2 0 1 5 6 3]
22,391,[0 4 2 3 1 6 5],2451,[3 2 4 0 5 6 1],2504,[3 2 6 1 4 0 5],2173,[3 0 1 5 2 6 4]
23,1178,[1 4 6 0 3 2 5],2124,[2 6 4 3 0 1 5],2346,[3 1 4 6 0 2 5],2698,[3 5 2 1 6 0 4]
24,2037,[2 5 6 4 1 3 0],2463,[3 2 4 5 1 6 0],1785,[2 3 6 1 4 5 0],1673,[2 1 6 4 5 3 0]
25,1272,[1 5 4 0 2 3 6],3793,[5 1 4 0 2 6 3],1937,[2 5 0 4 6 3 1],3237,[4 2 6 5 1 3 0]
26,643,[0 6 2 5 1 4 3],3339,[4 3 6 0 2 5 1],2660,[3 5 0 6 2 1 4],1501,[2 0 4 5 1 6 3]
27,1179,[1 4 6 0 3 5 2],3130,[4 2 0 3 6 1 5],2005,[2 5 4 3 0 6 1],3050,[4 1 3 0 5 2 6]
28,2169,[3 0 1 4 5 6 2],2152,[2 6 5 3 4 0 1],1591,[2 1 3 4 0 6 5],2360,[3 1 5 2 4 0 6]
29,701,[0 6 5 1 4 3 2],2323,[3 1 2 6 0 5 4],2236,[3 0 5 1 6 2 4],1833,[2 4 1 3 5 6 0]
30,845,[1 2 0 3 6 5 4],2986,[4 0 6 2 5 1 3],1952,[2 5 1 3 4 0 6],1958,[2 5 1 4 3 0 6]
31,348,[0 3 6 4 1 2 5],2005,[2 5 4 3 0 6 1],1077,[1 3 6 5 2 4 0],2717,[3 5 4 0 6 2 1]
32,611,[0 6 1 3 5 4 2],2430,[3 2 1 4 0 5 6],1509,[2 0 4 6 3 5 1],2057,[2 6 0 4 5 3 1]
33,1945,[2 5 1 0 3 6 4],3535,[4 6 2 1 0 5 3],1491,[2 0 4 1 5 6 3],3230,[4 2 6 3 1 0 5]
34,1620,[2 1 4 5 0 3 6],3742,[5 1 0 6 4 2 3],2853,[3 6 4 5 1 2 0],1380,[1 6 3 4 0 2 5]
35,339,[0 3 6 1 4 5 2],3733,[5 1 0 4 2 6 3],1287,[1 5 4 3 2 6 0],2474,[3 2 5 0 4 1 6]
36,649,[0 6 3 1 2 5 4],2854,[3 6 4 5 2 0 1],2273,[3 0 6 4 5 2 1],2790,[3 6 1 2 0 4 5]
37,2302,[3 1 0 6 5 2 4],1891,[2 4 5 6 0 3 1],1467,[2 0 3 1 5 6 4],3169,[4 2 3 0 1 6 5]
38,1410,[1 6 4 5 0 2 3],2364,[3 1 5 4 0 2 6],1636,[2 1 5 0 6 3 4],1907,[2 4 6 1 5 3 0]
39,865,[1 2 3 0 4 6 5],3665,[5 0 3 4 6 2 1],2918,[4 0 2 5 3 1 6],2467,[3 2 4 6 0 5 1]
40,704,[0 6 5 2 3 1 4],2047,[2 6 0 3 1 5 4],1942,[2 5 0 6 4 1 3],1746,[2 3 4 6 0 1 5]
41,1826,[2 4 1 0 5 3 6],2449,[3 2 4 0 1 6 5],2248,[3 0 5 4 6 1 2],2245,[3 0 5 4 1 6 2]
42,806,[1 0 5 4 3 2 6],2294,[3 1 0 5 4 2 6],2140,[2 6 5 0 4 1 3],3219,[4 2 6 0 3 5 1]
43,494,[0 5 1 4 3 2 6],2313,[3 1 2 4 5 6 0],2017,[2 5 6 0 1 4 3],3160,[4 2 1 5 6 0 3]
44,736,[1 0 2 5 6 3 4],3773,[5 1 3 0 6 4 2],2649,[3 5 0 2 4 6 1],2897,[4 0 1 5 6 3 2]
45,509,[0 5 2 1 6 4 3],3576,[4 6 5 0 1 2 3],2368,[3 1 5 4 6 0 2],2560,[3 4 1 5 6 0 2]
46,1869,[2 4 3 6 1 5 0],1976,[2 5 3 1 4 0 6],2037,[2 5 6 4 1 3 0],1566,[2 1 0 4 3 5 6]
47,360,[0 4 1 2 3 5 6],2121,[2 6 4 1 3 5 0],1506,[2 0 4 6 1 3 5],1673,[2 1 6 4 5 3 0]
48,789,[1 0 4 6 3 5 2],3060,[4 1 3 5 0 2 6],2358,[3 1 5 2 0 4 6],3205,[4 2 5 3 0 6 1]
49,1856,[2 4 3 1 5 0 6],3493,[4 6 0 3 1 5 2],2274,[3 0 6 5 1 2 4],2581,[3 4 2 5 0 6 1]
50,2283,[3 1 0 2 5 6 4],1873,[2 4 5 0 1 6 3],1573,[2 1 0 5 3 6 4],2436,[3 2 1 5 0 4 6]
