10%,Optima 1, Optima [1],Optima 2, Optima [2],Optima 3, Optima [3],Optima 4, Optima [4],Optima 5, Optima [5],Optima 6, Optima [6],Optima 7, Optima [7],Optima 8, Optima [8],Optima 9, Optima [9],Optima 10, Optima [10]
54,322745,[0 9 1 2 4 6 7 8 5 3],1705059,[4 7 2 3 0 9 1 6 8 5],610289,[1 7 2 0 6 8 5 9 4 3],367120,[1 0 2 8 9 4 6 7 3 5],1344363,[3 7 2 8 1 0 4 6 9 5],1606994,[4 3 8 7 9 5 0 2 1 6],2013248,[5 4 9 3 1 0 6 7 2 8],1576801,[4 3 0 9 1 2 5 6 8 7],1145420,[3 1 5 2 9 0 8 6 4 7],376392,[1 0 4 7 8 6 2 3 5 9]
55,53939,[0 2 4 7 9 5 3 8 6 1],1599335,[4 3 7 2 1 8 9 6 5 0],778382,[2 1 4 6 0 7 8 5 3 9],557842,[1 5 8 6 7 4 2 9 0 3],1050150,[2 9 0 4 6 3 5 1 7 8],1614648,[4 5 0 3 7 6 1 2 8 9],2224109,[6 1 2 4 0 5 3 9 8 7],1490142,[4 0 9 6 5 8 2 1 3 7],1261411,[3 5 2 1 9 7 8 0 6 4],504443,[1 4 6 0 7 8 3 9 5 2]
56,204147,[0 6 1 5 7 3 2 8 9 4],1719129,[4 7 6 0 8 1 3 5 9 2],668220,[1 8 5 6 0 4 7 2 3 9],436539,[1 2 8 6 3 9 0 5 7 4],1183266,[3 2 4 8 5 6 9 0 1 7],1697881,[4 7 0 9 2 1 3 5 8 6],2111788,[5 8 3 0 1 4 2 9 6 7],1305294,[3 6 2 9 8 4 1 0 5 7],1329071,[3 6 9 5 8 2 7 4 1 0],487040,[1 4 0 7 5 8 3 6 2 9]
57,278251,[0 7 9 2 4 6 8 1 5 3],1734505,[4 8 0 2 1 5 3 6 9 7],752676,[2 0 7 4 5 3 8 1 6 9],594369,[1 6 7 9 4 0 3 5 8 2],1260160,[3 5 2 0 4 6 8 9 1 7],1612316,[4 3 9 8 1 7 6 2 0 5],2190399,[6 0 3 7 2 4 8 5 9 1],1544860,[4 2 3 6 7 9 0 8 1 5],1191682,[3 2 6 5 0 8 4 9 1 7],412263,[1 2 3 8 6 5 7 4 9 0]
58,192549,[0 5 8 2 4 6 9 3 7 1],1879968,[5 1 7 0 2 6 3 4 8 9],561192,[1 5 9 3 4 7 0 2 6 8],411002,[1 2 3 6 9 0 4 7 5 8],1101509,[3 0 4 6 9 2 1 8 7 5],1866774,[5 1 3 4 8 6 2 0 7 9],2007583,[5 4 8 2 1 9 3 0 7 6],1387376,[3 8 4 1 9 5 2 6 0 7],1119294,[3 0 8 1 6 5 4 2 7 9],390367,[1 0 7 5 3 2 6 4 9 8]
59,121468,[0 4 1 2 8 5 3 9 6 7],1747885,[4 8 2 7 5 6 3 0 9 1],440598,[1 2 9 4 8 6 3 0 5 7],517796,[1 4 8 7 0 9 6 3 2 5],1023745,[2 8 4 0 9 3 1 5 7 6],1774929,[4 9 0 2 3 1 6 7 8 5],1915549,[5 2 6 0 4 9 7 1 8 3],1369038,[3 7 9 5 2 6 1 0 4 8],1346572,[3 7 4 1 2 6 0 9 5 8],434219,[1 2 8 3 0 6 5 9 7 4]
60,292925,[0 8 3 1 9 2 4 7 6 5],1738424,[4 8 0 9 3 7 2 5 1 6],659850,[1 8 3 9 4 6 7 0 2 5],492937,[1 4 2 8 6 9 0 3 7 5],1033372,[2 8 6 0 3 5 1 9 4 7],1798123,[4 9 5 7 2 1 8 0 6 3],2101012,[5 8 0 9 1 4 2 7 3 6],1320112,[3 6 7 9 2 8 4 5 0 1],1211830,[3 4 0 6 1 7 9 8 2 5],448450,[1 3 0 9 8 2 5 7 4 6]
61,138624,[0 4 5 6 7 2 1 3 8 9],1651212,[4 5 9 6 2 0 7 1 3 8],569348,[1 6 0 9 7 4 8 3 2 5],303977,[0 8 5 3 2 1 7 9 6 4],1204634,[3 2 9 0 1 7 4 6 5 8],1716807,[4 7 5 6 2 8 3 1 9 0],2032939,[5 6 3 2 7 0 9 1 8 4],1417279,[3 9 1 2 5 7 4 0 8 6],1095042,[3 0 2 4 9 5 8 1 6 7],421311,[1 2 5 7 0 9 6 4 8 3]
62,301515,[0 8 4 7 6 5 1 3 9 2],1685948,[4 6 8 3 5 2 9 1 0 7],772119,[2 1 3 4 6 5 8 7 9 0],472023,[1 3 7 6 5 4 8 2 9 0],1300400,[3 6 2 0 1 8 5 7 4 9],1759291,[4 8 6 0 3 7 9 1 5 2],2026277,[5 6 2 0 3 8 1 9 7 4],1289143,[3 5 9 7 2 8 1 0 6 4],1086571,[2 9 8 5 0 6 7 1 4 3],397953,[1 0 8 9 6 3 4 5 7 2]
63,36022,[0 1 9 3 2 4 8 7 5 6],1573044,[4 3 0 1 8 7 6 2 5 9],630961,[1 7 6 2 4 0 3 5 9 8],624419,[1 7 4 9 2 5 3 8 6 0],1322343,[3 6 8 2 5 4 7 1 9 0],1581691,[4 3 1 8 7 6 9 0 5 2],2186014,[6 0 2 8 1 7 9 5 3 4],1623684,[4 5 2 1 0 8 7 3 6 9],1434611,[3 9 5 6 4 0 2 8 7 1],310878,[0 8 6 5 7 4 2 1 3 9]
64,325695,[0 9 1 6 4 2 7 5 8 3],1662232,[4 6 1 8 5 9 3 7 0 2],566286,[1 6 0 4 7 2 5 3 8 9],458539,[1 3 4 9 8 0 7 2 6 5],1046966,[2 8 9 6 0 5 4 3 1 7],1886889,[5 1 8 3 7 0 4 6 9 2],1910793,[5 2 4 0 9 3 6 7 8 1],1580934,[4 3 1 7 8 5 2 0 6 9],1097726,[3 0 2 8 6 7 5 4 1 9],536076,[1 5 3 4 7 2 8 0 6 9]
65,95751,[0 3 4 9 8 7 5 2 6 1],1806907,[4 9 7 3 5 2 8 0 6 1],762453,[2 0 9 3 8 6 7 4 5 1],480273,[1 3 9 4 0 5 6 7 8 2],1362414,[3 7 8 2 1 5 4 0 6 9],1839144,[5 0 6 9 3 2 1 4 7 8],2245868,[6 1 7 5 2 4 9 3 0 8],1571432,[4 2 9 7 5 1 3 6 0 8],1406094,[3 8 7 9 6 2 1 0 4 5],292220,[0 8 2 9 7 1 6 4 3 5]
66,54603,[0 2 4 8 9 1 3 6 7 5],1600100,[4 3 7 5 2 0 9 6 1 8],475648,[1 3 8 4 6 7 5 9 0 2],389269,[1 0 7 3 6 9 5 2 8 4],1230743,[3 4 6 1 5 0 9 8 7 2],1536698,[4 2 0 9 3 8 1 6 5 7],1973270,[5 3 9 4 6 8 2 1 0 7],1582872,[4 3 2 0 6 8 1 5 7 9],1391672,[3 8 5 0 9 2 4 6 1 7],564919,[1 6 0 2 7 8 4 3 9 5]
67,194982,[0 5 8 6 7 9 2 1 3 4],1791053,[4 9 3 2 6 5 0 8 7 1],725204,[1 9 8 7 2 3 6 4 0 5],383488,[1 0 6 2 7 8 5 9 3 4],1071787,[2 9 5 6 4 3 8 0 7 1],1750024,[4 8 3 1 6 5 7 9 0 2],2102681,[5 8 1 2 4 3 7 9 6 0],1613167,[4 5 0 1 7 2 6 3 9 8],1346028,[3 7 4 0 5 9 6 1 2 8],397781,[1 0 8 9 4 7 2 6 5 3]
68,288498,[0 8 2 3 7 1 9 4 5 6],1812312,[4 9 8 5 0 6 1 2 3 7],639604,[1 7 8 9 3 0 2 6 4 5],411709,[1 2 3 7 8 9 5 0 6 4],1152643,[3 1 6 7 9 2 8 0 5 4],1554723,[4 2 6 5 3 0 1 8 9 7],2190459,[6 0 3 7 2 9 1 5 8 4],1470544,[4 0 5 8 3 6 7 9 1 2],1156484,[3 1 7 5 2 4 9 6 0 8],399526,[1 0 9 3 8 4 7 6 2 5]
69,97363,[0 3 5 4 2 6 9 1 8 7],1848295,[5 0 8 7 1 4 3 2 9 6],476258,[1 3 8 5 4 9 0 6 2 7],422951,[1 2 5 9 4 6 8 7 3 0],1026050,[2 8 4 6 0 5 1 7 3 9],1861639,[5 1 2 4 7 8 3 0 9 6],2118943,[5 8 4 2 9 7 1 0 6 3],1624434,[4 5 2 3 0 9 8 1 6 7],1354960,[3 7 5 8 9 1 4 6 0 2],335871,[0 9 3 6 4 8 5 2 7 1]
70,72359,[0 2 8 4 5 9 7 6 3 1],1864234,[5 1 2 9 3 4 6 8 0 7],507775,[1 4 6 8 2 5 3 0 9 7],433478,[1 2 8 0 3 5 7 6 4 9],1172411,[3 2 0 7 5 1 6 9 8 4],1712046,[4 7 3 6 9 0 2 1 5 8],1956966,[5 3 6 2 0 1 7 4 8 9],1406595,[3 8 9 0 5 6 1 4 7 2],1270982,[3 5 6 1 2 7 8 4 0 9],292523,[0 8 3 1 4 7 5 9 6 2]
71,206386,[0 6 1 9 5 8 3 7 2 4],1714223,[4 7 5 0 9 1 8 6 3 2],788035,[2 1 6 4 5 9 8 0 7 3],380122,[1 0 5 4 9 7 3 8 2 6],1232536,[3 4 6 5 9 0 7 8 1 2],1837915,[5 0 6 7 4 9 8 1 3 2],2190292,[6 0 3 7 1 5 2 9 4 8],1333171,[3 7 0 5 6 8 9 1 4 2],1404080,[3 8 7 5 0 6 2 4 1 9],317985,[0 8 9 1 5 7 3 4 6 2]
72,308466,[0 8 6 2 4 5 9 1 3 7],1584718,[4 3 2 5 9 8 7 6 0 1],621294,[1 7 4 2 9 5 3 0 6 8],650369,[1 8 2 0 4 7 6 9 5 3],1330998,[3 7 0 1 6 8 4 2 5 9],1701150,[4 7 1 5 8 2 3 0 6 9],2115683,[5 8 3 7 2 6 1 9 4 0],1324832,[3 6 8 9 0 2 4 5 1 7],1371720,[3 8 0 2 4 1 5 6 7 9],311194,[0 8 6 7 2 3 4 9 1 5]
73,88643,[0 3 2 7 1 8 5 9 6 4],1527879,[4 1 9 2 0 5 7 6 8 3],539699,[1 5 4 0 7 6 3 9 8 2],340086,[0 9 4 5 3 1 6 2 7 8],1040984,[2 8 7 4 6 9 1 3 0 5],1534427,[4 2 0 6 1 9 5 8 7 3],2222271,[6 1 0 9 4 8 5 3 7 2],1376918,[3 8 1 2 5 4 7 6 0 9],1172284,[3 2 0 7 4 1 5 9 6 8],352014,[0 9 6 7 8 3 2 1 4 5]
74,163881,[0 5 1 6 7 8 3 4 9 2],1830771,[5 0 4 2 8 6 1 7 9 3],526851,[1 5 0 6 8 4 2 7 9 3],612949,[1 7 2 6 3 9 5 0 8 4],1213641,[3 4 0 8 6 7 2 5 9 1],1814450,[5 0 1 2 3 7 4 8 6 9],1972442,[5 3 9 2 6 0 1 7 4 8],1594449,[4 3 6 2 7 0 5 8 9 1],1203550,[3 2 8 7 5 4 9 6 0 1],335619,[0 9 3 6 1 8 2 5 7 4]
75,222866,[0 6 5 2 7 3 1 8 4 9],1645854,[4 5 8 3 9 2 1 0 6 7],470734,[1 3 7 4 8 6 9 5 0 2],359614,[0 9 8 3 4 6 7 5 1 2],1296967,[3 6 1 4 5 0 7 2 9 8],1735695,[4 8 0 3 7 1 6 5 9 2],2224697,[6 1 2 4 9 0 7 8 5 3],1465281,[4 0 3 8 1 7 5 6 9 2],1415529,[3 9 0 8 1 2 5 6 7 4],448528,[1 3 0 9 8 6 5 7 2 4]
76,298486,[0 8 4 2 6 3 9 7 1 5],1587664,[4 3 5 0 1 7 8 9 2 6],653145,[1 8 2 6 0 9 4 5 7 3],426809,[1 2 6 7 8 5 4 9 3 0],1301827,[3 6 2 4 0 7 9 1 8 5],1830017,[5 0 4 1 8 2 7 9 6 3],2184886,[6 0 2 5 7 3 9 8 1 4],1435095,[3 9 5 7 1 0 6 4 8 2],1182315,[3 2 4 7 0 8 1 6 9 5],275875,[0 7 8 6 1 9 5 2 4 3]
77,241137,[0 6 9 7 8 3 2 4 5 1],1733394,[4 7 9 8 2 6 5 0 1 3],617537,[1 7 3 5 8 0 6 9 4 2],439805,[1 2 9 3 8 0 4 7 6 5],1228402,[3 4 5 8 0 7 2 9 1 6],1611312,[4 3 9 6 8 5 0 1 2 7],2057733,[5 7 0 2 9 6 8 3 4 1],1435049,[3 9 5 7 0 6 4 8 2 1],1419414,[3 9 1 6 4 5 2 0 7 8],347399,[0 9 5 8 3 7 6 4 2 1]
78,268381,[0 7 6 2 8 4 5 1 9 3],1793357,[4 9 3 7 6 5 0 8 2 1],639685,[1 7 8 9 3 5 4 0 6 2],366190,[1 0 2 7 6 5 9 8 3 4],1253344,[3 5 0 7 8 4 6 9 1 2],1633252,[4 5 6 0 3 7 1 9 2 8],1979779,[5 4 0 8 7 1 9 2 6 3],1405504,[3 8 7 9 0 4 5 6 1 2],1101611,[3 0 4 7 1 2 6 9 8 5],474703,[1 3 8 2 4 9 5 0 7 6]
79,338191,[0 9 4 1 7 3 5 2 8 6],1556258,[4 2 6 8 3 9 0 5 1 7],703162,[1 9 4 5 6 7 2 8 0 3],423868,[1 2 6 0 8 4 3 9 5 7],1246110,[3 4 9 1 7 2 5 0 6 8],1632843,[4 5 3 9 8 0 1 6 7 2],1915903,[5 2 6 0 9 8 3 1 7 4],1363011,[3 7 8 4 0 5 1 6 9 2],1329793,[3 6 9 7 8 4 0 1 5 2],427550,[1 2 6 8 7 9 4 3 0 5]
80,167159,[0 5 2 3 1 9 8 7 6 4],1716238,[4 7 5 3 6 9 8 2 0 1],561036,[1 5 9 3 2 4 7 0 6 8],555005,[1 5 8 0 9 2 3 7 6 4],1053639,[2 9 1 0 5 4 7 6 8 3],1549685,[4 2 5 6 3 0 1 9 8 7],2210473,[6 0 8 5 1 7 2 3 9 4],1558391,[4 2 7 1 5 6 9 8 3 0],1115646,[3 0 7 4 6 1 5 2 8 9],439905,[1 2 9 3 8 7 4 5 6 0]
81,111248,[0 3 8 1 6 2 5 7 4 9],1840741,[5 0 7 2 6 4 8 1 9 3],460356,[1 3 5 4 6 2 8 0 7 9],416596,[1 2 4 7 6 8 0 9 3 5],1187093,[3 2 5 6 8 4 0 9 7 1],1864755,[5 1 2 9 8 6 0 4 7 3],2075765,[5 7 3 9 0 1 2 8 6 4],1395933,[3 8 5 9 6 4 7 1 2 0],1313405,[3 6 5 7 1 0 2 9 8 4],562828,[1 5 9 6 7 2 0 8 3 4]
82,231892,[0 6 8 1 2 5 3 9 4 7],1696025,[4 7 0 5 6 3 8 9 2 1],786244,[2 1 6 0 3 4 5 9 7 8],296252,[0 8 3 7 4 6 9 2 1 5],1138799,[3 1 2 9 6 8 7 5 4 0],1673478,[4 6 5 0 2 8 3 1 7 9],2137945,[5 9 0 2 4 3 1 6 8 7],1582151,[4 3 1 9 5 6 8 7 2 0],1381685,[3 8 2 1 0 4 5 9 7 6],466517,[1 3 6 5 9 7 0 8 4 2]
83,238365,[0 6 9 3 1 4 8 5 7 2],1812157,[4 9 8 3 7 1 5 0 6 2],708973,[1 9 5 6 7 0 4 2 8 3],444439,[1 3 0 4 5 8 6 2 9 7],1116983,[3 0 7 6 4 1 9 8 5 2],1618568,[4 5 1 2 0 3 7 8 6 9],2197683,[6 0 5 1 4 2 3 8 9 7],1286733,[3 5 9 2 0 7 8 4 6 1],1167771,[3 1 9 6 8 4 0 5 7 2],421492,[1 2 5 7 4 6 0 9 3 8]
84,226851,[0 6 7 1 2 5 3 8 9 4],1782374,[4 9 1 6 5 0 7 3 2 8],496700,[1 4 3 6 9 0 8 5 2 7],537788,[1 5 3 7 9 4 8 2 0 6],1357601,[3 7 6 2 5 1 8 9 4 0],1757658,[4 8 5 7 1 0 9 2 3 6],2231492,[6 1 3 8 2 7 9 4 0 5],1377644,[3 8 1 4 5 2 9 6 0 7],1421435,[3 9 2 0 4 5 6 8 7 1],256223,[0 7 3 8 9 1 6 5 4 2]
85,255382,[0 7 3 6 8 1 9 5 2 4],1801444,[4 9 6 3 0 1 2 8 5 7],493336,[1 4 2 9 3 0 7 8 5 6],585790,[1 6 5 2 7 4 9 8 0 3],1240601,[3 4 8 1 0 5 7 9 6 2],1756177,[4 8 5 3 0 9 1 2 7 6],2098954,[5 8 0 4 2 3 6 9 1 7],1416469,[3 9 1 0 4 8 6 2 7 5],1263072,[3 5 2 7 1 8 0 4 6 9],272616,[0 7 8 1 5 9 2 3 4 6]
86,204656,[0 6 1 7 3 5 4 8 2 9],1763071,[4 8 6 7 5 1 2 0 9 3],523940,[1 4 9 8 6 0 7 3 2 5],571046,[1 6 2 4 0 8 7 5 3 9],1362282,[3 7 8 2 0 4 9 1 5 6],1674237,[4 6 5 1 2 9 8 3 7 0],1914840,[5 2 4 9 6 0 1 3 7 8],1479122,[4 0 7 5 3 1 2 8 6 9],1278620,[3 5 7 6 9 0 8 2 1 4],560445,[1 5 9 2 4 3 8 6 7 0]
87,357917,[0 9 8 1 2 6 3 7 5 4],1522974,[4 1 8 2 3 6 5 0 7 9],787863,[2 1 6 4 3 7 8 5 9 0],330203,[0 9 2 5 6 7 3 8 4 1],1216545,[3 4 1 5 7 9 2 6 8 0],1566306,[4 2 8 7 3 5 9 0 1 6],2183407,[6 0 2 3 7 1 5 4 9 8],1577396,[4 3 0 9 7 8 6 2 1 5],1347450,[3 7 4 2 5 8 9 0 1 6],241148,[0 6 9 7 8 3 5 2 1 4]
88,98123,[0 3 5 6 2 8 4 9 7 1],1541180,[4 2 1 8 6 0 9 5 3 7],468740,[1 3 7 0 2 4 9 6 5 8],556679,[1 5 8 4 0 9 7 6 3 2],1345787,[3 7 4 0 1 9 5 8 6 2],1661011,[4 6 1 5 9 7 8 0 3 2],1908103,[5 2 3 7 0 9 4 1 8 6],1622084,[4 5 1 8 9 2 7 3 0 6],1411641,[3 9 0 1 6 7 4 5 8 2],457852,[1 3 4 8 9 5 0 7 2 6]
89,236384,[0 6 8 9 2 7 3 4 1 5],1568091,[4 2 9 0 8 5 1 6 7 3],748166,[2 0 6 5 1 8 7 4 3 9],474629,[1 3 8 2 4 5 0 9 7 6],1268804,[3 5 4 8 1 2 9 6 0 7],1766438,[4 8 7 3 2 1 6 5 0 9],1975072,[5 3 9 8 0 7 4 6 1 2],1519040,[4 1 7 3 8 6 2 5 0 9],1139226,[3 1 4 0 5 7 9 2 6 8],348750,[0 9 6 2 4 3 5 1 7 8]
90,297099,[0 8 3 9 5 7 1 4 6 2],1818592,[5 0 1 8 7 9 4 6 2 3],679095,[1 8 7 6 2 0 5 4 9 3],358831,[0 9 8 2 4 3 5 1 7 6],1356665,[3 7 6 1 2 5 8 9 4 0],1841028,[5 0 7 2 9 8 4 1 3 6],2010834,[5 4 8 9 6 7 3 0 1 2],1448119,[3 9 8 2 1 6 4 0 7 5],1283789,[3 5 8 7 0 2 1 9 6 4],438206,[1 2 8 9 5 6 4 3 0 7]
91,237252,[0 6 9 1 5 2 7 3 4 8],1750701,[4 8 3 2 6 0 9 5 7 1],694834,[1 9 2 8 0 4 5 7 3 6],310369,[0 8 6 5 1 4 2 3 9 7],1034248,[2 8 6 1 4 7 5 9 0 3],1849160,[5 0 8 9 2 6 3 4 1 7],2217598,[6 0 9 8 7 5 4 3 1 2],1518750,[4 1 7 3 5 2 6 0 8 9],1202575,[3 2 8 6 1 5 4 0 9 7],449142,[1 3 2 0 8 9 5 4 6 7]
92,326103,[0 9 1 6 8 4 5 3 7 2],1879971,[5 1 7 0 2 6 3 8 9 4],794504,[2 1 7 6 4 9 3 5 0 8],424492,[1 2 6 3 7 5 0 9 4 8],1190182,[3 2 6 1 0 4 9 8 5 7],1836613,[5 0 6 3 9 1 7 2 8 4],2250000,[6 1 8 4 0 2 3 5 7 9],1269313,[3 5 4 8 9 6 0 1 7 2],1378384,[3 8 1 5 4 6 7 9 0 2],367490,[1 0 2 9 5 6 3 7 4 8]
93,198177,[0 5 9 3 2 6 4 7 8 1],1849465,[5 0 8 9 6 2 1 3 7 4],782056,[2 1 5 3 4 0 8 9 6 7],417520,[1 2 4 8 9 3 6 7 0 5],1267267,[3 5 4 6 0 7 9 1 8 2],1546037,[4 2 3 8 1 7 0 9 6 5],1973388,[5 3 9 4 7 8 2 0 1 6],1514001,[4 1 6 3 8 7 2 5 9 0],1433735,[3 9 5 4 1 7 8 6 2 0],466903,[1 3 6 7 4 9 2 0 8 5]
94,285487,[0 8 1 6 5 2 4 3 9 7],1562463,[4 2 8 0 1 6 7 5 9 3],507630,[1 4 6 8 0 3 5 2 7 9],390635,[1 0 7 5 6 3 4 9 8 2],1051761,[2 9 0 6 7 5 3 4 8 1],1770829,[4 8 9 2 3 7 5 0 6 1],1979303,[5 4 0 8 1 2 9 7 6 3],1543035,[4 2 3 1 0 8 5 7 9 6],1379496,[3 8 1 6 9 7 0 2 4 5],507245,[1 4 6 7 5 0 2 9 8 3]
95,214694,[0 6 3 7 2 1 8 5 4 9],1816898,[5 0 1 6 4 9 2 7 3 8],587973,[1 6 5 7 4 8 9 2 3 0],561909,[1 5 9 4 3 6 8 2 7 0],1059470,[2 9 3 1 5 8 6 4 0 7],1873049,[5 1 4 7 3 8 6 9 2 0],2113600,[5 8 3 2 6 1 7 9 0 4],1624385,[4 5 2 3 0 7 8 9 6 1],1279991,[3 5 7 9 6 2 8 4 1 0],566643,[1 6 0 5 2 3 4 8 9 7]
96,154808,[0 4 8 7 1 2 5 6 3 9],1677534,[4 6 5 8 9 2 1 0 3 7],481355,[1 3 9 5 6 2 4 8 7 0],444872,[1 3 0 4 9 5 6 7 2 8],1011356,[2 8 0 6 5 9 7 3 1 4],1735084,[4 8 0 2 9 1 3 7 5 6],2222081,[6 1 0 9 3 4 7 8 5 2],1306852,[3 6 4 2 0 7 1 9 5 8],1444047,[3 9 7 4 5 6 2 1 8 0],569337,[1 6 0 9 7 4 3 5 8 2]
97,315227,[0 8 7 4 6 9 2 5 3 1],1801882,[4 9 6 3 5 7 1 8 0 2],721336,[1 9 8 0 7 2 5 6 3 4],654673,[1 8 2 9 3 6 0 4 7 5],1084373,[2 9 8 1 0 5 3 7 6 4],1809946,[4 9 8 0 6 7 2 5 1 3],2038552,[5 6 4 3 1 9 7 8 0 2],1625246,[4 5 2 6 1 8 7 3 0 9],1139578,[3 1 4 0 8 6 5 9 2 7],388278,[1 0 7 2 4 8 5 3 6 9]
98,324302,[0 9 1 4 5 6 7 3 2 8],1817752,[5 0 1 7 6 9 4 8 2 3],632168,[1 7 6 4 0 2 5 8 3 9],347195,[0 9 5 8 2 3 4 7 6 1],1213830,[3 4 0 8 9 2 5 1 6 7],1757649,[4 8 5 7 1 0 3 6 9 2],2107155,[5 8 2 0 6 7 1 4 9 3],1338889,[3 7 1 6 5 4 0 2 9 8],1399716,[3 8 6 7 0 2 5 1 4 9],249947,[0 7 2 6 1 9 4 8 5 3]
99,360241,[0 9 8 4 3 1 2 5 7 6],1852901,[5 0 9 6 3 8 1 7 4 2],495368,[1 4 3 5 0 2 7 8 6 9],558537,[1 5 8 7 6 3 2 4 9 0],1269006,[3 5 4 8 6 0 2 1 7 9],1701002,[4 7 1 5 6 0 2 8 3 9],2123352,[5 8 6 2 0 7 1 3 4 9],1594833,[4 3 6 5 0 2 7 8 9 1],1211441,[3 4 0 5 7 2 8 9 6 1],425363,[1 2 6 4 8 7 3 9 5 0]
100,80557,[0 2 9 8 7 3 5 1 6 4],1721759,[4 7 6 5 1 9 8 3 2 0],560855,[1 5 9 2 8 6 7 4 3 0],448651,[1 3 2 0 4 8 9 5 7 6],1187654,[3 2 5 7 6 0 8 4 1 9],1710857,[4 7 3 5 1 0 8 9 6 2],1926345,[5 2 8 1 4 9 3 6 7 0],1490845,[4 0 9 7 5 6 3 1 8 2],1096514,[3 0 2 6 9 7 1 5 4 8],481223,[1 3 9 5 4 0 8 7 6 2]
