100%,Optima 1, Optima [1],Optima 2, Optima [2],Optima 3, Optima [3],Optima 4, Optima [4],Optima 5, Optima [5],Optima 6, Optima [6],Optima 7, Optima [7],Optima 8, Optima [8],Optima 9, Optima [9],Optima 10, Optima [10]
54,2341198,[6 4 0 5 7 9 8 3 1 2],2644636,[7 2 5 8 0 6 1 9 3 4],3443016,[9 4 3 0 8 7 1 2 5 6],648138,[1 8 0 6 3 2 9 4 5 7],163618,[0 5 1 6 3 7 4 9 2 8],1941267,[5 3 1 2 4 6 0 8 9 7],283497,[0 8 1 3 7 5 4 6 9 2],1084876,[2 9 8 1 6 5 0 7 3 4],2045700,[5 6 7 9 1 3 4 0 2 8],575386,[1 6 3 2 0 9 5 8 4 7]
55,924049,[2 5 9 3 4 6 0 1 8 7],957681,[2 6 8 0 1 7 4 5 9 3],2489950,[6 8 7 0 2 4 9 5 1 3],343087,[0 9 5 1 6 2 4 3 8 7],3458913,[9 4 7 2 0 3 5 6 8 1],1484951,[4 0 8 6 3 5 9 7 2 1],2571004,[7 0 8 1 9 2 3 6 4 5],2820464,[7 6 9 4 1 8 2 3 0 5],1305983,[3 6 4 0 9 1 8 7 5 2],2926062,[8 0 5 4 9 7 2 1 3 6]
56,3066804,[8 4 0 5 3 7 6 1 2 9],832461,[2 3 7 1 4 0 9 6 8 5],2232578,[6 1 3 9 7 8 0 4 2 5],79982,[0 2 9 8 1 5 6 4 3 7],1537720,[4 2 1 0 8 5 7 9 3 6],1324018,[3 6 8 5 9 2 1 7 0 4],1873713,[5 1 4 8 3 2 6 7 9 0],1013117,[2 8 1 0 3 7 4 9 6 5],2071543,[5 7 3 0 1 9 4 2 8 6],245892,[0 7 1 8 5 2 6 3 4 9]
57,2225789,[6 1 2 7 4 3 0 9 8 5],1016538,[2 8 1 6 9 0 7 3 4 5],1313294,[3 6 5 7 0 1 8 4 2 9],3379673,[9 2 7 4 8 6 3 5 1 0],1091990,[3 0 1 7 6 9 5 4 2 8],2023662,[5 6 1 4 7 9 2 0 3 8],3545691,[9 6 8 3 4 2 0 5 7 1],3342948,[9 1 8 2 7 6 4 0 3 5],1665618,[4 6 2 5 3 0 9 1 7 8],638414,[1 7 8 5 6 0 4 3 2 9]
58,3543049,[9 6 7 8 5 2 0 1 4 3],2253517,[6 1 9 0 8 3 5 2 7 4],3097036,[8 4 7 3 2 6 0 9 1 5],2376864,[6 4 9 5 1 2 0 3 7 8],2190378,[6 0 3 7 2 1 9 4 5 8],2706466,[7 4 0 9 8 6 2 5 1 3],1473775,[4 0 6 3 9 5 2 1 8 7],3594827,[9 8 1 2 6 7 3 5 4 0],1088782,[3 0 1 2 5 4 9 8 6 7],1168640,[3 1 9 8 0 6 4 5 2 7]
59,1006810,[2 7 9 6 3 0 4 8 1 5],1744876,[4 8 2 1 5 7 0 9 3 6],2487189,[6 8 5 3 2 4 9 1 7 0],3566932,[9 7 3 6 0 4 1 8 2 5],1874884,[5 1 6 0 2 3 4 9 7 8],1742015,[4 8 1 6 3 7 9 5 2 0],2831482,[7 8 1 6 4 5 2 9 0 3],3011869,[8 2 6 5 0 9 4 1 7 3],2155849,[5 9 3 7 1 4 0 2 8 6],1877845,[5 1 6 7 0 8 4 2 9 3]
60,56543,[0 2 5 3 7 1 9 8 6 4],3415527,[9 3 6 5 7 4 2 1 8 0],870244,[2 4 6 7 8 0 1 9 3 5],2343808,[6 4 1 0 3 8 7 9 2 5],1279157,[3 5 7 8 4 6 0 9 2 1],3159620,[8 6 2 9 3 0 7 4 1 5],1561032,[4 2 7 8 0 6 1 3 5 9],3147655,[8 6 0 4 7 3 2 1 9 5],1509650,[4 1 5 6 8 3 0 7 2 9],3615008,[9 8 5 1 7 0 3 4 2 6]
61,2842943,[7 8 4 0 5 1 9 6 3 2],2607098,[7 1 6 2 9 8 0 4 3 5],3543000,[9 6 7 8 5 0 1 2 3 4],2390420,[6 5 2 3 0 1 9 7 4 8],1176285,[3 2 1 5 8 4 9 6 7 0],108274,[0 3 7 5 4 2 6 9 1 8],2655833,[7 2 8 9 4 6 3 5 1 0],1928857,[5 2 8 6 9 7 0 1 4 3],31151,[0 1 8 3 4 6 9 7 5 2],1073971,[2 9 6 0 5 7 8 1 4 3]
62,39297,[0 1 9 7 5 4 3 6 8 2],1954376,[5 3 4 8 2 6 1 7 0 9],848139,[2 4 0 3 9 8 1 6 7 5],1338546,[3 7 1 6 0 5 9 2 4 8],2661147,[7 3 0 1 2 5 4 8 9 6],2413648,[6 5 8 9 1 4 3 7 0 2],2440786,[6 7 4 1 9 8 2 5 0 3],518368,[1 4 8 7 9 5 3 6 0 2],2229086,[6 1 3 2 9 7 5 4 0 8],627242,[1 7 5 4 2 0 3 8 6 9]
63,2153362,[5 9 3 1 7 6 2 8 0 4],1184517,[3 2 5 0 1 9 8 6 7 4],434617,[1 2 8 3 6 9 0 4 7 5],2556135,[7 0 4 2 3 1 8 6 9 5],94658,[0 3 4 8 5 9 1 6 2 7],3014597,[8 2 7 0 9 5 1 6 4 3],1083441,[2 9 7 8 5 4 1 3 6 0],2132963,[5 8 9 1 3 6 2 7 4 0],1449486,[3 9 8 5 1 0 4 2 6 7],1137862,[3 1 2 8 5 0 9 7 4 6]
64,1807189,[4 9 7 3 8 6 2 0 5 1],1988081,[5 4 2 6 1 3 8 9 7 0],3482262,[9 5 2 8 3 7 1 0 4 6],890543,[2 5 0 7 9 1 8 6 4 3],169292,[0 5 2 7 1 8 9 4 3 6],62439,[0 2 6 4 8 3 7 5 9 1],302001,[0 8 4 9 3 6 2 5 7 1],381334,[1 0 5 7 6 8 9 4 2 3],668763,[1 8 5 6 9 0 2 4 7 3],39082,[0 1 9 7 3 6 4 8 2 5]
65,1408924,[3 8 9 4 7 0 1 6 2 5],1305788,[3 6 4 0 7 5 9 2 1 8],419659,[1 2 5 3 9 0 8 4 7 6],142376,[0 4 6 2 8 5 3 7 1 9],2212821,[6 0 9 1 4 2 8 5 7 3],2006683,[5 4 8 1 0 3 9 2 7 6],2271607,[6 2 3 8 0 1 5 4 9 7],1715774,[4 7 5 3 0 1 8 6 2 9],375303,[1 0 4 6 3 7 8 5 9 2],3408289,[9 3 5 1 7 4 0 2 8 6]
66,3568345,[9 7 4 0 1 3 2 5 8 6],3010413,[8 2 6 3 0 7 9 4 5 1],1439130,[3 9 6 4 7 5 8 0 1 2],2259556,[6 2 0 4 3 8 1 9 5 7],2060881,[5 7 0 9 3 1 2 4 8 6],560589,[1 5 9 2 6 4 8 3 7 0],2142869,[5 9 1 2 3 4 0 8 7 6],2270769,[6 2 3 5 9 0 4 7 8 1],1994222,[5 4 3 7 8 2 6 1 0 9],1698671,[4 7 1 0 3 6 9 8 5 2]
67,2635018,[7 2 3 8 6 4 1 9 0 5],1943730,[5 3 1 7 6 8 9 0 2 4],1230247,[3 4 6 0 8 1 5 2 9 7],2811743,[7 6 5 9 1 0 8 4 3 2],2865029,[7 9 0 4 2 3 1 8 6 5],1139948,[3 1 4 2 5 7 9 6 0 8],906610,[2 5 4 9 1 0 6 8 3 7],3524008,[9 6 3 1 4 7 5 8 0 2],1468908,[4 0 5 6 1 9 7 2 3 8],3458968,[9 4 7 2 0 6 5 8 1 3]
68,2483021,[6 8 4 5 3 9 0 7 2 1],959106,[2 6 8 3 0 5 9 1 4 7],2187259,[6 0 2 9 8 1 7 3 5 4],3575421,[9 7 5 2 8 0 6 3 4 1],976393,[2 7 1 8 0 6 3 4 9 5],3053676,[8 3 6 9 1 2 5 0 4 7],749138,[2 0 6 7 4 9 1 5 3 8],1627015,[4 5 2 8 7 3 1 0 9 6],3008282,[8 2 5 9 1 0 3 6 4 7],2636644,[7 2 4 1 0 3 5 9 6 8]
69,1871665,[5 1 4 3 7 2 0 6 9 8],2570438,[7 0 8 1 2 4 6 5 3 9],577610,[1 6 3 7 2 5 0 8 4 9],703779,[1 9 4 6 3 8 0 5 7 2],2883092,[7 9 4 0 2 6 8 3 1 5],680115,[1 8 7 9 4 5 0 3 6 2],1960741,[5 3 7 0 2 6 8 1 9 4],90610,[0 3 2 9 8 1 5 7 4 6],1157338,[3 1 7 6 4 5 2 9 0 8],2357204,[6 4 3 7 9 1 8 2 0 5]
70,542573,[1 5 4 7 6 3 0 9 8 2],1750361,[4 8 3 2 0 5 7 9 6 1],123299,[0 4 1 6 3 7 5 9 8 2],2505691,[6 9 1 2 0 7 8 3 5 4],172122,[0 5 3 2 1 6 9 4 7 8],1846390,[5 0 8 3 4 6 9 7 1 2],551434,[1 5 7 3 9 2 4 8 0 6],3429404,[9 4 0 5 1 3 8 6 2 7],3523312,[9 6 3 0 4 8 5 7 1 2],3478772,[9 5 2 1 6 7 8 3 0 4]
71,817812,[2 3 4 1 9 0 7 5 6 8],1206021,[3 2 9 4 0 1 8 6 7 5],70333,[0 2 7 9 6 1 5 3 8 4],222784,[0 6 5 2 4 7 8 9 1 3],588080,[1 6 5 7 8 4 2 3 0 9],1317427,[3 6 7 2 8 4 9 0 5 1],3279628,[9 0 3 7 1 4 2 8 5 6],2835356,[7 8 2 4 9 6 5 1 0 3],540314,[1 5 4 2 6 8 0 7 3 9],2033477,[5 6 3 4 1 8 0 9 7 2]
72,1613188,[4 5 0 1 7 3 2 9 6 8],1499064,[4 1 2 6 0 5 3 7 8 9],1619832,[4 5 1 3 8 7 0 2 6 9],3249642,[8 9 4 6 2 1 7 0 3 5],2097724,[5 8 0 2 6 1 3 9 4 7],2372724,[6 4 8 7 2 5 3 0 1 9],1615293,[4 5 0 6 3 8 9 2 7 1],169974,[0 5 2 8 1 6 4 3 7 9],2439684,[6 7 4 0 3 8 5 1 2 9],2191346,[6 0 3 8 5 2 1 7 4 9]
73,611583,[1 7 2 4 5 6 8 3 9 0],72648,[0 2 8 4 9 5 1 3 6 7],281295,[0 7 9 6 5 1 4 3 8 2],1974502,[5 3 9 7 2 0 8 6 1 4],3605162,[9 8 3 2 1 0 4 6 5 7],2693919,[7 3 8 4 5 1 6 2 9 0],3182941,[8 6 9 3 5 2 4 0 7 1],3224000,[8 7 9 4 5 3 1 2 0 6],3175572,[8 6 7 0 4 1 5 2 3 9],2546244,[7 0 2 3 5 8 6 1 4 9]
74,2013724,[5 4 9 3 8 0 1 7 2 6],1303203,[3 6 2 7 0 1 4 8 9 5],2189349,[6 0 3 4 8 5 9 2 7 1],2385420,[6 5 1 3 0 7 8 2 4 9],1224943,[3 4 5 0 2 9 6 1 8 7],1532973,[4 2 0 3 1 8 9 6 7 5],911007,[2 5 6 8 1 7 4 3 9 0],443543,[1 3 0 2 4 5 9 8 7 6],1170136,[3 2 0 4 5 1 8 9 6 7],2798319,[7 6 3 1 5 2 8 4 9 0]
75,1387267,[3 8 4 1 7 5 9 0 6 2],58988,[0 2 5 7 9 4 8 3 1 6],3515844,[9 6 1 5 0 7 4 2 3 8],648582,[1 8 0 6 7 9 3 2 4 5],1539400,[4 2 1 6 0 5 8 9 3 7],1081354,[2 9 7 4 8 1 3 6 0 5],884402,[2 4 9 5 3 0 1 7 6 8],919117,[2 5 8 3 6 1 7 0 9 4],839593,[2 3 8 6 0 7 1 4 9 5],642825,[1 7 9 4 6 8 2 3 5 0]
76,851453,[2 4 0 9 6 5 1 8 7 3],3523295,[9 6 3 0 4 7 8 5 2 1],3467916,[9 5 0 1 6 3 7 2 4 8],1413664,[3 9 0 5 4 6 7 8 1 2],144618,[0 4 6 7 9 1 8 2 3 5],1136180,[3 1 2 6 0 4 9 7 5 8],108118,[0 3 7 5 1 9 8 6 2 4],1422758,[3 9 2 4 0 5 7 6 1 8],548472,[1 5 6 8 7 4 0 2 3 9],3295254,[9 0 6 7 5 3 2 1 4 8]
77,1383067,[3 8 2 4 9 5 7 0 6 1],974828,[2 7 1 4 9 5 8 3 0 6],2819545,[7 6 9 3 0 2 1 4 8 5],1970640,[5 3 9 0 1 2 4 6 7 8],1762446,[4 8 6 5 9 0 2 1 3 7],916393,[2 5 7 8 6 4 0 1 9 3],1266684,[3 5 4 2 1 8 7 0 6 9],1791752,[4 9 3 5 6 1 2 7 0 8],2136635,[5 8 9 7 3 1 2 6 4 0],1025533,[2 8 4 5 3 0 7 1 9 6]
78,3353805,[9 2 1 5 0 4 8 6 7 3],2933942,[8 0 7 1 9 4 5 3 2 6],2512096,[6 9 2 4 0 1 7 8 3 5],1111601,[3 0 6 5 9 2 7 8 4 1],2488899,[6 8 5 7 4 9 0 2 3 1],738575,[2 0 4 6 8 7 9 5 3 1],2248658,[6 1 8 2 0 9 3 5 4 7],3136220,[8 5 7 1 9 0 6 3 2 4],2736463,[7 4 8 9 3 6 1 0 5 2],3434393,[9 4 1 3 8 7 5 6 2 0]
79,2701486,[7 4 0 1 2 5 9 8 3 6],333548,[0 9 3 2 4 6 8 5 1 7],2408280,[6 5 7 8 9 0 1 2 3 4],1053580,[2 9 1 0 4 8 3 7 5 6],189831,[0 5 7 6 4 9 3 2 8 1],664450,[1 8 4 7 9 0 3 6 2 5],3482680,[9 5 3 0 1 4 7 8 2 6],1939406,[5 3 0 8 6 7 4 2 1 9],909384,[2 5 6 4 0 3 1 7 8 9],97691,[0 3 5 4 8 1 6 9 7 2]
80,1189656,[3 2 6 0 4 9 1 5 7 8],690992,[1 9 2 0 7 4 5 6 3 8],3270037,[9 0 1 7 6 3 5 2 8 4],1276407,[3 5 7 1 8 6 4 2 9 0],2505372,[6 9 1 0 7 2 5 3 4 8],2313489,[6 3 4 0 2 1 7 8 9 5],801090,[2 1 8 9 5 6 7 0 3 4],1918285,[5 2 6 7 1 8 4 0 9 3],522488,[1 4 9 6 7 0 3 5 2 8],772133,[2 1 3 4 6 7 0 9 8 5]
81,597050,[1 6 8 4 2 5 0 7 3 9],2055115,[5 6 9 7 1 8 4 0 3 2],53545,[0 2 4 7 5 3 1 6 9 8],1408180,[3 8 9 2 6 7 0 5 1 4],3348589,[9 2 0 4 7 8 5 1 6 3],2425998,[6 7 1 3 4 8 2 0 5 9],2423964,[6 7 0 9 4 5 3 1 2 8],2146979,[5 9 1 8 7 3 2 6 4 0],655225,[1 8 3 0 2 5 4 6 9 7],14322,[0 1 4 8 9 3 7 2 5 6]
82,2942648,[8 0 9 7 1 2 4 5 3 6],3192296,[8 7 1 3 6 4 2 5 0 9],1218519,[3 4 1 8 5 2 7 6 9 0],1421981,[3 9 2 0 8 7 1 6 5 4],3287066,[9 0 5 2 4 3 1 7 6 8],2451576,[6 7 8 2 9 5 0 1 3 4],3155097,[8 6 2 0 1 5 4 7 9 3],514940,[1 4 8 2 3 0 9 6 5 7],926778,[2 5 9 8 1 0 7 3 4 6],2758956,[7 5 3 2 9 1 6 0 4 8]
83,111088,[0 3 8 1 4 7 6 9 2 5],1818462,[5 0 1 8 6 9 3 2 4 7],2260499,[6 2 0 5 7 4 3 9 8 1],1735466,[4 8 0 3 5 2 1 7 6 9],435150,[1 2 8 4 5 3 6 0 7 9],2557475,[7 0 4 5 1 3 6 9 8 2],2075778,[5 7 3 9 0 1 8 2 4 6],3065793,[8 4 0 3 1 5 6 7 9 2],1645093,[4 5 8 2 9 0 6 1 7 3],1557128,[4 2 6 9 7 0 3 5 1 8]
84,512772,[1 4 7 8 2 0 6 3 5 9],960461,[2 6 8 4 9 7 0 5 3 1],2050127,[5 6 8 7 2 1 9 4 3 0],102368,[0 3 6 4 2 1 7 8 5 9],2610617,[7 1 6 9 8 0 4 5 3 2],259469,[0 7 4 5 3 2 1 9 8 6],458127,[1 3 4 9 2 7 6 5 8 0],2743084,[7 5 0 2 9 1 3 8 4 6],3573103,[9 7 4 8 3 6 1 0 5 2],2371039,[6 4 8 3 0 7 2 1 9 5]
85,1851913,[5 0 9 4 1 7 2 3 8 6],573015,[1 6 2 7 9 0 5 4 8 3],2416949,[6 5 9 3 8 1 0 7 4 2],587743,[1 6 5 7 2 9 3 0 8 4],1396075,[3 8 5 9 7 6 4 0 2 1],2158029,[5 9 4 1 2 6 8 3 7 0],1278650,[3 5 7 6 9 2 0 4 1 8],1587615,[4 3 5 0 1 2 8 7 9 6],2367146,[6 4 7 5 8 1 0 3 2 9],2997482,[8 2 3 7 1 0 4 6 5 9]
86,864913,[2 4 5 7 1 8 0 3 9 6],3483026,[9 5 3 0 6 2 1 7 4 8],2471663,[6 8 2 3 9 0 7 5 4 1],2605782,[7 1 6 0 2 9 4 3 5 8],3287423,[9 0 5 2 8 1 7 6 4 3],1080828,[2 9 7 4 0 8 5 1 3 6],3390071,[9 3 0 6 4 5 8 7 2 1],609328,[1 7 0 9 3 6 5 8 2 4],905566,[2 5 4 7 8 1 9 6 0 3],1046273,[2 8 9 5 0 7 4 6 3 1]
87,727262,[2 0 1 5 3 7 8 6 4 9],1143696,[3 1 4 9 5 8 0 2 6 7],275112,[0 7 8 5 1 6 2 3 4 9],1330830,[3 7 0 1 5 4 6 2 8 9],2667284,[7 3 1 2 6 4 9 5 0 8],448745,[1 3 2 0 5 7 8 9 6 4],3030542,[8 3 1 4 0 6 7 5 2 9],1045384,[2 8 9 3 7 4 5 6 0 1],883637,[2 4 9 3 1 7 0 8 6 5],263031,[0 7 5 2 3 9 6 4 8 1]
88,1511910,[4 1 5 9 8 2 3 0 6 7],1959075,[5 3 6 7 9 4 0 2 8 1],936196,[2 6 1 8 3 7 0 9 4 5],1382185,[3 8 2 1 7 4 0 5 9 6],3058305,[8 3 7 6 4 9 1 2 5 0],1506431,[4 1 3 9 2 6 8 7 5 0],241536,[0 6 9 8 3 7 1 2 4 5],871329,[2 4 6 9 1 0 5 7 8 3],2197266,[6 0 4 9 7 3 8 1 2 5],2184736,[6 0 2 5 4 1 8 9 3 7]
89,2088573,[5 7 8 2 6 4 9 1 3 0],345841,[0 9 5 6 3 1 2 4 8 7],3319496,[9 1 3 6 4 5 2 7 0 8],610299,[1 7 2 0 6 9 3 5 8 4],222000,[0 6 5 1 4 2 3 7 8 9],1638734,[4 5 7 1 0 2 8 6 3 9],3345935,[9 1 8 7 0 5 6 4 3 2],1470997,[4 0 5 9 1 3 7 2 8 6],2626020,[7 2 1 0 4 6 8 3 5 9],1819599,[5 0 2 1 4 6 8 7 9 3]
90,3086686,[8 4 5 3 0 2 9 7 1 6],1643110,[4 5 8 0 1 6 9 7 2 3],1171788,[3 2 0 6 5 9 7 1 4 8],2731312,[7 4 6 9 2 8 3 5 0 1],3512851,[9 6 0 8 7 4 5 1 3 2],1197519,[3 2 7 6 1 4 8 5 9 0],733518,[2 0 3 6 8 7 4 1 5 9],2190470,[6 0 3 7 2 9 5 4 1 8],2559943,[7 0 4 9 3 8 2 1 6 5],3416229,[9 3 6 7 5 2 8 1 4 0]
91,2901271,[7 9 8 4 3 1 2 0 6 5],1263468,[3 5 2 7 8 9 4 0 1 6],1558251,[4 2 7 1 3 6 0 8 9 5],3438144,[9 4 2 1 3 5 0 6 7 8],2272640,[6 2 3 9 4 7 1 5 0 8],734444,[2 0 3 8 1 5 9 6 4 7],2097919,[5 8 0 2 7 6 3 1 9 4],744989,[2 0 5 8 7 3 1 9 6 4],1925706,[5 2 8 0 6 4 9 1 3 7],54761,[0 2 4 9 1 5 7 8 6 3]
92,2847232,[7 8 4 9 2 6 3 5 0 1],192305,[0 5 8 2 1 6 7 9 4 3],2109537,[5 8 2 4 9 3 1 6 7 0],1588631,[4 3 5 1 6 7 9 8 2 0],2122860,[5 8 6 1 3 4 7 0 2 9],2752312,[7 5 2 0 6 9 4 8 1 3],1776230,[4 9 0 3 8 7 5 2 1 6],2904746,[8 0 1 4 5 3 2 7 6 9],1505413,[4 1 3 7 9 0 6 2 8 5],2583593,[7 1 0 6 3 9 5 8 4 2]
93,1831300,[5 0 4 3 6 9 1 8 2 7],2371709,[6 4 8 5 0 2 1 9 7 3],2638370,[7 2 4 5 3 6 0 8 1 9],2291774,[6 2 8 7 0 1 5 4 3 9],2718935,[7 4 3 5 1 8 9 6 2 0],3100825,[8 4 9 1 6 2 0 3 7 5],595960,[1 6 8 2 7 3 5 9 0 4],1831290,[5 0 4 3 6 8 9 1 2 7],2473231,[6 8 2 7 0 3 4 1 9 5],2055953,[5 6 9 8 2 7 3 4 1 0]
94,1075196,[2 9 6 3 1 8 7 4 0 5],2007531,[5 4 8 2 1 6 0 7 9 3],1464479,[4 0 3 6 9 8 7 5 2 1],2093368,[5 7 9 2 3 6 4 8 0 1],166233,[0 5 1 9 8 3 4 6 7 2],1249037,[3 4 9 7 6 5 0 8 2 1],1294270,[3 6 0 8 5 4 9 7 1 2],816041,[2 3 1 9 5 4 7 8 6 0],221065,[0 6 4 9 1 3 2 5 8 7],3234225,[8 9 1 5 7 6 2 3 4 0]
95,2278774,[6 2 5 0 9 7 8 4 1 3],3291233,[9 0 6 1 2 8 5 7 4 3],1696265,[4 7 0 5 9 3 6 8 2 1],417775,[1 2 4 9 3 6 5 0 8 7],2700217,[7 3 9 6 1 8 0 2 5 4],101510,[0 3 6 1 9 8 5 4 2 7],2934525,[8 0 7 2 6 3 9 4 5 1],1973677,[5 3 9 6 1 2 7 0 8 4],3280572,[9 0 3 8 4 1 6 2 5 7],2752543,[7 5 2 0 9 8 3 1 6 4]
96,1468140,[4 0 5 3 1 7 8 2 6 9],2060656,[5 7 0 9 1 2 6 8 3 4],1209390,[3 2 9 8 6 1 4 0 5 7],791111,[2 1 6 9 7 4 8 5 3 0],2998162,[8 2 3 9 0 6 4 7 1 5],720522,[1 9 7 8 5 2 6 0 3 4],1493064,[4 1 0 3 8 5 2 6 7 9],3569893,[9 7 4 2 1 0 6 3 8 5],2086208,[5 7 6 9 3 0 2 4 1 8],1057963,[2 9 1 8 4 3 7 0 6 5]
97,1762475,[4 8 6 5 9 1 2 7 3 0],255546,[0 7 3 6 9 4 8 1 2 5],1688165,[4 6 8 9 5 0 1 7 3 2],3267193,[9 0 1 3 7 6 2 4 8 5],1841421,[5 0 7 3 6 1 9 4 8 2],2449290,[6 7 5 9 4 3 8 0 1 2],2592041,[7 1 3 4 0 5 8 9 6 2],776855,[2 1 4 0 9 7 8 6 5 3],2708297,[7 4 1 3 6 0 8 9 5 2],901606,[2 5 3 9 1 4 8 7 0 6]
98,2166489,[5 9 6 8 0 1 3 4 7 2],1653207,[4 6 0 1 2 8 7 5 9 3],1213987,[3 4 0 9 1 6 8 2 7 5],851793,[2 4 1 0 3 6 7 8 9 5],3110797,[8 5 1 2 6 3 7 0 9 4],546624,[1 5 6 4 2 3 0 7 8 9],2046275,[5 6 8 0 1 3 4 9 7 2],748006,[2 0 6 4 9 3 8 7 1 5],1009981,[2 8 0 4 7 5 6 1 9 3],1173503,[3 2 0 8 9 1 7 6 5 4]
99,1286881,[3 5 9 2 4 0 1 6 8 7],1762581,[4 8 6 7 0 1 9 3 5 2],2510217,[6 9 2 0 4 5 3 7 8 1],3537900,[9 6 5 8 4 2 3 0 1 7],2103129,[5 8 1 3 0 2 6 7 9 4],1248174,[3 4 9 6 5 2 1 0 7 8],3062102,[8 3 9 4 7 2 5 1 0 6],2074261,[5 7 3 4 9 2 6 0 8 1],459934,[1 3 5 2 8 7 9 6 0 4],220302,[0 6 4 7 9 8 2 1 3 5]
100,1741635,[4 8 1 5 9 6 0 3 7 2],1912787,[5 2 4 6 7 9 1 8 3 0],2186369,[6 0 2 8 5 7 4 9 3 1],419950,[1 2 5 4 3 7 9 8 0 6],2347920,[6 4 1 9 0 2 3 5 7 8],1495632,[4 1 0 8 3 7 2 5 6 9],2861919,[7 8 9 5 6 1 3 2 4 0],2814550,[7 6 8 3 0 4 9 5 1 2],1898305,[5 2 0 7 6 3 1 4 9 8],3073262,[8 4 1 7 3 5 6 2 0 9]
1,2111800,[5 8 3 0 1 4 7 9 2 6],1685674,[4 6 8 3 1 2 5 9 0 7],1364152,[3 7 8 5 4 9 2 6 0 1],2343750,[6 4 1 0 3 5 7 2 8 9],1399493,[3 8 6 5 7 2 0 9 4 1],644664,[1 7 9 8 3 2 0 4 5 6],2044233,[5 6 7 4 1 2 3 8 9 0],519308,[1 4 9 0 3 6 8 5 2 7],1364977,[3 7 8 6 5 9 0 1 4 2],3011958,[8 2 6 5 1 7 3 0 4 9]
2,1691560,[4 6 9 5 2 1 7 8 0 3],1441484,[3 9 7 0 1 4 8 5 2 6],1908930,[5 2 3 8 1 7 9 0 4 6],81623,[0 3 1 4 6 2 9 8 7 5],2770764,[7 5 6 8 1 4 3 0 2 9],3236655,[8 9 2 1 4 0 6 5 7 3],847080,[2 4 0 1 7 3 5 6 8 9],2321818,[6 3 5 7 8 2 1 9 0 4],1378490,[3 8 1 5 6 4 0 7 2 9],2797258,[7 6 3 0 1 5 4 9 2 8]
3,2601022,[7 1 5 0 6 2 9 8 3 4],2255034,[6 1 9 3 8 7 5 0 2 4],1581698,[4 3 1 8 7 9 0 5 2 6],3246728,[8 9 4 1 3 0 5 6 2 7],1961694,[5 3 7 1 6 4 2 0 8 9],1548056,[4 2 5 1 0 7 6 8 3 9],643555,[1 7 9 5 6 8 4 0 3 2],1602699,[4 3 7 9 8 6 0 2 5 1],3361027,[9 2 3 8 0 5 7 1 6 4],1275299,[3 5 7 0 2 6 4 9 8 1]
4,1984346,[5 4 1 8 0 3 2 7 6 9],1374018,[3 8 0 6 4 1 9 2 5 7],2160499,[5 9 4 6 7 0 8 1 3 2],1269883,[3 5 4 9 7 1 8 0 6 2],1774193,[4 9 0 1 2 8 6 7 5 3],1687303,[4 6 8 7 2 9 1 0 5 3],1103737,[3 0 4 9 8 7 1 2 6 5],2501897,[6 9 0 3 8 1 5 7 4 2],2355486,[6 4 3 2 7 0 5 1 8 9],282930,[0 8 1 2 9 6 7 3 4 5]
5,413207,[1 2 3 9 8 4 7 6 5 0],1081653,[2 9 7 5 1 6 8 3 4 0],886189,[2 4 9 7 6 8 3 0 5 1],314043,[0 8 7 3 2 1 4 6 9 5],328925,[0 9 2 3 8 1 4 7 6 5],2938338,[8 0 9 1 2 3 7 4 5 6],2873816,[7 9 2 1 4 5 3 6 0 8],2097730,[5 8 0 2 6 1 4 9 3 7],250997,[0 7 2 8 5 6 1 9 4 3],3220483,[8 7 6 9 5 1 4 0 3 2]
6,1783382,[4 9 1 7 8 3 5 2 0 6],3262937,[8 9 7 2 6 0 4 5 3 1],2237956,[6 1 5 0 3 8 2 9 4 7],3131278,[8 5 6 1 9 7 4 3 0 2],1249503,[3 4 9 8 2 5 6 1 7 0],2763994,[7 5 4 2 9 1 3 8 0 6],2083916,[5 7 6 3 1 9 8 2 0 4],1047763,[2 8 9 7 1 3 6 0 5 4],114594,[0 3 8 7 1 9 6 2 4 5],2234339,[6 1 4 3 2 7 5 9 8 0]
7,1763874,[4 8 6 9 5 7 3 0 1 2],1606,[0 1 2 5 4 6 9 8 3 7],1933312,[5 2 9 6 0 8 4 7 1 3],1667273,[4 6 2 8 5 9 3 7 1 0],2236252,[6 1 4 7 9 3 0 8 2 5],2365280,[6 4 7 2 0 8 3 5 1 9],1265194,[3 5 4 0 2 6 7 9 1 8],1859250,[5 1 0 9 3 7 8 2 4 6],3227722,[8 9 0 3 7 5 2 6 1 4],2240187,[6 1 5 4 3 2 0 8 9 7]
8,502308,[1 4 5 7 6 9 3 0 2 8],1578991,[4 3 1 5 0 6 7 2 9 8],768460,[2 1 0 6 4 9 3 8 5 7],3066871,[8 4 0 5 6 2 3 1 9 7],2171756,[5 9 7 8 1 6 4 2 0 3],2869247,[7 9 1 3 0 4 8 6 5 2],2045564,[5 6 7 9 0 2 8 3 1 4],2711231,[7 4 1 9 5 3 8 6 2 0],686126,[1 9 0 2 8 6 5 4 3 7],2207204,[6 0 7 9 4 2 8 3 1 5]
