2%,Optima 1, Optima [1],Optima 2, Optima [2],Optima 3, Optima [3],Optima 4, Optima [4],Optima 5, Optima [5],Optima 6, Optima [6],Optima 7, Optima [7],Optima 8, Optima [8],Optima 9, Optima [9],Optima 10, Optima [10],Optima 11, Optima [11],Optima 12, Optima [12],Optima 13, Optima [13],Optima 14, Optima [14],Optima 15, Optima [15],Optima 16, Optima [16],Optima 17, Optima [17],Optima 18, Optima [18],Optima 19, Optima [19],Optima 20, Optima [20]
51,65344,[0 2 6 9 7 4 5 8 1 3],1671212,[4 6 3 7 0 8 9 2 1 5],531440,[1 5 2 6 0 8 4 7 3 9],320454,[0 8 9 5 1 4 3 2 6 7],1148636,[3 1 5 9 2 8 7 4 0 6],1703836,[4 7 2 0 5 8 1 9 3 6],2100947,[5 8 0 7 9 6 2 4 3 1],1440245,[3 9 6 7 2 0 1 8 5 4],1189496,[3 2 6 0 1 7 5 8 4 9],254243,[0 7 3 5 1 8 4 9 6 2],310425,[0 8 6 5 1 9 3 4 7 2],1213843,[3 4 0 8 9 2 7 1 6 5],2558155,[7 0 4 5 9 8 6 1 3 2],1368557,[3 7 9 4 6 5 0 8 2 1],3068756,[8 4 0 9 1 7 6 3 2 5],3053339,[8 3 6 7 5 2 1 9 4 0],418964,[1 2 5 0 9 4 8 6 3 7],376604,[1 0 4 8 2 5 9 6 3 7],809727,[2 3 0 7 6 8 5 4 9 1],1685369,[4 6 8 2 7 5 3 9 1 0]
53,81676,[0 3 1 4 6 8 2 9 5 7],1661967,[4 6 1 8 2 7 5 3 9 0],504242,[1 4 6 0 5 2 3 8 7 9],336181,[0 9 3 6 8 4 5 1 7 2],1104034,[3 0 5 1 6 4 7 9 2 8],1737009,[4 8 0 6 5 1 3 7 9 2],2105485,[5 8 1 7 2 6 4 0 9 3],1431161,[3 9 4 8 6 1 5 7 2 0],1202090,[3 2 8 5 6 4 0 7 1 9],275320,[0 7 8 5 3 2 6 9 1 4],354815,[0 9 7 3 6 5 8 4 2 1],1156481,[3 1 7 5 2 4 8 9 6 0],2553304,[7 0 3 6 2 5 8 9 1 4],1330380,[3 6 9 8 5 2 4 0 1 7],3089983,[8 4 6 0 5 9 2 1 7 3],3037248,[8 3 2 6 4 5 0 1 7 9],439029,[1 2 9 0 7 5 8 4 6 3],418938,[1 2 5 0 9 3 8 4 6 7],825483,[2 3 5 8 6 0 1 7 9 4],1675252,[4 6 5 2 8 3 0 9 1 7]
55,40549,[0 2 1 3 5 9 7 4 8 6],1677092,[4 6 5 8 1 7 9 2 0 3],537177,[1 5 3 7 0 6 4 8 9 2],379440,[1 0 5 4 2 3 6 7 8 9],1110079,[3 0 6 2 8 7 4 1 9 5],1691531,[4 6 9 5 2 0 3 8 7 1],2139102,[5 9 0 3 8 7 2 1 4 6],1430074,[3 9 4 7 1 2 5 8 0 6],1248574,[3 4 9 7 0 6 8 5 1 2],310104,[0 8 6 4 7 2 1 3 5 9],345539,[0 9 5 4 8 3 2 7 6 1],1197260,[3 2 7 5 9 0 8 4 1 6],2561107,[7 0 5 2 1 6 9 3 8 4],1313139,[3 6 5 4 8 9 0 2 7 1],3082557,[8 4 3 6 1 9 7 2 5 0],3054743,[8 3 7 0 6 1 9 5 4 2],423384,[1 2 6 0 3 5 4 7 8 9],405009,[1 2 0 5 7 3 6 8 9 4],840861,[2 3 8 7 9 0 6 4 5 1],1708857,[4 7 3 0 5 6 2 8 9 1]
57,38968,[0 1 9 7 2 6 5 8 3 4],1656370,[4 6 0 7 5 1 3 9 2 8],497276,[1 4 3 7 6 9 8 2 0 5],333443,[0 9 3 2 1 7 5 8 6 4],1106647,[3 0 5 7 1 2 6 4 9 8],1731196,[4 7 9 3 2 6 0 8 1 5],2133927,[5 8 9 2 6 4 3 1 7 0],1391976,[3 8 5 1 2 9 0 4 6 7],1228353,[3 4 5 8 0 2 6 7 9 1],292830,[0 8 3 1 7 4 5 2 6 9],344703,[0 9 5 3 7 4 6 2 8 1],1180055,[3 2 4 0 9 7 8 6 5 1],2568005,[7 0 6 4 8 1 2 9 5 3],1328136,[3 6 9 4 5 8 0 1 2 7],3091618,[8 4 6 2 9 3 1 7 0 5],3080470,[8 4 3 1 5 6 9 7 0 2],483601,[1 3 9 8 6 0 2 4 7 5],408042,[1 2 0 9 7 4 8 3 5 6],798603,[2 1 8 5 3 0 4 7 9 6],1659585,[4 6 1 2 9 8 3 5 7 0]
59,77116,[0 2 9 4 1 7 3 8 5 6],1727481,[4 7 8 6 1 5 2 3 9 0],529946,[1 5 2 3 0 6 4 8 7 9],381096,[1 0 5 7 3 9 2 4 6 8],1156202,[3 1 7 4 9 0 2 6 5 8],1688398,[4 6 8 9 7 5 3 2 0 1],2088529,[5 7 8 2 6 3 0 1 9 4],1401013,[3 8 6 9 7 0 4 1 5 2],1225474,[3 4 5 1 0 6 7 9 2 8],282635,[0 8 1 2 6 4 5 9 7 3],346766,[0 9 5 7 4 6 3 2 1 8],1219303,[3 4 1 9 5 8 2 0 7 6],2512885,[6 9 2 5 0 7 4 1 8 3],1325048,[3 6 8 9 2 0 4 5 1 7],3066873,[8 4 0 5 6 2 3 7 9 1],3060022,[8 3 9 1 0 2 7 6 4 5],457479,[1 3 4 8 5 2 7 6 9 0],403224,[1 2 0 3 4 6 5 7 8 9],857538,[2 4 3 1 0 5 9 6 7 8],1724303,[4 7 8 0 9 1 6 5 3 2]
61,74250,[0 2 8 7 1 6 9 3 4 5],1722502,[4 7 6 8 2 0 9 5 1 3],542972,[1 5 4 8 0 7 9 3 2 6],360479,[0 9 8 4 5 7 6 3 2 1],1126173,[3 0 9 5 1 7 8 4 6 2],1678724,[4 6 7 0 5 2 9 3 1 8],2097039,[5 8 0 1 6 3 7 4 9 2],1424148,[3 9 2 5 8 7 4 0 1 6],1206075,[3 2 9 4 0 7 1 6 8 5],257817,[0 7 4 2 1 6 5 8 9 3],305998,[0 8 5 6 9 7 4 3 1 2],1170176,[3 2 0 4 5 7 6 8 1 9],2559807,[7 0 4 9 2 6 5 3 8 1],1310679,[3 6 5 0 4 2 8 7 9 1],3103896,[8 4 9 6 7 5 0 1 2 3],3074468,[8 4 2 0 1 6 9 5 3 7],415466,[1 2 4 6 0 5 3 8 7 9],422399,[1 2 5 8 6 9 7 4 3 0],849612,[2 4 0 7 1 3 8 5 6 9],1663874,[4 6 2 0 9 7 1 5 3 8]
63,25099,[0 1 6 9 8 2 7 3 5 4],1671871,[4 6 3 8 0 2 5 1 9 7],521675,[1 4 9 5 6 2 3 8 7 0],334206,[0 9 3 4 2 1 6 5 7 8],1118831,[3 0 7 9 8 4 6 5 2 1],1693320,[4 6 9 8 7 0 1 2 3 5],2108475,[5 8 2 3 4 7 0 6 9 1],1428661,[3 9 4 5 1 6 7 0 8 2],1231699,[3 4 6 2 8 0 9 1 7 5],254686,[0 7 3 5 8 2 9 6 1 4],320511,[0 8 9 5 1 7 4 3 6 2],1198692,[3 2 7 8 9 0 5 1 4 6],2559502,[7 0 4 8 9 1 6 5 2 3],1315760,[3 6 7 0 4 8 2 5 1 9],3129109,[8 5 4 7 9 6 2 0 3 1],3080446,[8 4 3 1 5 2 9 7 0 6],428955,[1 2 7 0 8 6 3 5 9 4],393164,[1 0 8 2 3 5 9 6 4 7],815110,[2 3 1 8 0 6 9 7 4 5],1698585,[4 7 1 0 2 9 5 6 8 3]
65,33117,[0 1 8 5 9 7 6 3 4 2],1727565,[4 7 8 6 2 1 9 3 5 0],519306,[1 4 9 0 3 6 8 2 5 7],369773,[1 0 3 5 7 6 2 9 8 4],1120390,[3 0 8 4 1 6 9 7 2 5],1688958,[4 6 9 0 7 5 2 1 3 8],2118044,[5 8 4 1 7 2 9 3 0 6],1392934,[3 8 5 2 6 7 9 4 0 1],1185540,[3 2 5 1 7 6 8 0 4 9],322663,[0 9 1 2 3 8 5 4 7 6],332266,[0 9 2 8 4 7 3 6 1 5],1190615,[3 2 6 1 7 8 9 5 4 0],2549572,[7 0 2 9 1 5 3 8 4 6],1344418,[3 7 2 8 1 5 4 9 0 6],3064086,[8 3 9 7 5 0 2 1 4 6],3067995,[8 4 0 7 1 6 2 5 9 3],439574,[1 2 9 3 6 0 7 5 4 8],402335,[1 0 9 7 6 5 8 4 3 2],858746,[2 4 3 5 8 1 0 7 6 9],1712837,[4 7 3 8 9 5 0 6 2 1]
67,25209,[0 1 7 2 3 4 6 8 9 5],1659164,[4 6 1 2 5 3 9 7 0 8],540367,[1 5 4 2 7 0 6 3 9 8],390719,[1 0 7 5 6 9 8 4 3 2],1144037,[3 1 4 9 8 6 0 7 5 2],1697330,[4 7 0 8 3 5 1 6 2 9],2133975,[5 8 9 2 7 0 4 3 6 1],1445053,[3 9 7 6 0 1 5 2 8 4],1231153,[3 4 6 1 9 7 0 2 8 5],271141,[0 7 6 8 4 3 5 1 9 2],338403,[0 9 4 2 1 3 5 7 8 6],1173889,[3 2 0 9 5 6 1 4 8 7],2545893,[7 0 2 1 9 6 8 4 5 3],1371430,[3 8 0 1 7 5 9 6 2 4],3129007,[8 5 4 7 9 0 2 1 6 3],3065964,[8 4 0 3 2 7 6 1 5 9],471423,[1 3 7 5 8 4 6 2 9 0],395964,[1 0 8 5 9 6 4 2 3 7],818150,[2 3 4 5 1 9 7 6 0 8],1715875,[4 7 5 3 0 9 8 1 6 2]
69,25170,[0 1 6 9 8 5 7 2 3 4],1655759,[4 6 0 5 7 9 8 3 2 1],488462,[1 4 0 9 5 6 7 3 2 8],387594,[1 0 6 9 3 8 7 2 4 5],1131279,[3 1 0 6 4 5 8 7 9 2],1726174,[4 7 8 3 2 6 9 5 0 1],2110654,[5 8 2 7 3 6 9 4 0 1],1446973,[3 9 8 0 6 1 5 2 7 4],1183486,[3 2 4 8 7 1 9 6 0 5],292344,[0 8 3 1 2 5 4 6 7 9],300580,[0 8 4 6 3 9 1 7 2 5],1212802,[3 4 0 7 5 8 2 9 1 6],2523642,[6 9 4 7 0 2 8 1 3 5],1358174,[3 7 6 4 2 0 8 5 1 9],3065625,[8 4 0 2 7 9 3 5 6 1],3076922,[8 4 2 5 6 0 1 7 3 9],455654,[1 3 4 5 9 0 7 6 2 8],417503,[1 2 4 8 9 0 7 6 5 3],831856,[2 3 7 0 5 1 8 9 4 6],1656133,[4 6 0 7 2 1 8 3 9 5]
71,44940,[0 2 1 9 5 6 7 3 4 8],1677319,[4 6 5 8 3 7 1 0 9 2],505259,[1 4 6 2 8 5 3 9 7 0],363355,[1 0 2 3 7 9 8 4 6 5],1160542,[3 1 8 2 9 0 7 6 4 5],1685887,[4 6 8 3 5 0 2 1 9 7],2128782,[5 8 7 2 4 9 1 0 3 6],1426213,[3 9 2 8 7 0 5 1 6 4],1241489,[3 4 8 2 1 7 6 9 5 0],297070,[0 8 3 9 5 4 7 6 1 2],331260,[0 9 2 7 1 5 6 3 4 8],1158179,[3 1 7 8 5 4 2 9 6 0],2554823,[7 0 3 9 4 1 8 6 5 2],1325855,[3 6 9 0 4 7 8 5 2 1],3067053,[8 4 0 5 7 6 9 2 3 1],3056305,[8 3 7 2 9 1 0 4 6 5],421255,[1 2 5 7 0 6 4 3 9 8],374673,[1 0 4 5 6 3 7 8 9 2],823233,[2 3 5 4 6 1 7 8 9 0],1710569,[4 7 3 2 8 6 5 9 1 0]
73,63836,[0 2 6 7 5 9 8 3 1 4],1673357,[4 6 5 0 1 8 2 9 7 3],492659,[1 4 2 8 3 6 5 9 7 0],327906,[0 9 2 1 5 6 8 3 4 7],1113441,[3 0 6 9 4 7 2 5 8 1],1683199,[4 6 7 9 5 3 1 0 8 2],2111945,[5 8 3 0 2 6 7 9 4 1],1389908,[3 8 4 7 2 5 9 1 0 6],1215375,[3 4 1 2 0 5 8 7 9 6],267980,[0 7 6 2 3 1 9 5 4 8],327157,[0 9 1 8 4 3 6 2 7 5],1216380,[3 4 1 5 6 7 8 0 2 9],2548597,[7 0 2 6 8 3 5 1 9 4],1372829,[3 8 0 4 7 2 1 9 6 5],3068126,[8 4 0 7 2 6 5 3 1 9],3084078,[8 4 3 9 2 6 1 0 5 7],445741,[1 3 0 6 2 7 8 4 9 5],408026,[1 2 0 9 7 4 3 6 5 8],803327,[2 1 9 4 7 3 8 6 5 0],1701623,[4 7 1 6 3 0 9 8 5 2]
75,63970,[0 2 6 7 9 1 4 8 3 5],1676479,[4 6 5 7 2 8 1 0 9 3],524994,[1 5 0 3 2 9 8 4 6 7],376389,[1 0 4 7 8 5 9 3 6 2],1136799,[3 1 2 6 9 4 7 5 8 0],1699511,[4 7 1 2 5 6 9 8 3 0],2093425,[5 7 9 2 4 1 0 3 8 6],1382320,[3 8 2 1 9 4 6 7 0 5],1203831,[3 2 8 7 9 6 4 1 5 0],266955,[0 7 5 9 6 4 1 3 8 2],348380,[0 9 6 1 8 2 7 4 3 5],1175643,[3 2 1 4 9 0 5 7 8 6],2561327,[7 0 5 2 4 3 9 8 6 1],1374452,[3 8 0 6 9 5 7 2 1 4],3085435,[8 4 5 1 2 9 7 0 6 3],3039256,[8 3 4 0 2 1 7 9 5 6],415470,[1 2 4 6 0 5 7 3 8 9],417576,[1 2 4 8 9 7 0 3 5 6],829438,[2 3 6 5 9 8 7 4 0 1],1704909,[4 7 2 1 9 5 8 3 6 0]
77,16360,[0 1 5 3 8 4 7 9 2 6],1687659,[4 6 8 7 9 5 0 2 3 1],529853,[1 5 2 0 9 6 3 8 7 4],349631,[0 9 6 3 5 4 8 7 2 1],1149626,[3 1 6 0 8 4 2 7 5 9],1731276,[4 7 9 3 5 1 6 0 2 8],2144210,[5 9 1 4 0 6 2 7 3 8],1394168,[3 8 5 6 2 0 4 7 1 9],1233221,[3 4 6 7 8 9 0 5 2 1],311073,[0 8 6 7 1 3 4 5 9 2],366508,[1 0 2 8 3 5 4 9 6 7],1159748,[3 1 8 0 7 5 9 4 2 6],2531413,[6 9 7 1 8 0 4 2 5 3],1336197,[3 7 1 0 8 9 6 4 5 2],3085175,[8 4 5 0 9 6 7 3 2 1],3023576,[8 2 9 7 3 4 1 5 0 6],464084,[1 3 6 0 7 4 9 5 2 8],399609,[1 0 9 4 2 3 6 7 8 5],828582,[2 3 6 4 8 9 1 0 5 7],1669220,[4 6 3 1 5 0 9 7 2 8]
79,58920,[0 2 5 7 9 1 3 4 6 8],1662746,[4 6 1 9 3 2 0 7 5 8],540836,[1 5 4 3 0 9 8 6 2 7],367991,[1 0 3 2 4 7 9 8 6 5],1156820,[3 1 7 5 8 0 9 4 2 6],1718792,[4 7 6 0 2 3 5 8 1 9],2095227,[5 7 9 6 0 2 1 4 8 3],1400480,[3 8 6 9 0 5 2 4 1 7],1251538,[3 5 0 4 2 7 6 9 1 8],286738,[0 8 1 9 3 5 4 7 2 6],328198,[0 9 2 1 7 8 6 5 3 4],1172520,[3 2 0 7 6 1 4 5 8 9],2511653,[6 9 2 3 4 5 0 8 7 1],1333704,[3 7 0 6 4 2 1 5 8 9],3070833,[8 4 1 3 0 5 6 7 9 2],3028332,[8 3 0 9 1 2 6 4 5 7],453205,[1 3 2 9 5 7 6 0 8 4],403666,[1 2 0 3 7 9 5 8 4 6],829180,[2 3 6 5 7 9 0 8 1 4],1708886,[4 7 3 0 5 8 6 2 1 9]
81,65470,[0 2 6 9 8 4 7 5 1 3],1672087,[4 6 3 8 2 0 5 1 9 7],485587,[1 4 0 5 6 7 9 2 8 3],374715,[1 0 4 5 6 8 2 7 9 3],1159682,[3 1 8 0 7 2 4 6 5 9],1680730,[4 6 7 3 2 0 5 9 1 8],2129248,[5 8 7 3 1 6 4 9 0 2],1434453,[3 9 5 6 1 7 8 2 4 0],1195292,[3 2 7 1 0 8 9 5 4 6],292635,[0 8 3 1 5 7 2 6 9 4],300000,[0 8 4 5 7 1 2 3 6 9],1192511,[3 2 6 7 1 5 9 8 4 0],2512766,[6 9 2 4 8 5 3 1 0 7],1363847,[3 7 8 5 1 2 9 6 4 0],3124032,[8 5 3 7 9 4 0 1 2 6],3075089,[8 4 2 0 9 6 5 7 3 1],440142,[1 2 9 4 3 8 5 0 6 7],374899,[1 0 4 5 8 2 9 3 7 6],866393,[2 4 5 9 1 8 6 7 3 0],1671301,[4 6 3 7 1 5 8 0 9 2]
83,33744,[0 1 8 6 9 3 2 4 5 7],1678736,[4 6 7 0 5 3 2 8 1 9],485663,[1 4 0 5 7 2 9 8 6 3],374706,[1 0 4 5 6 7 9 2 3 8],1157694,[3 1 7 6 9 4 2 0 5 8],1735224,[4 8 0 3 1 5 2 6 7 9],2117258,[5 8 4 0 6 9 1 3 2 7],1409245,[3 8 9 5 1 6 4 0 7 2],1213824,[3 4 0 8 9 2 1 5 6 7],282941,[0 8 1 2 9 7 3 6 5 4],337801,[0 9 4 1 3 2 5 6 8 7],1157192,[3 1 7 6 2 4 5 8 0 9],2519281,[6 9 3 8 0 1 2 4 7 5],1306250,[3 6 4 1 2 7 0 8 5 9],3113702,[8 5 1 7 4 3 6 2 0 9],3079473,[8 4 3 0 1 5 6 7 9 2],419624,[1 2 5 3 8 9 4 6 0 7],402668,[1 0 9 8 3 5 7 4 2 6],833173,[2 3 7 4 1 0 8 5 9 6],1657384,[4 6 0 8 9 3 5 7 1 2]
85,44637,[0 2 1 8 9 7 6 4 5 3],1708346,[4 7 2 9 6 1 0 5 3 8],531165,[1 5 2 4 8 3 9 6 7 0],380706,[1 0 5 6 8 4 9 2 3 7],1099625,[3 0 4 2 5 7 8 9 6 1],1666531,[4 6 2 7 5 8 9 0 3 1],2125154,[5 8 6 4 3 7 0 2 1 9],1410033,[3 8 9 6 2 1 4 5 7 0],1181562,[3 2 4 6 0 5 9 1 7 8],292369,[0 8 3 1 2 6 4 5 9 7],305961,[0 8 5 6 9 4 2 3 7 1],1179054,[3 2 1 9 6 5 4 0 7 8],2514110,[6 9 2 7 5 8 3 1 0 4],1358626,[3 7 6 4 9 8 1 5 0 2],3105543,[8 5 0 2 3 6 7 4 9 1],3052583,[8 3 6 5 7 0 9 4 2 1],468388,[1 3 6 9 5 2 0 8 4 7],424940,[1 2 6 4 3 0 9 7 5 8],836353,[2 3 7 9 5 6 0 1 8 4],1689889,[4 6 9 2 0 5 1 3 8 7]
87,11553,[0 1 4 5 2 6 7 8 9 3],1727303,[4 7 8 6 0 1 9 5 3 2],508560,[1 4 6 9 3 0 2 5 7 8],351291,[0 9 6 5 8 3 1 4 7 2],1163487,[3 1 8 7 9 5 4 2 6 0],1679632,[4 6 7 1 8 9 3 5 0 2],2145666,[5 9 1 7 0 4 8 2 3 6],1408261,[3 8 9 2 7 4 5 0 6 1],1252319,[3 5 0 6 2 9 8 7 4 1],289760,[0 8 2 5 4 7 3 6 1 9],357084,[0 9 7 6 8 4 3 1 2 5],1213843,[3 4 0 8 9 2 7 1 6 5],2544225,[7 0 1 8 5 9 3 4 6 2],1339710,[3 7 1 8 6 2 4 0 5 9],3060680,[8 3 9 1 7 5 2 4 0 6],3067877,[8 4 0 6 9 5 1 7 3 2],449663,[1 3 2 4 7 0 9 8 6 5],381083,[1 0 5 7 3 8 4 9 6 2],863802,[2 4 5 3 8 1 9 0 6 7],1696603,[4 7 0 6 3 2 9 1 8 5]
89,71769,[0 2 8 3 7 1 5 6 9 4],1719945,[4 7 6 1 8 9 2 3 5 0],483209,[1 3 9 8 0 6 5 7 4 2],329555,[0 9 2 4 7 3 5 8 6 1],1140594,[3 1 4 5 0 9 8 2 6 7],1716940,[4 7 5 6 3 9 0 8 1 2],2114889,[5 8 3 6 2 0 4 7 9 1],1441224,[3 9 6 8 5 1 0 2 4 7],1247887,[3 4 9 6 1 0 5 2 8 7],270816,[0 7 6 8 1 9 2 3 4 5],323520,[0 9 1 3 5 2 4 6 7 8],1210225,[3 4 0 1 9 5 2 6 8 7],2538063,[6 9 8 4 0 3 5 2 7 1],1311853,[3 6 5 2 0 1 8 4 9 7],3079429,[8 4 2 9 7 6 3 0 5 1],3078103,[8 4 2 7 0 9 3 1 6 5],461480,[1 3 5 6 9 7 2 4 0 8],383312,[1 0 6 2 5 4 7 8 3 9],821043,[2 3 4 9 5 0 1 7 8 6],1686408,[4 6 8 5 1 3 0 2 7 9]
91,60364,[0 2 5 9 8 1 3 7 4 6],1687470,[4 6 8 7 5 1 2 0 3 9],487902,[1 4 0 8 6 9 3 2 5 7],375927,[1 0 4 7 2 8 6 5 9 3],1151032,[3 1 6 4 7 9 5 8 0 2],1735721,[4 8 0 3 7 2 6 9 5 1],2095711,[5 7 9 6 4 1 2 0 8 3],1399937,[3 8 6 7 2 0 5 9 4 1],1183117,[3 2 4 8 1 5 7 0 9 6],287023,[0 8 1 9 5 7 3 2 6 4],354802,[0 9 7 3 6 5 2 8 1 4],1171032,[3 2 0 5 6 8 1 4 7 9],2539683,[6 9 8 7 2 0 1 4 5 3],1370884,[3 8 0 1 2 4 5 9 6 7],3071244,[8 4 1 3 6 7 5 0 2 9],3044878,[8 3 5 0 9 7 6 4 1 2],446111,[1 3 0 6 7 5 9 8 4 2],405525,[1 2 0 6 4 5 9 7 8 3],824850,[2 3 5 7 6 8 9 0 1 4],1683822,[4 6 8 0 5 9 2 1 3 7]
93,80297,[0 2 9 8 5 1 6 7 4 3],1705682,[4 7 2 5 0 1 3 8 6 9],500988,[1 4 5 3 8 9 6 0 2 7],375418,[1 0 4 6 5 7 3 9 2 8],1149329,[3 1 6 0 4 8 7 9 5 2],1668055,[4 6 2 9 7 3 1 0 8 5],2112171,[5 8 3 0 6 4 1 7 9 2],1444636,[3 9 7 5 2 6 0 8 1 4],1242688,[3 4 8 5 9 6 2 7 0 1],300009,[0 8 4 5 7 1 3 6 9 2],350341,[0 9 6 4 5 3 7 1 8 2],1180224,[3 2 4 1 5 6 0 7 8 9],2521956,[6 9 4 2 7 1 5 0 3 8],1306381,[3 6 4 1 5 7 8 0 9 2],3123936,[8 5 3 7 6 9 0 1 2 4],3042562,[8 3 4 6 7 5 1 9 0 2],461424,[1 3 5 6 9 2 0 4 7 8],419000,[1 2 5 0 9 7 4 6 3 8],855112,[2 4 1 7 6 9 5 8 0 3],1669369,[4 6 3 1 7 5 0 2 9 8]
95,27800,[0 1 7 5 6 8 3 4 2 9],1656249,[4 6 0 7 3 1 5 8 9 2],533705,[1 5 2 9 3 6 7 8 4 0],335051,[0 9 3 5 4 1 6 8 7 2],1170071,[3 2 0 4 1 7 9 8 6 5],1697061,[4 7 0 8 1 2 9 5 6 3],2091256,[5 7 8 9 3 0 4 6 1 2],1395923,[3 8 5 9 6 4 1 7 2 0],1212190,[3 4 0 6 7 5 9 8 1 2],267437,[0 7 6 1 4 8 2 9 5 3],357555,[0 9 7 8 4 5 1 3 6 2],1185161,[3 2 5 1 0 6 8 9 7 4],2519881,[6 9 3 8 7 0 1 2 5 4],1353341,[3 7 5 4 6 9 0 8 2 1],3060993,[8 3 9 2 4 1 5 6 7 0],3036461,[8 3 2 5 1 9 0 7 6 4],472133,[1 3 7 6 8 4 0 9 5 2],389885,[1 0 7 4 6 2 3 9 8 5],868466,[2 4 6 3 1 5 0 8 7 9],1722979,[4 7 6 9 0 1 8 2 5 3]
97,64288,[0 2 6 8 3 7 5 9 1 4],1672619,[4 6 3 9 0 5 2 8 7 1],494576,[1 4 3 0 9 6 5 7 2 8],380474,[1 0 5 6 4 8 2 7 3 9],1114479,[3 0 7 1 9 4 6 5 8 2],1687861,[4 6 8 9 1 3 5 0 7 2],2112382,[5 8 3 0 9 1 7 6 2 4],1425683,[3 9 2 8 0 6 4 7 5 1],1236939,[3 4 7 2 9 8 0 5 6 1],322978,[0 9 1 2 6 5 4 8 3 7],358500,[0 9 8 1 7 4 5 2 3 6],1217409,[3 4 1 6 9 0 5 7 8 2],2521614,[6 9 4 2 1 5 3 0 7 8],1352935,[3 7 5 4 0 6 2 1 9 8],3124442,[8 5 3 9 4 0 1 6 2 7],3025541,[8 3 0 4 1 9 2 7 6 5],458315,[1 3 4 9 6 2 5 8 7 0],429054,[1 2 7 0 9 5 4 3 6 8],805369,[2 1 9 7 5 4 0 3 8 6],1683273,[4 6 7 9 8 1 2 3 5 0]
99,49676,[0 2 3 8 9 7 6 4 1 5],1681470,[4 6 7 5 2 1 3 0 8 9],541718,[1 5 4 6 3 2 8 7 0 9],367459,[1 0 2 9 5 3 8 4 7 6],1145626,[3 1 5 4 0 9 6 8 2 7],1720115,[4 7 6 2 0 3 5 9 8 1],2130976,[5 8 7 6 4 0 3 9 1 2],1423674,[3 9 2 5 1 8 7 0 4 6],1221162,[3 4 2 5 0 6 9 1 7 8],300963,[0 8 4 7 1 2 3 6 9 5],317301,[0 8 7 9 5 1 6 3 4 2],1205599,[3 2 9 1 5 7 4 0 8 6],2558266,[7 0 4 6 1 9 3 8 2 5],1324028,[3 6 8 5 9 2 7 1 0 4],3061733,[8 3 9 4 2 5 0 7 6 1],3042765,[8 3 4 7 0 2 9 5 6 1],480795,[1 3 9 4 7 6 0 5 8 2],376522,[1 0 4 7 9 6 3 8 2 5],803214,[2 1 9 4 6 5 3 0 7 8],1712527,[4 7 3 8 5 0 2 1 9 6]
