100%,Optima 1, Optima [1],Optima 2, Optima [2],Optima 3, Optima [3],Optima 4, Optima [4],Optima 5, Optima [5],Optima 6, Optima [6],Optima 7, Optima [7],Optima 8, Optima [8],Optima 9, Optima [9],Optima 10, Optima [10],Optima 11, Optima [11],Optima 12, Optima [12],Optima 13, Optima [13],Optima 14, Optima [14],Optima 15, Optima [15],Optima 16, Optima [16],Optima 17, Optima [17],Optima 18, Optima [18],Optima 19, Optima [19],Optima 20, Optima [20]
26,1218346,[3 4 1 8 0 9 5 7 2 6],1226813,[3 4 5 2 9 6 0 8 7 1],1653635,[4 6 0 1 8 3 5 9 7 2],501886,[1 4 5 7 0 3 9 8 2 6],1888443,[5 1 8 6 9 0 2 4 7 3],2607782,[7 1 6 3 9 4 5 2 0 8],1272179,[3 5 6 2 9 4 1 8 7 0],2510263,[6 9 2 0 4 8 3 1 7 5],2906788,[8 0 1 7 3 4 2 9 5 6],2959986,[8 1 4 3 0 6 9 2 5 7],2316205,[6 3 4 5 9 7 2 0 8 1],2266067,[6 2 1 7 3 9 4 8 5 0],1665728,[4 6 2 5 7 0 3 8 1 9],2489197,[6 8 5 9 1 2 4 0 7 3],2297980,[6 2 9 8 4 7 0 5 1 3],3074776,[8 4 2 0 6 1 7 9 3 5],1806812,[4 9 7 3 2 6 8 1 0 5],1299840,[3 6 1 9 4 0 2 5 7 8],3339501,[9 1 7 5 2 0 8 4 6 3],654992,[1 8 2 9 6 3 4 5 0 7]
27,349000,[0 9 6 2 7 3 5 8 1 4],2583905,[7 1 0 6 8 4 5 9 3 2],2195395,[6 0 4 7 1 9 8 2 5 3],1962246,[5 3 7 2 4 0 6 1 8 9],2003380,[5 4 7 3 2 9 0 8 1 6],390090,[1 0 7 4 8 6 9 2 3 5],1467980,[4 0 5 2 9 1 8 6 3 7],1181582,[3 2 4 6 0 7 8 5 1 9],915689,[2 5 7 6 8 4 3 9 1 0],2786192,[7 6 0 8 5 2 3 4 1 9],3258219,[8 9 6 3 1 7 0 4 5 2],1447134,[3 9 8 0 7 4 2 1 5 6],3334111,[9 1 6 4 7 2 3 0 8 5],2209583,[6 0 8 3 9 1 7 5 4 2],317557,[0 8 9 1 2 4 6 3 7 5],1843699,[5 0 7 8 6 1 9 2 4 3],2859941,[7 8 9 3 0 6 1 5 4 2],835238,[2 3 7 8 0 4 6 5 1 9],441572,[1 2 9 6 3 7 8 4 0 5],2544326,[7 0 1 8 6 5 4 3 2 9]
28,890759,[2 5 0 8 1 9 7 6 4 3],2622534,[7 2 0 4 5 6 3 1 8 9],1098991,[3 0 4 1 6 5 7 2 9 8],752908,[2 0 7 4 8 3 1 9 5 6],623,[0 1 2 3 9 4 8 7 6 5],2529191,[6 9 5 7 4 2 8 3 1 0],61826,[0 2 6 3 9 4 1 7 5 8],2335902,[6 3 9 4 1 8 2 0 5 7],1617767,[4 5 0 9 8 2 7 6 3 1],3533037,[9 6 4 8 7 5 3 1 2 0],221946,[0 6 5 1 3 7 9 2 4 8],1541936,[4 2 1 9 6 5 3 7 0 8],2269215,[6 2 3 1 8 0 7 5 9 4],3545087,[9 6 8 2 5 1 7 4 3 0],2195536,[6 0 4 7 3 1 8 9 2 5],2783928,[7 6 0 3 5 4 1 2 8 9],3617453,[9 8 5 6 1 3 0 7 4 2],1625606,[4 5 2 6 8 7 3 1 0 9],3305705,[9 0 8 7 2 4 5 6 3 1],3252835,[8 9 5 2 6 7 4 0 3 1]
29,2485371,[6 8 5 0 9 3 1 4 7 2],3453521,[9 4 6 1 5 2 7 8 3 0],3021022,[8 2 9 3 7 0 6 5 1 4],1794293,[4 9 5 0 1 6 2 8 7 3],2779451,[7 5 9 3 2 0 4 8 6 1],1436846,[3 9 6 0 5 7 4 2 1 8],2207124,[6 0 7 9 3 5 4 1 2 8],1343650,[3 7 2 6 1 0 5 9 4 8],2934223,[8 0 7 2 3 9 4 1 6 5],3285565,[9 0 4 8 2 6 5 1 7 3],3041290,[8 3 4 5 0 1 6 9 2 7],2272243,[6 2 3 8 9 1 7 0 5 4],2685688,[7 3 5 9 0 6 4 8 1 2],318570,[0 8 9 2 4 6 7 1 3 5],1103227,[3 0 4 9 2 6 8 1 7 5],2247005,[6 1 7 8 9 0 2 5 4 3],3214565,[8 7 5 6 4 0 1 9 3 2],3472256,[9 5 0 8 4 3 2 6 1 7],2403562,[6 5 4 9 1 7 2 8 0 3],3158082,[8 6 2 5 1 3 9 0 4 7]
30,2739936,[7 4 9 5 2 8 0 1 3 6],2905427,[8 0 1 5 3 9 4 7 6 2],2097132,[5 8 0 1 7 2 6 3 4 9],2349722,[6 4 2 1 7 0 3 8 5 9],213058,[0 6 3 2 9 5 4 8 1 7],2820931,[7 6 9 4 8 3 5 0 2 1],3317700,[9 1 3 2 8 5 6 0 4 7],408281,[1 2 3 0 4 6 8 9 7 5],626264,[1 7 5 2 8 9 3 4 0 6],1227467,[3 4 5 6 8 9 1 7 2 0],900156,[2 5 3 7 1 4 8 0 6 9],2912904,[8 0 2 9 6 3 1 4 5 7],2839589,[7 8 3 2 9 1 0 6 5 4],1324541,[3 6 8 7 4 9 0 5 2 1],3180306,[8 6 9 0 1 4 7 2 3 5],2837724,[7 8 3 0 2 6 5 1 4 9],1504804,[4 1 3 7 0 2 5 9 6 8],2388021,[6 5 1 8 7 0 9 3 4 2],2526671,[6 9 5 2 1 4 8 7 3 0],3219527,[8 7 6 5 3 1 9 4 2 0]
31,612704,[1 7 2 5 9 8 3 4 0 6],1175325,[3 2 1 4 6 5 9 7 8 0],1881642,[5 1 7 3 4 2 9 0 6 8],2878728,[7 9 3 1 2 5 0 4 6 8],1399305,[3 8 6 5 2 9 1 4 7 0],905454,[2 5 4 7 6 3 1 0 8 9],1968349,[5 3 8 4 7 9 2 0 6 1],2942989,[8 0 9 7 3 6 4 1 5 2],1159665,[3 1 8 0 6 9 4 5 7 2],3451722,[9 4 5 8 0 2 7 1 3 6],3437383,[9 4 2 0 1 8 5 3 7 6],651936,[1 8 2 4 5 9 0 3 6 7],177728,[0 5 4 2 9 1 6 7 3 8],2872831,[7 9 2 0 1 4 5 3 8 6],145313,[0 4 6 8 7 9 3 5 2 1],2926084,[8 0 5 6 1 2 3 9 4 7],2413185,[6 5 8 7 3 9 1 2 4 0],2972749,[8 1 6 7 5 9 3 0 4 2],285852,[0 8 1 7 2 3 6 4 5 9],1977012,[5 4 0 2 9 1 7 3 6 8]
32,524211,[1 5 0 2 3 7 4 8 9 6],1512731,[4 1 6 2 0 3 7 9 8 5],1188756,[3 2 5 9 0 4 7 1 6 8],1745590,[4 8 2 3 5 6 9 7 0 1],6009,[0 1 3 4 6 2 7 8 9 5],2081303,[5 7 4 9 6 0 8 3 2 1],221556,[0 6 4 9 7 2 5 1 3 8],3604165,[9 8 3 0 6 5 4 1 7 2],2802958,[7 6 4 0 9 8 5 3 1 2],1343124,[3 7 2 5 4 8 6 0 1 9],1923799,[5 2 7 6 9 4 1 0 8 3],1513078,[4 1 6 2 5 9 8 7 0 3],2531527,[6 9 7 2 0 1 4 3 8 5],3258182,[8 9 6 3 1 4 5 2 0 7],203700,[0 6 1 4 9 5 7 2 3 8],1781664,[4 9 1 5 6 2 0 3 7 8],1207522,[3 2 9 6 0 7 4 8 1 5],3496235,[9 5 6 4 8 1 2 7 3 0],3230444,[8 9 0 7 5 2 6 3 1 4],1764045,[4 8 7 0 1 3 9 5 6 2]
33,2743731,[7 5 0 3 8 4 1 6 9 2],150972,[0 4 7 9 6 1 5 2 3 8],1753239,[4 8 3 9 0 2 6 5 7 1],981326,[2 7 3 6 9 5 4 1 0 8],3370520,[9 2 5 7 1 6 3 4 0 8],3006180,[8 2 5 4 1 6 7 0 3 9],1600462,[4 3 7 5 9 0 8 6 1 2],317960,[0 8 9 1 5 6 3 4 2 7],137447,[0 4 5 2 9 3 8 7 6 1],2821795,[7 6 9 8 0 5 4 1 3 2],1560456,[4 2 7 6 1 9 0 3 5 8],967148,[2 6 9 8 1 4 7 3 0 5],2640539,[7 2 4 9 3 5 1 8 6 0],770826,[2 1 0 9 6 5 8 3 4 7],3271284,[9 0 2 1 5 7 6 3 4 8],571303,[1 6 2 4 5 9 3 0 8 7],718692,[1 9 7 5 2 0 6 3 4 8],1612824,[4 5 0 1 2 6 3 7 8 9],3505221,[9 5 8 3 2 0 7 4 6 1],1378128,[3 8 1 5 0 6 2 4 7 9]
34,2300420,[6 3 0 5 1 2 9 7 4 8],1498108,[4 1 2 3 8 5 0 9 6 7],1054598,[2 9 1 3 7 4 6 5 0 8],20784,[0 1 6 2 9 4 3 5 7 8],2424183,[6 7 0 9 8 3 4 2 5 1],257416,[0 7 4 1 6 2 8 9 3 5],628351,[1 7 5 6 8 2 3 0 9 4],1925059,[5 2 7 9 6 0 8 1 4 3],280690,[0 7 9 5 8 1 3 6 2 4],2719137,[7 4 3 5 6 2 1 8 9 0],2880670,[7 9 3 4 8 2 6 5 0 1],2582384,[7 1 0 4 6 9 3 5 2 8],594609,[1 6 7 9 8 0 3 4 5 2],1582559,[4 3 1 9 8 7 6 5 2 0],3124067,[8 5 3 7 9 6 1 4 2 0],2479743,[6 8 4 0 1 5 7 3 9 2],284903,[0 8 1 5 7 2 9 6 4 3],1437668,[3 9 6 1 7 4 8 2 0 5],2263780,[6 2 1 3 0 9 4 8 5 7],1492960,[4 1 0 3 7 5 8 9 2 6]
35,1038605,[2 8 7 0 5 1 3 9 6 4],2715793,[7 4 2 8 9 5 0 1 6 3],1261709,[3 5 2 4 6 1 0 9 8 7],482493,[1 3 9 7 0 6 8 4 5 2],278200,[0 7 9 2 4 3 6 8 1 5],1734970,[4 8 0 2 7 1 5 9 3 6],1580068,[4 3 1 6 7 2 0 9 5 8],2145018,[5 9 1 6 2 0 8 3 4 7],700243,[1 9 3 8 5 2 7 0 6 4],1330093,[3 6 9 8 2 0 5 1 7 4],1596640,[4 3 6 8 5 1 7 9 0 2],1808426,[4 9 7 6 5 1 0 3 2 8],788231,[2 1 6 4 8 5 9 7 3 0],1850030,[5 0 9 1 4 8 6 3 2 7],3288820,[9 0 5 4 7 8 1 6 2 3],74706,[0 2 8 7 6 4 9 1 3 5],902020,[2 5 3 9 7 8 0 6 1 4],2776878,[7 5 8 9 4 3 1 0 2 6],1058839,[2 9 3 0 6 7 4 1 8 5],2764931,[7 5 4 6 1 0 3 9 8 2]
36,721621,[1 9 8 2 3 5 6 0 7 4],988823,[2 7 5 1 4 0 9 8 6 3],1287421,[3 5 9 4 0 6 7 1 8 2],1990489,[5 4 2 9 6 3 0 1 8 7],3563147,[9 7 2 8 5 6 1 4 3 0],1187849,[3 2 5 7 8 6 4 9 1 0],670585,[1 8 6 0 4 3 2 5 9 7],3521486,[9 6 2 5 8 4 3 1 0 7],3399749,[9 3 2 5 8 1 0 7 6 4],27617,[0 1 7 5 4 2 8 9 6 3],1497024,[4 1 2 0 5 6 3 7 8 9],2979593,[8 1 9 2 3 7 5 6 4 0],380608,[1 0 5 6 7 8 4 9 2 3],3262420,[8 9 7 2 0 6 1 5 3 4],1086809,[2 9 8 5 3 6 4 7 1 0],1391752,[3 8 5 0 9 7 4 6 1 2],1671135,[4 6 3 7 0 1 8 5 9 2],445244,[1 3 0 5 6 4 9 7 2 8],1649879,[4 5 9 2 3 8 7 6 1 0],1437500,[3 9 6 1 5 0 8 4 2 7]
37,3613012,[9 8 4 7 0 3 1 6 2 5],436204,[1 2 8 5 9 0 3 7 4 6],2148944,[5 9 2 3 6 8 1 4 0 7],2096946,[5 8 0 1 4 6 9 2 3 7],374547,[1 0 4 5 3 6 2 8 9 7],1039406,[2 8 7 1 5 6 4 3 0 9],270292,[0 7 6 5 3 4 1 9 2 8],3188429,[8 7 0 5 3 2 1 9 6 4],3195553,[8 7 2 0 3 6 1 4 9 5],530679,[1 5 2 4 0 6 8 7 9 3],893587,[2 5 1 4 0 7 9 3 8 6],1638557,[4 5 7 0 8 6 1 9 3 2],75881,[0 2 9 1 5 4 7 8 6 3],575562,[1 6 3 2 5 4 9 0 7 8],830900,[2 3 6 9 0 1 8 5 4 7],611148,[1 7 2 3 8 9 5 0 4 6],1044295,[2 8 9 1 4 5 3 0 7 6],1408684,[3 8 9 4 5 0 1 7 2 6],2628323,[7 2 1 5 4 8 3 9 6 0],821826,[2 3 5 0 6 7 9 1 4 8]
38,221808,[0 6 5 1 2 7 3 4 8 9],1466396,[4 0 3 9 6 8 7 2 1 5],915191,[2 5 7 6 0 4 9 8 3 1],1119436,[3 0 8 1 7 6 2 9 4 5],911977,[2 5 6 9 4 8 0 1 7 3],817787,[2 3 4 1 8 9 5 7 6 0],3175244,[8 6 7 0 1 3 9 4 2 5],3458933,[9 4 7 2 0 5 1 8 6 3],2508140,[6 9 1 5 4 0 8 3 2 7],2896616,[7 9 6 5 0 3 2 4 1 8],2327302,[6 3 7 8 2 0 9 5 1 4],551590,[1 5 7 4 0 6 9 8 2 3],3509187,[9 6 0 2 8 3 1 5 7 4],332227,[0 9 2 8 4 5 7 1 6 3],2122485,[5 8 6 0 9 2 7 3 4 1],226511,[0 6 5 9 4 3 8 7 2 1],124030,[0 4 1 7 3 6 9 8 2 5],3341517,[9 1 7 8 6 5 4 2 3 0],1825323,[5 0 3 2 4 1 6 8 9 7],2966861,[8 1 5 6 4 9 0 7 3 2]
39,2242002,[6 1 5 8 9 2 7 0 3 4],1438731,[3 9 6 4 1 5 0 7 8 2],1464267,[4 0 3 6 8 2 1 7 9 5],1472005,[4 0 6 1 5 8 7 2 9 3],3351078,[9 2 0 8 3 6 4 1 5 7],2937573,[8 0 7 6 9 4 5 2 3 1],1879857,[5 1 6 9 8 3 2 4 7 0],1795732,[4 9 5 2 0 6 1 8 3 7],1691308,[4 6 9 5 0 2 1 8 3 7],78565,[0 2 9 6 1 7 5 3 8 4],1068491,[2 9 5 0 1 3 6 8 7 4],255838,[0 7 3 8 2 9 6 5 1 4],1356349,[3 7 6 0 8 9 4 1 5 2],2157179,[5 9 4 0 1 6 3 8 7 2],3007440,[8 2 5 7 0 1 3 4 6 9],2417890,[6 5 9 7 1 0 3 8 2 4],2174901,[5 9 8 3 6 0 7 2 4 1],1282234,[3 5 8 2 9 1 4 7 0 6],825921,[2 3 5 9 0 7 4 6 8 1],159817,[0 4 9 6 8 7 1 2 5 3]
40,1120116,[3 0 8 2 7 4 6 1 5 9],1914850,[5 2 4 9 6 0 3 8 1 7],340506,[0 9 4 5 8 3 7 1 2 6],417256,[1 2 4 8 6 0 7 9 3 5],61986,[0 2 6 4 1 7 9 3 5 8],1767047,[4 8 7 5 1 2 9 6 3 0],176048,[0 5 3 9 6 1 4 7 2 8],1600189,[4 3 7 5 2 9 6 0 8 1],439911,[1 2 9 3 8 7 5 4 6 0],2394476,[6 5 3 0 7 9 8 2 1 4],534554,[1 5 3 0 6 8 2 7 4 9],1407684,[3 8 9 2 0 6 5 1 4 7],1381897,[3 8 2 1 4 9 0 5 7 6],2625578,[7 2 0 9 5 8 1 4 3 6],2719770,[7 4 3 6 2 8 9 0 1 5],3428414,[9 4 0 2 7 1 6 5 3 8],3297707,[9 0 7 3 1 8 4 6 5 2],2500116,[6 9 0 1 4 3 7 2 5 8],3478549,[9 5 2 1 3 8 6 0 7 4],2006806,[5 4 8 1 2 3 9 7 0 6]
41,1268966,[3 5 4 8 2 7 6 1 0 9],447803,[1 3 0 8 9 6 4 7 5 2],3060611,[8 3 9 1 7 0 4 6 5 2],2652637,[7 2 8 3 1 4 6 0 9 5],2840100,[7 8 3 4 5 2 6 0 1 9],1569810,[4 2 9 5 1 7 8 0 3 6],400161,[1 0 9 4 7 6 3 5 8 2],2668695,[7 3 1 5 6 0 8 4 9 2],2922210,[8 0 4 7 5 6 9 1 2 3],3422203,[9 3 8 0 1 4 7 2 6 5],1230683,[3 4 6 1 2 8 5 9 7 0],227329,[0 6 7 1 8 4 2 3 9 5],1391798,[3 8 5 1 0 4 7 6 2 9],409228,[1 2 3 4 6 5 0 9 7 8],42422,[0 2 1 5 9 6 7 4 3 8],1218241,[3 4 1 8 0 2 5 6 9 7],43619,[0 2 1 7 6 5 4 9 8 3],2107651,[5 8 2 1 3 7 9 0 6 4],2238178,[6 1 5 0 7 4 3 9 2 8],2661828,[7 3 0 1 9 8 5 2 4 6]
42,2794433,[7 6 2 4 0 9 5 8 3 1],2420610,[6 7 0 2 9 5 8 1 3 4],3002695,[8 2 4 7 3 5 1 0 9 6],1379672,[3 8 1 7 2 4 5 6 0 9],655828,[1 8 3 0 9 4 2 7 5 6],914980,[2 5 7 4 8 9 0 6 1 3],556839,[1 5 8 4 3 2 7 6 9 0],1450267,[3 9 8 6 1 4 7 0 5 2],3575588,[9 7 5 3 0 4 8 2 1 6],3293840,[9 0 6 4 7 5 2 3 1 8],3607025,[9 8 3 5 6 2 4 7 1 0],3293375,[9 0 6 4 1 7 8 5 3 2],1565977,[4 2 8 6 9 7 0 1 5 3],463486,[1 3 5 9 7 2 8 6 0 4],1391687,[3 8 5 0 9 2 7 6 4 1],2795241,[7 6 2 5 1 8 3 4 9 0],157243,[0 4 9 2 5 3 8 1 7 6],2048939,[5 6 8 3 7 2 1 9 4 0],2837518,[7 8 2 9 6 5 4 3 0 1],3034181,[8 3 2 0 1 9 4 7 6 5]
43,711262,[1 9 6 0 8 2 7 5 3 4],219362,[0 6 4 5 8 1 2 7 3 9],2548389,[7 0 2 6 4 5 9 3 8 1],1208431,[3 2 9 7 4 1 5 0 8 6],2529740,[6 9 5 8 3 0 7 2 1 4],1435033,[3 9 5 7 0 6 1 2 8 4],869991,[2 4 6 7 1 9 5 3 8 0],1164360,[3 1 9 0 4 2 5 6 7 8],1235324,[3 4 7 0 8 2 9 5 1 6],1076525,[2 9 6 5 1 0 3 8 7 4],1483942,[4 0 8 5 1 2 9 7 3 6],2964923,[8 1 5 2 9 6 3 7 4 0],1484818,[4 0 8 6 2 5 3 9 1 7],1682658,[4 6 7 9 0 1 8 2 3 5],3197966,[8 7 2 4 5 6 3 1 0 9],687326,[1 9 0 4 6 7 5 3 2 8],3505895,[9 5 8 4 1 6 7 3 2 0],1246261,[3 4 9 1 8 5 6 0 7 2],1740880,[4 8 1 3 9 2 6 7 0 5],1172585,[3 2 0 7 6 5 8 9 4 1]
44,1462959,[4 0 3 2 9 5 7 6 8 1],2972394,[8 1 6 7 2 9 5 0 3 4],2762387,[7 5 4 0 6 9 2 8 3 1],3297636,[9 0 7 3 1 4 6 2 5 8],1310643,[3 6 5 0 4 1 2 8 9 7],1361703,[3 7 8 1 2 5 6 4 9 0],1127845,[3 0 9 7 4 6 5 1 8 2],1856133,[5 1 0 3 9 7 8 4 6 2],3408201,[9 3 5 1 6 7 2 4 8 0],70698,[0 2 8 1 4 3 9 5 6 7],1892682,[5 1 9 4 7 2 8 0 3 6],583576,[1 6 4 8 5 0 7 9 2 3],1465372,[4 0 3 8 2 6 1 9 5 7],63969,[0 2 6 7 9 1 4 5 8 3],2106053,[5 8 1 9 0 4 2 7 6 3],295077,[0 8 3 5 7 9 6 2 4 1],762260,[2 0 9 3 7 1 8 5 4 6],2799717,[7 6 3 4 2 9 8 1 5 0],298399,[0 8 4 2 5 7 3 1 9 6],1586040,[4 3 2 7 9 0 1 5 6 8]
45,118526,[0 3 9 5 6 7 4 2 1 8],1702415,[4 7 1 8 3 6 9 5 2 0],2339817,[6 4 0 2 8 5 3 7 9 1],3037138,[8 3 2 6 1 5 4 9 0 7],2535958,[6 9 8 1 0 7 5 4 2 3],319107,[0 8 9 3 2 4 1 6 7 5],593927,[1 6 7 8 9 2 5 4 3 0],1736544,[4 8 0 5 9 2 1 3 6 7],1836227,[5 0 6 3 2 9 4 8 7 1],1455634,[4 0 1 8 7 3 5 9 2 6],72896,[0 2 8 5 3 6 4 7 1 9],499608,[1 4 5 0 9 6 2 3 7 8],1567032,[4 2 8 9 3 6 0 1 5 7],1834267,[5 0 4 9 6 3 8 1 7 2],921511,[2 5 8 7 9 1 3 0 6 4],2222047,[6 1 0 9 3 2 5 4 8 7],332877,[0 9 3 1 4 8 7 5 6 2],2748520,[7 5 1 3 4 2 8 9 0 6],1925608,[5 2 8 0 4 7 6 9 1 3],1754342,[4 8 5 0 6 3 7 2 1 9]
46,2540475,[7 0 1 2 5 8 3 6 9 4],2940058,[8 0 9 3 4 5 2 7 1 6],1342637,[3 7 2 4 8 6 0 9 5 1],956415,[2 6 7 8 3 0 5 4 9 1],1620260,[4 5 1 6 3 0 9 7 2 8],39478,[0 1 9 7 6 8 5 4 2 3],2313748,[6 3 4 0 7 2 1 9 5 8],1056817,[2 9 1 6 7 8 0 3 5 4],1659176,[4 6 1 2 5 7 3 8 0 9],3504113,[9 5 8 1 6 7 3 4 2 0],708177,[1 9 5 4 6 3 2 7 8 0],624732,[1 7 4 9 6 0 5 2 3 8],2083067,[5 7 6 2 0 9 3 8 4 1],18856,[0 1 5 8 3 2 7 9 4 6],3208396,[8 7 4 5 0 6 1 9 2 3],3230159,[8 9 0 7 2 6 5 4 3 1],801248,[2 1 8 9 7 0 4 5 3 6],3302807,[9 0 8 3 2 4 7 6 5 1],418888,[1 2 5 0 8 7 6 9 3 4],2752847,[7 5 2 1 4 3 9 8 6 0]
47,449078,[1 3 2 0 8 5 7 6 4 9],50233,[0 2 3 9 7 6 1 4 8 5],1303575,[3 6 2 7 5 0 8 4 9 1],3509965,[9 6 0 3 8 5 4 1 7 2],1918803,[5 2 6 8 0 1 3 7 9 4],410775,[1 2 3 6 7 0 8 5 9 4],2397700,[6 5 3 8 0 9 1 7 2 4],140276,[0 4 5 8 7 9 6 2 1 3],1197001,[3 2 7 5 6 0 1 4 9 8],3219303,[8 7 6 5 1 3 4 2 9 0],1635860,[4 5 6 7 0 1 9 3 2 8],1035450,[2 8 6 4 0 7 9 1 3 5],1160152,[3 1 8 2 4 9 6 7 0 5],3231762,[8 9 1 2 5 3 7 0 4 6],121208,[0 4 1 2 6 3 7 8 5 9],640698,[1 7 9 0 8 2 6 3 4 5],1031889,[2 8 5 7 1 0 4 6 9 3],749571,[2 0 6 8 1 5 3 7 9 4],2356882,[6 4 3 7 2 8 1 9 0 5],3360577,[9 2 3 7 4 8 0 1 6 5]
48,2553412,[7 0 3 6 4 5 1 9 2 8],1326365,[3 6 9 1 2 0 4 8 7 5],861261,[2 4 3 9 1 0 8 6 7 5],73026,[0 2 8 5 4 6 9 1 3 7],3081487,[8 4 3 2 9 0 5 1 7 6],741437,[2 0 5 1 8 7 3 9 6 4],2403427,[6 5 4 9 0 3 8 1 7 2],301369,[0 8 4 7 5 3 1 2 9 6],1488854,[4 0 9 3 8 1 6 5 2 7],196563,[0 5 9 1 2 3 4 7 8 6],2622347,[7 2 0 4 1 9 5 8 6 3],2293721,[6 2 9 0 7 3 5 8 4 1],2457547,[6 7 9 4 1 3 8 0 5 2],2850967,[7 8 5 4 6 0 2 1 9 3],3093976,[8 4 6 9 1 0 5 7 2 3],1424675,[3 9 2 6 7 1 4 8 5 0],1625966,[4 5 2 7 1 8 6 3 0 9],2067585,[5 7 2 1 6 9 3 4 8 0],2642532,[7 2 5 3 1 0 8 4 6 9],620114,[1 7 4 0 3 8 2 6 5 9]
49,2444836,[6 7 5 0 4 8 1 9 2 3],1643203,[4 5 8 0 2 3 9 1 7 6],855293,[2 4 1 7 9 5 0 8 6 3],2608660,[7 1 6 5 0 9 2 8 3 4],2294396,[6 2 9 1 5 8 7 3 0 4],400572,[1 0 9 5 4 2 7 3 6 8],3418573,[9 3 7 2 0 1 6 4 8 5],473827,[1 3 8 0 2 6 9 4 7 5],2671442,[7 3 2 0 5 1 4 8 6 9],701366,[1 9 4 2 0 7 6 5 3 8],3366726,[9 2 5 0 1 3 6 4 7 8],1529463,[4 1 9 5 2 6 7 3 8 0],2039136,[5 6 4 7 0 9 1 2 3 8],1398191,[3 8 6 2 9 4 7 5 1 0],1256871,[3 5 1 4 7 9 6 2 8 0],3429929,[9 4 0 5 7 6 3 8 2 1],739628,[2 0 4 8 3 6 9 5 1 7],2553357,[7 0 3 6 2 9 8 4 5 1],1786568,[4 9 2 5 3 0 6 7 1 8],3254521,[8 9 5 6 1 0 2 3 7 4]
50,3154531,[8 6 1 9 2 5 7 0 4 3],2766109,[7 5 4 8 6 9 2 0 3 1],1732318,[4 7 9 5 8 6 3 2 0 1],954269,[2 6 7 3 4 1 0 9 8 5],250894,[0 7 2 8 4 6 9 5 1 3],1813580,[4 9 8 6 7 0 5 2 1 3],2997986,[8 2 3 7 9 1 0 5 4 6],3371706,[9 2 5 8 7 3 6 0 1 4],3318572,[9 1 3 5 0 7 8 4 2 6],3265727,[8 9 7 6 4 1 5 3 2 0],16770,[0 1 5 4 3 8 9 2 6 7],1260493,[3 5 2 0 8 1 7 4 9 6],2200582,[6 0 5 7 3 1 9 8 2 4],3560721,[9 7 2 4 3 6 1 5 8 0],281395,[0 7 9 6 5 8 4 1 3 2],1660123,[4 6 1 3 8 2 9 0 7 5],3245696,[8 9 3 7 6 2 1 4 0 5],1316188,[3 6 7 1 0 4 2 9 5 8],939259,[2 6 3 4 7 0 9 1 8 5],942765,[2 6 4 0 5 3 9 7 8 1]
51,3399102,[9 3 2 4 8 7 1 0 5 6],1719694,[4 7 6 1 3 8 9 5 0 2],2013447,[5 4 9 3 2 7 6 1 8 0],1698465,[4 7 0 9 8 6 2 3 5 1],1700757,[4 7 1 5 0 9 8 3 6 2],1849245,[5 0 8 9 3 2 7 4 6 1],559231,[1 5 8 9 6 2 3 0 7 4],845222,[2 3 9 6 8 4 5 1 0 7],481247,[1 3 9 5 4 2 8 7 6 0],1693548,[4 7 0 1 2 9 6 3 5 8],2371885,[6 4 8 5 1 7 3 0 9 2],1682671,[4 6 7 9 0 2 3 1 8 5],1447964,[3 9 8 2 0 4 7 5 1 6],1611232,[4 3 9 6 7 8 2 5 0 1],2263687,[6 2 1 3 0 4 7 5 9 8],3010718,[8 2 6 3 5 1 7 4 0 9],2185090,[6 0 2 5 9 1 4 8 3 7],767221,[2 1 0 4 7 6 8 3 9 5],939851,[2 6 3 5 4 0 7 9 8 1],2580776,[7 1 0 2 5 6 4 8 3 9]
52,2255457,[6 1 9 4 5 3 2 7 8 0],3115726,[8 5 2 1 4 3 9 7 0 6],132593,[0 4 3 5 1 9 7 8 6 2],3577382,[9 7 5 6 3 2 4 1 0 8],2722127,[7 4 5 0 8 2 9 6 3 1],2919492,[8 0 4 2 9 1 6 3 5 7],3542433,[9 6 7 8 0 2 3 4 5 1],650407,[1 8 2 0 5 3 6 4 9 7],1049803,[2 9 0 4 1 5 8 3 7 6],1046158,[2 8 9 4 7 6 5 3 0 1],2948933,[8 1 2 0 7 5 3 9 6 4],148700,[0 4 7 5 6 1 9 3 2 8],957523,[2 6 7 9 8 1 5 0 4 3],2645755,[7 2 5 9 4 8 6 0 3 1],583513,[1 6 4 8 3 7 0 2 9 5],3026481,[8 3 0 5 4 7 2 6 9 1],3496725,[9 5 6 7 3 1 8 2 4 0],2963614,[8 1 5 0 2 7 9 6 3 4],2600374,[7 1 4 9 5 6 8 3 0 2],3245638,[8 9 3 7 5 6 4 2 0 1]
