98%,Optima 1, Optima [1],Optima 2, Optima [2],Optima 3, Optima [3],Optima 4, Optima [4],Optima 5, Optima [5],Optima 6, Optima [6],Optima 7, Optima [7],Optima 8, Optima [8],Optima 9, Optima [9],Optima 10, Optima [10],Optima 11, Optima [11],Optima 12, Optima [12],Optima 13, Optima [13],Optima 14, Optima [14],Optima 15, Optima [15],Optima 16, Optima [16],Optima 17, Optima [17],Optima 18, Optima [18],Optima 19, Optima [19],Optima 20, Optima [20]
26,3510466,[9 6 0 4 5 8 2 7 1 3],3006231,[8 2 5 4 1 9 6 3 7 0],1496968,[4 1 2 0 3 8 7 9 5 6],394968,[1 0 8 4 6 5 2 3 7 9],2477240,[6 8 3 4 5 7 1 2 0 9],414519,[1 2 4 3 8 5 7 6 9 0],1823358,[5 0 2 8 4 7 3 1 6 9],446095,[1 3 0 6 7 5 4 2 9 8],2116428,[5 8 3 9 2 7 4 0 1 6],1529853,[4 1 9 5 7 6 8 2 3 0],790099,[2 1 6 8 4 0 9 3 7 5],628944,[1 7 5 8 4 2 0 3 6 9],1237486,[3 4 7 5 8 1 9 6 0 2],2312320,[6 3 2 8 5 1 7 9 0 4],2693137,[7 3 8 2 4 9 0 1 6 5],233179,[0 6 8 2 9 1 7 3 5 4],25664,[0 1 7 2 6 9 4 5 3 8],3204489,[8 7 3 6 5 0 2 4 9 1],2952243,[8 1 2 7 4 0 3 6 9 5],3432918,[9 4 1 0 8 6 3 2 5 7]
27,1720701,[4 7 6 2 9 0 8 3 5 1],3036125,[8 3 2 4 9 0 1 7 6 5],2504110,[6 9 0 7 8 3 5 4 1 2],1009203,[2 8 0 3 7 1 4 6 9 5],677098,[1 8 7 3 4 5 2 9 0 6],3016095,[8 2 7 4 0 1 6 5 9 3],1768521,[4 8 7 9 1 5 2 3 6 0],566924,[1 6 0 5 4 3 9 7 2 8],2055703,[5 6 9 8 0 7 2 1 4 3],2536511,[6 9 8 1 7 3 5 4 2 0],3123088,[8 5 3 6 4 7 2 9 0 1],368523,[1 0 3 2 9 4 5 7 8 6],2471123,[6 8 2 3 0 7 4 9 5 1],2562494,[7 0 5 4 1 2 8 6 3 9],1768205,[4 8 7 6 9 0 1 5 3 2],2895978,[7 9 6 4 1 0 8 2 3 5],1142325,[3 1 4 7 6 2 9 5 8 0],2183662,[6 0 2 3 9 1 8 7 4 5],1615961,[4 5 0 7 3 2 8 9 6 1],3047621,[8 3 5 6 7 9 0 4 2 1]
28,727568,[2 0 1 5 7 3 6 8 4 9],187626,[0 5 7 2 6 4 9 1 3 8],3445247,[9 4 3 6 0 2 8 7 5 1],1346335,[3 7 4 0 9 5 2 1 8 6],2286350,[6 2 7 5 3 9 4 1 0 8],2542925,[7 0 1 5 9 2 3 8 6 4],1993534,[5 4 3 6 8 7 9 2 0 1],1590502,[4 3 5 7 0 1 9 8 2 6],390783,[1 0 7 5 8 4 6 3 9 2],1976188,[5 4 0 1 8 3 2 9 6 7],626554,[1 7 5 3 2 4 6 9 0 8],604539,[1 6 9 8 4 7 0 3 5 2],3334975,[9 1 6 5 8 3 2 0 7 4],1530169,[4 1 9 6 2 5 0 3 8 7],566375,[1 6 0 4 7 8 9 5 3 2],3483331,[9 5 3 0 8 6 7 1 4 2],3321500,[9 1 4 0 3 2 8 6 5 7],1700496,[4 7 1 3 8 9 0 2 5 6],1108279,[3 0 5 9 2 7 4 1 8 6],331203,[0 9 2 7 1 3 4 6 8 5]
29,731622,[2 0 3 4 1 9 6 5 7 8],2180694,[6 0 1 7 8 4 3 2 5 9],2657329,[7 2 9 1 6 4 0 3 8 5],3060191,[8 3 9 1 2 5 7 6 4 0],3202261,[8 7 3 2 5 4 6 0 9 1],1059048,[2 9 3 0 8 5 1 4 6 7],615706,[1 7 3 2 0 9 5 8 4 6],3289091,[9 0 5 6 2 1 4 8 7 3],1206657,[3 2 9 4 8 5 1 6 7 0],402810,[1 0 9 8 4 6 7 2 3 5],659622,[1 8 3 9 0 7 4 2 5 6],801213,[2 1 8 9 6 5 7 3 4 0],359917,[0 9 8 3 7 2 5 1 6 4],2065209,[5 7 1 8 3 0 4 6 9 2],2412512,[6 5 8 4 7 1 2 3 0 9],2920952,[8 0 4 5 9 2 3 6 1 7],1745380,[4 8 2 3 0 9 1 7 5 6],500511,[1 4 5 3 0 9 7 6 8 2],187142,[0 5 7 1 9 4 6 3 2 8],2730939,[7 4 6 8 9 5 0 2 3 1]
30,437027,[1 2 8 6 9 7 3 5 4 0],801957,[2 1 9 0 7 8 6 4 5 3],892216,[2 5 1 0 4 3 8 9 6 7],3485824,[9 5 3 6 2 4 7 8 0 1],3395899,[9 3 1 7 5 0 8 2 6 4],2264084,[6 2 1 3 7 4 9 5 0 8],87023,[0 3 2 4 9 1 8 7 6 5],2042698,[5 6 7 2 0 4 3 9 1 8],704133,[1 9 4 6 8 5 7 2 3 0],901636,[2 5 3 9 1 7 0 8 4 6],2795926,[7 6 2 8 1 3 9 5 0 4],1414036,[3 9 0 5 8 6 1 7 2 4],3569728,[9 7 4 1 8 5 3 6 0 2],1660174,[4 6 1 3 8 7 9 5 0 2],806042,[2 1 9 8 5 0 3 6 4 7],824219,[2 3 5 6 8 4 1 9 7 0],2369147,[6 4 8 0 3 9 2 7 5 1],2411029,[6 5 8 2 4 9 3 0 7 1],1893585,[5 1 9 6 8 7 2 3 4 0],3350069,[9 2 0 6 8 3 1 7 5 4]
31,3066585,[8 4 0 5 1 9 3 6 7 2],507793,[1 4 6 8 2 7 0 3 9 5],2828560,[7 8 1 2 5 3 6 9 0 4],2843888,[7 8 4 1 9 0 3 5 2 6],2223035,[6 1 2 0 7 4 5 9 8 3],1165677,[3 1 9 2 8 7 6 4 5 0],227927,[0 6 7 2 5 3 9 8 4 1],1580241,[4 3 1 6 8 7 2 5 9 0],422805,[1 2 5 9 3 4 8 6 7 0],1713468,[4 7 3 9 6 8 2 0 1 5],2041179,[5 6 4 9 8 7 0 2 3 1],1206786,[3 2 9 5 0 6 8 1 4 7],3200634,[8 7 3 0 2 9 6 1 4 5],2658937,[7 2 9 4 8 6 0 1 5 3],832364,[2 3 7 1 0 5 9 6 4 8],2193127,[6 0 4 2 1 3 7 5 9 8],3443688,[9 4 3 1 8 5 0 2 6 7],1693552,[4 7 0 1 2 9 6 8 3 5],1373474,[3 8 0 5 6 7 1 4 2 9],3255844,[8 9 6 0 1 2 3 7 4 5]
32,2188827,[6 0 3 4 1 5 2 8 9 7],2662303,[7 3 0 2 6 9 4 1 8 5],87413,[0 3 2 5 6 7 1 9 8 4],2263224,[6 2 1 0 5 4 3 7 8 9],1217293,[3 4 1 6 8 0 7 2 9 5],392193,[1 0 7 8 6 3 4 5 9 2],268413,[0 7 6 2 8 5 9 3 4 1],643599,[1 7 9 5 8 2 4 3 6 0],1576716,[4 3 0 8 9 2 6 1 5 7],3561121,[9 7 2 5 0 1 3 4 8 6],1687012,[4 6 8 7 0 3 1 9 2 5],1155409,[3 1 7 2 8 5 0 4 9 6],1190767,[3 2 6 1 9 0 5 4 8 7],510045,[1 4 7 2 5 3 9 6 8 0],798353,[2 1 8 4 7 9 5 6 3 0],3603984,[9 8 3 0 5 2 1 4 6 7],2409383,[6 5 8 0 3 1 9 7 4 2],2721674,[7 4 5 0 1 8 2 6 3 9],2658415,[7 2 9 4 1 5 3 0 8 6],3199222,[8 7 2 6 3 0 9 5 1 4]
33,630351,[1 7 6 0 4 9 5 3 8 2],3339376,[9 1 7 5 0 2 6 8 3 4],1861764,[5 1 2 4 8 7 6 0 3 9],487009,[1 4 0 7 5 6 2 3 9 8],1920068,[5 2 6 9 7 3 8 1 0 4],1319144,[3 6 7 8 0 9 2 4 1 5],3017991,[8 2 7 6 4 9 3 1 5 0],1843758,[5 0 7 8 6 4 2 1 3 9],2029161,[5 6 2 7 1 8 3 4 9 0],2220015,[6 1 0 5 4 2 8 7 9 3],2736724,[7 4 9 0 1 2 3 8 5 6],245435,[0 7 1 6 9 3 4 8 5 2],334676,[0 9 3 4 7 8 6 2 1 5],1556810,[4 2 6 9 1 5 0 7 3 8],1314281,[3 6 5 8 2 1 7 9 4 0],3545502,[9 6 8 3 1 7 2 0 4 5],719507,[1 9 7 6 2 8 3 5 4 0],1662866,[4 6 1 9 5 2 0 7 3 8],1206816,[3 2 9 5 0 8 1 4 6 7],1108368,[3 0 5 9 4 6 1 2 7 8]
34,1920605,[5 2 7 0 6 1 3 9 8 4],484979,[1 4 0 3 7 6 5 9 8 2],2230758,[6 1 3 7 2 8 4 0 5 9],2596778,[7 1 4 2 6 9 0 5 3 8],122416,[0 4 1 5 2 3 8 9 6 7],49413,[0 2 3 8 6 7 9 4 5 1],1810578,[4 9 8 1 6 0 7 2 3 5],1493936,[4 1 0 5 9 6 3 7 2 8],1247314,[3 4 9 5 2 1 6 8 0 7],1722143,[4 7 6 5 9 0 8 3 2 1],2015584,[5 4 9 8 2 3 6 7 0 1],1735772,[4 8 0 3 7 6 9 2 1 5],1678677,[4 6 7 0 3 9 8 2 5 1],3242465,[8 9 3 2 4 5 6 7 1 0],3146819,[8 6 0 3 5 4 2 9 7 1],1580997,[4 3 1 7 8 9 6 2 5 0],548933,[1 5 6 9 3 4 0 8 7 2],1539128,[4 2 1 5 8 0 6 7 3 9],2817997,[7 6 9 0 8 2 4 1 5 3],356219,[0 9 7 5 6 3 2 8 4 1]
35,172853,[0 5 3 4 1 7 2 9 8 6],2731738,[7 4 8 0 1 5 3 9 2 6],274346,[0 7 8 4 1 3 2 6 5 9],3225682,[8 9 0 1 2 6 4 7 3 5],331826,[0 9 2 7 8 3 1 5 4 6],3346555,[9 1 8 7 6 5 4 0 3 2],1887985,[5 1 8 6 2 3 0 4 9 7],2717752,[7 4 3 1 6 9 5 8 0 2],1993062,[5 4 3 6 0 9 2 1 7 8],1463386,[4 0 3 5 6 9 2 8 1 7],432346,[1 2 7 8 4 9 3 6 0 5],2195529,[6 0 4 7 3 1 5 8 9 2],2864825,[7 9 0 3 8 4 5 6 2 1],3223134,[8 7 9 3 4 2 1 0 5 6],2533780,[6 9 7 5 0 8 1 4 2 3],2667527,[7 3 1 2 9 4 8 6 5 0],2026610,[5 6 2 0 8 4 1 7 3 9],2383171,[6 5 0 8 9 4 7 1 3 2],3414682,[9 3 6 4 5 7 1 8 0 2],1987514,[5 4 2 3 6 8 0 7 1 9]
36,2552320,[7 0 3 4 9 2 6 8 1 5],502089,[1 4 5 7 3 0 6 8 9 2],300374,[0 8 4 6 2 1 7 5 3 9],658267,[1 8 3 6 2 5 9 0 7 4],415981,[1 2 4 6 8 5 7 0 9 3],1196067,[3 2 7 4 1 5 0 8 9 6],1791773,[4 9 3 5 6 2 0 8 7 1],1340104,[3 7 1 9 2 5 6 8 0 4],1671598,[4 6 3 7 5 9 8 2 0 1],3121985,[8 5 3 4 0 6 7 9 2 1],2030488,[5 6 2 9 0 7 4 8 1 3],1412738,[3 9 0 4 1 8 2 6 5 7],1506318,[4 1 3 9 0 7 5 2 6 8],68875,[0 2 7 6 5 9 8 1 4 3],151778,[0 4 8 1 7 9 2 5 3 6],1089971,[3 0 1 4 9 2 6 8 7 5],2669523,[7 3 1 6 8 0 2 5 9 4],1934997,[5 2 9 8 3 7 6 1 4 0],671941,[1 8 6 3 2 5 7 0 9 4],3230409,[8 9 0 7 5 1 3 4 6 2]
37,2901529,[7 9 8 4 6 2 0 1 5 3],2952378,[8 1 2 7 5 0 9 3 4 6],802463,[2 1 9 3 6 0 8 7 5 4],1722018,[4 7 6 5 8 0 9 1 2 3],2095192,[5 7 9 4 8 6 2 3 0 1],2485065,[6 8 5 0 3 9 2 4 7 1],2834218,[7 8 2 3 4 5 1 9 0 6],423974,[1 2 6 0 9 3 7 5 4 8],2859764,[7 8 9 2 6 1 5 3 0 4],2417337,[6 5 9 4 2 3 1 7 8 0],3059763,[8 3 9 0 6 1 2 5 7 4],3243213,[8 9 3 4 2 6 7 1 5 0],202666,[0 6 1 3 5 9 4 8 2 7],2981735,[8 1 9 5 2 6 7 4 3 0],403327,[1 2 0 3 5 4 7 6 9 8],431272,[1 2 7 5 9 8 4 6 0 3],70261,[0 2 7 9 5 4 6 1 8 3],817918,[2 3 4 1 9 8 7 6 0 5],397445,[1 0 8 9 2 3 4 7 6 5],2260888,[6 2 0 7 1 8 5 9 3 4]
38,1995937,[5 4 6 0 1 9 2 3 8 7],2639174,[7 2 4 6 5 0 8 3 1 9],667994,[1 8 5 4 7 6 0 3 2 9],1805858,[4 9 7 2 0 8 1 5 3 6],1458415,[4 0 2 5 7 6 3 1 9 8],2430727,[6 7 2 3 0 1 5 4 9 8],1192111,[3 2 6 5 8 1 4 0 9 7],1602622,[4 3 7 9 8 0 6 5 1 2],1824327,[5 0 2 9 7 6 4 3 8 1],3334466,[9 1 6 5 2 3 0 7 4 8],485834,[1 4 0 5 8 7 2 6 3 9],385223,[1 0 6 5 2 3 9 8 7 4],2352386,[6 4 2 8 1 3 0 7 5 9],821991,[2 3 5 0 7 9 6 4 8 1],629118,[1 7 5 8 6 4 2 0 3 9],3053631,[8 3 6 9 0 7 4 2 5 1],1336786,[3 7 1 2 6 9 4 8 0 5],574925,[1 6 3 0 7 2 4 9 8 5],2350080,[6 4 2 3 0 1 5 7 8 9],1024119,[2 8 4 1 5 3 7 6 9 0]
39,3513725,[9 6 1 2 3 0 4 8 7 5],2678581,[7 3 4 5 1 6 8 0 9 2],1359359,[3 7 6 5 9 8 4 2 1 0],1804489,[4 9 7 0 2 5 1 3 8 6],688064,[1 9 0 5 6 8 3 4 2 7],81508,[0 3 1 4 5 6 2 9 7 8],1950872,[5 3 4 0 7 2 6 8 1 9],268276,[0 7 6 2 5 8 1 9 3 4],2484430,[6 8 4 9 3 2 7 5 0 1],2581886,[7 1 0 3 9 6 5 4 2 8],1090118,[3 0 1 5 2 6 8 7 4 9],3109267,[8 5 0 9 3 4 7 1 6 2],2340469,[6 4 0 3 7 9 5 1 8 2],182458,[0 5 6 2 4 7 3 9 1 8],2877633,[7 9 2 8 5 1 3 4 6 0],2897928,[7 9 6 8 5 2 0 1 3 4],129600,[0 4 2 8 1 3 5 6 7 9],2481156,[6 8 4 2 0 3 7 1 5 9],2196414,[6 0 4 8 5 3 2 1 7 9],2598915,[7 1 4 6 5 8 0 3 9 2]
40,2627624,[7 2 1 4 5 9 3 6 0 8],447504,[1 3 0 8 6 4 2 5 7 9],307929,[0 8 6 1 7 2 4 5 9 3],1550874,[4 2 5 7 9 8 6 0 1 3],2756882,[7 5 3 0 1 2 4 8 6 9],3307033,[9 1 0 3 2 7 4 5 8 6],1733668,[4 7 9 8 6 1 0 5 2 3],967736,[2 7 0 1 3 6 5 8 4 9],1685413,[4 6 8 2 9 0 5 1 7 3],2191764,[6 0 3 9 1 7 5 2 4 8],1374820,[3 8 0 7 4 9 1 6 2 5],2866129,[7 9 0 5 6 3 1 2 8 4],1752063,[4 8 3 6 2 5 7 1 9 0],3048313,[8 3 5 7 6 4 0 1 9 2],1678515,[4 6 7 0 2 8 1 5 9 3],809379,[2 3 0 7 1 9 4 6 8 5],572275,[1 6 2 5 8 9 7 0 4 3],2080751,[5 7 4 8 9 2 6 3 1 0],395769,[1 0 8 5 7 2 4 6 9 3],1160160,[3 1 8 2 5 0 4 6 7 9]
41,3475191,[9 5 1 4 6 8 3 2 7 0],685995,[1 9 0 2 7 6 3 5 8 4],67454,[0 2 7 4 8 1 6 5 3 9],3338023,[9 1 7 3 0 8 4 2 6 5],1084500,[2 9 8 1 3 5 6 0 4 7],2241866,[6 1 5 8 7 2 0 4 3 9],116933,[0 3 9 2 5 6 1 8 7 4],1330271,[3 6 9 8 4 2 7 5 1 0],3254083,[8 9 5 4 3 1 7 0 6 2],569342,[1 6 0 9 7 4 5 3 2 8],512434,[1 4 7 6 8 2 3 9 0 5],2788326,[7 6 1 2 8 0 4 3 5 9],1872776,[5 1 4 7 0 6 3 8 2 9],2939227,[8 0 9 2 3 5 7 1 6 4],244235,[0 7 1 5 3 4 6 9 8 2],3226055,[8 9 0 1 5 6 7 4 3 2],978340,[2 7 3 0 8 9 1 6 4 5],2240097,[6 1 5 4 2 7 3 8 9 0],3266692,[9 0 1 3 2 6 4 8 5 7],2146512,[5 9 1 8 2 6 0 3 4 7]
42,3271893,[9 0 2 3 4 7 8 5 6 1],3456315,[9 4 6 7 2 5 0 3 8 1],3092329,[8 4 6 3 9 2 0 1 7 5],3046722,[8 3 5 4 6 1 9 0 2 7],1474906,[4 0 6 7 3 9 2 8 1 5],380319,[1 0 5 6 3 4 8 7 9 2],2983582,[8 1 9 7 6 0 5 4 2 3],2855607,[7 8 6 4 0 5 3 2 9 1],3538555,[9 6 7 0 4 8 5 1 3 2],2958581,[8 1 4 0 2 9 3 7 6 5],1421944,[3 9 2 0 8 5 6 7 1 4],252952,[0 7 3 2 4 9 6 8 1 5],1214895,[3 4 1 0 6 2 8 7 9 5],1811353,[4 9 8 2 6 5 0 1 7 3],3594482,[9 8 1 2 4 0 3 6 5 7],3375434,[9 2 6 7 0 5 1 4 3 8],521128,[1 4 9 3 7 6 5 8 0 2],3283984,[9 0 4 6 1 5 7 8 2 3],1299111,[3 6 1 8 2 9 5 4 7 0],2520039,[6 9 4 0 1 3 7 5 8 2]
43,913584,[2 5 7 1 9 3 0 4 6 8],2237519,[6 1 4 9 5 8 7 3 2 0],2969145,[8 1 6 0 7 9 3 4 5 2],1124281,[3 0 9 1 6 2 4 5 8 7],3227059,[8 9 0 3 1 2 7 4 6 5],579584,[1 6 3 9 8 7 2 4 0 5],2750585,[7 5 1 8 2 4 6 9 3 0],2831783,[7 8 1 9 0 2 6 5 4 3],2152984,[5 9 3 1 2 6 7 8 0 4],3360674,[9 2 3 7 5 6 0 4 1 8],1765813,[4 8 7 2 5 0 6 1 9 3],1345428,[3 7 2 9 5 8 4 0 1 6],3153771,[8 6 1 7 2 4 0 5 9 3],1982460,[5 4 1 3 6 7 8 0 2 9],2610641,[7 1 6 9 8 2 4 5 3 0],1993528,[5 4 3 6 8 7 2 9 0 1],1601378,[4 3 7 8 0 9 1 5 2 6],1473430,[4 0 6 3 5 7 9 8 1 2],1666728,[4 6 2 7 9 3 0 1 5 8],2039286,[5 6 4 7 2 0 3 1 8 9]
44,1998996,[5 4 6 7 2 1 8 0 3 9],1652210,[4 5 9 7 6 2 0 3 1 8],1834436,[5 0 4 9 7 8 6 2 1 3],1764491,[4 8 7 0 6 1 3 9 5 2],194189,[0 5 8 4 7 2 1 9 6 3],1660860,[4 6 1 5 8 3 7 0 2 9],3227239,[8 9 0 3 2 6 4 1 7 5],1099744,[3 0 4 2 6 7 8 9 1 5],2502322,[6 9 0 4 3 7 2 8 1 5],185912,[0 5 6 9 2 3 4 7 1 8],717467,[1 9 7 3 4 8 2 6 5 0],192495,[0 5 8 2 4 1 7 6 9 3],744281,[2 0 5 7 8 3 6 9 4 1],942480,[2 6 4 0 1 3 5 7 8 9],1883415,[5 1 7 6 9 0 4 3 8 2],1210193,[3 4 0 1 8 9 6 7 5 2],1706444,[4 7 2 6 0 3 9 5 1 8],1896286,[5 2 0 3 8 4 9 7 1 6],1401897,[3 8 7 1 0 5 4 6 9 2],2843299,[7 8 4 1 0 2 9 3 6 5]
45,2041745,[5 6 7 0 8 3 4 9 2 1],656032,[1 8 3 2 0 9 6 7 4 5],134000,[0 4 3 7 1 8 5 6 2 9],713434,[1 9 6 4 8 2 3 7 0 5],1661261,[4 6 1 7 2 9 0 8 5 3],2975028,[8 1 7 2 9 6 4 0 3 5],1012728,[2 8 0 9 5 4 1 3 6 7],1205207,[3 2 9 0 8 4 7 6 5 1],3580012,[9 7 6 2 1 4 0 8 3 5],1228520,[3 4 5 8 1 7 2 6 0 9],2738486,[7 4 9 2 3 6 5 1 0 8],1549072,[4 2 5 3 6 9 7 8 0 1],2470670,[6 8 2 1 4 9 5 3 0 7],195085,[0 5 8 6 9 4 3 1 7 2],2805826,[7 6 4 5 9 8 1 3 0 2],2935992,[8 0 7 4 6 5 1 2 3 9],2020810,[5 6 0 9 7 1 3 8 2 4],2670043,[7 3 1 8 4 2 9 0 6 5],868863,[2 4 6 3 8 5 7 1 9 0],2382591,[6 5 0 8 1 9 4 3 7 2]
46,1497185,[4 1 2 0 6 7 8 9 5 3],246438,[0 7 1 9 3 6 4 2 5 8],2009465,[5 4 8 6 9 2 3 7 1 0],2332125,[6 3 8 7 0 2 9 4 5 1],2773879,[7 5 8 2 4 6 1 0 9 3],703017,[1 9 4 5 3 6 2 7 8 0],116138,[0 3 9 1 4 8 2 6 5 7],2380631,[6 5 0 3 4 7 9 8 2 1],2295614,[6 2 9 4 3 0 7 5 1 8],190503,[0 5 7 8 4 3 6 2 9 1],1002509,[2 7 8 9 3 1 0 6 5 4],1089912,[3 0 1 4 8 7 2 5 6 9],1484434,[4 0 8 5 7 2 3 9 1 6],3023800,[8 2 9 7 5 1 4 6 0 3],739485,[2 0 4 8 1 5 9 6 7 3],2976012,[8 1 7 4 3 0 6 2 5 9],1010353,[2 8 0 5 3 7 1 4 9 6],3375860,[9 2 6 7 5 0 8 3 1 4],2311336,[6 3 2 7 1 0 8 9 4 5],3291744,[9 0 6 1 8 3 2 4 5 7]
47,1938299,[5 3 0 7 1 6 4 9 8 2],1032380,[2 8 5 7 9 0 6 3 1 4],3514902,[9 6 1 3 7 8 2 0 4 5],1699613,[4 7 1 2 6 5 0 9 8 3],3570499,[9 7 4 3 0 1 8 2 6 5],2113902,[5 8 3 2 9 7 1 0 4 6],1589302,[4 3 5 2 6 0 9 8 1 7],449012,[1 3 2 0 7 8 9 5 4 6],3401412,[9 3 2 8 1 0 6 4 5 7],1425166,[3 9 2 7 4 1 8 6 0 5],16997,[0 1 5 4 7 8 2 9 6 3],392821,[1 0 7 9 5 4 6 2 8 3],615374,[1 7 3 0 8 2 6 5 4 9],1316477,[3 6 7 1 4 8 0 9 5 2],580169,[1 6 4 0 8 7 5 9 3 2],2942186,[8 0 9 6 3 2 1 5 4 7],548633,[1 5 6 8 9 7 3 4 2 0],1510829,[4 1 5 8 3 2 0 9 7 6],3042845,[8 3 4 7 1 0 2 9 6 5],2256402,[6 1 9 5 8 2 7 0 3 4]
48,1469309,[4 0 5 6 8 2 1 9 7 3],2159531,[5 9 4 3 2 0 6 8 7 1],568677,[1 6 0 8 7 9 5 3 4 2],1203758,[3 2 8 7 9 1 5 4 0 6],1359690,[3 7 6 8 2 5 9 0 1 4],173742,[0 5 3 6 2 9 4 1 7 8],477791,[1 3 8 7 5 4 9 6 2 0],2712076,[7 4 2 0 8 6 1 9 3 5],1964252,[5 3 7 8 0 6 9 2 1 4],3099909,[8 4 9 0 3 5 7 2 6 1],1224691,[3 4 2 9 8 6 7 0 5 1],280849,[0 7 9 6 1 4 2 3 8 5],2417931,[6 5 9 7 1 3 0 4 8 2],1022353,[2 8 3 7 9 5 0 1 6 4],3170958,[8 6 5 1 0 7 3 2 4 9],1402413,[3 8 7 1 6 5 9 2 4 0],2843112,[7 8 4 0 6 5 1 2 3 9],2309701,[6 3 2 1 9 5 7 0 8 4],2490843,[6 8 7 1 4 0 2 5 9 3],2858581,[7 8 9 1 2 4 5 0 6 3]
49,3068359,[8 4 0 7 5 6 2 1 9 3],1252914,[3 5 0 7 1 9 8 2 4 6],1698290,[4 7 0 9 6 3 1 5 2 8],2939254,[8 0 9 2 3 6 7 5 1 4],776981,[2 1 4 3 0 9 5 8 7 6],387567,[1 0 6 9 3 7 5 4 8 2],1636253,[4 5 6 7 3 2 0 9 8 1],1448226,[3 9 8 2 4 5 7 0 1 6],1439974,[3 9 6 5 8 4 7 2 0 1],3517512,[9 6 1 8 3 5 0 2 4 7],3064952,[8 4 0 1 9 3 5 6 2 7],1323836,[3 6 8 5 4 9 7 1 0 2],1756207,[4 8 5 3 1 0 6 2 9 7],42543,[0 2 1 6 3 7 8 5 9 4],2829422,[7 8 1 3 6 4 5 2 0 9],1679480,[4 6 7 1 5 8 2 3 0 9],2023885,[5 6 1 4 9 7 3 0 8 2],2446966,[6 7 5 3 4 1 9 8 0 2],1005614,[2 7 9 4 6 0 5 3 1 8],2396197,[6 5 3 4 0 2 8 1 9 7]
50,1169941,[3 2 0 1 9 6 7 4 8 5],1522227,[4 1 8 0 3 5 2 7 9 6],709151,[1 9 5 6 8 3 7 4 2 0],259738,[0 7 4 5 8 3 2 9 1 6],2257074,[6 1 9 7 5 8 4 0 2 3],3018103,[8 2 7 6 5 9 1 0 4 3],474444,[1 3 8 0 9 6 5 2 4 7],1795680,[4 9 5 2 0 1 3 6 7 8],1084547,[2 9 8 1 3 7 4 6 5 0],3003869,[8 2 5 0 1 4 3 9 7 6],2072021,[5 7 3 0 8 9 1 6 4 2],2384968,[6 5 1 2 4 8 7 9 0 3],537579,[1 5 3 7 6 9 0 4 8 2],1961941,[5 3 7 1 9 4 6 0 8 2],3586470,[9 7 8 4 1 2 3 0 5 6],2847628,[7 8 5 0 1 3 2 9 4 6],1024974,[2 8 4 3 6 5 1 0 7 9],1842870,[5 0 7 6 4 2 3 1 8 9],2671521,[7 3 2 0 5 8 4 6 9 1],3383487,[9 2 8 3 1 6 5 4 7 0]
51,2169313,[5 9 7 2 8 4 0 1 6 3],3492570,[9 5 4 8 6 3 7 0 1 2],1569922,[4 2 9 5 3 7 1 8 0 6],2925975,[8 0 5 4 9 1 6 3 7 2],346507,[0 9 5 7 2 4 8 1 6 3],2162997,[5 9 6 1 0 8 7 3 4 2],1863623,[5 1 2 8 4 0 9 7 6 3],673603,[1 8 6 5 4 2 9 0 7 3],2907044,[8 0 1 7 5 3 9 4 2 6],2986184,[8 2 0 5 4 9 3 6 1 7],1979285,[5 4 0 8 1 2 3 9 7 6],2508406,[6 9 1 5 8 2 7 4 0 3],3592639,[9 8 0 6 5 4 2 1 7 3],978106,[2 7 3 0 5 9 4 8 1 6],3301413,[9 0 8 1 3 6 7 4 5 2],2427794,[6 7 1 5 9 4 0 3 2 8],1863008,[5 1 2 7 6 0 4 8 3 9],2009512,[5 4 8 6 9 7 2 3 0 1],3427360,[9 4 0 1 3 5 7 8 2 6],1173564,[3 2 0 8 9 6 5 1 4 7]
52,2183765,[6 0 2 4 1 3 5 9 8 7],3045322,[8 3 5 1 6 7 2 9 0 4],479686,[1 3 9 2 4 5 8 7 0 6],1218619,[3 4 1 8 6 0 9 2 7 5],3165194,[8 6 4 0 1 7 2 5 3 9],3546288,[9 6 8 4 2 3 0 1 5 7],3588943,[9 8 0 1 5 7 3 2 6 4],1473868,[4 0 6 5 1 3 2 9 7 8],985255,[2 7 4 5 3 6 1 0 9 8],2146753,[5 9 1 8 4 6 0 2 7 3],2793304,[7 6 2 1 5 4 8 9 0 3],691944,[1 9 2 4 0 5 3 6 7 8],1557119,[4 2 6 9 5 8 7 3 1 0],2056783,[5 7 0 1 6 9 3 2 8 4],736694,[2 0 4 3 5 1 8 7 6 9],2044004,[5 6 7 3 9 1 8 2 0 4],3080729,[8 4 3 1 7 6 5 9 2 0],2322211,[6 3 5 8 1 7 9 0 4 2],644126,[1 7 9 6 4 5 3 2 0 8],2413752,[6 5 8 9 2 4 0 1 3 7]
