99%,Optima 1, Optima [1],Optima 2, Optima [2],Optima 3, Optima [3],Optima 4, Optima [4],Optima 5, Optima [5]
9,1982809,[5 4 1 3 9 6 0 2 8 7],945891,[2 6 4 7 8 3 0 5 9 1],1893305,[5 1 9 6 4 3 7 8 2 0],1486605,[4 0 8 9 6 2 7 3 5 1],3269674,[9 0 1 7 3 4 5 8 2 6]
10,1121370,[3 0 8 5 4 7 9 1 2 6],1186713,[3 2 5 6 1 4 7 8 9 0],1679310,[4 6 7 1 3 2 5 0 8 9],682912,[1 8 9 4 3 7 5 6 0 2],1397449,[3 8 6 1 9 4 0 2 7 5]
11,3281487,[9 0 4 1 6 7 5 3 8 2],2946653,[8 1 0 6 5 4 2 9 7 3],2958330,[8 1 3 9 6 5 7 0 2 4],1616942,[4 5 0 8 7 3 6 2 1 9],2822639,[7 8 0 1 3 9 6 5 4 2]
12,2209233,[6 0 8 3 4 2 5 7 9 1],649237,[1 8 0 7 6 3 5 2 9 4],3043624,[8 3 4 9 1 5 6 7 0 2],553151,[1 5 7 8 2 4 9 6 3 0],1371232,[3 8 0 1 5 9 6 7 2 4]
13,148393,[0 4 7 5 1 8 2 3 9 6],629084,[1 7 5 8 6 2 9 3 0 4],277944,[0 7 9 2 1 4 3 5 6 8],1559369,[4 2 7 3 8 6 5 9 1 0],1789049,[4 9 2 8 6 5 3 7 1 0]
14,861266,[2 4 3 9 1 5 0 7 6 8],2821471,[7 6 9 5 4 1 2 0 8 3],375065,[1 0 4 5 9 6 7 8 3 2],2520282,[6 9 4 0 3 2 8 1 5 7],3209348,[8 7 4 6 2 3 9 1 0 5]
15,744811,[2 0 5 8 4 7 9 1 6 3],2140018,[5 9 0 6 2 4 3 8 1 7],1855154,[5 1 0 2 7 8 3 6 4 9],3083951,[8 4 3 9 1 5 7 6 2 0],981569,[2 7 3 8 1 6 5 9 4 0]
16,2745137,[7 5 0 6 8 1 4 9 3 2],2584697,[7 1 0 8 9 2 5 6 4 3],412170,[1 2 3 8 5 7 9 0 4 6],3183869,[8 6 9 5 0 2 1 7 4 3],779652,[2 1 4 7 9 0 6 3 5 8]
17,3314469,[9 1 2 6 4 5 8 3 7 0],3454484,[9 4 6 2 8 1 7 3 0 5],3561156,[9 7 2 5 0 3 6 1 4 8],383151,[1 0 6 2 3 9 7 5 8 4],689180,[1 9 0 7 3 2 8 5 4 6]
18,1671182,[4 6 3 7 0 5 8 2 1 9],2899408,[7 9 8 1 6 4 3 5 0 2],1361123,[3 7 8 0 4 6 2 9 5 1],3199847,[8 7 2 9 1 3 6 5 4 0],203818,[0 6 1 5 2 7 4 9 3 8]
19,2355867,[6 4 3 5 0 2 1 8 9 7],2281477,[6 2 5 7 8 1 4 0 9 3],1750906,[4 8 3 2 7 9 1 6 0 5],1005616,[2 7 9 4 6 0 5 8 1 3],320407,[0 8 9 5 1 2 4 3 7 6]
20,1772845,[4 8 9 6 1 5 3 0 7 2],2579244,[7 0 9 6 2 5 4 1 3 8],128390,[0 4 2 6 3 9 7 5 1 8],1036041,[2 8 6 4 9 5 1 3 7 0],908484,[2 5 6 1 8 7 4 0 3 9]
21,296993,[0 8 3 9 4 7 5 6 2 1],313002,[0 8 7 1 6 3 9 2 4 5],2093028,[5 7 9 1 8 6 3 0 2 4],465561,[1 3 6 4 7 8 2 5 9 0],3516597,[9 6 1 7 0 8 5 3 4 2]
22,1984363,[5 4 1 8 0 3 9 2 7 6],815711,[2 3 1 8 9 5 7 6 4 0],2019777,[5 6 0 8 2 4 3 7 9 1],795701,[2 1 7 9 0 8 3 6 5 4],12973,[0 1 4 7 2 3 8 5 9 6]
23,3445356,[9 4 3 6 1 2 7 0 5 8],1418211,[3 9 1 4 7 5 0 6 8 2],1190489,[3 2 6 1 5 8 7 9 4 0],1018625,[2 8 3 0 7 5 6 9 4 1],38861,[0 1 9 6 8 7 2 5 4 3]
24,36278,[0 1 9 3 5 4 7 6 2 8],2428895,[6 7 1 9 3 5 8 4 2 0],2476873,[6 8 3 4 0 7 1 2 9 5],1133013,[3 1 0 8 6 7 9 4 5 2],321621,[0 8 9 6 5 1 7 3 4 2]
25,1259897,[3 5 1 9 8 0 6 7 4 2],1555325,[4 2 6 7 1 0 3 9 8 5],2716329,[7 4 2 9 6 0 3 5 8 1],905353,[2 5 4 7 3 8 0 1 9 6],3206211,[8 7 4 1 0 5 2 6 9 3]
26,2060506,[5 7 0 8 6 9 2 4 1 3],1214469,[3 4 0 9 7 5 8 2 6 1],1340083,[3 7 1 9 2 4 8 0 6 5],526246,[1 5 0 4 9 3 8 7 2 6],3177461,[8 6 7 3 0 9 1 5 4 2]
27,3291157,[9 0 6 1 2 4 7 3 8 5],1809320,[4 9 7 8 6 3 1 2 0 5],3513864,[9 6 1 2 4 3 0 5 7 8],233255,[0 6 8 2 9 5 7 4 3 1],1322399,[3 6 8 2 5 9 7 4 1 0]
28,2248506,[6 1 8 0 9 4 7 2 3 5],429741,[1 2 7 3 9 0 8 5 6 4],1246628,[3 4 9 2 5 6 8 1 0 7],3508444,[9 6 0 1 8 2 3 7 4 5],3062067,[8 3 9 4 7 1 0 5 6 2]
29,1461938,[4 0 3 1 6 9 2 7 5 8],1558854,[4 2 7 3 0 6 5 1 8 9],2001081,[5 4 7 0 2 8 3 6 9 1],1846773,[5 0 8 3 9 6 7 2 4 1],3586038,[9 7 8 3 4 5 1 0 2 6]
30,1016894,[2 8 1 7 4 0 6 5 3 9],2601224,[7 1 5 0 8 9 3 4 2 6],2061040,[5 7 0 9 4 2 6 8 1 3],2845636,[7 8 4 5 1 6 0 9 2 3],2963102,[8 1 4 9 3 5 6 2 0 7]
31,1452413,[4 0 1 3 5 7 2 9 8 6],232674,[0 6 8 2 1 9 7 3 4 5],200881,[0 5 9 8 1 2 3 4 7 6],1941314,[5 3 1 2 4 8 0 7 6 9],3573931,[9 7 5 0 6 4 8 1 3 2]
32,2515965,[6 9 3 1 4 2 8 5 7 0],2980575,[8 1 9 3 6 0 5 4 7 2],3249881,[8 9 4 6 5 1 3 7 2 0],866791,[2 4 5 9 8 1 3 0 7 6],1196142,[3 2 7 4 1 9 5 0 6 8]
33,1285135,[3 5 8 9 7 2 1 0 6 4],1548363,[4 2 5 1 7 0 3 8 9 6],661102,[1 8 4 2 3 0 9 7 5 6],2595785,[7 1 4 0 3 6 8 9 5 2],3320081,[9 1 3 7 2 4 6 8 5 0]
34,1486888,[4 0 9 1 2 7 6 8 3 5],1758978,[4 8 6 0 1 2 9 3 5 7],2797676,[7 6 3 0 5 9 8 2 1 4],1247916,[3 4 9 6 1 2 7 0 5 8],1169933,[3 2 0 1 9 6 4 8 7 5]
35,2486194,[6 8 5 2 0 3 4 9 1 7],2618839,[7 1 9 5 2 6 3 0 8 4],768008,[2 1 0 5 8 3 6 7 4 9],3504802,[9 5 8 2 6 4 1 7 0 3],619744,[1 7 3 9 6 4 5 8 0 2]
36,1050295,[2 9 0 4 7 5 3 1 8 6],2792926,[7 6 2 1 0 4 9 8 3 5],24583,[0 1 6 9 2 8 4 3 7 5],1766780,[4 8 7 3 9 0 6 2 1 5],2009449,[5 4 8 6 9 2 0 1 7 3]
37,3236877,[8 9 2 1 5 7 6 3 4 0],345426,[0 9 5 4 7 3 8 1 2 6],1518083,[4 1 7 2 5 8 3 9 6 0],749369,[2 0 6 7 8 5 4 9 3 1],176772,[0 5 4 1 7 2 8 3 6 9]
38,1436410,[3 9 6 0 1 2 5 8 4 7],2635719,[7 2 3 9 6 1 5 4 8 0],2466586,[6 8 1 3 7 9 2 5 0 4],2149143,[5 9 2 3 8 4 6 1 7 0],3440654,[9 4 2 6 7 0 5 3 1 8]
39,2823519,[7 8 0 2 5 3 6 4 9 1],2142800,[5 9 1 2 0 7 4 6 3 8],1036811,[2 8 6 7 0 1 4 9 5 3],2467098,[6 8 1 4 5 0 9 2 3 7],1806240,[4 9 7 2 6 0 1 3 5 8]
40,1204928,[3 2 9 0 6 1 5 7 4 8],2069847,[5 7 2 6 8 4 3 1 9 0],2403929,[6 5 4 9 7 3 2 8 1 0],685456,[1 9 0 2 3 4 7 8 5 6],3135760,[8 5 7 1 2 3 6 9 0 4]
41,2897223,[7 9 6 5 8 2 3 1 4 0],613220,[1 7 2 6 8 0 9 4 3 5],424178,[1 2 6 3 0 9 4 7 5 8],375671,[1 0 4 6 8 5 9 7 3 2],2462465,[6 8 0 5 1 4 7 9 3 2]
42,325672,[0 9 1 6 3 8 5 7 2 4],2470680,[6 8 2 1 5 0 3 4 7 9],1501152,[4 1 2 8 9 6 0 3 5 7],1580075,[4 3 1 6 7 2 5 9 8 0],2668708,[7 3 1 5 6 2 0 9 4 8]
43,51942,[0 2 4 5 1 9 6 3 7 8],812091,[2 3 1 0 9 6 4 7 8 5],1612811,[4 5 0 1 2 3 7 9 8 6],2286760,[6 2 7 8 0 3 5 9 1 4],3480301,[9 5 2 4 7 3 6 0 8 1]
44,1836277,[5 0 6 3 4 2 8 1 9 7],962600,[2 6 8 9 7 4 1 3 0 5],2645472,[7 2 5 9 1 6 0 3 4 8],1518239,[4 1 7 2 6 9 8 5 3 0],1054326,[2 9 1 3 5 0 6 4 7 8]
45,2475776,[6 8 3 1 5 4 2 7 0 9],2746681,[7 5 0 9 8 1 2 3 6 4],2598378,[7 1 4 5 9 0 8 2 3 6],2571423,[7 0 8 2 4 5 6 3 9 1],1899789,[5 2 0 9 6 4 8 3 7 1]
46,2910159,[8 0 2 4 9 3 6 5 7 1],277284,[0 7 9 1 2 6 5 3 4 8],3223659,[8 7 9 4 1 6 0 3 5 2],766348,[2 1 0 3 6 5 4 9 7 8],2694663,[7 3 8 5 4 2 6 1 9 0]
47,2363824,[6 4 7 0 1 5 8 9 2 3],2191332,[6 0 3 8 5 1 7 2 4 9],2042625,[5 6 7 1 9 8 2 3 4 0],1134503,[3 1 2 0 8 4 9 7 6 5],737964,[2 0 4 5 9 7 6 1 3 8]
48,1273950,[3 5 6 8 2 1 4 0 7 9],945815,[2 6 4 7 5 8 9 3 1 0],2405853,[6 5 7 2 3 8 9 1 4 0],735727,[2 0 3 9 8 1 5 4 7 6],1537699,[4 2 1 0 8 3 9 5 7 6]
49,2781517,[7 5 9 8 1 2 4 0 6 3],2857765,[7 8 9 0 1 5 4 2 6 3],2828986,[7 8 1 3 0 9 4 6 2 5],2729293,[7 4 6 3 8 0 5 1 9 2],203605,[0 6 1 4 8 7 5 2 9 3]
50,2903332,[8 0 1 2 5 6 3 9 4 7],221030,[0 6 4 8 9 7 3 2 1 5],105506,[0 3 6 9 5 2 1 7 4 8],365711,[1 0 2 6 9 5 8 7 4 3],2274499,[6 2 4 3 0 1 9 5 8 7]
51,2820321,[7 6 9 4 0 5 2 3 8 1],125084,[0 4 1 8 7 3 9 5 2 6],408991,[1 2 3 4 0 6 7 5 9 8],1281987,[3 5 8 2 6 1 0 7 9 4],2490922,[6 8 7 1 4 5 2 9 0 3]
52,3082429,[8 4 3 6 0 9 5 1 7 2],294383,[0 8 3 4 9 1 7 6 5 2],2152767,[5 9 3 0 8 6 4 2 7 1],2888073,[7 9 5 0 2 3 4 6 8 1],905036,[2 5 4 6 9 8 7 1 0 3]
53,687648,[1 9 0 5 2 6 3 4 7 8],2943817,[8 1 0 2 6 9 3 4 7 5],3212029,[8 7 5 2 0 9 4 1 6 3],1448824,[3 9 8 4 1 5 6 7 0 2],2358212,[6 4 3 9 1 7 8 2 0 5]
54,1375868,[3 8 0 9 7 4 6 2 1 5],557838,[1 5 8 6 7 4 2 0 3 9],2873067,[7 9 2 0 4 3 1 6 8 5],2036417,[5 6 4 0 3 1 8 9 7 2],531812,[1 5 2 6 7 8 9 3 0 4]
55,2399101,[6 5 4 0 1 7 8 2 9 3],3203933,[8 7 3 5 9 2 0 6 4 1],1687948,[4 6 8 9 2 1 0 7 3 5],2056512,[5 7 0 1 3 8 2 4 6 9],813242,[2 3 1 5 7 0 4 8 6 9]
56,3535787,[9 6 5 3 7 8 1 4 2 0],1570382,[4 2 9 6 0 5 7 3 1 8],2156673,[5 9 3 8 2 1 4 6 7 0],3421998,[9 3 7 8 5 4 1 0 2 6],2484305,[6 8 4 9 2 3 5 7 1 0]
57,3280694,[9 0 3 8 5 1 6 4 2 7],1672165,[4 6 3 8 2 7 5 0 9 1],3344316,[9 1 8 4 7 2 5 0 3 6],1601828,[4 3 7 8 6 2 9 1 0 5],3169191,[8 6 4 7 3 9 2 1 5 0]
58,1783315,[4 9 1 7 6 8 5 0 3 2],2759437,[7 5 3 4 6 1 8 0 9 2],1771465,[4 8 9 3 2 1 0 5 7 6],564524,[1 6 0 2 3 5 9 7 4 8],341462,[0 9 4 7 2 5 6 3 1 8]
59,3553805,[9 7 1 0 8 2 3 6 5 4],952214,[2 6 5 9 4 0 7 3 1 8],3287414,[9 0 5 2 8 1 6 4 3 7],926126,[2 5 9 7 1 6 4 3 0 8],1539808,[4 2 1 6 7 8 5 9 0 3]
60,1767508,[4 8 7 5 9 1 0 6 2 3],3305514,[9 0 8 6 7 5 4 1 2 3],1208306,[3 2 9 7 1 4 0 6 5 8],77288,[0 2 9 4 5 1 6 7 3 8],1440992,[3 9 6 8 2 1 4 5 0 7]
61,228692,[0 6 7 3 5 8 9 2 1 4],1222668,[3 4 2 7 0 9 6 1 5 8],2808568,[7 6 5 1 8 4 3 9 0 2],1641051,[4 5 7 6 1 3 0 8 9 2],3426067,[9 3 8 6 2 4 7 0 5 1]
62,1362790,[3 7 8 2 6 4 9 5 0 1],2043146,[5 6 7 2 8 1 0 4 3 9],247224,[0 7 2 1 5 4 3 6 8 9],2933867,[8 0 7 1 6 9 3 5 4 2],1431774,[3 9 5 0 6 4 2 1 7 8]
63,2086296,[5 7 6 9 3 8 0 1 2 4],1296557,[3 6 1 2 8 7 0 9 5 4],1741265,[4 8 1 5 3 6 7 9 2 0],1384559,[3 8 2 6 9 7 5 4 1 0],423244,[1 2 5 9 8 0 3 7 4 6]
64,302413,[0 8 5 1 2 3 7 4 9 6],3343574,[9 1 8 3 7 0 5 4 2 6],804743,[2 1 9 6 7 0 8 5 4 3],597522,[1 6 8 4 9 2 7 0 3 5],3144685,[8 5 9 7 3 4 2 0 6 1]
65,1088088,[2 9 8 7 1 4 0 3 5 6],2134680,[5 8 9 3 7 0 1 2 4 6],397383,[1 0 8 7 9 4 5 3 6 2],2786928,[7 6 0 9 5 3 1 2 4 8],2632371,[7 2 3 4 0 6 1 8 9 5]
66,2633144,[7 2 3 5 0 9 4 6 1 8],1181388,[3 2 4 5 8 9 6 0 1 7],2402921,[6 5 4 8 2 1 7 9 3 0],290422,[0 8 2 6 4 1 9 7 3 5],2679968,[7 3 4 8 1 0 5 6 2 9]
67,2392306,[6 5 2 7 4 9 1 8 0 3],1622696,[4 5 1 9 7 3 2 6 0 8],2387080,[6 5 1 7 3 2 8 9 0 4],980444,[2 7 3 5 8 1 9 4 0 6],712868,[1 9 6 4 0 5 8 3 2 7]
68,2631494,[7 2 3 0 9 1 6 5 4 8],2043156,[5 6 7 2 8 1 4 0 3 9],1015923,[2 8 1 6 0 3 4 7 9 5],2877710,[7 9 2 8 5 6 3 1 0 4],2251570,[6 1 8 7 2 0 4 9 3 5]
69,1995490,[5 4 3 9 6 0 2 8 1 7],3316461,[9 1 3 0 4 2 8 6 7 5],1218533,[3 4 1 8 5 6 0 9 7 2],2279065,[6 2 5 1 4 3 0 7 9 8],938158,[2 6 3 0 9 8 7 5 1 4]
70,3512824,[9 6 0 8 7 3 4 5 1 2],1921266,[5 2 7 1 4 6 9 0 3 8],1745025,[4 8 2 1 6 9 3 5 7 0],3247385,[8 9 4 2 1 5 6 7 3 0],876559,[2 4 7 9 3 6 1 0 8 5]
71,1615234,[4 5 0 6 3 2 7 9 1 8],1891768,[5 1 9 3 4 7 6 8 0 2],2671199,[7 3 1 9 8 6 5 4 2 0],3405307,[9 3 4 6 5 2 8 0 7 1],3292853,[9 0 6 3 4 5 1 8 7 2]
72,1657500,[4 6 0 9 1 5 7 2 3 8],2238401,[6 1 5 0 9 3 7 8 4 2],2379663,[6 5 0 2 1 7 8 4 9 3],2667957,[7 3 1 4 5 9 8 2 6 0],2719767,[7 4 3 6 2 8 5 1 9 0]
73,1720235,[4 7 6 2 1 3 5 9 8 0],3218160,[8 7 6 3 5 0 1 2 4 9],1498284,[4 1 2 3 9 7 6 0 5 8],2492868,[6 8 7 4 1 9 3 0 2 5],2091533,[5 7 8 9 6 2 0 4 3 1]
74,1550229,[4 2 5 7 0 6 9 3 8 1],1001239,[2 7 8 5 4 6 1 0 9 3],189752,[0 5 7 6 4 2 3 8 1 9],3584461,[9 7 8 1 3 4 5 0 6 2],1399244,[3 8 6 5 2 1 9 4 0 7]
75,2691438,[7 3 8 0 1 6 4 2 5 9],307758,[0 8 6 1 4 7 3 2 5 9],319517,[0 8 9 3 6 5 1 7 4 2],893630,[2 5 1 4 0 9 7 6 3 8],1784758,[4 9 2 0 7 8 6 5 1 3]
76,3259958,[8 9 6 5 4 1 3 2 0 7],1673157,[4 6 3 9 7 8 5 1 2 0],1283061,[3 5 8 6 0 1 9 4 7 2],1778353,[4 9 0 7 8 5 1 2 6 3],3446369,[9 4 3 7 5 6 2 8 1 0]
77,1034222,[2 8 6 1 4 5 7 3 0 9],2553264,[7 0 3 6 2 4 1 5 8 9],3419083,[9 3 7 2 6 1 8 0 5 4],1074901,[2 9 6 1 8 4 5 0 7 3],1384972,[3 8 2 7 5 4 0 9 1 6]
78,137148,[0 4 5 2 6 9 7 1 3 8],2744692,[7 5 0 6 1 4 2 9 3 8],2065586,[5 7 1 8 9 2 0 4 3 6],2451708,[6 7 8 3 0 9 4 1 2 5],2142207,[5 9 1 0 3 7 6 4 8 2]
79,2451395,[6 7 8 2 5 1 3 9 4 0],2175309,[5 9 8 4 1 3 7 2 6 0],3168471,[8 6 4 5 3 9 2 1 7 0],3113019,[8 5 1 6 4 9 0 3 7 2],2825813,[7 8 0 5 6 3 1 9 4 2]
80,715274,[1 9 6 8 3 5 0 4 2 7],727464,[2 0 1 5 6 4 3 7 8 9],2824565,[7 8 0 4 1 2 3 9 6 5],2063041,[5 7 1 3 4 0 2 6 9 8],175243,[0 5 3 8 4 2 9 1 7 6]
81,2997707,[8 2 3 7 4 9 1 6 5 0],2948964,[8 1 2 0 7 6 5 3 4 9],2278306,[6 2 5 0 3 9 4 8 1 7],1477085,[4 0 7 1 6 2 3 9 8 5],2421869,[6 7 0 4 8 2 1 9 5 3]
82,2461473,[6 8 0 3 7 2 4 5 9 1],2282110,[6 2 5 8 4 3 9 7 0 1],3224206,[8 7 9 5 0 2 6 4 1 3],3374361,[9 2 6 4 5 7 1 3 8 0],1990013,[5 4 2 8 9 3 0 7 6 1]
83,1058366,[2 9 1 8 7 5 4 3 0 6],3591796,[9 8 0 5 4 6 1 7 2 3],853139,[2 4 1 3 9 6 5 8 7 0],3505609,[9 5 8 3 7 2 0 1 6 4],2594741,[7 1 3 8 6 9 0 5 4 2]
84,1126006,[3 0 9 4 8 2 7 6 1 5],616094,[1 7 3 2 8 0 6 5 4 9],2552743,[7 0 3 5 4 9 2 1 8 6],2630424,[7 2 1 9 4 3 0 5 6 8],1698681,[4 7 1 0 3 8 5 6 9 2]
85,1205272,[3 2 9 0 8 7 5 6 1 4],3101613,[8 4 9 2 6 5 7 1 3 0],2775606,[7 5 8 6 0 1 3 2 4 9],1494435,[4 1 0 6 7 8 2 5 9 3],2007669,[5 4 8 2 3 6 9 1 7 0]
86,2428683,[6 7 1 9 2 0 3 5 8 4],2365573,[6 4 7 2 5 0 8 1 9 3],123300,[0 4 1 6 3 7 8 2 5 9],2798922,[7 6 3 2 4 1 9 0 5 8],2917512,[8 0 3 9 1 6 2 4 5 7]
87,396417,[1 0 8 6 5 4 3 7 9 2],70770,[0 2 8 1 4 7 9 3 5 6],2034956,[5 6 3 8 1 9 7 2 0 4],1837709,[5 0 6 7 3 2 1 9 8 4],3081480,[8 4 3 2 9 0 1 5 6 7]
88,2739328,[7 4 9 3 5 6 2 8 0 1],566292,[1 6 0 4 7 2 8 3 5 9],3233187,[8 9 1 4 5 2 0 6 7 3],468918,[1 3 7 0 4 8 5 2 6 9],328342,[0 9 2 3 1 4 8 7 5 6]
89,528210,[1 5 0 8 6 7 9 2 3 4],753057,[2 0 7 4 9 5 3 6 8 1],2971545,[8 1 6 5 0 9 3 4 7 2],161655,[0 5 1 2 7 3 8 6 9 4],62262,[0 2 6 4 5 9 3 1 7 8]
90,1321255,[3 6 8 1 0 5 4 2 9 7],2352556,[6 4 2 8 3 7 0 9 1 5],2423771,[6 7 0 9 3 1 4 8 5 2],1396303,[3 8 6 0 2 9 4 1 7 5],939196,[2 6 3 4 5 8 0 9 1 7]
91,1919881,[5 2 6 9 4 0 1 3 8 7],2290384,[6 2 8 4 0 5 7 9 1 3],1809109,[4 9 7 8 3 6 2 0 5 1],1432297,[3 9 5 1 2 8 0 4 7 6],1335897,[3 7 1 0 5 6 4 8 9 2]
92,3342762,[9 1 8 2 6 3 7 0 4 5],2420473,[6 7 0 2 8 5 1 3 9 4],2451186,[6 7 8 2 3 4 9 0 1 5],2717799,[7 4 3 1 8 2 6 5 9 0],2979852,[8 1 9 2 6 0 5 3 4 7]
93,2420035,[6 7 0 2 1 9 8 3 5 4],3317089,[9 1 3 2 0 6 4 5 8 7],1167793,[3 1 9 6 8 5 0 2 7 4],273719,[0 7 8 3 1 9 6 5 4 2],623058,[1 7 4 6 3 0 9 2 5 8]
94,2715800,[7 4 2 8 9 5 1 3 0 6],1302925,[3 6 2 5 7 8 4 0 9 1],1950805,[5 3 4 0 6 8 7 1 9 2],455123,[1 3 4 5 0 8 6 9 7 2],3547405,[9 6 8 5 7 3 2 0 4 1]
95,1473973,[4 0 6 5 2 1 8 3 9 7],3170075,[8 6 4 9 7 1 2 5 3 0],2140787,[5 9 0 7 2 8 3 6 4 1],2131302,[5 8 7 9 0 6 2 1 3 4],469515,[1 3 7 2 0 8 4 6 9 5]
96,291223,[0 8 2 7 4 9 3 1 6 5],908129,[2 5 6 1 3 8 7 9 4 0],1435499,[3 9 5 7 6 2 1 8 4 0],2756045,[7 5 2 8 9 0 1 6 4 3],2987764,[8 2 0 7 6 1 3 9 4 5]
97,112504,[0 3 8 4 2 6 7 9 1 5],34259,[0 1 8 7 5 4 3 9 6 2],3055855,[8 3 7 2 1 5 4 0 9 6],730279,[2 0 1 9 4 7 5 3 8 6],2274993,[6 2 4 3 8 1 5 7 9 0]
98,1676237,[4 6 5 7 0 8 1 9 3 2],1156479,[3 1 7 5 2 4 8 6 9 0],3461714,[9 4 7 6 8 3 0 2 1 5],1891501,[5 1 9 3 0 6 7 2 8 4],3074690,[8 4 2 0 5 6 1 7 3 9]
99,462793,[1 3 5 8 7 6 0 2 9 4],1700740,[4 7 1 5 0 9 2 8 3 6],2729909,[7 4 6 5 3 1 0 9 8 2],2640529,[7 2 4 9 3 5 0 1 8 6],3401514,[9 3 2 8 1 7 6 0 4 5]
100,2646671,[7 2 6 0 9 4 8 5 3 1],1586116,[4 3 2 7 9 6 0 8 1 5],1069493,[2 9 5 1 4 6 0 8 7 3],2795279,[7 6 2 5 1 9 8 4 3 0],3384695,[9 2 8 4 7 5 6 3 1 0]
