10%,Optima 1, Optima [1],Optima 2, Optima [2],Optima 3, Optima [3],Optima 4, Optima [4],Optima 5, Optima [5]
11,312871,[0 8 7 1 5 3 4 2 9 6],199512,[0 5 9 6 1 7 2 3 4 8],789790,[2 1 6 7 9 4 8 5 0 3],389119,[1 0 7 3 5 8 4 2 9 6],1135436,[3 1 2 4 9 8 7 5 0 6]
12,340478,[0 9 4 5 8 2 6 3 1 7],428312,[1 2 6 9 8 3 4 5 0 7],776570,[2 1 4 0 7 6 3 8 5 9],312452,[0 8 6 9 7 4 5 2 1 3],1161877,[3 1 8 5 7 2 6 0 9 4]
13,236696,[0 6 8 9 5 3 2 4 1 7],370027,[1 0 3 5 9 6 8 2 7 4],595556,[1 6 8 2 0 9 7 4 3 5],487327,[1 4 0 7 9 2 5 3 8 6],1210597,[3 4 0 2 6 5 8 1 9 7]
14,417716,[1 2 4 9 0 8 7 5 3 6],463423,[1 3 5 9 6 8 2 0 7 4],728760,[2 0 1 7 4 3 5 6 8 9],652815,[1 8 2 5 7 0 6 4 9 3],1087215,[2 9 8 6 0 1 5 4 7 3]
15,384445,[1 0 6 3 9 7 5 2 8 4],244555,[0 7 1 5 6 9 8 2 4 3],610012,[1 7 2 0 4 6 3 9 5 8],312635,[0 8 7 1 3 4 5 9 6 2],1220322,[3 4 2 0 9 5 8 1 6 7]
16,264948,[0 7 5 4 9 8 3 1 2 6],429261,[1 2 7 3 4 0 9 6 8 5],799285,[2 1 8 6 0 7 5 3 9 4],545404,[1 5 6 2 7 0 3 9 4 8],1352736,[3 7 5 2 8 9 0 1 4 6]
17,321846,[0 8 9 7 1 2 4 3 5 6],168981,[0 5 2 6 8 1 9 4 7 3],512490,[1 4 7 6 8 5 9 0 2 3],398801,[1 0 9 2 8 4 6 7 5 3],1288038,[3 5 9 4 8 6 1 0 2 7]
18,255482,[0 7 3 6 9 1 2 5 4 8],243222,[0 7 1 3 8 9 4 2 5 6],669375,[1 8 5 7 6 0 4 3 9 2],571120,[1 6 2 4 3 5 8 9 0 7],1297898,[3 6 1 5 7 9 0 4 2 8]
19,309378,[0 8 6 3 7 1 9 2 4 5],256069,[0 7 3 8 5 9 4 1 6 2],477496,[1 3 8 7 2 0 6 9 4 5],443442,[1 2 9 8 7 3 6 0 4 5],1056366,[2 9 1 6 3 0 5 4 7 8]
20,235576,[0 6 8 7 2 1 5 9 3 4],366093,[1 0 2 7 5 8 9 4 6 3],537511,[1 5 3 7 6 2 4 0 9 8],646249,[1 8 0 3 6 5 2 4 9 7],1101783,[3 0 4 7 2 6 8 5 9 1]
21,438953,[1 2 9 0 6 8 5 7 4 3],388785,[1 0 7 2 9 8 4 5 6 3],541500,[1 5 4 6 0 7 8 2 3 9],554441,[1 5 8 0 2 4 7 9 6 3],1226165,[3 4 5 2 0 1 6 9 8 7]
22,406125,[1 2 0 7 3 5 9 6 8 4],432885,[1 2 7 9 3 4 8 5 6 0],632241,[1 7 6 4 0 8 3 5 9 2],636205,[1 7 8 2 5 6 4 0 9 3],1219884,[3 4 2 0 5 8 7 1 6 9]
23,396015,[1 0 8 6 2 3 7 5 9 4],304062,[0 8 5 3 2 9 4 1 6 7],494224,[1 4 3 0 6 7 8 9 2 5],631386,[1 7 6 2 9 4 8 0 3 5],1281443,[3 5 8 1 7 6 2 9 4 0]
24,461811,[1 3 5 7 4 6 0 8 9 2],209484,[0 6 2 5 9 7 4 1 3 8],665355,[1 8 5 0 2 7 3 6 9 4],429572,[1 2 7 3 6 8 9 4 0 5],1367476,[3 7 9 2 1 6 0 8 4 5]
25,242002,[0 7 1 2 3 8 5 9 4 6],455482,[1 3 4 5 7 8 2 9 0 6],684556,[1 8 9 6 5 4 0 7 2 3],636104,[1 7 8 2 4 9 3 5 0 6],1287176,[3 5 9 2 7 4 1 6 0 8]
26,399361,[1 0 9 3 7 2 4 5 8 6],219585,[0 6 4 5 9 8 2 3 7 1],713759,[1 9 6 5 2 8 7 4 3 0],559072,[1 5 8 9 3 7 4 6 0 2],1140911,[3 1 4 5 7 6 9 8 2 0]
27,282221,[0 7 9 8 6 5 1 4 3 2],269935,[0 7 6 4 9 3 2 1 8 5],649039,[1 8 0 7 4 6 3 2 9 5],632287,[1 7 6 4 2 0 5 3 9 8],1324411,[3 6 8 7 2 5 9 0 4 1]
28,241414,[0 6 9 8 2 5 7 4 1 3],122521,[0 4 1 5 3 2 6 7 9 8],513910,[1 4 7 9 6 3 8 5 0 2],530960,[1 5 2 4 6 8 3 7 0 9],1174620,[3 2 1 0 6 7 8 4 5 9]
29,175659,[0 5 3 8 9 7 1 4 6 2],144297,[0 4 6 7 3 5 2 8 9 1],658502,[1 8 3 6 5 4 7 2 0 9],381289,[1 0 5 7 6 4 2 3 9 8],1318644,[3 6 7 5 2 8 4 0 1 9]
30,253341,[0 7 3 2 9 1 8 5 6 4],235241,[0 6 8 5 7 2 4 9 3 1],668914,[1 8 5 7 0 3 4 9 2 6],401487,[1 0 9 6 5 7 4 3 8 2],1271426,[3 5 6 1 9 2 0 7 4 8]
31,156296,[0 4 9 1 2 6 5 7 3 8],353579,[0 9 7 2 1 5 4 8 6 3],606554,[1 7 0 4 5 8 2 6 3 9],627094,[1 7 5 3 9 6 8 4 0 2],1165129,[3 1 9 2 4 6 0 5 8 7]
32,217602,[0 6 4 2 3 5 9 1 7 8],208804,[0 6 2 5 1 3 4 9 7 8],508626,[1 4 6 9 3 5 8 0 2 7],578911,[1 6 3 9 0 4 5 2 8 7],1171006,[3 2 0 5 6 4 9 8 1 7]
33,417785,[1 2 4 9 3 6 7 8 5 0],291782,[0 8 2 9 3 5 6 4 1 7],516051,[1 4 8 3 7 5 0 6 9 2],399085,[1 0 9 3 4 7 6 2 8 5],1182454,[3 2 4 7 1 8 9 6 0 5]
34,238309,[0 6 9 2 8 7 4 1 5 3],192118,[0 5 8 1 7 9 6 4 2 3],603737,[1 6 9 7 4 0 5 8 3 2],388618,[1 0 7 2 8 5 4 9 3 6],1048235,[2 8 9 7 6 1 3 5 4 0]
35,380664,[1 0 5 6 8 3 2 4 7 9],379105,[1 0 5 3 7 4 2 6 9 8],733391,[2 0 3 6 7 5 9 8 4 1],497106,[1 4 3 7 5 6 9 0 2 8],1292067,[3 6 0 4 7 2 1 8 9 5]
36,141997,[0 4 6 2 3 5 8 1 9 7],358762,[0 9 8 2 3 6 4 7 1 5],609066,[1 7 0 8 9 4 6 2 3 5],313317,[0 8 7 2 1 9 6 4 5 3],1165161,[3 1 9 2 4 7 5 6 8 0]
37,380073,[1 0 5 4 9 3 6 7 8 2],278923,[0 7 9 3 4 2 8 1 6 5],702106,[1 9 4 3 0 8 5 7 2 6],469568,[1 3 7 2 4 0 6 8 5 9],1115375,[3 0 7 4 1 8 9 6 5 2]
38,143062,[0 4 6 3 8 1 9 7 2 5],228300,[0 6 7 3 1 5 8 2 4 9],640130,[1 7 9 0 2 5 3 6 4 8],533396,[1 5 2 8 7 9 6 3 0 4],1264149,[3 5 2 8 7 4 9 1 6 0]
39,212489,[0 6 3 2 1 8 7 9 5 4],431574,[1 2 7 6 4 5 3 0 8 9],619376,[1 7 3 9 2 5 4 6 0 8],451335,[1 3 2 6 9 0 7 5 8 4],1043275,[2 8 7 9 6 5 4 0 3 1]
40,388971,[1 0 7 3 4 6 2 8 9 5],393553,[1 0 8 2 6 7 3 4 9 5],618090,[1 7 3 6 4 8 9 0 2 5],401611,[1 0 9 6 7 5 8 2 4 3],1344583,[3 7 2 8 4 9 1 0 6 5]
41,140888,[0 4 5 9 7 1 3 6 2 8],277974,[0 7 9 2 1 5 4 3 6 8],654807,[1 8 2 9 4 6 5 3 7 0],389590,[1 0 7 4 2 6 9 8 3 5],1076594,[2 9 6 5 1 7 0 4 3 8]
42,154221,[0 4 8 6 2 1 9 5 7 3],234313,[0 6 8 4 3 7 1 2 9 5],689612,[1 9 0 7 6 5 8 3 2 4],472699,[1 3 7 8 5 0 9 2 6 4],1066702,[2 9 4 6 5 0 8 7 1 3]
43,338831,[0 9 4 2 6 5 8 7 3 1],364869,[1 0 2 5 8 6 9 4 7 3],569971,[1 6 2 0 7 8 9 3 5 4],611760,[1 7 2 4 8 0 3 5 6 9],1035236,[2 8 6 3 7 9 5 1 0 4]
44,445867,[1 3 0 6 4 7 9 2 8 5],342282,[0 9 4 8 3 2 7 1 5 6],510745,[1 4 7 3 5 2 0 6 9 8],653572,[1 8 2 6 7 4 0 9 3 5],1321219,[3 6 8 1 0 2 9 4 7 5]
45,435850,[1 2 8 5 4 0 6 9 3 7],198221,[0 5 9 3 2 8 1 7 6 4],476844,[1 3 8 6 2 7 5 0 4 9],301482,[0 8 4 7 6 2 9 1 3 5],1021885,[2 8 3 7 1 6 5 0 9 4]
46,404719,[1 2 0 5 3 8 6 4 9 7],432979,[1 2 7 9 4 0 8 3 6 5],725366,[1 9 8 7 3 5 4 2 0 6],353083,[0 9 7 1 4 3 8 2 6 5],1169572,[3 2 0 1 6 7 4 9 5 8]
47,162256,[0 5 1 3 6 2 8 9 4 7],172340,[0 5 3 2 6 1 9 7 4 8],466246,[1 3 6 5 7 2 9 8 0 4],459179,[1 3 5 0 8 6 4 9 7 2],1152709,[3 1 6 7 9 8 4 0 5 2]
48,419027,[1 2 5 0 9 8 4 7 6 3],415083,[1 2 4 5 7 0 3 8 9 6],631309,[1 7 6 2 8 9 4 0 5 3],444206,[1 3 0 2 9 7 6 5 4 8],1018421,[2 8 3 0 5 9 1 7 6 4]
49,142386,[0 4 6 2 8 5 9 1 3 7],315757,[0 8 7 5 4 2 6 1 9 3],647860,[1 8 0 5 7 9 2 6 3 4],443579,[1 3 0 2 4 7 6 9 8 5],1023728,[2 8 4 0 9 1 5 6 3 7]
50,394114,[1 0 8 3 5 4 6 9 2 7],130418,[0 4 2 9 1 8 3 6 5 7],497405,[1 4 3 7 9 0 2 8 6 5],502932,[1 4 5 8 6 0 7 2 3 9],1333634,[3 7 0 6 2 8 1 5 4 9]
51,475224,[1 3 8 4 0 5 2 6 7 9],246335,[0 7 1 9 2 6 8 5 4 3],555521,[1 5 8 2 6 3 7 9 4 0],498711,[1 4 3 9 6 8 5 2 7 0],1134982,[3 1 2 4 6 0 9 8 5 7]
52,208913,[0 6 2 5 1 9 7 8 4 3],330027,[0 9 2 5 4 3 1 7 8 6],440588,[1 2 9 4 8 5 7 3 0 6],329455,[0 9 2 4 6 5 3 1 8 7],1368705,[3 7 9 4 8 6 1 2 5 0]
53,273746,[0 7 8 3 2 4 1 6 5 9],207637,[0 6 2 3 5 4 8 1 9 7],550295,[1 5 7 2 3 8 9 6 4 0],391897,[1 0 7 8 3 9 2 4 6 5],1340758,[3 7 2 0 1 9 8 6 4 5]
54,283045,[0 8 1 3 2 7 6 4 9 5],402940,[1 0 9 8 5 7 2 6 3 4],756323,[2 0 8 1 5 7 4 9 6 3],585347,[1 6 5 0 9 8 3 7 4 2],1101712,[3 0 4 7 1 9 6 8 2 5]
55,187160,[0 5 7 1 9 6 3 4 2 8],357857,[0 9 8 1 2 3 6 7 5 4],612559,[1 7 2 5 8 6 3 0 9 4],554747,[1 5 8 0 4 9 3 7 6 2],1236332,[3 4 7 2 0 8 9 5 1 6]
56,198023,[0 5 9 3 1 2 8 7 6 4],199003,[0 5 9 4 3 2 8 1 7 6],732372,[2 0 3 5 4 1 8 6 7 9],419408,[1 2 5 3 7 0 6 8 4 9],1290365,[3 6 0 1 4 2 5 9 8 7]
57,316531,[0 8 7 6 4 5 9 1 3 2],444017,[1 3 0 2 8 4 7 9 6 5],619580,[1 7 3 9 5 0 8 4 2 6],400647,[1 0 9 5 4 7 6 3 8 2],1352880,[3 7 5 4 0 1 2 6 8 9]
58,313579,[0 8 7 2 5 1 9 3 6 4],136583,[0 4 5 1 8 2 9 7 6 3],661449,[1 8 4 2 7 0 5 6 9 3],453595,[1 3 2 9 8 7 6 0 5 4],1333307,[3 7 0 5 8 9 2 6 4 1]
59,478714,[1 3 8 9 7 2 4 6 0 5],197535,[0 5 9 2 4 1 7 6 8 3],712687,[1 9 6 3 8 0 4 2 7 5],461453,[1 3 5 6 9 4 0 8 7 2],1369729,[3 7 9 6 2 4 0 1 8 5]
60,470407,[1 3 7 4 5 0 6 2 9 8],337315,[0 9 3 8 4 7 6 1 5 2],505509,[1 4 6 3 0 7 9 5 8 2],349814,[0 9 6 3 8 1 5 4 2 7],1213125,[3 4 0 7 9 2 8 5 6 1]
61,196532,[0 5 8 9 7 4 6 2 1 3],467719,[1 3 6 8 5 7 2 0 9 4],627123,[1 7 5 4 0 2 3 8 9 6],381081,[1 0 5 7 3 8 4 6 9 2],1011558,[2 8 0 6 9 5 3 1 4 7]
62,442478,[1 2 9 7 5 3 6 4 0 8],295733,[0 8 3 6 7 4 1 9 5 2],647106,[1 8 0 4 7 5 9 2 3 6],599845,[1 6 9 0 2 7 5 3 8 4],1366224,[3 7 9 0 5 2 1 4 6 8]
63,146380,[0 4 7 1 3 9 2 8 5 6],142164,[0 4 6 2 5 8 7 1 3 9],526109,[1 5 0 4 8 3 2 9 7 6],545644,[1 5 6 2 9 0 3 8 4 7],1185903,[3 2 5 4 0 7 8 6 9 1]
64,176593,[0 5 4 1 3 8 2 6 9 7],426544,[1 2 6 7 4 5 8 9 0 3],595127,[1 6 8 0 5 3 9 7 4 2],623816,[1 7 4 8 3 5 2 6 0 9],1240430,[3 4 8 0 7 9 5 2 1 6]
65,328253,[0 9 2 1 8 5 3 7 6 4],393332,[1 0 8 2 4 7 9 5 3 6],470441,[1 3 7 4 5 2 8 9 6 0],432766,[1 2 7 9 0 4 8 6 3 5],1031650,[2 8 5 6 9 0 3 7 1 4]
66,211369,[0 6 2 9 5 4 1 3 8 7],475673,[1 3 8 4 6 9 5 7 2 0],718566,[1 9 7 5 0 2 4 3 6 8],465353,[1 3 6 4 2 9 7 8 5 0],1335701,[3 7 1 0 2 9 4 8 6 5]
67,401674,[1 0 9 6 8 3 4 7 2 5],258614,[0 7 4 3 2 1 8 6 5 9],697921,[1 9 3 5 4 0 2 6 8 7],560611,[1 5 9 2 6 7 8 0 4 3],1350694,[3 7 4 9 8 5 6 2 0 1]
68,477367,[1 3 8 7 0 2 5 4 9 6],299993,[0 8 4 5 6 9 3 7 2 1],792100,[2 1 7 3 0 9 4 8 5 6],390973,[1 0 7 6 2 3 8 4 9 5],1138397,[3 1 2 9 0 7 4 8 6 5]
69,153152,[0 4 8 3 7 2 5 6 1 9],206403,[0 6 1 9 7 2 3 5 8 4],795650,[2 1 7 9 0 5 3 6 4 8],447973,[1 3 0 9 4 2 7 5 8 6],1120813,[3 0 8 4 7 1 6 2 9 5]
70,358547,[0 9 8 1 7 6 3 5 4 2],370759,[1 0 3 6 9 7 4 2 8 5],485057,[1 4 0 3 8 2 7 9 6 5],324057,[0 9 1 4 2 6 5 7 8 3],1065273,[2 9 4 3 6 1 5 7 8 0]
71,363855,[1 0 2 4 6 3 8 7 9 5],272422,[0 7 8 1 4 2 9 6 3 5],534580,[1 5 3 0 6 9 2 8 4 7],368100,[1 0 3 2 5 7 8 4 6 9],1347676,[3 7 4 2 8 6 0 9 1 5]
72,294884,[0 8 3 5 6 2 9 4 1 7],425646,[1 2 6 5 3 0 7 4 8 9],672641,[1 8 6 4 2 3 7 9 5 0],520550,[1 4 9 2 8 7 5 3 0 6],1096546,[3 0 2 6 9 8 4 7 1 5]
73,159092,[0 4 9 5 8 6 7 2 1 3],296614,[0 8 3 7 9 5 6 4 1 2],487401,[1 4 0 7 9 6 3 5 8 2],412049,[1 2 3 8 4 7 6 9 5 0],1220738,[3 4 2 1 6 9 0 7 5 8]
74,399387,[1 0 9 3 7 4 2 6 8 5],347481,[0 9 5 8 4 6 2 3 7 1],628099,[1 7 5 6 3 0 9 2 8 4],334095,[0 9 3 4 1 2 7 6 8 5],1029678,[2 8 5 3 0 7 4 1 6 9]
75,210787,[0 6 2 8 7 4 9 1 5 3],210204,[0 6 2 7 9 5 4 1 3 8],682986,[1 8 9 4 5 3 7 0 2 6],548924,[1 5 6 9 3 2 8 4 0 7],1346082,[3 7 4 0 6 2 9 1 5 8]
76,400832,[1 0 9 5 7 3 4 6 2 8],276557,[0 7 8 9 1 5 2 6 4 3],652170,[1 8 2 4 7 6 9 0 3 5],374007,[1 0 4 3 6 8 7 5 9 2],1172432,[3 2 0 7 5 4 6 8 1 9]
77,183394,[0 5 6 3 8 2 4 9 1 7],190101,[0 5 7 8 1 2 9 4 6 3],499671,[1 4 5 0 9 8 6 3 7 2],300294,[0 8 4 6 1 5 3 2 7 9],1134686,[3 1 2 0 9 7 6 5 4 8]
78,429128,[1 2 7 3 0 4 6 8 5 9],446745,[1 3 0 7 5 9 4 6 8 2],783761,[2 1 5 6 7 3 8 9 4 0],632959,[1 7 6 5 0 8 3 2 9 4],1331494,[3 7 0 2 4 8 9 6 1 5]
79,142061,[0 4 6 2 3 9 1 8 7 5],124388,[0 4 1 7 8 5 9 3 2 6],656196,[1 8 3 2 5 4 7 0 6 9],406315,[1 2 0 7 4 9 8 3 6 5],1268926,[3 5 4 8 2 1 9 7 0 6]
80,316263,[0 8 7 6 2 4 5 3 9 1],144587,[0 4 6 7 8 9 2 5 3 1],759472,[2 0 8 6 7 9 4 5 1 3],575286,[1 6 3 2 0 4 7 5 8 9],1125995,[3 0 9 4 8 2 5 7 6 1]
81,353204,[0 9 7 1 5 3 8 4 2 6],169329,[0 5 2 7 3 1 6 8 9 4],694003,[1 9 2 6 8 3 7 0 5 4],392158,[1 0 7 8 5 9 6 4 2 3],1359473,[3 7 6 8 0 9 4 5 2 1]
82,342174,[0 9 4 8 2 5 3 1 6 7],339818,[0 9 4 3 8 7 1 5 2 6],468272,[1 3 6 9 4 2 5 7 0 8],480346,[1 3 9 4 0 8 5 7 2 6],1222398,[3 4 2 6 8 7 1 0 5 9]
83,215127,[0 6 3 7 8 5 4 2 9 1],304422,[0 8 5 3 7 9 2 1 4 6],666331,[1 8 5 2 4 7 9 0 6 3],379646,[1 0 5 4 3 8 7 6 2 9],1050911,[2 9 0 5 6 4 8 7 3 1]
84,260525,[0 7 4 6 9 1 2 8 5 3],139065,[0 4 5 7 1 9 3 6 8 2],598498,[1 6 8 7 2 4 3 9 0 5],533502,[1 5 2 8 9 7 3 0 4 6],1356281,[3 7 6 0 8 2 5 9 4 1]
85,257098,[0 7 4 1 2 6 5 9 3 8],473871,[1 3 8 0 2 9 6 5 7 4],550795,[1 5 7 2 9 8 6 0 4 3],557921,[1 5 8 6 9 2 4 7 3 0],1144834,[3 1 5 2 0 6 7 9 4 8]
86,426364,[1 2 6 7 3 0 4 9 5 8],145636,[0 4 6 9 2 7 1 8 3 5],561140,[1 5 9 3 4 0 8 6 2 7],589904,[1 6 7 0 3 9 4 5 2 8],1167695,[3 1 9 6 7 5 8 4 2 0]
87,422836,[1 2 5 9 3 7 0 8 4 6],134484,[0 4 3 7 8 6 5 1 2 9],758612,[2 0 8 5 6 7 9 3 1 4],479278,[1 3 9 0 6 8 7 5 2 4],1201519,[3 2 8 4 7 6 1 0 9 5]
88,250839,[0 7 2 8 4 3 6 5 9 1],373808,[1 0 4 3 5 2 7 8 6 9],560009,[1 5 9 0 7 6 4 8 3 2],468883,[1 3 7 0 4 5 9 2 8 6],1163731,[3 1 8 9 2 6 7 0 5 4]
89,167249,[0 5 2 3 4 8 7 9 6 1],319226,[0 8 9 3 4 2 1 6 5 7],791460,[2 1 7 0 4 6 8 3 5 9],489016,[1 4 2 0 5 3 8 9 6 7],1215528,[3 4 1 2 5 7 0 6 8 9]
90,298740,[0 8 4 2 9 5 6 1 3 7],302186,[0 8 4 9 6 2 1 5 3 7],484983,[1 4 0 3 7 6 8 5 9 2],369963,[1 0 3 5 9 2 4 7 8 6],1118733,[3 0 7 9 6 5 8 2 4 1]
91,304447,[0 8 5 3 9 1 4 2 7 6],399710,[1 0 9 4 2 8 6 5 3 7],789768,[2 1 6 7 9 4 0 3 5 8],558183,[1 5 8 7 2 4 6 3 9 0],1183551,[3 2 4 8 7 9 5 1 6 0]
92,182594,[0 5 6 2 7 8 1 4 3 9],264424,[0 7 5 4 2 6 8 9 1 3],445346,[1 3 0 5 7 4 2 8 6 9],308765,[0 8 6 2 9 1 3 7 5 4],1077412,[2 9 6 7 3 4 0 8 1 5]
93,143328,[0 4 6 5 1 7 2 3 8 9],152849,[0 4 8 3 2 7 6 9 5 1],727724,[2 0 1 5 8 4 9 6 3 7],364207,[1 0 2 4 9 3 6 5 8 7],1265691,[3 5 4 0 9 6 1 7 8 2]
94,221063,[0 6 4 9 1 2 8 7 5 3],216343,[0 6 3 9 4 8 2 1 7 5],551268,[1 5 7 3 6 9 4 0 2 8],393785,[1 0 8 2 9 5 6 7 4 3],1243695,[3 4 8 7 2 0 6 5 9 1]
95,308539,[0 8 6 2 5 1 9 3 7 4],410799,[1 2 3 6 7 4 8 5 9 0],791248,[2 1 6 9 8 5 4 7 0 3],304208,[0 8 5 3 6 1 4 7 2 9],1235706,[3 4 7 1 2 6 9 0 5 8]
96,177391,[0 5 4 2 6 3 7 1 9 8],467206,[1 3 6 7 9 2 8 5 0 4],478301,[1 3 8 9 2 7 0 6 5 4],444889,[1 3 0 4 9 6 2 5 8 7],1071548,[2 9 5 6 1 4 8 3 0 7]
97,121160,[0 4 1 2 5 8 6 7 3 9],214233,[0 6 3 5 7 2 4 8 9 1],600905,[1 6 9 2 5 4 7 8 3 0],582200,[1 6 4 5 7 8 2 3 0 9],1247491,[3 4 9 5 6 7 8 0 2 1]
98,278337,[0 7 9 2 5 4 3 6 8 1],423290,[1 2 5 9 8 4 0 6 3 7],775126,[2 1 3 8 6 4 9 7 0 5],643089,[1 7 9 5 2 0 4 6 8 3],1224430,[3 4 2 9 6 5 8 7 0 1]
99,233713,[0 6 8 3 5 7 1 2 9 4],433916,[1 2 8 0 6 9 7 4 3 5],495184,[1 4 3 2 8 6 7 9 0 5],513071,[1 4 7 8 5 3 9 6 2 0],1232435,[3 4 6 5 8 1 2 9 7 0]
100,340581,[0 9 4 6 1 2 8 5 7 3],207514,[0 6 2 3 4 5 7 9 1 8],528276,[1 5 0 8 7 3 6 2 4 9],505313,[1 4 6 2 8 9 5 7 3 0],1142510,[3 1 4 7 8 9 5 2 0 6]
1,125956,[0 4 1 9 8 6 2 7 3 5],296449,[0 8 3 7 6 4 1 2 9 5],458558,[1 3 4 9 8 2 6 5 0 7],447617,[1 3 0 8 7 2 6 9 5 4],1190148,[3 2 6 0 9 8 5 1 4 7]
2,163869,[0 5 1 6 7 4 9 3 8 2],357312,[0 9 7 8 2 5 1 3 4 6],458064,[1 3 4 9 2 5 0 6 7 8],360470,[0 9 8 4 5 7 3 2 1 6],1106123,[3 0 5 6 2 8 4 9 7 1]
3,381975,[1 0 5 8 6 2 7 4 9 3],330765,[0 9 2 6 4 3 8 5 7 1],635941,[1 7 8 2 3 5 6 0 9 4],651377,[1 8 2 3 7 0 6 9 5 4],1360862,[3 7 8 0 1 5 6 4 2 9]
4,262819,[0 7 5 2 1 3 9 4 8 6],429964,[1 2 7 4 3 0 5 9 6 8],646915,[1 8 0 4 5 9 7 2 6 3],442897,[1 2 9 8 0 7 3 4 6 5],1078890,[2 9 7 0 4 6 8 1 3 5]
5,146358,[0 4 7 1 3 8 5 2 6 9],339860,[0 9 4 5 1 2 8 6 3 7],763106,[2 0 9 4 8 3 1 6 5 7],427096,[1 2 6 8 3 0 7 9 4 5],1357228,[3 7 6 2 0 4 1 9 5 8]
6,296440,[0 8 3 7 6 2 5 9 1 4],305655,[0 8 5 6 4 1 7 3 9 2],683161,[1 8 9 4 7 0 2 3 6 5],633306,[1 7 6 5 4 3 9 0 2 8],1017732,[2 8 1 9 5 0 6 3 4 7]
7,165920,[0 5 1 9 4 7 3 6 2 8],155498,[0 4 8 7 9 6 1 3 2 5],795696,[2 1 7 9 0 8 3 4 5 6],572550,[1 6 2 7 3 4 5 0 8 9],1156357,[3 1 7 5 0 4 8 2 9 6]
8,353340,[0 9 7 1 6 4 5 2 3 8],345121,[0 9 5 4 3 1 2 6 8 7],722477,[1 9 8 3 4 6 0 7 5 2],350066,[0 9 6 4 2 3 1 7 5 8],1250001,[3 5 0 1 2 8 6 7 9 4]
9,188357,[0 5 7 3 6 8 1 9 4 2],314821,[0 8 7 4 2 5 6 1 9 3],510739,[1 4 7 3 5 0 9 2 8 6],328688,[0 9 2 3 6 1 5 7 4 8],1076523,[2 9 6 5 1 0 3 7 8 4]
10,265309,[0 7 5 6 3 9 4 1 8 2],203385,[0 6 1 4 5 9 3 7 8 2],760671,[2 0 8 9 4 7 5 3 6 1],473005,[1 3 7 8 9 5 4 0 6 2],1056534,[2 9 1 6 4 5 3 0 7 8]
11,130728,[0 4 2 9 6 5 1 3 7 8],126748,[0 4 2 3 1 6 5 9 7 8],670103,[1 8 5 9 6 0 7 4 3 2],394963,[1 0 8 4 6 3 9 2 7 5],1164070,[3 1 8 9 6 4 7 5 0 2]
12,366383,[1 0 2 7 9 3 8 6 5 4],482237,[1 3 9 6 7 5 0 8 4 2],636101,[1 7 8 2 4 9 0 6 5 3],422833,[1 2 5 9 3 7 0 4 8 6],1099048,[3 0 4 1 6 8 7 9 2 5]
13,287618,[0 8 2 1 5 9 3 6 4 7],132414,[0 4 3 2 9 6 5 1 7 8],480749,[1 3 9 4 7 2 0 8 6 5],339544,[0 9 4 3 6 5 7 8 1 2],1056053,[2 9 1 5 7 4 0 8 6 3]
14,278550,[0 7 9 2 8 3 4 1 5 6],175033,[0 5 3 8 1 7 2 4 9 6],753497,[2 0 7 5 6 1 8 9 4 3],541312,[1 5 4 3 8 9 6 7 0 2],1252124,[3 5 0 6 1 4 9 7 2 8]
15,233302,[0 6 8 3 1 2 9 7 4 5],290071,[0 8 2 5 9 3 4 1 7 6],611788,[1 7 2 4 8 3 0 9 5 6],612801,[1 7 2 6 0 8 4 5 9 3],1224923,[3 4 5 0 2 8 6 9 7 1]
16,333338,[0 9 3 1 8 7 2 5 4 6],249986,[0 7 2 6 3 4 1 8 5 9],609392,[1 7 0 9 4 3 5 6 2 8],555879,[1 5 8 3 0 4 7 6 9 2],1266139,[3 5 4 1 7 0 9 2 8 6]
17,343450,[0 9 5 2 1 3 6 8 4 7],476277,[1 3 8 5 4 9 7 2 6 0],781056,[2 1 4 9 7 8 0 3 5 6],512464,[1 4 7 6 8 3 5 9 0 2],1296701,[3 6 1 2 9 8 0 7 5 4]
18,364835,[1 0 2 5 8 4 6 9 7 3],132551,[0 4 3 5 1 7 9 8 6 2],727892,[2 0 1 5 9 7 8 4 3 6],312596,[0 8 7 1 2 9 6 4 3 5],1200893,[3 2 8 1 9 5 0 7 6 4]
19,398476,[1 0 9 2 5 7 3 8 4 6],437639,[1 2 8 7 6 9 5 4 3 0],441670,[1 2 9 6 4 5 8 7 0 3],358159,[0 9 8 1 4 6 3 2 7 5],1024839,[2 8 4 3 5 1 7 6 9 0]
20,380870,[1 0 5 6 9 8 4 3 2 7],369780,[1 0 3 5 7 6 8 2 4 9],692104,[1 9 2 4 3 6 7 8 0 5],498006,[1 4 3 8 7 0 5 2 6 9],1300750,[3 6 2 0 7 5 9 8 1 4]
21,267513,[0 7 6 1 5 3 4 8 9 2],474506,[1 3 8 2 0 5 4 7 6 9],760235,[2 0 8 7 9 3 4 6 5 1],641219,[1 7 9 2 5 4 3 8 6 0],1142573,[3 1 4 7 9 5 0 8 6 2]
22,266934,[0 7 5 9 6 3 2 1 4 8],369772,[1 0 3 5 7 6 2 9 4 8],575313,[1 6 3 2 0 5 7 8 9 4],383992,[1 0 6 3 4 9 7 8 2 5],1195353,[3 2 7 1 4 5 6 8 9 0]
