98%,Optima 1, Optima [1],Optima 2, Optima [2],Optima 3, Optima [3],Optima 4, Optima [4],Optima 5, Optima [5],Optima 6, Optima [6],Optima 7, Optima [7],Optima 8, Optima [8],Optima 9, Optima [9],Optima 10, Optima [10],Optima 11, Optima [11],Optima 12, Optima [12],Optima 13, Optima [13],Optima 14, Optima [14],Optima 15, Optima [15],Optima 16, Optima [16],Optima 17, Optima [17],Optima 18, Optima [18],Optima 19, Optima [19],Optima 20, Optima [20]
26,3322338,[9 1 4 2 5 0 8 3 6 7],1765255,[4 8 7 1 6 3 2 0 9 5],2784366,[7 6 0 4 2 1 5 3 8 9],36702,[0 1 9 3 8 7 4 2 5 6],1573912,[4 3 0 2 9 8 6 7 1 5],2702814,[7 4 0 2 9 5 3 1 6 8],1641862,[4 5 7 8 2 0 9 6 1 3],2646573,[7 2 6 0 8 5 9 3 4 1],2745702,[7 5 0 8 3 9 2 1 4 6],621571,[1 7 4 3 2 8 9 0 6 5],2105019,[5 8 1 6 4 9 0 3 7 2],2715805,[7 4 2 8 9 5 3 0 6 1],2775398,[7 5 8 4 6 1 3 2 0 9],1050737,[2 9 0 5 4 1 7 8 6 3],3314752,[9 1 2 6 7 8 4 5 0 3],2939680,[8 0 9 2 7 3 5 6 1 4],753977,[2 0 7 6 3 1 8 9 5 4],583071,[1 6 4 7 8 9 3 2 5 0],710884,[1 9 6 0 4 2 3 8 5 7],333130,[0 9 3 1 7 2 5 8 4 6]
27,2816422,[7 6 8 5 4 0 9 3 1 2],2699247,[7 3 9 4 8 5 2 1 6 0],3326929,[9 1 5 0 7 4 2 3 8 6],2656407,[7 2 9 0 4 6 5 3 8 1],2672600,[7 3 2 1 9 6 4 5 0 8],285915,[0 8 1 7 2 6 3 5 9 4],3504111,[9 5 8 1 6 7 3 2 4 0],2743937,[7 5 0 4 1 2 8 9 6 3],1679302,[4 6 7 1 3 0 9 8 2 5],2249469,[6 1 8 3 2 5 9 4 7 0],2328529,[6 3 8 0 1 5 2 4 9 7],2685739,[7 3 5 9 1 0 8 2 6 4],1457895,[4 0 2 3 9 1 7 6 8 5],2811389,[7 6 5 8 4 1 0 9 3 2],2682030,[7 3 5 1 0 4 6 2 8 9],2457221,[6 7 9 3 5 8 0 4 2 1],3267992,[9 0 1 4 8 3 5 6 2 7],395302,[1 0 8 5 2 3 9 7 4 6],224145,[0 6 5 4 2 9 3 7 8 1],1466399,[4 0 3 9 6 8 7 5 2 1]
28,2385450,[6 5 1 3 0 8 9 2 4 7],1991323,[5 4 3 0 8 2 9 1 7 6],964312,[2 6 9 3 1 8 5 7 0 4],916797,[2 5 7 9 1 8 6 3 4 0],676355,[1 8 7 2 4 3 5 9 6 0],2444508,[6 7 5 0 1 9 4 2 3 8],681693,[1 8 9 2 6 5 7 3 4 0],2275789,[6 2 4 5 8 9 3 0 7 1],2897579,[7 9 6 8 2 3 1 5 4 0],2793035,[7 6 2 1 3 4 5 9 8 0],3037097,[8 3 2 6 1 0 7 9 5 4],626384,[1 7 5 2 9 8 3 4 0 6],1983614,[5 4 1 7 0 2 8 6 3 9],392070,[1 0 7 8 5 3 4 2 6 9],2483907,[6 8 4 7 9 1 0 3 5 2],1058003,[2 9 1 8 4 6 3 7 5 0],2617571,[7 1 9 3 5 0 4 8 6 2],1928645,[5 2 8 6 7 0 1 9 4 3],744417,[2 0 5 7 9 4 3 6 8 1],297306,[0 8 3 9 7 4 6 1 2 5]
29,118146,[0 3 9 5 1 6 8 2 4 7],2847820,[7 8 5 0 2 9 1 6 3 4],2719948,[7 4 3 6 8 1 0 9 2 5],1960067,[5 3 6 9 1 8 2 7 4 0],1154021,[3 1 6 9 7 8 0 5 4 2],237615,[0 6 9 2 1 3 7 5 8 4],3223594,[8 7 9 4 1 2 3 6 0 5],406211,[1 2 0 7 4 3 6 9 8 5],130347,[0 4 2 9 1 5 3 7 8 6],3020692,[8 2 9 3 4 5 0 7 1 6],2959536,[8 1 4 2 5 9 0 3 6 7],1881092,[5 1 7 2 6 8 9 3 0 4],1532773,[4 2 0 1 9 3 7 5 8 6],1588047,[4 3 5 0 7 8 6 2 9 1],229985,[0 6 7 5 3 4 8 9 2 1],3613431,[9 8 4 7 3 6 2 1 5 0],467092,[1 3 6 7 8 4 0 9 2 5],2673169,[7 3 2 4 8 5 0 1 9 6],1064817,[2 9 4 1 8 5 3 6 7 0],2964638,[8 1 5 2 6 3 7 4 0 9]
30,855100,[2 4 1 7 6 9 0 8 3 5],2632081,[7 2 3 1 8 0 4 5 9 6],2977482,[8 1 7 6 3 2 9 0 4 5],2536845,[6 9 8 2 3 1 7 4 5 0],382366,[1 0 5 9 2 4 8 7 3 6],2073518,[5 7 3 2 9 1 6 4 0 8],3323216,[9 1 4 3 6 5 2 7 0 8],2598302,[7 1 4 5 8 3 6 2 0 9],2154976,[5 9 3 6 0 1 7 8 2 4],2944992,[8 1 0 4 3 7 2 5 6 9],2478864,[6 8 3 7 9 1 0 2 4 5],992736,[2 7 5 9 6 8 0 1 3 4],1403374,[3 8 7 4 0 6 9 5 1 2],1461481,[4 0 2 9 8 1 3 5 7 6],3024992,[8 3 0 2 5 4 6 7 1 9],1099853,[3 0 4 2 7 6 1 9 8 5],3467179,[9 4 8 7 3 0 6 1 5 2],3294101,[9 0 6 5 1 8 2 7 4 3],2743170,[7 5 0 2 9 6 8 1 3 4],1242514,[3 4 8 5 7 1 2 9 0 6]
31,2295823,[6 2 9 4 5 8 1 0 7 3],28006,[0 1 7 5 9 3 8 6 2 4],527371,[1 5 0 7 4 8 9 2 6 3],3337035,[9 1 7 0 6 5 2 4 8 3],1383776,[3 8 2 5 9 4 1 6 0 7],1426335,[3 9 4 0 1 2 7 6 8 5],2460581,[6 8 0 2 4 9 1 7 5 3],3405211,[9 3 4 6 2 7 8 0 5 1],2317043,[6 3 4 8 0 7 2 9 5 1],2791502,[7 6 1 9 0 4 5 3 2 8],2081136,[5 7 4 9 2 8 0 1 3 6],2019107,[5 6 0 7 2 9 3 8 4 1],924022,[2 5 9 3 4 0 8 7 1 6],1866511,[5 1 3 4 6 2 7 0 9 8],2373275,[6 4 8 9 1 2 3 7 5 0],3190757,[8 7 1 0 5 6 2 9 4 3],3331777,[9 1 6 0 4 8 2 3 7 5],3413837,[9 3 6 2 4 7 0 8 5 1],220330,[0 6 4 8 1 2 5 9 3 7],2422385,[6 7 0 5 3 4 8 9 2 1]
32,2199232,[6 0 5 3 4 9 7 8 1 2],369278,[1 0 3 4 9 5 7 6 2 8],620783,[1 7 4 2 3 0 9 8 6 5],251844,[0 7 2 9 6 5 4 1 3 8],1332747,[3 7 0 5 1 4 2 8 9 6],3386611,[9 2 8 7 4 5 6 0 3 1],1384236,[3 8 2 6 5 1 7 0 4 9],1032612,[2 8 5 9 1 0 6 3 4 7],2701997,[7 4 0 1 8 6 2 9 5 3],3489657,[9 5 4 2 7 3 1 6 8 0],3136306,[8 5 7 1 9 6 2 4 0 3],599671,[1 6 8 9 7 2 3 0 5 4],2412967,[6 5 8 7 2 0 3 1 9 4],2266406,[6 2 1 7 8 5 4 3 0 9],1722370,[4 7 6 8 1 0 3 9 2 5],1943949,[5 3 1 7 9 4 8 2 6 0],135826,[0 4 3 9 6 8 2 7 1 5],1238786,[3 4 7 8 5 1 0 6 2 9],3433058,[9 4 1 2 0 8 3 6 5 7],2823286,[7 8 0 2 3 4 9 6 1 5]
33,1675428,[4 6 5 2 9 8 3 0 1 7],2745805,[7 5 0 8 4 6 3 1 9 2],2940981,[8 0 9 4 6 1 7 3 5 2],2146608,[5 9 1 8 3 4 0 2 6 7],683803,[1 8 9 5 6 2 7 0 4 3],2942395,[8 0 9 6 4 7 5 1 3 2],3514604,[9 6 1 3 4 2 8 5 0 7],2601032,[7 1 5 0 6 3 4 8 2 9],3249489,[8 9 4 6 1 0 3 5 7 2],2486461,[6 8 5 2 3 4 7 0 9 1],914931,[2 5 7 4 8 3 0 6 9 1],1440835,[3 9 6 8 0 7 5 1 4 2],2136227,[5 8 9 6 7 4 1 3 2 0],1483457,[4 0 8 3 5 1 7 9 6 2],769332,[2 1 0 7 6 3 8 4 5 9],1696678,[4 7 0 6 3 9 8 5 1 2],1411169,[3 8 9 7 6 4 2 5 1 0],2734348,[7 4 8 3 6 1 0 9 2 5],2628635,[7 2 1 5 9 3 4 8 6 0],1392089,[3 8 5 1 4 7 6 9 2 0]
34,3100484,[8 4 9 1 2 3 7 5 0 6],3210542,[8 7 5 0 1 4 6 3 2 9],507518,[1 4 6 7 9 2 5 3 0 8],1968903,[5 3 8 6 4 2 7 1 9 0],2702138,[7 4 0 1 9 8 2 5 3 6],1202111,[3 2 8 5 6 4 9 7 1 0],1250185,[3 5 0 1 6 4 2 7 9 8],2215226,[6 0 9 4 7 2 1 5 3 8],3258190,[8 9 6 3 1 4 7 5 0 2],891134,[2 5 0 8 7 1 6 4 3 9],3158544,[8 6 2 5 9 1 0 3 4 7],2400094,[6 5 4 1 3 8 9 7 0 2],942595,[2 6 4 0 1 9 8 3 7 5],3315098,[9 1 2 7 3 8 0 5 4 6],2726980,[7 4 6 0 3 9 1 8 2 5],2863052,[7 9 0 1 4 6 8 3 2 5],9125,[0 1 3 8 7 2 4 9 6 5],752944,[2 0 7 4 8 5 6 9 1 3],430232,[1 2 7 4 6 3 5 8 0 9],3434346,[9 4 1 3 8 5 7 0 2 6]
35,825262,[2 3 5 8 1 0 9 7 4 6],1190499,[3 2 6 1 5 9 0 7 8 4],216705,[0 6 3 9 8 7 2 4 5 1],2735956,[7 4 8 6 9 3 0 5 1 2],2740446,[7 4 9 6 1 0 3 2 5 8],3565391,[9 7 3 2 8 4 6 5 1 0],2689593,[7 3 6 5 4 1 2 8 9 0],3316516,[9 1 3 0 4 7 2 8 5 6],1935615,[5 3 0 1 6 2 8 7 9 4],2427927,[6 7 1 8 0 5 4 3 9 2],2633326,[7 2 3 5 4 1 9 8 0 6],3485868,[9 5 3 6 2 8 4 0 1 7],3495216,[9 5 6 3 2 8 0 1 4 7],150532,[0 4 7 9 1 5 2 8 3 6],2959904,[8 1 4 2 9 7 3 5 0 6],2014338,[5 4 9 6 7 0 8 1 2 3],3220120,[8 7 6 9 2 1 4 5 0 3],2294341,[6 2 9 1 5 4 7 0 8 3],3317194,[9 1 3 2 4 5 6 8 0 7],1057208,[2 9 1 7 4 0 5 6 3 8]
36,1109650,[3 0 6 2 4 1 7 9 5 8],3430008,[9 4 0 5 8 3 1 2 6 7],170393,[0 5 2 8 6 9 4 7 3 1],2768443,[7 5 6 2 0 3 9 1 8 4],1099881,[3 0 4 2 7 8 5 6 9 1],2511126,[6 9 2 1 7 0 4 3 5 8],1487198,[4 0 9 1 6 3 7 5 2 8],3109220,[8 5 0 9 3 1 7 4 2 6],1616926,[4 5 0 8 7 2 9 6 1 3],815127,[2 3 1 8 0 7 6 5 9 4],1474421,[4 0 6 5 8 9 1 7 3 2],2098325,[5 8 0 3 4 1 2 9 7 6],1669594,[4 6 3 1 9 2 5 8 0 7],1561349,[4 2 7 8 5 1 0 9 6 3],813536,[2 3 1 5 9 6 4 7 0 8],2896985,[7 9 6 5 3 2 4 8 1 0],438953,[1 2 9 0 6 8 5 7 4 3],913091,[2 5 7 1 3 0 6 9 8 4],393528,[1 0 8 2 6 5 3 4 7 9],2810980,[7 6 5 8 0 9 1 4 2 3]
37,30000,[0 1 7 9 6 2 3 4 5 8],3165386,[8 6 4 0 3 2 1 7 5 9],2779787,[7 5 9 3 6 8 1 4 2 0],87738,[0 3 2 5 9 1 8 4 6 7],1226450,[3 4 5 2 6 7 0 8 1 9],2821614,[7 6 9 5 8 2 1 0 3 4],73003,[0 2 8 5 4 3 9 1 7 6],301364,[0 8 4 7 5 2 9 3 1 6],3543657,[9 6 8 0 5 3 2 4 7 1],2864307,[7 9 0 3 2 4 1 6 8 5],1304234,[3 6 2 8 4 7 0 5 1 9],834176,[2 3 7 5 6 4 1 8 0 9],3324941,[9 1 4 6 8 7 0 5 3 2],2437160,[6 7 3 4 9 5 1 2 0 8],1210463,[3 4 0 2 5 1 9 8 7 6],1550049,[4 2 5 6 9 0 3 7 8 1],1396007,[3 8 5 9 7 1 6 4 2 0],2659792,[7 2 9 6 0 8 4 5 1 3],2464613,[6 8 1 0 2 5 3 9 7 4],855533,[2 4 1 8 3 6 0 9 7 5]
38,1519617,[4 1 7 5 6 3 2 8 9 0],130739,[0 4 2 9 6 5 3 8 7 1],997382,[2 7 6 9 1 4 5 3 0 8],3350409,[9 2 0 7 4 1 5 6 8 3],364666,[1 0 2 5 6 9 4 8 3 7],749259,[2 0 6 7 5 9 1 4 8 3],1518365,[4 1 7 2 9 0 3 8 6 5],1034785,[2 8 6 3 1 4 0 5 9 7],88661,[0 3 2 7 1 9 4 8 6 5],2302880,[6 3 0 9 4 7 2 5 1 8],3474046,[9 5 1 3 0 4 8 7 2 6],2254683,[6 1 9 3 5 0 2 7 8 4],2055294,[5 6 9 7 3 2 1 0 4 8],3172312,[8 6 5 2 9 7 3 4 0 1],3170209,[8 6 5 0 1 4 2 3 9 7],226435,[0 6 5 9 3 8 7 1 4 2],3152305,[8 6 1 4 2 3 0 5 9 7],1305989,[3 6 4 0 9 2 1 8 7 5],2459229,[6 7 9 8 3 2 5 1 4 0],3139478,[8 5 7 9 2 1 4 3 0 6]
39,1400350,[3 8 6 7 9 2 5 4 0 1],2832696,[7 8 2 0 3 9 1 4 5 6],2838947,[7 8 3 1 9 6 2 5 4 0],2499829,[6 8 9 7 5 4 2 0 3 1],778518,[2 1 4 6 3 8 5 0 7 9],2396504,[6 5 3 4 2 9 1 7 0 8],1404240,[3 8 7 5 2 0 1 4 6 9],3352226,[9 2 1 0 8 4 3 6 5 7],237790,[0 6 9 2 3 5 8 7 1 4],1396151,[3 8 6 0 1 5 9 7 4 2],2459687,[6 8 0 1 3 4 9 7 5 2],2528472,[6 9 5 4 7 3 0 1 2 8],3523440,[9 6 3 0 7 1 2 4 5 8],2192509,[6 0 4 1 2 9 7 3 8 5],1382766,[3 8 2 4 6 0 5 1 7 9],1457322,[4 0 2 3 1 6 9 5 7 8],157134,[0 4 9 2 3 6 5 1 7 8],2888583,[7 9 5 0 8 3 4 2 6 1],3445658,[9 4 3 6 5 8 0 2 1 7],3569733,[9 7 4 1 8 5 6 2 3 0]
40,1451145,[3 9 8 7 2 6 1 4 5 0],45753,[0 2 3 1 7 5 6 8 9 4],2528178,[6 9 5 4 2 0 8 1 3 7],1003200,[2 7 9 0 4 1 3 5 6 8],2193007,[6 0 4 1 9 2 5 3 8 7],1054183,[2 9 1 3 0 8 5 4 7 6],3137794,[8 5 7 4 0 2 3 9 1 6],3233231,[8 9 1 4 5 3 7 6 2 0],2637897,[7 2 4 3 8 5 1 6 9 0],2471024,[6 8 2 1 9 7 3 4 0 5],2431677,[6 7 2 4 1 9 8 3 5 0],2201039,[6 0 5 7 9 8 4 3 2 1],3067404,[8 4 0 6 2 7 5 1 3 9],3114908,[8 5 2 0 3 6 9 4 1 7],1528784,[4 1 9 3 2 8 5 6 0 7],687777,[1 9 0 5 3 6 4 7 8 2],1190768,[3 2 6 1 9 0 5 7 4 8],542084,[1 5 4 6 9 2 8 3 0 7],2888728,[7 9 5 1 0 6 4 8 2 3],1234567,[3 4 6 9 7 0 2 1 8 5]
41,366533,[1 0 2 8 3 6 4 9 7 5],519949,[1 4 9 2 0 8 6 3 7 5],1409012,[3 8 9 4 7 5 6 1 0 2],2481507,[6 8 4 2 5 1 0 7 9 3],3572316,[9 7 4 6 3 1 5 0 2 8],3305989,[9 0 8 7 4 6 3 1 5 2],1110089,[3 0 6 2 8 7 5 9 4 1],2055189,[5 6 9 7 2 3 8 1 4 0],1344100,[3 7 2 6 8 9 0 5 1 4],495208,[1 4 3 2 8 7 6 9 0 5],3250700,[8 9 4 7 6 0 5 2 1 3],1065325,[2 9 4 3 6 7 5 0 8 1],415089,[1 2 4 5 7 0 6 8 9 3],1956246,[5 3 6 1 0 2 7 4 8 9],321533,[0 8 9 6 4 3 1 7 5 2],3195126,[8 7 1 9 5 0 3 2 4 6],302385,[0 8 4 9 7 6 2 3 5 1],501617,[1 4 5 6 8 0 7 9 3 2],2603958,[7 1 5 6 4 8 2 0 3 9],1860010,[5 1 2 0 6 3 7 9 4 8]
42,198146,[0 5 9 3 2 4 1 7 6 8],3387475,[9 3 0 1 7 8 6 2 5 4],3539099,[9 6 7 1 3 4 2 8 5 0],2183578,[6 0 2 3 8 5 4 9 1 7],3575356,[9 7 5 2 6 4 0 8 1 3],1298717,[3 6 1 7 8 5 0 9 4 2],1346955,[3 7 4 1 8 6 0 5 9 2],1861672,[5 1 2 4 7 9 6 8 0 3],859886,[2 4 3 7 1 8 6 5 0 9],1578290,[4 3 1 2 0 7 5 8 6 9],175338,[0 5 3 8 6 1 9 2 4 7],2409716,[6 5 8 0 7 9 4 2 1 3],3086052,[8 4 5 2 1 0 7 3 6 9],898898,[2 5 3 4 6 9 0 7 1 8],1481662,[4 0 7 9 8 1 6 5 2 3],69159,[0 2 7 8 1 4 6 5 9 3],2058259,[5 7 0 3 8 1 9 2 6 4],74403,[0 2 8 7 4 1 3 6 9 5],1240631,[3 4 8 1 0 6 9 7 5 2],1393350,[3 8 5 4 1 2 6 0 7 9]
43,2238503,[6 1 5 2 0 3 9 8 7 4],2059954,[5 7 0 8 1 3 4 9 2 6],2966564,[8 1 5 6 2 3 9 4 0 7],2761199,[7 5 3 8 9 6 4 2 1 0],2660602,[7 2 9 8 1 5 3 6 0 4],1065003,[2 9 4 3 1 0 5 7 8 6],1463800,[4 0 3 6 1 5 8 9 2 7],3174220,[8 6 5 7 3 9 0 4 1 2],1915441,[5 2 6 0 4 1 3 7 9 8],3131491,[8 5 6 2 1 7 9 0 4 3],3509685,[9 6 0 3 5 2 8 4 7 1],2955304,[8 1 3 4 6 5 7 9 0 2],592116,[1 6 7 4 3 2 8 0 5 9],1019266,[2 8 3 1 6 9 4 7 0 5],2221028,[6 1 0 7 8 4 9 3 2 5],230032,[0 6 7 5 3 9 4 8 1 2],1083911,[2 9 8 0 4 5 7 6 3 1],3456907,[9 4 6 8 1 3 7 0 5 2],235315,[0 6 8 5 7 9 4 1 3 2],3286060,[9 0 4 8 7 6 1 5 2 3]
44,2275755,[6 2 4 5 8 7 0 3 9 1],1979788,[5 4 0 8 7 2 1 9 3 6],2974319,[8 1 7 0 9 6 5 4 3 2],934785,[2 6 1 5 3 9 4 7 8 0],1702701,[4 7 1 8 9 0 6 3 5 2],2591196,[7 1 3 0 9 4 6 2 5 8],439776,[1 2 9 3 7 8 0 4 5 6],1298653,[3 6 1 7 8 0 5 2 9 4],2672539,[7 3 2 1 9 0 8 4 6 5],1347522,[3 7 4 2 6 1 9 0 5 8],2558648,[7 0 4 6 8 1 3 5 2 9],1604594,[4 3 8 2 6 7 0 5 1 9],2676196,[7 3 2 9 8 5 0 6 1 4],3383099,[9 2 8 1 6 4 3 7 5 0],438197,[1 2 8 9 5 6 0 7 4 3],836466,[2 3 7 9 6 4 8 0 1 5],3340450,[9 1 7 6 4 0 3 8 2 5],2219325,[6 1 0 4 5 3 9 7 8 2],1295683,[3 6 1 0 7 4 9 2 8 5],1032984,[2 8 5 9 6 1 0 3 4 7]
45,2842563,[7 8 4 0 1 2 3 6 9 5],1914439,[5 2 4 8 9 6 1 0 7 3],1109525,[3 0 6 2 1 4 5 9 8 7],1081011,[2 9 7 4 3 5 0 6 8 1],1065038,[2 9 4 3 1 5 7 6 0 8],1545022,[4 2 3 6 9 0 8 7 1 5],1702251,[4 7 1 8 2 5 0 6 9 3],476153,[1 3 8 5 2 9 6 7 4 0],2806050,[7 6 4 8 1 5 9 0 2 3],2159281,[5 9 4 3 0 1 2 6 8 7],1397829,[3 8 6 2 4 5 9 1 7 0],1467298,[4 0 5 1 9 6 3 8 2 7],1518634,[4 1 7 3 2 5 6 9 0 8],2080384,[5 7 4 8 2 3 6 9 0 1],1028966,[2 8 5 1 0 7 6 4 3 9],1216687,[3 4 1 5 9 0 6 2 8 7],2082743,[5 7 6 1 8 0 9 4 3 2],1494449,[4 1 0 6 7 8 5 9 3 2],3259602,[8 9 6 5 1 2 7 0 3 4],687567,[1 9 0 4 8 6 5 3 7 2]
46,1613527,[4 5 0 2 1 3 7 6 9 8],1742831,[4 8 1 7 5 3 9 6 2 0],1032937,[2 8 5 9 4 7 0 1 6 3],893618,[2 5 1 4 0 9 3 7 6 8],374188,[1 0 4 3 8 5 2 9 6 7],694350,[1 9 2 7 4 3 5 0 6 8],2761412,[7 5 3 9 1 6 8 2 0 4],954526,[2 6 7 3 8 1 9 5 0 4],582761,[1 6 4 7 3 2 8 9 5 0],3117083,[8 5 2 4 1 7 3 9 6 0],2105860,[5 8 1 7 6 9 0 4 2 3],3015570,[8 2 7 3 1 6 9 0 4 5],2415545,[6 5 9 1 8 3 4 7 2 0],3566344,[9 7 3 5 1 4 6 8 0 2],1258366,[3 5 1 7 8 2 9 6 0 4],1435554,[3 9 5 7 6 8 4 0 1 2],1455188,[4 0 1 8 2 6 9 5 3 7],1888851,[5 1 8 7 3 4 0 6 9 2],147740,[0 4 7 3 2 1 9 6 5 8],2117656,[5 8 4 1 2 0 7 9 3 6]
47,2655765,[7 2 8 9 4 1 6 3 5 0],2945736,[8 1 0 5 3 9 2 4 6 7],3292091,[9 0 6 2 4 1 5 8 7 3],1239333,[3 4 7 9 1 6 8 2 5 0],1712132,[4 7 3 6 9 5 8 1 0 2],2508724,[6 9 1 7 3 0 2 8 4 5],2202597,[6 0 7 1 2 9 8 4 5 3],3344503,[9 1 8 5 0 7 3 2 6 4],1284817,[3 5 8 9 2 7 0 1 6 4],3376060,[9 2 6 7 8 5 0 4 1 3],267003,[0 7 5 9 8 1 2 4 6 3],2852120,[7 8 5 9 1 4 2 3 0 6],171938,[0 5 3 1 8 9 2 6 4 7],813829,[2 3 1 6 4 9 7 0 8 5],1290846,[3 6 0 1 9 2 5 4 7 8],2312991,[6 3 2 9 4 8 5 1 7 0],921233,[2 5 8 7 3 9 4 6 1 0],2449565,[6 7 8 0 2 1 3 9 5 4],2505246,[6 9 1 0 5 2 4 3 7 8],224586,[0 6 5 4 9 3 8 1 2 7]
48,1349822,[3 7 4 8 6 2 5 1 0 9],1124277,[3 0 9 1 5 8 7 4 6 2],981687,[2 7 3 8 4 6 5 1 9 0],3494750,[9 5 6 2 7 8 3 1 0 4],625060,[1 7 5 0 2 9 3 8 4 6],3579264,[9 7 6 1 2 3 0 4 5 8],2642264,[7 2 5 1 8 9 3 4 0 6],1187983,[3 2 5 7 9 8 1 0 6 4],591416,[1 6 7 3 4 5 2 8 0 9],3541086,[9 6 7 4 1 0 3 2 5 8],2481813,[6 8 4 2 9 5 7 1 3 0],1223806,[3 4 2 8 7 1 9 6 0 5],596522,[1 6 8 3 5 0 2 7 4 9],2627831,[7 2 1 4 8 5 9 6 3 0],100325,[0 3 5 9 4 1 2 8 7 6],1611438,[4 3 9 7 0 6 2 1 5 8],1571934,[4 2 9 8 1 5 3 0 6 7],241877,[0 6 9 8 7 4 1 5 3 2],2116976,[5 8 4 0 2 6 3 7 1 9],3316967,[9 1 3 0 8 4 7 6 5 2]
49,3529820,[9 6 4 2 5 0 8 3 1 7],1312149,[3 6 5 2 4 7 9 1 8 0],2574819,[7 0 8 9 1 6 2 4 5 3],3187143,[8 7 0 3 5 4 6 2 9 1],643693,[1 7 9 6 0 2 5 3 8 4],447598,[1 3 0 8 6 9 7 5 2 4],3494463,[9 5 6 2 3 4 7 1 8 0],2572876,[7 0 8 4 3 6 1 9 2 5],807180,[2 3 0 4 1 7 8 5 6 9],1444098,[3 9 7 4 6 0 8 1 2 5],1990316,[5 4 2 9 1 8 7 3 0 6],2846699,[7 8 4 6 5 2 1 9 3 0],1284066,[3 5 8 7 2 4 9 0 1 6],3439535,[9 4 2 5 0 7 8 6 3 1],3024916,[8 3 0 2 4 7 1 9 5 6],1402692,[3 8 7 2 1 0 6 4 5 9],2943517,[8 1 0 2 4 5 7 3 9 6],2368041,[6 4 7 8 9 3 1 2 5 0],2428149,[6 7 1 8 3 4 9 2 5 0],2006037,[5 4 8 0 1 9 7 3 6 2]
50,2991157,[8 2 1 5 4 3 7 0 9 6],3007858,[8 2 5 7 4 3 1 9 0 6],2958905,[8 1 4 0 6 5 7 9 3 2],591000,[1 6 7 2 9 0 3 4 5 8],1016154,[2 8 1 6 3 9 7 0 4 5],2066924,[5 7 2 0 8 3 9 4 1 6],3279214,[9 0 3 6 4 7 8 5 1 2],2179862,[6 0 1 5 7 4 8 3 2 9],463890,[1 3 6 0 4 8 9 2 5 7],2956893,[8 1 3 6 7 5 9 2 4 0],2551495,[7 0 3 2 8 5 4 1 9 6],2600589,[7 1 4 9 8 3 6 2 5 0],1338160,[3 7 1 5 6 2 8 9 0 4],165598,[0 5 1 8 9 7 6 4 2 3],2794324,[7 6 2 4 0 1 3 9 5 8],2961395,[8 1 4 6 0 3 5 9 7 2],1265194,[3 5 4 0 2 6 7 9 1 8],1383286,[3 8 2 5 1 4 9 7 0 6],598922,[1 6 8 7 9 0 2 4 3 5],1928714,[5 2 8 6 7 4 0 3 1 9]
51,2267051,[6 2 1 8 7 0 4 9 5 3],1769266,[4 8 9 0 2 7 3 6 1 5],1081936,[2 9 7 5 6 0 4 8 1 3],205199,[0 6 1 7 9 8 5 4 3 2],2839808,[7 8 3 4 1 0 5 6 2 9],3504067,[9 5 8 1 6 3 7 0 4 2],1903419,[5 2 1 7 6 9 0 4 8 3],3311664,[9 1 2 0 6 4 3 5 7 8],3464716,[9 4 8 3 0 6 1 7 2 5],1905575,[5 2 3 0 7 8 9 6 4 1],3543980,[9 6 8 1 2 0 7 4 3 5],2706143,[7 4 0 9 5 1 8 6 3 2],1637379,[4 5 6 9 0 8 1 3 7 2],3542733,[9 6 7 8 2 4 5 1 3 0],843275,[2 3 9 4 1 5 6 8 7 0],2736752,[7 4 9 0 1 3 5 6 2 8],478331,[1 3 8 9 4 0 5 7 6 2],1876708,[5 1 6 3 7 2 0 9 4 8],845925,[2 3 9 7 8 1 6 4 5 0],3248599,[8 9 4 3 7 5 1 0 6 2]
52,1505990,[4 1 3 8 6 9 5 2 0 7],3256188,[8 9 6 0 3 7 4 1 2 5],269189,[0 7 6 3 9 2 1 8 5 4],1097571,[3 0 2 8 5 6 1 7 9 4],437357,[1 2 8 7 4 6 0 9 5 3],3568276,[9 7 3 8 6 4 0 5 1 2],1340074,[3 7 1 9 2 4 5 8 0 6],1820200,[5 0 2 3 1 6 8 9 4 7],1666682,[4 6 2 7 9 0 1 5 3 8],2823953,[7 8 0 3 1 9 5 6 4 2],2956121,[8 1 3 5 7 2 6 9 4 0],874572,[2 4 7 5 8 0 6 1 3 9],601532,[1 6 9 3 4 7 8 2 0 5],2267841,[6 2 1 9 7 5 3 4 8 0],1917711,[5 2 6 4 3 9 7 1 8 0],3276878,[9 0 3 2 4 5 7 6 1 8],3081981,[8 4 3 5 6 0 9 2 7 1],463312,[1 3 5 9 4 8 6 7 0 2],2931892,[8 0 6 7 1 4 2 9 3 5],1580709,[4 3 1 7 5 6 9 2 8 0]
