2%,Optima 1, Optima [1],Optima 2, Optima [2],Optima 3, Optima [3],Optima 4, Optima [4],Optima 5, Optima [5],Optima 6, Optima [6],Optima 7, Optima [7],Optima 8, Optima [8],Optima 9, Optima [9],Optima 10, Optima [10],Optima 11, Optima [11],Optima 12, Optima [12],Optima 13, Optima [13],Optima 14, Optima [14],Optima 15, Optima [15],Optima 16, Optima [16],Optima 17, Optima [17],Optima 18, Optima [18],Optima 19, Optima [19],Optima 20, Optima [20]
26,198573,[0 5 9 3 7 6 8 2 4 1],186201,[0 5 6 9 4 7 2 3 8 1],491816,[1 4 2 7 0 6 5 8 3 9],356361,[0 9 7 5 8 4 2 3 6 1],1104609,[3 0 5 2 4 1 7 8 9 6],1679877,[4 6 7 2 0 9 8 3 5 1],2097925,[5 8 0 2 7 6 4 1 9 3],1421476,[3 9 2 0 4 7 1 8 5 6],1182529,[3 2 4 7 5 6 0 1 9 8],276431,[0 7 8 6 9 3 5 4 2 1],329846,[0 9 2 5 1 7 6 4 3 8],1208102,[3 2 9 6 8 4 5 1 0 7],2533747,[6 9 7 5 0 3 8 1 4 2],1338556,[3 7 1 6 0 8 2 9 4 5],3107062,[8 5 0 4 3 1 9 7 2 6],3018183,[8 2 7 6 9 3 4 1 5 0],428343,[1 2 6 9 8 4 5 3 7 0],427984,[1 2 6 9 4 5 7 8 0 3],816406,[2 3 1 9 8 4 7 6 0 5],1703079,[4 7 1 9 3 2 6 5 8 0]
27,188770,[0 5 7 4 2 1 6 9 3 8],172576,[0 5 3 2 8 1 7 9 4 6],500938,[1 4 5 3 8 6 2 9 0 7],375025,[1 0 4 5 9 3 2 6 8 7],1108155,[3 0 5 9 1 7 2 6 8 4],1735808,[4 8 0 3 9 1 5 6 2 7],2126707,[5 8 6 9 4 2 7 0 3 1],1409567,[3 8 9 5 6 1 7 4 2 0],1241819,[3 4 8 2 7 5 1 9 6 0],299852,[0 8 4 5 3 7 9 2 1 6],319494,[0 8 9 3 6 4 2 1 5 7],1224179,[3 4 2 9 1 6 5 8 7 0],2539972,[6 9 8 7 4 2 0 5 1 3],1343021,[3 7 2 5 1 9 0 8 6 4],3074462,[8 4 2 0 1 6 7 5 3 9],3043579,[8 3 4 9 1 0 7 2 6 5],450532,[1 3 2 5 8 6 0 9 4 7],380373,[1 0 5 6 3 8 9 4 7 2],840244,[2 3 8 7 0 1 4 9 5 6],1700053,[4 7 1 3 2 0 8 5 9 6]
28,142572,[0 4 6 3 1 2 8 5 7 9],185274,[0 5 6 8 2 9 7 1 3 4],504020,[1 4 6 0 2 3 9 7 5 8],371110,[1 0 3 7 5 6 9 8 2 4],1127696,[3 0 9 7 2 5 4 6 1 8],1707928,[4 7 2 9 0 6 5 8 1 3],2081203,[5 7 4 9 3 1 8 0 6 2],1444963,[3 9 7 5 8 1 6 0 4 2],1245845,[3 4 9 1 5 0 2 8 7 6],272022,[0 7 6 9 5 8 2 1 3 4],310961,[0 8 6 5 9 2 4 7 3 1],1155846,[3 1 7 4 5 0 6 2 8 9],2538694,[6 9 8 4 7 3 5 2 0 1],1370496,[3 7 9 8 2 6 0 1 4 5],3065275,[8 4 0 2 3 9 7 1 6 5],3043046,[8 3 4 7 2 6 5 1 0 9],419686,[1 2 5 3 9 4 8 7 0 6],416853,[1 2 4 7 9 6 8 3 5 0],827987,[2 3 6 1 9 8 4 7 5 0],1702464,[4 7 1 8 5 2 0 3 6 9]
29,129600,[0 4 2 8 1 3 5 6 7 9],179834,[0 5 4 7 8 6 1 3 2 9],512955,[1 4 7 8 3 6 0 5 9 2],376380,[1 0 4 7 8 5 6 2 3 9],1147013,[3 1 5 7 0 6 2 9 8 4],1669174,[4 6 3 1 2 8 9 7 0 5],2091008,[5 7 8 9 1 0 3 4 2 6],1449507,[3 9 8 5 1 2 0 6 7 4],1231706,[3 4 6 2 8 1 0 7 5 9],287368,[0 8 2 1 3 7 6 9 4 5],341814,[0 9 4 7 6 3 2 1 5 8],1197965,[3 2 7 6 9 0 1 8 5 4],2511939,[6 9 2 3 7 8 0 4 5 1],1312911,[3 6 5 4 2 9 7 1 8 0],3070720,[8 4 1 2 9 3 6 7 0 5],3055691,[8 3 7 2 0 1 5 9 6 4],414950,[1 2 4 5 3 9 7 6 0 8],385893,[1 0 6 5 9 7 8 3 4 2],822502,[2 3 5 1 6 0 9 8 4 7],1690875,[4 6 9 3 2 7 0 5 8 1]
30,136847,[0 4 5 2 1 6 9 8 7 3],137197,[0 4 5 2 7 3 8 1 9 6],501052,[1 4 5 3 9 6 0 8 2 7],323769,[0 9 1 3 7 2 5 6 8 4],1158935,[3 1 7 9 5 6 8 4 2 0],1722238,[4 7 6 5 9 8 3 2 0 1],2102028,[5 8 1 0 4 9 6 2 3 7],1403124,[3 8 7 2 6 5 4 0 1 9],1189487,[3 2 6 0 1 5 9 8 7 4],307299,[0 8 5 9 6 7 1 3 4 2],300511,[0 8 4 6 3 2 5 1 9 7],1190531,[3 2 6 1 7 0 5 9 8 4],2531736,[6 9 7 2 1 8 0 3 4 5],1367416,[3 7 9 2 1 0 6 8 4 5],3077100,[8 4 2 5 7 3 6 0 1 9],3033095,[8 3 1 7 5 6 9 4 2 0],469892,[1 3 7 2 6 8 9 4 0 5],395392,[1 0 8 5 2 9 6 7 3 4],870115,[2 4 6 7 3 9 8 0 5 1],1676002,[4 6 5 3 8 7 1 9 0 2]
31,188131,[0 5 7 3 2 8 9 1 6 4],191344,[0 5 7 9 6 3 4 8 1 2],491545,[1 4 2 6 8 3 0 5 9 7],331120,[0 9 2 6 8 3 5 7 1 4],1112741,[3 0 6 8 4 9 1 7 5 2],1732923,[4 7 9 6 8 0 1 3 5 2],2088012,[5 7 8 2 0 1 6 3 4 9],1421633,[3 9 2 0 5 8 6 7 4 1],1181730,[3 2 4 6 1 8 9 0 5 7],316562,[0 8 7 6 5 1 2 4 3 9],366757,[1 0 2 8 5 4 7 3 9 6],1221071,[3 4 2 1 9 6 8 7 5 0],2532199,[6 9 7 2 8 4 1 0 5 3],1318682,[3 6 7 5 4 0 1 8 2 9],3076107,[8 4 2 3 5 1 0 7 9 6],3064716,[8 4 0 1 6 3 7 2 5 9],465439,[1 3 6 4 5 8 2 0 9 7],415135,[1 2 4 5 7 6 3 0 9 8],848138,[2 4 0 3 9 8 1 6 5 7],1706675,[4 7 2 6 3 1 5 9 8 0]
32,177756,[0 5 4 2 9 3 7 1 6 8],135524,[0 4 3 9 2 5 8 6 1 7],541088,[1 5 4 3 7 0 6 8 2 9],368458,[1 0 3 2 8 6 5 9 4 7],1154270,[3 1 7 0 2 9 6 5 4 8],1670863,[4 6 3 5 7 9 1 0 8 2],2113555,[5 8 3 2 4 9 7 0 6 1],1439397,[3 9 6 5 0 8 7 2 4 1],1219956,[3 4 2 0 6 5 8 1 7 9],254203,[0 7 3 5 1 4 9 2 8 6],330441,[0 9 2 5 8 6 3 4 7 1],1226193,[3 4 5 2 0 6 7 8 9 1],2538967,[6 9 8 5 2 0 3 1 7 4],1366549,[3 7 9 0 8 6 4 1 5 2],3115915,[8 5 2 1 6 9 7 0 4 3],3076766,[8 4 2 5 1 7 6 3 0 9],474371,[1 3 8 0 9 2 5 7 6 4],436270,[1 2 8 5 9 4 7 6 0 3],841566,[2 3 8 9 7 0 4 1 5 6],1662337,[4 6 1 8 7 9 0 2 5 3]
33,169369,[0 5 2 7 3 6 1 4 9 8],187748,[0 5 7 2 8 4 9 3 1 6],506301,[1 4 6 5 2 0 9 7 8 3],387083,[1 0 6 8 5 7 3 9 4 2],1143295,[3 1 4 8 9 5 2 0 7 6],1699906,[4 7 1 2 9 8 3 6 0 5],2123209,[5 8 6 1 9 3 0 2 7 4],1413704,[3 9 0 5 4 8 2 6 1 7],1223033,[3 4 2 7 6 9 5 8 1 0],279460,[0 7 9 4 1 8 2 6 3 5],368566,[1 0 3 2 9 5 8 7 4 6],1185832,[3 2 5 1 9 8 6 7 0 4],2561687,[7 0 5 2 9 3 8 6 4 1],1366950,[3 7 9 1 5 2 4 0 6 8],3069469,[8 4 1 0 2 9 6 3 7 5],3083492,[8 4 3 7 5 6 9 1 0 2],453577,[1 3 2 9 8 7 0 4 6 5],379910,[1 0 5 4 7 9 6 3 2 8],840979,[2 3 8 9 0 1 7 4 6 5],1707567,[4 7 2 8 5 6 3 1 9 0]
34,193241,[0 5 8 3 4 2 7 9 6 1],202458,[0 6 1 3 4 2 9 5 7 8],521053,[1 4 9 3 7 0 6 2 8 5],370003,[1 0 3 5 9 4 8 2 7 6],1103976,[3 0 5 1 4 9 2 6 7 8],1698918,[4 7 1 0 6 8 3 2 5 9],2121798,[5 8 4 9 7 3 1 0 2 6],1440637,[3 9 6 7 8 1 4 0 5 2],1216070,[3 4 1 2 9 8 6 5 0 7],273797,[0 7 8 3 2 6 1 9 5 4],326382,[0 9 1 7 3 8 4 2 5 6],1222350,[3 4 2 6 8 1 5 0 7 9],2513984,[6 9 2 7 4 8 1 3 0 5],1336579,[3 7 1 2 5 0 9 4 8 6],3079056,[8 4 2 9 3 7 0 1 5 6],3020298,[8 2 9 1 7 0 6 3 4 5],451962,[1 3 2 7 8 4 9 0 5 6],395039,[1 0 8 4 6 9 7 5 3 2],813030,[2 3 1 5 4 6 7 0 8 9],1719407,[4 7 6 1 0 3 9 8 5 2]
35,198613,[0 5 9 3 8 1 6 2 7 4],141019,[0 4 5 9 8 1 7 2 6 3],482955,[1 3 9 7 6 5 0 4 8 2],362492,[0 9 8 7 3 5 6 2 1 4],1118166,[3 0 7 9 1 2 5 4 6 8],1668018,[4 6 2 9 7 0 8 1 3 5],2077526,[5 7 4 1 3 8 6 2 0 9],1391236,[3 8 5 0 2 7 1 9 4 6],1226380,[3 4 5 2 1 9 0 8 6 7],268585,[0 7 6 3 1 4 2 5 9 8],345233,[0 9 5 4 3 8 6 7 2 1],1223911,[3 4 2 8 9 1 5 0 7 6],2512624,[6 9 2 4 7 3 5 8 0 1],1308031,[3 6 4 5 8 1 2 0 9 7],3059420,[8 3 9 0 2 1 7 5 4 6],3053123,[8 3 6 7 2 5 1 9 4 0],416248,[1 2 4 7 0 8 6 9 3 5],429672,[1 2 7 3 8 6 0 4 5 9],841094,[2 3 8 9 1 0 6 5 4 7],1684958,[4 6 8 2 1 3 7 5 0 9]
36,142503,[0 4 6 2 9 5 7 3 8 1],199432,[0 5 9 4 8 7 3 6 1 2],532254,[1 5 2 7 3 6 4 0 8 9],318929,[0 8 9 2 7 5 4 6 3 1],1168305,[3 1 9 7 5 8 2 4 6 0],1725216,[4 7 8 2 0 9 1 3 5 6],2133128,[5 8 9 1 6 0 3 4 2 7],1418321,[3 9 1 4 8 2 6 7 5 0],1232536,[3 4 6 5 9 0 7 8 1 2],257035,[0 7 3 9 8 6 5 1 4 2],366960,[1 0 2 8 7 3 4 5 6 9],1214593,[3 4 0 9 8 6 1 2 7 5],2537913,[6 9 8 3 7 1 2 4 5 0],1350112,[3 7 4 9 0 8 5 6 1 2],3079091,[8 4 2 9 5 0 3 7 6 1],3041199,[8 3 4 2 9 1 6 5 7 0],470634,[1 3 7 4 6 9 8 0 2 5],419743,[1 2 5 3 9 8 4 0 7 6],827066,[2 3 6 0 8 4 1 7 5 9],1664245,[4 6 2 1 5 8 7 0 9 3]
37,176560,[0 5 4 1 3 6 8 9 2 7],139947,[0 4 5 8 3 2 1 7 9 6],543971,[1 5 4 9 6 0 3 8 7 2],383839,[1 0 6 3 2 8 5 4 9 7],1170264,[3 2 0 4 6 5 1 7 8 9],1673450,[4 6 5 0 2 7 1 8 3 9],2077306,[5 7 4 1 0 9 3 8 2 6],1438622,[3 9 6 4 0 5 7 2 1 8],1198273,[3 2 7 8 1 6 0 4 9 5],293168,[0 8 3 2 4 1 6 7 5 9],358653,[0 9 8 2 1 6 7 4 5 3],1224388,[3 4 2 9 6 1 0 8 5 7],2562616,[7 0 5 4 2 1 8 9 3 6],1346833,[3 7 4 1 6 8 0 2 9 5],3058656,[8 3 7 9 0 6 1 2 4 5],3078799,[8 4 2 9 0 6 3 1 7 5],479029,[1 3 9 0 4 8 6 2 7 5],402388,[1 0 9 7 8 3 2 6 4 5],799225,[2 1 8 6 0 4 3 5 9 7],1710297,[4 7 3 2 5 6 1 8 9 0]
38,156175,[0 4 8 9 7 3 2 1 6 5],147957,[0 4 7 3 5 9 8 2 6 1],534329,[1 5 3 0 2 8 7 9 6 4],340068,[0 9 4 5 2 8 6 1 3 7],1154358,[3 1 7 0 4 8 5 2 6 9],1677138,[4 6 5 8 2 0 9 1 3 7],2099542,[5 8 0 6 1 2 9 7 3 4],1388966,[3 8 4 6 0 7 5 2 1 9],1226876,[3 4 5 2 9 8 7 1 0 6],272064,[0 7 6 9 8 2 1 3 4 5],348690,[0 9 6 2 3 7 8 1 4 5],1223741,[3 4 2 8 6 9 0 7 5 1],2519018,[6 9 3 7 4 8 0 2 1 5],1337930,[3 7 1 5 2 6 0 8 4 9],3121984,[8 5 3 4 0 6 7 9 1 2],3083138,[8 4 3 7 0 9 1 5 2 6],420091,[1 2 5 4 6 8 9 0 7 3],411743,[1 2 3 7 9 0 8 6 5 4],805637,[2 1 9 7 8 5 0 6 4 3],1668083,[4 6 2 9 7 5 1 8 3 0]
39,130036,[0 4 2 8 6 7 1 9 3 5],150967,[0 4 7 9 6 1 3 2 8 5],490237,[1 4 2 3 9 5 7 0 8 6],375948,[1 0 4 7 2 9 6 3 5 8],1154065,[3 1 6 9 8 2 0 4 7 5],1680412,[4 6 7 2 9 3 0 8 1 5],2128447,[5 8 7 2 1 0 4 3 9 6],1424402,[3 9 2 6 4 0 1 7 5 8],1212572,[3 4 0 7 1 8 9 5 2 6],308018,[0 8 6 1 7 9 2 4 3 5],357578,[0 9 7 8 4 6 1 3 2 5],1208801,[3 2 9 7 8 1 5 6 4 0],2576159,[7 0 9 1 8 6 5 4 3 2],1352185,[3 7 5 2 0 4 1 6 9 8],3072415,[8 4 1 6 2 5 3 0 9 7],3061833,[8 3 9 4 5 1 2 6 7 0],449656,[1 3 2 4 7 0 8 9 5 6],370816,[1 0 3 7 2 4 8 9 5 6],807821,[2 3 0 4 9 8 1 7 6 5],1694564,[4 7 0 2 6 3 9 5 1 8]
40,187030,[0 5 7 1 8 4 9 6 2 3],201121,[0 5 9 8 3 1 2 4 7 6],482027,[1 3 9 6 4 8 2 7 5 0],365098,[1 0 2 6 3 7 5 9 4 8],1145672,[3 1 5 4 2 6 7 8 0 9],1710548,[4 7 3 2 8 5 9 1 0 6],2144279,[5 9 1 4 0 8 7 6 3 2],1386700,[3 8 4 0 9 7 1 6 2 5],1191701,[3 2 6 5 0 9 1 8 7 4],258387,[0 7 4 2 9 3 1 6 8 5],302045,[0 8 4 9 5 1 2 7 6 3],1223007,[3 4 2 7 6 8 5 1 9 0],2519724,[6 9 3 8 4 5 2 0 1 7],1324482,[3 6 8 7 4 1 9 0 2 5],3101883,[8 4 9 3 1 0 2 6 7 5],3067446,[8 4 0 6 3 1 5 2 7 9],465719,[1 3 6 4 8 9 7 5 2 0],366925,[1 0 2 8 6 7 5 3 9 4],810300,[2 3 0 8 5 6 7 1 4 9],1721312,[4 7 6 3 8 1 2 5 0 9]
41,137616,[0 4 5 3 1 9 2 6 7 8],159807,[0 4 9 6 8 5 3 2 7 1],547042,[1 5 6 4 8 7 2 9 0 3],331519,[0 9 2 7 4 6 3 1 8 5],1148280,[3 1 5 8 9 0 2 4 6 7],1711418,[4 7 3 5 9 8 0 2 1 6],2105196,[5 8 1 6 9 2 4 0 3 7],1407426,[3 8 9 1 6 4 7 0 2 5],1195974,[3 2 7 4 0 6 5 1 8 9],322038,[0 8 9 7 2 5 3 1 4 6],365669,[1 0 2 6 9 4 3 8 7 5],1213987,[3 4 0 9 1 6 8 2 7 5],2546936,[7 0 2 4 5 6 3 8 1 9],1364112,[3 7 8 5 4 6 0 1 2 9],3087141,[8 4 5 3 7 0 9 2 6 1],3080586,[8 4 3 1 6 5 9 0 2 7],438466,[1 2 8 9 7 6 3 5 0 4],384579,[1 0 6 4 2 9 3 7 8 5],846518,[2 3 9 8 6 1 5 4 0 7],1681595,[4 6 7 5 3 1 2 9 8 0]
42,168207,[0 5 2 4 7 8 6 3 9 1],146986,[0 4 7 2 1 9 5 8 3 6],476440,[1 3 8 5 7 2 6 9 0 4],318532,[0 8 9 2 4 5 1 7 3 6],1129057,[3 1 0 2 4 9 5 6 8 7],1675602,[4 6 5 3 1 2 9 0 7 8],2082410,[5 7 6 1 2 4 0 8 3 9],1395047,[3 8 5 7 4 1 9 6 2 0],1181263,[3 2 4 5 7 9 1 0 8 6],291933,[0 8 2 9 4 6 7 3 5 1],330387,[0 9 2 5 8 3 1 6 7 4],1188576,[3 2 5 8 7 9 0 1 4 6],2513503,[6 9 2 5 8 7 1 0 4 3],1369412,[3 7 9 5 8 4 6 1 0 2],3082122,[8 4 3 5 7 1 9 0 2 6],3070574,[8 4 1 2 7 0 6 5 3 9],477817,[1 3 8 7 5 9 0 2 6 4],408936,[1 2 3 0 9 8 4 5 6 7],832977,[2 3 7 1 9 5 4 6 8 0],1708036,[4 7 2 9 1 6 0 8 3 5]
43,131898,[0 4 3 2 5 1 9 6 7 8],149979,[0 4 7 8 2 9 1 5 6 3],534450,[1 5 3 0 4 8 9 2 6 7],363293,[1 0 2 3 7 6 4 9 8 5],1126061,[3 0 9 4 8 7 1 6 5 2],1717254,[4 7 5 8 0 3 2 1 6 9],2136589,[5 8 9 7 2 6 3 0 4 1],1397011,[3 8 6 1 2 7 9 0 5 4],1188950,[3 2 5 9 1 8 6 4 0 7],263947,[0 7 5 3 6 4 9 1 8 2],301987,[0 8 4 9 3 5 7 1 6 2],1162701,[3 1 8 6 9 0 7 4 5 2],2565153,[7 0 5 9 6 2 3 4 8 1],1362448,[3 7 8 2 1 6 5 9 0 4],3125742,[8 5 4 1 2 9 3 0 6 7],3022249,[8 2 9 5 4 3 0 1 7 6],432978,[1 2 7 9 4 0 8 3 5 6],396569,[1 0 8 6 7 5 4 9 3 2],805116,[2 1 9 7 3 4 6 0 5 8],1685022,[4 6 8 2 1 9 3 0 5 7]
44,144161,[0 4 6 7 2 3 8 9 5 1],143895,[0 4 6 5 9 1 7 3 8 2],506757,[1 4 6 5 8 9 7 2 3 0],372686,[1 0 3 9 6 7 5 4 2 8],1113327,[3 0 6 9 2 7 5 4 8 1],1705931,[4 7 2 5 3 0 6 9 8 1],2099869,[5 8 0 6 3 9 4 1 7 2],1433338,[3 9 5 2 7 4 1 8 0 6],1185448,[3 2 5 1 6 8 7 9 0 4],288290,[0 8 2 3 5 6 1 7 4 9],356057,[0 9 7 5 4 1 6 8 3 2],1213360,[3 4 0 8 2 5 7 9 1 6],2552688,[7 0 3 5 4 6 1 2 8 9],1335976,[3 7 1 0 6 2 8 9 4 5],3083697,[8 4 3 7 9 2 1 5 6 0],3069672,[8 4 1 0 5 7 2 3 6 9],482528,[1 3 9 7 2 0 5 6 4 8],416718,[1 2 4 7 8 6 3 0 5 9],848352,[2 4 0 5 3 8 1 6 7 9],1703432,[4 7 1 9 8 2 3 5 0 6]
45,179152,[0 5 4 6 8 9 3 7 1 2],178509,[0 5 4 3 9 6 8 2 7 1],489027,[1 4 2 0 5 6 3 8 9 7],376253,[1 0 4 7 6 5 2 9 8 3],1138757,[3 1 2 9 6 7 0 8 5 4],1726534,[4 7 8 3 9 5 6 2 0 1],2119131,[5 8 4 3 1 6 0 7 9 2],1404659,[3 8 7 5 9 2 1 6 4 0],1185078,[3 2 5 0 9 7 4 1 6 8],262115,[0 7 5 1 2 4 6 9 8 3],304674,[0 8 5 4 1 9 7 2 3 6],1184876,[3 2 5 0 7 9 8 4 1 6],2574966,[7 0 8 9 3 1 4 2 5 6],1370659,[3 7 9 8 5 0 6 1 4 2],3088802,[8 4 5 9 0 1 2 6 3 7],3087963,[8 4 5 6 9 0 1 3 7 2],446307,[1 3 0 6 9 4 2 7 8 5],414455,[1 2 4 3 7 8 9 6 5 0],839844,[2 3 8 6 4 7 5 0 1 9],1670588,[4 6 3 5 1 7 9 2 0 8]
46,169444,[0 5 2 7 4 1 3 9 6 8],134973,[0 4 3 8 5 7 9 2 6 1],515753,[1 4 8 3 2 9 6 7 5 0],377974,[1 0 4 9 8 6 7 5 2 3],1158736,[3 1 7 9 4 0 6 8 2 5],1676764,[4 6 5 7 9 0 1 8 2 3],2094065,[5 7 9 3 2 4 6 8 1 0],1422082,[3 9 2 1 0 7 5 8 4 6],1236994,[3 4 7 5 0 2 6 9 1 8],267115,[0 7 5 9 8 6 4 1 3 2],307223,[0 8 5 9 6 1 7 4 3 2],1225358,[3 4 5 0 9 2 7 6 1 8],2561169,[7 0 5 2 3 1 6 8 9 4],1357601,[3 7 6 2 5 1 8 9 4 0],3089529,[8 4 6 0 1 2 5 7 9 3],3066664,[8 4 0 5 2 6 7 9 1 3],458280,[1 3 4 9 6 0 2 5 7 8],384999,[1 0 6 4 8 3 7 5 9 2],801513,[2 1 9 0 4 5 6 7 8 3],1716238,[4 7 5 3 6 9 8 2 0 1]
47,153612,[0 4 8 5 3 1 7 2 6 9],183061,[0 5 6 3 2 7 8 1 9 4],519304,[1 4 9 0 3 6 7 8 2 5],389293,[1 0 7 3 8 2 6 4 9 5],1157658,[3 1 7 6 9 0 8 2 4 5],1697577,[4 7 0 8 6 3 2 5 9 1],2111254,[5 8 2 9 1 6 7 4 0 3],1393628,[3 8 5 4 6 2 9 1 0 7],1183385,[3 2 4 8 6 5 7 9 1 0],292857,[0 8 3 1 7 5 4 6 9 2],332463,[0 9 2 8 6 4 5 3 7 1],1175806,[3 2 1 5 0 6 9 8 4 7],2581677,[7 1 0 3 6 9 8 4 5 2],1373556,[3 8 0 5 7 2 6 1 4 9],3094250,[8 4 6 9 3 2 0 5 1 7],3079538,[8 4 3 0 1 9 2 6 5 7],481382,[1 3 9 5 6 4 7 2 0 8],436765,[1 2 8 6 5 7 4 0 9 3],828606,[2 3 6 4 9 0 5 1 7 8],1685194,[4 6 8 2 5 1 3 9 0 7]
48,136032,[0 4 3 9 8 6 1 2 5 7],196313,[0 5 8 9 4 7 3 6 2 1],539875,[1 5 4 0 8 9 7 2 6 3],327699,[0 9 2 1 3 8 4 6 7 5],1147236,[3 1 5 7 4 2 8 0 6 9],1694364,[4 7 0 2 3 8 6 1 5 9],2106261,[5 8 1 9 3 0 7 4 6 2],1450398,[3 9 8 6 2 5 1 0 4 7],1201175,[3 2 8 4 1 7 9 6 5 0],260193,[0 7 4 6 3 2 5 8 9 1],342364,[0 9 4 8 5 1 2 7 3 6],1179651,[3 2 4 0 6 7 1 8 9 5],2581534,[7 1 0 3 5 8 9 6 2 4],1368738,[3 7 9 5 0 1 8 2 4 6],3073575,[8 4 1 7 9 0 5 3 6 2],3072328,[8 4 1 6 0 7 5 9 2 3],422433,[1 2 5 8 7 3 4 6 9 0],410209,[1 2 3 5 8 6 0 4 9 7],855245,[2 4 1 7 9 0 3 8 6 5],1677026,[4 6 5 8 1 2 0 7 3 9]
49,156931,[0 4 9 1 8 6 7 2 5 3],153847,[0 4 8 5 7 1 3 2 9 6],531813,[1 5 2 6 7 8 9 3 4 0],337337,[0 9 3 8 5 1 6 7 4 2],1098664,[3 0 2 9 8 5 6 7 1 4],1693942,[4 7 0 1 8 2 9 6 3 5],2074707,[5 7 3 6 4 1 0 8 9 2],1391867,[3 8 5 1 0 9 4 7 6 2],1225063,[3 4 5 0 6 9 2 1 8 7],319057,[0 8 9 3 1 7 2 4 6 5],307068,[0 8 5 9 3 7 4 1 2 6],1193778,[3 2 6 9 0 1 8 4 5 7],2532276,[6 9 7 3 0 2 5 1 4 8],1349946,[3 7 4 8 9 2 6 0 1 5],3109635,[8 5 0 9 7 4 1 3 6 2],3052384,[8 3 6 5 2 4 7 9 0 1],450993,[1 3 2 6 5 4 7 8 9 0],393123,[1 0 8 2 3 4 5 7 9 6],820709,[2 3 4 8 9 1 0 7 6 5],1718781,[4 7 6 0 2 1 9 5 8 3]
50,184351,[0 5 6 7 1 3 4 2 9 8],202945,[0 6 1 3 9 4 2 5 8 7],488207,[1 4 0 9 2 5 8 7 6 3],374003,[1 0 4 3 6 8 5 9 7 2],1108633,[3 0 5 9 7 6 1 2 8 4],1706670,[4 7 2 6 3 1 5 0 8 9],2086741,[5 7 8 0 2 4 6 1 9 3],1448340,[3 9 8 2 5 4 6 0 1 7],1246662,[3 4 9 2 5 8 1 0 6 7],261818,[0 7 4 9 5 8 1 3 2 6],307564,[0 8 6 1 3 2 4 9 5 7],1225385,[3 4 5 0 9 6 7 8 2 1],2582216,[7 1 0 4 5 6 3 8 2 9],1363400,[3 7 8 4 5 6 1 2 0 9],3095365,[8 4 7 1 0 6 5 2 9 3],3046226,[8 3 5 2 9 1 0 6 4 7],444867,[1 3 0 4 9 5 2 7 8 6],432017,[1 2 7 8 0 3 6 9 5 4],822257,[2 3 5 1 0 4 8 9 7 6],1661034,[4 6 1 5 9 8 7 0 2 3]
51,157916,[0 4 9 3 2 8 7 5 1 6],190215,[0 5 7 8 2 1 6 4 9 3],501378,[1 4 5 6 3 0 9 2 7 8],383130,[1 0 6 2 3 8 9 4 5 7],1150513,[3 1 6 2 9 7 0 4 8 5],1676979,[4 6 5 8 0 9 1 3 7 2],2109583,[5 8 2 4 9 7 1 0 6 3],1399341,[3 8 6 5 4 0 9 2 7 1],1234123,[3 4 6 9 0 2 8 1 7 5],292422,[0 8 3 1 2 9 5 4 6 7],364200,[1 0 2 4 9 3 5 6 7 8],1195626,[3 2 7 1 6 5 9 0 4 8],2554283,[7 0 3 8 5 6 2 9 4 1],1320182,[3 6 7 9 4 2 5 1 0 8],3125110,[8 5 4 0 3 6 9 7 1 2],3022419,[8 2 9 5 6 7 0 3 4 1],473262,[1 3 7 9 2 8 4 0 5 6],369232,[1 0 3 4 8 9 6 7 2 5],839627,[2 3 8 6 0 9 4 7 5 1],1671111,[4 6 3 5 9 8 2 1 7 0]
52,164900,[0 5 1 8 2 3 9 6 4 7],140090,[0 4 5 8 6 3 1 7 2 9],536987,[1 5 3 6 8 9 2 7 4 0],378780,[1 0 5 3 2 7 8 4 6 9],1162891,[3 1 8 7 0 6 9 2 5 4],1722511,[4 7 6 8 2 1 3 0 9 5],2088102,[5 7 8 2 0 9 3 1 4 6],1425208,[3 9 2 7 4 6 5 8 0 1],1209610,[3 4 0 1 2 5 7 9 6 8],295428,[0 8 3 6 2 9 5 1 4 7],339943,[0 9 4 5 1 8 3 2 7 6],1182544,[3 2 4 7 5 6 8 9 0 1],2559677,[7 0 4 9 1 6 2 8 5 3],1360615,[3 7 6 9 5 2 1 0 8 4],3110287,[8 5 1 0 9 2 4 3 7 6],3079856,[8 4 3 0 6 5 2 7 1 9],430595,[1 2 7 5 0 4 6 9 8 3],425752,[1 2 6 5 3 9 7 8 0 4],844775,[2 3 9 6 1 7 8 5 4 0],1656994,[4 6 0 8 3 2 5 9 1 7]
