2%,Optima 1, Optima [1],Optima 2, Optima [2],Optima 3, Optima [3],Optima 4, Optima [4]
86,520,[0 5 2 4 6 1 3],2995,[4 0 6 5 1 3 2],1718,[2 3 1 5 4 0 6],2191,[3 0 2 4 1 6 5]
87,503,[0 5 1 6 4 3 2],3011,[4 1 0 3 6 5 2],1746,[2 3 4 6 0 1 5],2125,[2 6 4 3 0 5 1]
88,588,[0 5 6 3 1 2 4],3061,[4 1 3 5 0 6 2],1717,[2 3 1 5 0 6 4],2174,[3 0 1 5 4 2 6]
89,588,[0 5 6 3 1 2 4],3004,[4 1 0 2 6 3 5],1734,[2 3 4 1 0 5 6],2106,[2 6 3 5 0 1 4]
90,561,[0 5 4 2 3 6 1],3052,[4 1 3 0 6 2 5],1741,[2 3 4 5 0 6 1],2204,[3 0 2 6 4 1 5]
91,504,[0 5 2 1 3 4 6],2997,[4 0 6 5 2 3 1],1741,[2 3 4 5 0 6 1],2169,[3 0 1 4 5 6 2]
92,498,[0 5 1 6 2 3 4],2975,[4 0 5 6 3 2 1],1676,[2 1 6 5 3 0 4],2152,[2 6 5 3 4 0 1]
93,581,[0 5 6 1 4 3 2],3018,[4 1 0 6 2 3 5],1696,[2 3 0 5 6 1 4],2199,[3 0 2 5 4 6 1]
94,557,[0 5 4 1 6 3 2],3033,[4 1 2 3 5 6 0],1672,[2 1 6 4 5 0 3],2148,[2 6 5 3 0 1 4]
95,523,[0 5 2 6 1 4 3],2988,[4 0 6 3 1 2 5],1736,[2 3 4 1 5 0 6],2110,[2 6 3 5 4 0 1]
96,514,[0 5 2 3 6 1 4],3051,[4 1 3 0 5 6 2],1709,[2 3 1 0 6 5 4],2128,[2 6 4 3 5 0 1]
97,566,[0 5 4 3 2 1 6],2980,[4 0 6 1 5 2 3],1724,[2 3 1 6 4 0 5],2156,[2 6 5 4 1 0 3]
98,573,[0 5 4 6 2 3 1],3011,[4 1 0 3 6 5 2],1711,[2 3 1 4 0 6 5],2204,[3 0 2 6 4 1 5]
99,544,[0 5 3 4 6 1 2],3021,[4 1 0 6 3 5 2],1711,[2 3 1 4 0 6 5],2162,[3 0 1 2 5 4 6]
100,581,[0 5 6 1 4 3 2],2987,[4 0 6 2 5 3 1],1693,[2 3 0 5 1 6 4],2119,[2 6 4 1 0 5 3]
1,576,[0 5 6 1 2 3 4],3031,[4 1 2 3 0 6 5],1692,[2 3 0 5 1 4 6],2138,[2 6 5 0 3 1 4]
2,511,[0 5 2 3 1 6 4],2995,[4 0 6 5 1 3 2],1706,[2 3 1 0 5 4 6],2151,[2 6 5 3 1 4 0]
3,552,[0 5 4 1 2 3 6],2971,[4 0 5 6 1 3 2],1707,[2 3 1 0 5 6 4],2124,[2 6 4 3 0 1 5]
4,589,[0 5 6 3 1 4 2],3012,[4 1 0 5 2 3 6],1710,[2 3 1 4 0 5 6],2163,[3 0 1 2 5 6 4]
5,521,[0 5 2 4 6 3 1],3044,[4 1 2 6 3 0 5],1700,[2 3 0 6 4 1 5],2121,[2 6 4 1 3 5 0]
6,596,[0 5 6 4 2 1 3],3036,[4 1 2 5 0 3 6],1733,[2 3 4 0 6 5 1],2165,[3 0 1 2 6 5 4]
7,569,[0 5 4 3 6 2 1],3002,[4 1 0 2 5 3 6],1675,[2 1 6 5 0 4 3],2189,[3 0 2 1 6 5 4]
8,523,[0 5 2 6 1 4 3],3055,[4 1 3 2 0 6 5],1685,[2 3 0 1 6 5 4],2140,[2 6 5 0 4 1 3]
9,545,[0 5 3 4 6 2 1],3051,[4 1 3 0 5 6 2],1664,[2 1 6 3 4 0 5],2181,[3 0 1 6 4 5 2]
10,502,[0 5 1 6 4 2 3],3005,[4 1 0 2 6 5 3],1712,[2 3 1 4 5 0 6],2198,[3 0 2 5 4 1 6]
11,560,[0 5 4 2 3 1 6],3060,[4 1 3 5 0 2 6],1669,[2 1 6 4 0 5 3],2181,[3 0 1 6 4 5 2]
12,528,[0 5 3 1 2 4 6],2970,[4 0 5 6 1 2 3],1734,[2 3 4 1 0 5 6],2114,[2 6 4 0 3 1 5]
13,552,[0 5 4 1 2 3 6],3026,[4 1 2 0 5 3 6],1725,[2 3 1 6 4 5 0],2148,[2 6 5 3 0 1 4]
14,566,[0 5 4 3 2 1 6],3036,[4 1 2 5 0 3 6],1736,[2 3 4 1 5 0 6],2169,[3 0 1 4 5 6 2]
15,537,[0 5 3 2 4 6 1],3014,[4 1 0 5 3 2 6],1663,[2 1 6 3 0 5 4],2160,[3 0 1 2 4 5 6]
16,553,[0 5 4 1 2 6 3],2993,[4 0 6 3 5 2 1],1681,[2 3 0 1 4 6 5],2108,[2 6 3 5 1 0 4]
17,515,[0 5 2 3 6 4 1],3057,[4 1 3 2 5 6 0],1670,[2 1 6 4 3 0 5],2188,[3 0 2 1 6 4 5]
18,551,[0 5 3 6 4 2 1],3018,[4 1 0 6 2 3 5],1679,[2 1 6 5 4 3 0],2164,[3 0 1 2 6 4 5]
19,564,[0 5 4 3 1 2 6],3030,[4 1 2 3 0 5 6],1661,[2 1 6 0 5 4 3],2128,[2 6 4 3 5 0 1]
20,566,[0 5 4 3 2 1 6],3059,[4 1 3 2 6 5 0],1717,[2 3 1 5 0 6 4],2182,[3 0 1 6 5 2 4]
21,542,[0 5 3 4 2 1 6],3047,[4 1 2 6 5 3 0],1720,[2 3 1 5 6 0 4],2151,[2 6 5 3 1 4 0]
22,510,[0 5 2 3 1 4 6],3007,[4 1 0 3 2 6 5],1747,[2 3 4 6 0 5 1],2123,[2 6 4 1 5 3 0]
23,512,[0 5 2 3 4 1 6],3003,[4 1 0 2 5 6 3],1727,[2 3 1 6 5 4 0],2195,[3 0 2 4 6 5 1]
24,544,[0 5 3 4 6 1 2],2993,[4 0 6 3 5 2 1],1689,[2 3 0 4 5 6 1],2120,[2 6 4 1 3 0 5]
25,579,[0 5 6 1 3 4 2],2975,[4 0 5 6 3 2 1],1654,[2 1 5 6 4 0 3],2166,[3 0 1 4 2 5 6]
26,579,[0 5 6 1 3 4 2],3007,[4 1 0 3 2 6 5],1680,[2 3 0 1 4 5 6],2120,[2 6 4 1 3 0 5]
27,499,[0 5 1 6 2 4 3],3020,[4 1 0 6 3 2 5],1722,[2 3 1 6 0 4 5],2163,[3 0 1 2 5 6 4]
28,566,[0 5 4 3 2 1 6],3017,[4 1 0 5 6 3 2],1675,[2 1 6 5 0 4 3],2140,[2 6 5 0 4 1 3]
29,505,[0 5 2 1 3 6 4],2971,[4 0 5 6 1 3 2],1711,[2 3 1 4 0 6 5],2134,[2 6 4 5 3 0 1]
30,514,[0 5 2 3 6 1 4],3049,[4 1 3 0 2 6 5],1665,[2 1 6 3 4 5 0],2198,[3 0 2 5 4 1 6]
31,550,[0 5 3 6 4 1 2],2967,[4 0 5 3 2 6 1],1684,[2 3 0 1 6 4 5],2130,[2 6 4 5 0 1 3]
32,509,[0 5 2 1 6 4 3],3043,[4 1 2 6 0 5 3],1682,[2 3 0 1 5 4 6],2145,[2 6 5 1 3 4 0]
33,503,[0 5 1 6 4 3 2],3046,[4 1 2 6 5 0 3],1686,[2 3 0 4 1 5 6],2183,[3 0 1 6 5 4 2]
34,540,[0 5 3 4 1 2 6],3011,[4 1 0 3 6 5 2],1697,[2 3 0 5 6 4 1],2136,[2 6 5 0 1 3 4]
35,533,[0 5 3 1 6 4 2],3003,[4 1 0 2 5 6 3],1679,[2 1 6 5 4 3 0],2112,[2 6 4 0 1 3 5]
36,525,[0 5 2 6 3 4 1],3046,[4 1 2 6 5 0 3],1694,[2 3 0 5 4 1 6],2137,[2 6 5 0 1 4 3]
37,531,[0 5 3 1 4 6 2],3014,[4 1 0 5 3 2 6],1730,[2 3 4 0 5 1 6],2145,[2 6 5 1 3 4 0]
38,510,[0 5 2 3 1 4 6],3028,[4 1 2 0 6 3 5],1657,[2 1 6 0 3 5 4],2132,[2 6 4 5 1 0 3]
39,530,[0 5 3 1 4 2 6],2969,[4 0 5 3 6 2 1],1725,[2 3 1 6 4 5 0],2156,[2 6 5 4 1 0 3]
40,504,[0 5 2 1 3 4 6],3033,[4 1 2 3 5 6 0],1661,[2 1 6 0 5 4 3],2159,[2 6 5 4 3 1 0]
41,548,[0 5 3 6 2 1 4],3018,[4 1 0 6 2 3 5],1712,[2 3 1 4 5 0 6],2145,[2 6 5 1 3 4 0]
42,572,[0 5 4 6 2 1 3],3000,[4 1 0 2 3 5 6],1708,[2 3 1 0 6 4 5],2133,[2 6 4 5 1 3 0]
43,538,[0 5 3 2 6 1 4],3016,[4 1 0 5 6 2 3],1700,[2 3 0 6 4 1 5],2198,[3 0 2 5 4 1 6]
44,584,[0 5 6 2 3 1 4],3024,[4 1 2 0 3 5 6],1658,[2 1 6 0 4 3 5],2152,[2 6 5 3 4 0 1]
45,505,[0 5 2 1 3 6 4],3057,[4 1 3 2 5 6 0],1730,[2 3 4 0 5 1 6],2124,[2 6 4 3 0 1 5]
46,566,[0 5 4 3 2 1 6],3038,[4 1 2 5 3 0 6],1674,[2 1 6 5 0 3 4],2117,[2 6 4 0 5 3 1]
47,549,[0 5 3 6 2 4 1],3055,[4 1 3 2 0 6 5],1653,[2 1 5 6 3 4 0],2144,[2 6 5 1 3 0 4]
48,511,[0 5 2 3 1 6 4],2988,[4 0 6 3 1 2 5],1707,[2 3 1 0 5 6 4],2117,[2 6 4 0 5 3 1]
49,515,[0 5 2 3 6 4 1],2969,[4 0 5 3 6 2 1],1738,[2 3 4 1 6 0 5],2192,[3 0 2 4 5 1 6]
50,567,[0 5 4 3 2 6 1],3020,[4 1 0 6 3 2 5],1701,[2 3 0 6 4 5 1],2202,[3 0 2 6 1 4 5]
