98%,Optima 1, Optima [1],Optima 2, Optima [2],Optima 3, Optima [3],Optima 4, Optima [4],Optima 5, Optima [5]
8,1078326,[2 9 6 8 5 0 3 1 4 7],2790840,[7 6 1 8 2 0 3 4 5 9],1867410,[5 1 3 6 7 8 9 0 2 4],2071508,[5 7 3 0 1 6 9 4 2 8],983911,[2 7 4 1 6 3 5 0 9 8]
9,967114,[2 6 9 8 1 3 4 7 0 5],3287626,[9 0 5 3 1 8 4 7 2 6],3093276,[8 4 6 7 1 2 5 0 3 9],1231053,[3 4 6 1 8 7 9 2 5 0],3454006,[9 4 6 2 1 3 8 7 0 5]
10,1986009,[5 4 2 0 6 1 7 8 9 3],1845030,[5 0 8 1 6 3 4 2 7 9],833703,[2 3 7 4 9 5 6 1 8 0],1263500,[3 5 2 7 9 0 8 4 1 6],609891,[1 7 2 0 3 6 4 8 9 5]
11,2433957,[6 7 2 9 3 8 5 1 4 0],2697006,[7 3 9 0 8 1 4 2 5 6],265898,[0 7 5 8 2 9 1 4 3 6],1761037,[4 8 6 2 9 1 5 0 7 3],2133703,[5 8 9 2 3 7 1 0 6 4]
12,742578,[2 0 5 4 6 1 9 3 7 8],2396560,[6 5 3 4 7 1 8 9 0 2],1064019,[2 9 4 0 7 8 1 5 6 3],1022298,[2 8 3 7 9 0 6 1 4 5],2754673,[7 5 2 4 9 6 0 1 8 3]
13,1385869,[3 8 2 9 6 7 4 0 5 1],999042,[2 7 8 1 5 3 9 0 4 6],2757904,[7 5 3 1 4 6 8 9 0 2],1422202,[3 9 2 1 4 7 5 8 0 6],591733,[1 6 7 3 9 0 5 2 8 4]
14,3362380,[9 2 4 0 8 7 1 6 3 5],3337565,[9 1 7 2 5 0 3 8 6 4],1087084,[2 9 8 5 7 0 1 6 3 4],3502998,[9 5 8 0 2 6 3 1 4 7],2009960,[5 4 8 7 3 6 1 2 0 9]
15,697815,[1 9 3 5 2 0 7 6 8 4],1578541,[4 3 1 2 6 7 8 0 9 5],652485,[1 8 2 5 3 4 9 6 7 0],2485725,[6 8 5 1 3 2 9 4 7 0],2521061,[6 9 4 1 3 8 0 7 5 2]
16,384635,[1 0 6 4 3 5 7 9 8 2],2453469,[6 7 8 5 3 2 9 1 4 0],3100542,[8 4 9 1 2 7 3 0 5 6],403605,[1 2 0 3 7 5 9 6 8 4],2449664,[6 7 8 0 2 9 3 4 1 5]
17,1124689,[3 0 9 2 1 6 4 5 8 7],3125505,[8 5 4 0 9 7 2 3 6 1],146866,[0 4 7 1 9 8 3 6 2 5],981114,[2 7 3 6 5 9 8 0 1 4],594138,[1 6 7 9 2 0 8 3 4 5]
18,123023,[0 4 1 5 9 2 8 7 6 3],667373,[1 8 5 3 9 4 0 7 6 2],1065192,[2 9 4 3 5 7 0 1 6 8],1691403,[4 6 9 5 1 0 2 7 8 3],3510708,[9 6 0 4 8 7 3 1 2 5]
19,861434,[2 4 3 9 5 7 0 6 1 8],3499615,[9 5 7 2 4 3 1 0 8 6],1193987,[3 2 6 9 1 8 4 7 5 0],1883024,[5 1 7 6 2 9 3 4 0 8],229442,[0 6 7 4 8 1 2 5 3 9]
20,2301896,[6 3 0 8 1 5 4 7 2 9],133818,[0 4 3 6 9 1 8 2 5 7],867462,[2 4 6 0 8 9 3 1 5 7],1636029,[4 5 6 7 1 3 9 2 8 0],1022613,[2 8 3 9 1 6 7 4 5 0]
21,2324619,[6 3 7 1 5 9 0 4 8 2],714948,[1 9 6 7 8 5 3 0 2 4],3431701,[9 4 0 8 2 5 6 1 7 3],2739127,[7 4 9 3 2 0 5 1 8 6],1951740,[5 3 4 1 8 6 7 0 2 9]
22,1757039,[4 8 5 6 1 9 7 3 2 0],951320,[2 6 5 8 1 7 3 4 0 9],687069,[1 9 0 4 3 6 8 5 7 2],1768164,[4 8 7 6 5 3 2 0 1 9],1735526,[4 8 0 3 5 7 6 2 1 9]
23,1800424,[4 9 6 1 5 3 7 8 0 2],2513291,[6 9 2 5 7 0 3 8 4 1],1153647,[3 1 6 9 2 7 5 4 8 0],1770351,[4 8 9 1 6 7 3 2 5 0],152176,[0 4 8 2 5 1 7 9 3 6]
24,922818,[2 5 9 0 7 1 8 3 4 6],691288,[1 9 2 3 0 7 6 8 4 5],2721367,[7 4 3 9 6 0 2 1 8 5],31974,[0 1 8 4 5 6 3 2 7 9],2400796,[6 5 4 2 3 8 0 9 1 7]
25,2660220,[7 2 9 6 5 3 4 0 1 8],3241595,[8 9 3 1 2 4 5 7 6 0],2816712,[7 6 8 9 0 4 1 2 3 5],3246231,[8 9 4 0 5 7 3 2 6 1],2953977,[8 1 3 0 7 5 4 6 9 2]
26,2277536,[6 2 4 9 1 5 3 7 0 8],3548430,[9 7 0 1 4 3 5 2 6 8],452954,[1 3 2 9 0 7 4 6 5 8],3427654,[9 4 0 1 6 7 8 5 2 3],309699,[0 8 6 4 1 9 2 5 7 3]
27,2244458,[6 1 7 3 2 9 0 5 4 8],692714,[1 9 2 5 0 7 3 6 4 8],2913330,[8 0 3 1 4 7 9 2 5 6],1812230,[4 9 8 3 7 6 2 1 0 5],525659,[1 5 0 4 2 7 6 9 8 3]
28,3222902,[8 7 9 3 1 4 5 2 0 6],3388329,[9 3 0 4 1 2 6 7 8 5],3231002,[8 9 1 0 5 2 3 6 4 7],2279163,[6 2 5 1 7 0 3 8 9 4],2690550,[7 3 6 8 9 1 2 0 4 5]
29,2795110,[7 6 2 5 0 4 9 8 1 3],1210161,[3 4 0 1 8 7 5 6 9 2],3105877,[8 5 0 2 7 3 6 1 9 4],3022700,[8 2 9 6 1 0 7 4 3 5],761386,[2 0 9 1 5 8 4 7 3 6]
30,1158392,[3 1 7 8 9 2 4 5 0 6],2108688,[5 8 2 3 7 4 0 1 6 9],292723,[0 8 3 1 6 4 9 2 7 5],999198,[2 7 8 1 6 5 3 0 4 9],2849103,[7 8 5 2 0 4 6 3 9 1]
31,2649225,[7 2 6 5 3 9 1 4 8 0],1360975,[3 7 8 0 2 5 4 1 9 6],2181807,[6 0 1 9 3 7 5 4 8 2],3425400,[9 3 8 5 4 0 1 2 6 7],838807,[2 3 8 5 0 1 6 4 9 7]
32,2579967,[7 0 9 8 2 5 4 3 6 1],3165134,[8 6 4 0 1 2 7 5 3 9],2852247,[7 8 5 9 2 4 3 1 6 0],596331,[1 6 8 3 2 5 0 7 9 4],672185,[1 8 6 3 5 4 7 9 2 0]
33,2933103,[8 0 6 9 5 3 4 2 7 1],1294380,[3 6 0 8 7 4 5 1 2 9],1758702,[4 8 5 9 3 7 1 0 2 6],1384516,[3 8 2 6 9 5 0 7 1 4],1619232,[4 5 1 2 9 7 0 3 6 8]
34,3401637,[9 3 2 8 4 7 6 1 5 0],3170064,[8 6 4 9 7 1 0 2 3 5],1643706,[4 5 8 0 9 3 7 1 2 6],1349249,[3 7 4 6 9 5 2 8 1 0],3193254,[8 7 1 5 0 4 3 2 6 9]
35,2158169,[5 9 4 1 3 7 6 8 2 0],667710,[1 8 5 4 3 2 6 0 7 9],2624771,[7 2 0 8 5 1 4 9 6 3],1021434,[2 8 3 6 5 9 7 0 1 4],3053699,[8 3 6 9 1 4 2 7 5 0]
36,166831,[0 5 2 1 8 4 6 3 9 7],2405791,[6 5 7 2 3 1 4 0 9 8],3298052,[9 0 7 3 5 6 8 2 1 4],1153293,[3 1 6 8 7 5 9 2 4 0],1164247,[3 1 9 0 2 4 6 5 8 7]
37,3485773,[9 5 3 6 2 0 7 1 8 4],205286,[0 6 1 8 2 7 5 4 3 9],2546435,[7 0 2 3 8 4 5 9 6 1],658137,[1 8 3 6 0 5 4 7 9 2],2076091,[5 7 3 9 2 6 8 0 4 1]
38,2701270,[7 3 9 8 5 2 6 4 0 1],2561004,[7 0 5 1 9 6 4 2 3 8],1794887,[4 9 5 0 8 2 7 6 3 1],1609231,[4 3 9 2 0 5 6 1 8 7],2062601,[5 7 1 2 8 3 6 9 4 0]
39,537156,[1 5 3 7 0 4 8 2 6 9],925810,[2 5 9 6 8 0 3 7 1 4],313428,[0 8 7 2 3 9 5 1 4 6],1670850,[4 6 3 5 7 8 9 0 1 2],709581,[1 9 5 7 4 0 8 3 6 2]
40,1309018,[3 6 4 8 0 5 2 9 1 7],2247305,[6 1 7 9 2 4 5 8 3 0],730817,[2 0 3 1 4 5 8 9 7 6],914034,[2 5 7 3 4 9 8 0 1 6],690295,[1 9 0 8 6 4 3 2 7 5]
41,2364242,[6 4 7 0 8 1 2 5 3 9],3159540,[8 6 2 9 1 4 5 0 3 7],1436757,[3 9 6 0 4 8 7 2 5 1],2976032,[8 1 7 4 3 2 5 6 0 9],122409,[0 4 1 5 2 3 7 8 9 6]
42,1790806,[4 9 3 2 1 5 8 7 0 6],1229293,[3 4 5 9 2 0 7 1 8 6],2516131,[6 9 3 1 5 7 8 0 4 2],159644,[0 4 9 6 7 2 8 3 1 5],2337109,[6 3 9 5 8 7 2 0 4 1]
43,1145843,[3 1 5 4 6 8 2 9 7 0],729460,[2 0 1 8 3 9 4 7 5 6],1604711,[4 3 8 2 7 5 9 6 1 0],503364,[1 4 5 9 0 7 6 2 3 8],105238,[0 3 6 9 1 8 7 5 2 4]
44,3463881,[9 4 8 1 7 5 2 3 6 0],1957787,[5 3 6 4 0 9 2 8 7 1],185277,[0 5 6 8 2 9 7 3 4 1],947462,[2 6 4 9 8 3 5 1 0 7],2632121,[7 2 3 1 8 4 6 9 5 0]
45,3386812,[9 2 8 7 6 3 0 5 1 4],467845,[1 3 6 8 7 5 4 0 9 2],2819262,[7 6 9 2 4 8 1 0 3 5],2429837,[6 7 2 0 8 5 1 9 4 3],1080682,[2 9 7 3 8 5 1 6 0 4]
46,1260628,[3 5 2 0 9 4 1 8 6 7],3203572,[8 7 3 5 2 4 0 9 1 6],3173172,[8 6 5 4 1 0 7 2 3 9],2088210,[5 7 8 2 1 6 9 0 3 4],2174509,[5 9 8 3 0 7 4 1 6 2]
47,1051234,[2 9 0 6 1 4 5 8 3 7],2315132,[6 3 4 2 5 8 9 1 0 7],2830989,[7 8 1 5 9 3 6 2 4 0],1440623,[3 9 6 7 8 0 5 4 2 1],1381818,[3 8 2 1 4 0 9 5 6 7]
48,2729490,[7 4 6 3 9 5 8 0 1 2],930192,[2 6 0 5 9 7 1 3 4 8],1394239,[3 8 5 6 2 7 1 0 9 4],3219096,[8 7 6 4 9 5 0 1 2 3],2574905,[7 0 8 9 2 4 5 6 3 1]
49,1714694,[4 7 5 1 6 0 8 3 2 9],1872217,[5 1 4 6 2 9 0 3 8 7],687099,[1 9 0 4 3 8 2 6 7 5],3208907,[8 7 4 5 6 9 1 3 2 0],444820,[1 3 0 4 8 9 2 7 5 6]
50,1313913,[3 6 5 7 9 1 2 4 8 0],1385995,[3 8 2 9 7 6 5 0 4 1],1103177,[3 0 4 9 2 1 7 8 6 5],1140157,[3 1 4 2 7 5 8 0 9 6],700827,[1 9 4 0 5 3 2 7 8 6]
51,2808347,[7 6 5 1 3 9 2 8 4 0],2484555,[6 8 4 9 5 3 0 2 7 1],994177,[2 7 6 1 8 9 0 3 5 4],1240712,[3 4 8 1 2 5 6 7 0 9],2542492,[7 0 1 5 3 6 2 9 4 8]
52,174638,[0 5 3 7 6 2 8 4 1 9],1592312,[4 3 5 9 6 1 2 7 0 8],2222799,[6 1 2 0 4 5 8 7 9 3],2266532,[6 2 1 7 9 5 8 3 0 4],993628,[2 7 6 1 0 4 3 9 5 8]
53,1183328,[3 2 4 8 6 0 5 7 1 9],2777127,[7 5 9 0 1 6 4 3 8 2],641527,[1 7 9 3 0 2 5 4 8 6],1191390,[3 2 6 4 8 1 5 0 7 9],3025111,[8 3 0 2 6 4 5 1 9 7]
54,1937261,[5 3 0 4 7 9 1 8 6 2],2428870,[6 7 1 9 3 4 8 5 0 2],1856256,[5 1 0 4 2 9 3 6 7 8],3435462,[9 4 1 6 3 8 2 0 5 7],322086,[0 8 9 7 3 1 4 2 5 6]
55,2793294,[7 6 2 1 5 4 3 0 8 9],836299,[2 3 7 9 5 0 8 1 6 4],2030105,[5 6 2 8 4 3 7 9 1 0],1701662,[4 7 1 6 3 5 8 2 0 9],2875641,[7 9 2 4 8 5 1 3 6 0]
56,2977764,[8 1 7 6 5 4 3 0 2 9],1463045,[4 0 3 5 1 2 6 9 8 7],183841,[0 5 6 4 3 1 2 7 9 8],2008436,[5 4 8 3 2 9 7 1 0 6],549104,[1 5 6 9 4 8 2 3 0 7]
57,2179168,[6 0 1 4 7 8 5 9 2 3],514390,[1 4 8 0 5 6 9 7 2 3],254724,[0 7 3 5 8 6 4 1 2 9],493838,[1 4 2 9 8 3 6 5 0 7],2718190,[7 4 3 2 1 6 9 8 0 5]
58,982078,[2 7 3 8 9 6 5 4 0 1],957309,[2 6 7 9 4 3 8 1 5 0],782028,[2 1 5 3 0 9 7 4 6 8],1966749,[5 3 8 1 6 4 9 2 7 0],2433435,[6 7 2 8 5 4 0 3 9 1]
59,2190281,[6 0 3 7 1 4 8 9 5 2],993281,[2 7 6 0 5 3 8 9 4 1],3111876,[8 5 1 4 0 3 7 2 6 9],1329698,[3 6 9 7 5 8 0 2 1 4],1182911,[3 2 4 7 9 5 8 6 1 0]
60,3492124,[9 5 4 8 1 0 2 7 3 6],1436822,[3 9 6 0 5 4 7 2 1 8],1421545,[3 9 2 0 5 4 1 6 8 7],708194,[1 9 5 4 6 7 0 3 2 8],2095558,[5 7 9 6 2 8 4 3 0 1]
61,1818965,[5 0 1 9 4 2 3 8 7 6],1080453,[2 9 7 3 5 6 8 1 4 0],2703502,[7 4 0 3 9 1 8 6 2 5],3252930,[8 9 5 2 7 4 6 0 1 3],3002258,[8 2 4 6 7 9 0 3 1 5]
62,1103116,[3 0 4 9 1 7 2 8 5 6],1943438,[5 3 1 7 2 4 8 6 0 9],3264105,[8 9 7 4 2 6 1 3 5 0],1396052,[3 8 5 9 7 4 6 1 0 2],1053192,[2 9 0 8 6 5 1 3 4 7]
63,1839645,[5 0 7 1 2 4 9 6 8 3],2311721,[6 3 2 7 8 1 5 9 4 0],2327478,[6 3 7 8 4 5 1 0 2 9],2611526,[7 1 8 2 0 6 5 4 3 9],3356107,[9 2 1 8 3 5 7 0 6 4]
64,3365151,[9 2 4 6 7 8 3 1 5 0],510342,[1 4 7 2 8 9 3 0 5 6],2899996,[7 9 8 2 5 4 0 6 1 3],92884,[0 3 4 6 1 2 5 9 7 8],515531,[1 4 8 3 0 2 6 9 7 5]
65,2893213,[7 9 6 0 3 1 5 2 8 4],206341,[0 6 1 9 5 4 7 2 8 3],2217840,[6 1 0 2 5 3 4 7 8 9],1400819,[3 8 6 9 4 2 1 7 5 0],891519,[2 5 0 9 3 4 7 6 8 1]
66,3410418,[9 3 5 6 7 0 8 1 2 4],3121881,[8 5 3 2 9 6 1 4 7 0],943522,[2 6 4 1 5 8 3 9 0 7],1171200,[3 2 0 5 8 1 4 6 7 9],1685453,[4 6 8 2 9 3 0 7 5 1]
67,1365904,[3 7 9 0 1 5 6 8 2 4],2001660,[5 4 7 1 0 6 8 2 3 9],2871261,[7 9 1 5 8 0 6 3 4 2],3200500,[8 7 3 0 1 9 2 6 4 5],1157849,[3 1 7 8 0 6 5 9 4 2]
68,1540661,[4 2 1 7 8 9 0 6 5 3],579097,[1 6 3 9 2 8 0 4 7 5],1123919,[3 0 8 9 7 6 5 4 2 1],251786,[0 7 2 9 6 3 1 5 4 8],206355,[0 6 1 9 5 7 2 4 8 3]
69,1204415,[3 2 8 9 6 5 7 4 1 0],2315995,[6 3 4 5 7 9 8 0 2 1],2028257,[5 6 2 4 0 1 8 9 7 3],2488058,[6 8 5 4 3 9 0 2 1 7],2534893,[6 9 7 8 4 0 3 1 5 2]
70,531189,[1 5 2 4 8 6 9 3 7 0],394322,[1 0 8 3 7 2 4 6 5 9],920377,[2 5 8 6 1 9 0 3 7 4],1338927,[3 7 1 6 5 8 4 2 9 0],1379223,[3 8 1 6 5 4 7 2 9 0]
71,455291,[1 3 4 5 6 0 7 9 8 2],753592,[2 0 7 5 6 9 4 8 1 3],563828,[1 5 9 8 0 4 7 3 2 6],3308187,[9 1 0 4 7 3 2 6 8 5],746862,[2 0 6 3 4 9 5 1 7 8]
72,1979847,[5 4 0 8 7 6 3 2 9 1],1124779,[3 0 9 2 4 1 8 5 7 6],2119915,[5 8 4 6 1 9 7 0 3 2],2934602,[8 0 7 2 9 1 3 5 4 6],2064737,[5 7 1 6 8 0 4 9 3 2]
73,3142295,[8 5 9 3 1 6 7 4 2 0],1430843,[3 9 4 8 1 6 2 7 5 0],892617,[2 5 1 0 8 6 4 7 9 3],304186,[0 8 5 3 4 9 2 7 1 6],3099854,[8 4 9 0 3 1 6 5 2 7]
74,3108844,[8 5 0 7 9 1 2 6 3 4],436971,[1 2 8 6 9 4 0 5 7 3],22832,[0 1 6 5 8 3 4 7 2 9],975485,[2 7 1 5 9 0 3 8 6 4],659581,[1 8 3 9 0 5 6 2 7 4]
75,3494082,[9 5 6 1 8 2 7 0 3 4],2019718,[5 6 0 8 1 9 7 4 2 3],2996650,[8 2 3 6 0 1 5 9 4 7],2222716,[6 1 2 0 3 8 4 9 5 7],2678429,[7 3 4 5 0 2 1 9 8 6]
76,534017,[1 5 2 9 7 0 6 8 4 3],1174935,[3 2 1 0 9 4 7 6 8 5],925290,[2 5 9 6 0 7 8 1 3 4],2574032,[7 0 8 6 1 3 4 5 2 9],3193263,[8 7 1 5 0 4 6 3 9 2]
77,611400,[1 7 2 4 3 0 5 6 8 9],3368149,[9 2 5 1 8 7 4 0 6 3],2648302,[7 2 6 4 1 0 9 8 3 5],1271294,[3 5 6 1 8 0 7 4 2 9],422513,[1 2 5 8 7 9 4 6 3 0]
78,1892972,[5 1 9 6 0 7 8 3 2 4],1133776,[3 1 0 9 7 2 6 8 4 5],852922,[2 4 1 3 7 8 5 9 0 6],829384,[2 3 6 5 9 4 7 8 0 1],1937179,[5 3 0 4 7 1 9 2 8 6]
79,1092434,[3 0 1 8 4 7 2 6 5 9],3366566,[9 2 4 8 6 5 3 1 0 7],3468050,[9 5 0 1 7 4 2 6 3 8],1432141,[3 9 5 1 0 6 7 2 8 4],2361043,[6 4 5 3 1 2 9 0 8 7]
80,1399796,[3 8 6 7 0 9 5 2 1 4],1651258,[4 5 9 6 2 3 1 8 0 7],3209485,[8 7 4 6 3 5 2 0 9 1],1164516,[3 1 9 0 5 4 7 2 6 8],340966,[0 9 4 6 5 2 8 7 1 3]
81,1226507,[3 4 5 2 6 9 1 8 7 0],455983,[1 3 4 6 2 9 5 0 8 7],777725,[2 1 4 5 3 0 6 9 8 7],1993525,[5 4 3 6 8 7 2 0 9 1],3029959,[8 3 1 2 4 7 5 0 9 6]
82,3071396,[8 4 1 3 7 9 6 2 0 5],1451803,[4 0 1 2 6 5 9 3 8 7],1528812,[4 1 9 3 5 0 7 2 6 8],2155853,[5 9 3 7 1 4 0 8 6 2],1620911,[4 5 1 7 2 6 9 8 3 0]
83,1508412,[4 1 5 3 0 2 8 6 7 9],173169,[0 5 3 4 7 1 6 8 9 2],2553624,[7 0 3 6 8 2 1 4 5 9],2632974,[7 2 3 4 9 5 1 0 6 8],2014936,[5 4 9 7 3 0 6 8 1 2]
84,1481401,[4 0 7 9 5 1 2 3 8 6],1513447,[4 1 6 3 0 2 7 5 9 8],2012421,[5 4 9 2 0 1 8 6 7 3],1889038,[5 1 8 7 4 9 6 3 0 2],3518074,[9 6 2 0 3 4 5 8 1 7]
85,1906473,[5 2 3 1 9 4 6 7 8 0],3214143,[8 7 5 6 0 3 4 2 9 1],2774767,[7 5 8 3 9 0 2 1 6 4],3321204,[9 1 3 8 6 5 4 0 2 7],813824,[2 3 1 6 4 9 5 7 0 8]
86,2474791,[6 8 3 0 2 4 5 1 9 7],1457944,[4 0 2 3 9 6 7 8 1 5],3524952,[9 6 3 2 7 5 0 1 4 8],1165362,[3 1 9 2 6 4 8 0 5 7],965613,[2 6 9 5 0 7 8 3 4 1]
87,1396843,[3 8 6 1 0 4 9 2 7 5],1301274,[3 6 2 1 4 9 8 0 5 7],2220440,[6 1 0 5 9 7 3 4 2 8],2967659,[8 1 5 7 6 3 2 9 4 0],118663,[0 3 9 5 7 8 2 1 6 4]
88,996046,[2 7 6 5 3 1 9 8 0 4],133241,[0 4 3 6 1 5 8 9 7 2],3468391,[9 5 0 2 3 4 6 1 8 7],1511772,[4 1 5 9 7 0 6 2 3 8],321959,[0 8 9 7 1 6 5 4 3 2]
89,608547,[1 7 0 8 3 4 2 6 9 5],2317083,[6 3 4 8 1 0 2 7 9 5],3179546,[8 6 7 9 0 2 1 4 3 5],3210306,[8 7 4 9 5 2 6 0 1 3],802821,[2 1 9 4 0 3 8 6 7 5]
90,2736834,[7 4 9 0 1 8 6 2 3 5],893946,[2 5 1 4 7 6 9 0 3 8],2322610,[6 3 5 8 9 0 2 7 1 4],2575716,[7 0 9 1 4 3 6 2 5 8],2482368,[6 8 4 3 7 2 0 1 5 9]
91,1544092,[4 2 3 5 7 6 0 9 1 8],492166,[1 4 2 7 6 3 9 8 0 5],3066773,[8 4 0 5 3 6 1 9 7 2],665950,[1 8 5 0 9 4 7 6 2 3],2024689,[5 6 1 8 0 4 2 3 9 7]
92,2503899,[6 9 0 7 4 8 1 3 5 2],937258,[2 6 1 9 7 4 3 8 0 5],1774127,[4 9 0 1 2 5 8 7 6 3],2254107,[6 1 9 2 7 3 0 5 8 4],3221288,[8 7 9 1 0 2 4 5 3 6]
93,511193,[1 4 7 3 9 8 5 6 2 0],1865004,[5 1 3 0 4 8 7 2 6 9],2248956,[6 1 8 2 5 3 7 0 4 9],45206,[0 2 1 9 7 6 5 4 3 8],240744,[0 6 9 7 3 2 1 4 5 8]
94,601461,[1 6 9 3 4 0 8 5 7 2],1178269,[3 2 1 8 5 9 6 0 7 4],2326694,[6 3 7 5 4 0 8 2 1 9],969151,[2 7 0 4 1 5 6 3 9 8],1916337,[5 2 6 1 7 4 3 8 9 0]
95,3046482,[8 3 5 4 1 2 9 0 6 7],84588,[0 3 1 8 5 9 6 2 4 7],1593259,[4 3 6 0 9 1 8 2 7 5],1223823,[3 4 2 8 7 5 6 1 9 0],113921,[0 3 8 6 2 4 7 9 5 1]
96,1261331,[3 5 2 1 9 0 6 8 7 4],473179,[1 3 7 9 2 0 8 4 6 5],1738596,[4 8 0 9 6 2 5 1 3 7],1586474,[4 3 2 8 5 7 0 6 1 9],189652,[0 5 7 6 3 4 1 9 2 8]
97,3507590,[9 5 8 7 3 6 2 1 0 4],1772062,[4 8 9 5 1 0 7 6 2 3],297349,[0 8 3 9 7 6 4 1 5 2],1122781,[3 0 8 7 4 5 6 1 9 2],2559635,[7 0 4 9 1 3 5 8 6 2]
98,1337121,[3 7 1 4 0 8 5 6 9 2],3370892,[9 2 5 7 6 4 8 1 0 3],2270659,[6 2 3 5 8 0 9 1 7 4],59723,[0 2 5 8 9 6 3 7 4 1],710141,[1 9 5 8 2 7 0 6 4 3]
99,570873,[1 6 2 3 9 4 5 7 8 0],1248219,[3 4 9 6 5 8 0 2 7 1],1658550,[4 6 1 0 7 3 5 2 8 9],3109362,[8 5 0 9 4 2 7 1 3 6],2403205,[6 5 4 8 7 3 2 0 9 1]
100,3532822,[9 6 4 8 5 0 7 3 1 2],1723350,[4 7 6 9 3 1 2 0 5 8],1885460,[5 1 8 0 7 2 9 4 3 6],1265131,[3 5 4 0 1 8 9 2 7 6],1955340,[5 3 4 9 7 2 6 0 1 8]
1,3451153,[9 4 5 7 1 6 0 2 8 3],487369,[1 4 0 7 9 5 2 3 8 6],184092,[0 5 6 4 8 1 7 2 3 9],2450428,[6 7 8 1 3 2 0 9 4 5],103774,[0 3 6 7 1 8 9 5 2 4]
2,3067002,[8 4 0 5 7 2 9 1 3 6],518117,[1 4 8 7 5 6 0 9 3 2],1716791,[4 7 5 6 2 3 9 8 1 0],1367670,[3 7 9 2 5 1 4 0 6 8],675104,[1 8 6 9 4 7 2 3 0 5]
3,1525280,[4 1 8 6 3 7 2 5 0 9],2066889,[5 7 2 0 8 1 4 6 9 3],2931926,[8 0 6 7 1 5 4 3 2 9],737532,[2 0 4 5 6 1 8 3 7 9],1080422,[2 9 7 3 5 4 6 1 0 8]
4,1183710,[3 2 4 9 0 5 6 1 7 8],1145807,[3 1 5 4 6 2 9 8 7 0],3332666,[9 1 6 2 7 3 0 5 4 8],1876475,[5 1 6 3 2 4 7 9 8 0],2897432,[7 9 6 8 1 2 3 4 0 5]
5,858827,[2 4 3 5 8 9 1 7 6 0],2957606,[8 1 3 7 6 5 4 2 0 9],549070,[1 5 6 9 4 3 8 7 0 2],1394689,[3 8 5 7 0 4 1 2 9 6],1074400,[2 9 6 1 3 4 7 8 0 5]
6,828705,[2 3 6 4 9 8 1 5 7 0],1920053,[5 2 6 9 7 3 0 8 4 1],2440207,[6 7 4 1 2 0 5 3 9 8],1868829,[5 1 3 8 6 4 9 2 7 0],642679,[1 7 9 4 5 6 2 0 8 3]
7,588771,[1 6 5 8 7 3 0 4 9 2],3428541,[9 4 0 2 8 1 7 5 6 3],1339903,[3 7 1 8 9 6 2 0 5 4],2245980,[6 1 7 5 3 4 8 0 2 9],514850,[1 4 8 2 0 6 3 7 5 9]
8,1630913,[4 5 3 7 0 9 6 8 2 1],198249,[0 5 9 3 4 1 6 7 8 2],317366,[0 8 7 9 5 4 3 2 1 6],108833,[0 3 7 6 1 9 5 8 4 2],2564258,[7 0 5 8 3 9 1 4 2 6]
9,1999608,[5 4 6 8 1 3 0 2 7 9],1280128,[3 5 7 9 8 4 2 6 0 1],2425551,[6 7 1 2 8 9 4 3 5 0],1219241,[3 4 1 9 5 2 7 8 6 0],1720960,[4 7 6 3 1 2 8 9 0 5]
10,2259481,[6 2 0 4 3 1 5 7 9 8],1350644,[3 7 4 9 8 1 6 2 0 5],1114535,[3 0 7 1 9 6 8 5 4 2],2690348,[7 3 6 8 4 2 9 1 0 5],3261010,[8 9 7 0 2 1 4 6 3 5]
11,2366568,[6 4 7 3 9 2 0 1 5 8],1241185,[3 4 8 1 9 2 0 5 7 6],1229524,[3 4 5 9 7 0 1 8 2 6],743637,[2 0 5 6 8 9 7 3 4 1],3452042,[9 4 5 8 3 0 1 6 2 7]
12,286400,[0 8 1 7 6 5 3 4 2 9],1069894,[2 9 5 1 8 6 7 4 0 3],2954022,[8 1 3 0 7 9 4 2 5 6],3227173,[8 9 0 3 2 1 6 4 7 5],339423,[0 9 4 3 5 6 7 2 8 1]
13,3446072,[9 4 3 7 1 2 5 6 0 8],733865,[2 0 3 7 4 6 8 9 5 1],879923,[2 4 8 6 0 7 3 9 5 1],541102,[1 5 4 3 7 0 9 8 2 6],1048042,[2 8 9 7 4 5 1 6 0 3]
14,790690,[2 1 6 9 3 0 5 8 4 7],1031303,[2 8 5 6 3 0 9 7 4 1],3468336,[9 5 0 2 1 8 3 4 6 7],159556,[0 4 9 6 5 7 1 8 2 3],739400,[2 0 4 7 9 6 3 5 1 8]
15,2265821,[6 2 1 5 9 8 0 7 4 3],2609170,[7 1 6 5 9 0 3 8 2 4],653541,[1 8 2 6 7 0 9 4 5 3],2277387,[6 2 4 9 0 3 1 7 8 5],2644231,[7 2 5 6 4 1 3 0 9 8]
16,2303997,[6 3 1 0 9 8 7 4 5 2],1317931,[3 6 7 4 2 8 9 0 5 1],1184411,[3 2 5 0 1 4 7 9 8 6],1103571,[3 0 4 9 7 5 1 6 8 2],1403756,[3 8 7 4 5 9 6 1 0 2]
17,3151132,[8 6 1 2 5 4 0 9 3 7],1295740,[3 6 1 0 7 9 2 8 4 5],720202,[1 9 7 8 2 5 3 6 0 4],2325797,[6 3 7 4 1 8 0 9 5 2],1653348,[4 6 0 1 3 9 7 2 5 8]
