100%,Optima 1, Optima [1],Optima 2, Optima [2],Optima 3, Optima [3],Optima 4, Optima [4],Optima 5, Optima [5],Optima 6, Optima [6],Optima 7, Optima [7],Optima 8, Optima [8],Optima 9, Optima [9],Optima 10, Optima [10]
54,685526,[1 9 0 2 3 7 6 5 4 8],934154,[2 6 1 4 5 8 0 7 3 9],516896,[1 4 8 5 9 3 2 6 0 7],80638,[0 2 9 8 7 6 5 4 1 3],1873927,[5 1 4 8 7 0 3 2 9 6],1154763,[3 1 7 0 9 2 4 6 8 5],2808835,[7 6 5 2 0 9 8 1 4 3],3265091,[8 9 7 5 6 0 2 4 3 1],858788,[2 4 3 5 8 6 9 1 0 7],1984953,[5 4 1 8 9 2 3 6 7 0]
55,2587881,[7 1 2 5 3 8 4 6 9 0],1863048,[5 1 2 7 6 4 0 3 8 9],2178490,[6 0 1 3 8 2 5 9 4 7],1652158,[4 5 9 7 3 8 6 2 0 1],2837442,[7 8 2 9 6 1 5 0 3 4],2959169,[8 1 4 0 9 6 5 7 3 2],2996073,[8 2 3 5 1 4 6 7 9 0],90354,[0 3 2 9 5 8 7 1 4 6],2698024,[7 3 9 2 1 5 6 8 0 4],2247329,[6 1 7 9 2 5 4 8 3 0]
56,531763,[1 5 2 6 7 3 9 0 8 4],3270463,[9 0 1 8 3 7 4 2 6 5],3591408,[9 8 0 5 1 4 2 3 6 7],2729662,[7 4 6 5 1 0 9 8 2 3],2616405,[7 1 9 0 8 3 6 4 5 2],3308103,[9 1 0 4 6 5 7 3 8 2],1608964,[4 3 9 1 7 0 2 8 5 6],2604532,[7 1 5 8 3 4 0 9 2 6],2233497,[6 1 4 2 0 7 5 8 9 3],2405224,[6 5 7 1 4 3 8 9 0 2]
57,3571357,[9 7 4 5 1 2 6 0 8 3],2966092,[8 1 5 4 6 3 0 9 2 7],3121461,[8 5 3 2 4 0 9 6 7 1],794201,[2 1 7 6 0 4 8 9 5 3],47730,[0 2 3 6 4 8 9 1 5 7],280883,[0 7 9 6 1 5 3 8 4 2],2324381,[6 3 7 1 2 9 0 8 5 4],555126,[1 5 8 2 0 3 6 4 7 9],2932589,[8 0 6 9 1 3 2 7 5 4],2491922,[6 8 7 3 0 1 2 5 4 9]
58,1222061,[3 4 2 6 1 9 0 8 7 5],1194219,[3 2 6 9 5 8 0 4 7 1],878583,[2 4 8 3 1 6 7 5 9 0],2432671,[6 7 2 5 8 1 3 0 9 4],2730839,[7 4 6 8 5 9 3 2 1 0],1554377,[4 2 6 3 9 0 7 8 5 1],3200820,[8 7 3 0 5 4 6 1 2 9],2826962,[7 8 0 9 3 1 2 5 4 6],2633142,[7 2 3 5 0 9 4 1 6 8],2992322,[8 2 1 7 0 3 4 6 5 9]
59,2386806,[6 5 1 7 0 2 4 3 8 9],3151964,[8 6 1 3 7 2 9 4 0 5],264882,[0 7 5 4 9 2 8 1 3 6],60486,[0 2 6 1 3 4 7 5 8 9],183415,[0 5 6 3 8 4 2 1 9 7],557882,[1 5 8 6 9 0 2 4 3 7],564240,[1 5 9 8 6 0 2 3 4 7],2010567,[5 4 8 9 2 6 3 1 7 0],689308,[1 9 0 7 4 3 2 8 5 6],496250,[1 4 3 6 2 7 0 8 5 9]
60,156735,[0 4 9 1 7 2 6 5 8 3],2945809,[8 1 0 5 4 6 2 3 9 7],1987698,[5 4 2 3 8 0 9 1 6 7],2633204,[7 2 3 5 1 4 9 6 0 8],2715818,[7 4 2 8 9 6 0 3 1 5],1830304,[5 0 4 2 1 7 8 9 3 6],3154715,[8 6 1 9 4 2 3 7 5 0],3273539,[9 0 2 5 6 4 3 8 7 1],2244298,[6 1 7 3 0 5 4 9 2 8],374526,[1 0 4 5 3 2 7 6 8 9]
61,925317,[2 5 9 6 0 8 7 3 4 1],958804,[2 6 8 1 7 0 3 9 4 5],3115218,[8 5 2 0 7 1 9 3 4 6],2453401,[6 7 8 5 3 0 1 2 9 4],3416671,[9 3 6 8 2 1 4 0 7 5],1672676,[4 6 3 9 0 8 7 2 1 5],2620658,[7 1 9 8 5 6 0 3 2 4],3622905,[9 8 6 5 4 7 1 2 3 0],2923047,[8 0 4 9 6 5 3 2 7 1],1938502,[5 3 0 7 4 1 9 8 2 6]
62,3368122,[9 2 5 1 8 6 3 7 0 4],2988916,[8 2 1 0 4 7 3 9 5 6],3396635,[9 3 1 8 5 2 4 7 6 0],3539917,[9 6 7 2 4 1 5 0 8 3],1699814,[4 7 1 2 9 0 6 5 3 8],745454,[2 0 5 9 4 1 7 6 3 8],78223,[0 2 9 5 6 8 3 1 7 4],2389643,[6 5 2 0 9 7 3 8 4 1],3325590,[9 1 4 7 8 2 3 0 5 6],652884,[1 8 2 5 7 6 4 0 3 9]
63,3386501,[9 2 8 7 3 6 0 5 4 1],1230693,[3 4 6 1 2 8 9 5 7 0],402851,[1 0 9 8 5 2 4 7 6 3],2145751,[5 9 1 7 2 3 4 0 8 6],2133512,[5 8 9 2 1 3 4 6 0 7],1143755,[3 1 4 9 6 2 5 8 7 0],938956,[2 6 3 4 0 8 1 9 5 7],158502,[0 4 9 5 1 8 3 2 6 7],733482,[2 0 3 6 8 4 9 1 5 7],3527707,[9 6 3 8 4 2 7 0 5 1]
64,1451854,[4 0 1 2 6 8 9 7 3 5],1121927,[3 0 8 6 2 4 9 7 5 1],2220593,[6 1 0 7 2 9 5 8 4 3],668717,[1 8 5 6 7 4 0 9 3 2],3485165,[9 5 3 4 6 0 1 8 7 2],2585324,[7 1 0 9 6 3 8 4 2 5],1897648,[5 2 0 6 7 8 4 9 1 3],3364033,[9 2 4 5 1 7 0 3 8 6],2753179,[7 5 2 1 9 0 8 3 6 4],1784182,[4 9 2 0 1 3 8 7 5 6]
65,403366,[1 2 0 3 5 6 9 8 4 7],3170724,[8 6 5 0 7 4 3 1 2 9],296314,[0 8 3 7 5 2 4 9 1 6],1188545,[3 2 5 8 7 4 6 9 1 0],180030,[0 5 4 8 1 3 6 2 7 9],737730,[2 0 4 5 7 8 9 1 3 6],3307951,[9 1 0 4 5 3 6 2 8 7],3040169,[8 3 4 1 5 7 6 9 2 0],698997,[1 9 3 6 7 8 5 2 4 0],2430136,[6 7 2 1 3 0 8 9 4 5]
66,1326798,[3 6 9 1 7 5 2 0 4 8],2064752,[5 7 1 6 8 2 3 4 0 9],1347206,[3 7 4 2 0 8 6 5 1 9],2703048,[7 4 0 3 2 6 1 5 8 9],3547827,[9 6 8 7 3 1 0 4 5 2],987290,[2 7 4 9 1 5 0 6 3 8],170627,[0 5 2 8 9 7 3 6 4 1],112736,[0 3 8 4 6 5 2 7 1 9],1020313,[2 8 3 5 0 7 1 4 9 6],1312503,[3 6 5 2 9 4 7 1 8 0]
67,1470823,[4 0 5 8 7 9 2 1 6 3],3115721,[8 5 2 1 4 3 7 9 6 0],3240421,[8 9 2 7 4 3 5 0 6 1],812478,[2 3 1 4 6 8 5 0 7 9],3231742,[8 9 1 2 5 0 7 6 3 4],1251080,[3 5 0 2 7 8 4 6 1 9],125317,[0 4 1 9 2 5 7 3 8 6],2921376,[8 0 4 6 3 9 1 2 5 7],1735471,[4 8 0 3 5 2 6 1 9 7],143931,[0 4 6 5 9 3 1 7 8 2]
68,3520054,[9 6 2 3 8 5 7 4 0 1],2968760,[8 1 6 0 3 7 4 5 2 9],2700669,[7 3 9 6 8 2 5 1 4 0],1341722,[3 7 2 1 6 0 4 8 5 9],666858,[1 8 5 3 2 0 9 4 6 7],1784994,[4 9 2 1 0 8 7 3 5 6],2336212,[6 3 9 4 7 2 0 8 1 5],1158986,[3 1 7 9 6 2 0 5 4 8],318113,[0 8 9 1 6 7 4 5 3 2],3414630,[9 3 6 4 5 1 2 0 7 8]
69,1579849,[4 3 1 6 2 7 0 5 9 8],2556389,[7 0 4 2 6 3 1 9 8 5],1031571,[2 8 5 6 7 3 0 4 9 1],2476303,[6 8 3 2 1 9 4 0 7 5],3512435,[9 6 0 8 3 2 4 7 5 1],2821909,[7 6 9 8 1 5 3 0 4 2],2375164,[6 4 9 1 8 0 2 7 3 5],266599,[0 7 5 9 2 6 3 1 8 4],604695,[1 6 9 8 7 0 4 3 5 2],3502116,[9 5 7 8 0 2 4 1 3 6]
70,890623,[2 5 0 7 9 8 3 1 6 4],481274,[1 3 9 5 4 7 0 6 2 8],1961659,[5 3 7 1 6 0 9 2 8 4],1366786,[3 7 9 1 2 8 4 6 0 5],1188093,[3 2 5 8 0 7 9 4 6 1],1614794,[4 5 0 3 8 7 1 6 2 9],1685717,[4 6 8 3 1 7 0 9 5 2],1441082,[3 9 6 8 4 0 1 5 2 7],3434927,[9 4 1 5 7 2 8 6 3 0],1922579,[5 2 7 4 1 6 3 9 8 0]
71,632117,[1 7 6 3 9 5 0 8 4 2],1191983,[3 2 6 5 7 0 9 8 4 1],538609,[1 5 3 9 0 6 2 4 8 7],2281179,[6 2 5 7 1 9 0 4 8 3],3494926,[9 5 6 3 0 2 8 7 1 4],870743,[2 4 6 8 3 0 9 7 5 1],310588,[0 8 6 5 3 2 1 9 4 7],1953745,[5 3 4 7 6 1 0 2 9 8],3449911,[9 4 5 3 6 1 2 0 8 7],1144579,[3 1 5 0 8 2 9 4 7 6]
72,3400847,[9 3 2 7 4 1 8 6 5 0],1587368,[4 3 2 9 7 0 5 6 1 8],2086439,[5 7 6 9 4 8 3 2 1 0],2453543,[6 7 8 5 4 0 9 3 2 1],3390623,[9 3 0 7 2 1 8 6 5 4],379715,[1 0 5 4 6 3 7 9 8 2],3208866,[8 7 4 5 6 2 9 0 1 3],2913834,[8 0 3 1 9 7 6 2 4 5],3080166,[8 4 3 1 0 2 6 5 7 9],2171659,[5 9 7 8 1 0 6 2 4 3]
73,1227973,[3 4 5 7 6 0 8 1 9 2],2033497,[5 6 3 4 1 9 0 2 8 7],856032,[2 4 1 8 9 6 0 3 5 7],2588757,[7 1 2 6 4 9 8 3 5 0],746920,[2 0 6 3 5 4 8 9 1 7],2071197,[5 7 2 9 4 8 6 1 3 0],2410995,[6 5 8 2 4 7 0 3 9 1],480118,[1 3 9 2 7 8 6 5 0 4],785368,[2 1 5 8 7 6 4 9 0 3],934374,[2 6 1 4 8 5 3 0 7 9]
74,2840672,[7 8 3 5 2 1 4 6 0 9],2063680,[5 7 1 4 2 3 8 9 0 6],1478445,[4 0 7 3 5 2 9 6 8 1],437839,[1 2 8 9 0 6 4 3 7 5],54904,[0 2 4 9 3 6 7 8 1 5],1351404,[3 7 5 0 9 6 4 1 2 8],1916506,[5 2 6 1 8 9 3 7 0 4],2480461,[6 8 4 1 0 5 7 2 9 3],819684,[2 3 4 7 5 8 6 0 1 9],226886,[0 6 7 1 2 8 5 4 3 9]
75,1387098,[3 8 4 1 6 0 9 2 5 7],762697,[2 0 9 4 3 8 1 5 7 6],1916905,[5 2 6 3 4 1 0 7 9 8],1329972,[3 6 9 8 1 0 5 2 4 7],3142333,[8 5 9 3 2 0 6 1 7 4],3222747,[8 7 9 3 0 2 1 5 6 4],2982165,[8 1 9 5 7 2 6 3 4 0],234108,[0 6 8 4 1 9 5 2 3 7],1062445,[2 9 3 7 5 6 4 0 8 1],3029337,[8 3 1 0 5 6 4 7 9 2]
76,165083,[0 5 1 8 3 7 4 9 6 2],209875,[0 6 2 7 4 9 8 1 5 3],3496844,[9 5 6 7 4 1 8 2 0 3],3254285,[8 9 5 4 7 0 1 6 3 2],1253119,[3 5 0 7 4 8 2 1 9 6],2758750,[7 5 3 2 6 4 9 8 0 1],104148,[0 3 6 7 5 9 4 1 2 8],1077407,[2 9 6 7 3 1 8 5 4 0],762687,[2 0 9 4 3 7 6 5 8 1],1986017,[5 4 2 0 6 1 8 9 7 3]
77,1974911,[5 3 9 7 8 2 6 4 1 0],2312967,[6 3 2 9 4 7 5 1 8 0],1661988,[4 6 1 8 2 9 5 0 3 7],1247622,[3 4 9 5 7 8 1 0 2 6],2118517,[5 8 4 2 3 1 7 0 9 6],3498665,[9 5 7 1 2 4 6 8 3 0],2429220,[6 7 1 9 8 3 4 0 2 5],2880726,[7 9 3 5 0 1 4 2 6 8],1485715,[4 0 8 7 3 9 6 1 5 2],790896,[2 1 6 9 4 8 0 3 5 7]
78,2902570,[7 9 8 6 2 0 3 5 1 4],1846337,[5 0 8 3 4 1 7 9 6 2],894868,[2 5 1 6 9 3 0 8 4 7],2489403,[6 8 5 9 3 0 1 4 7 2],1229724,[3 4 5 9 8 6 2 0 1 7],1419963,[3 9 1 7 2 0 4 6 8 5],2767039,[7 5 6 0 1 8 3 2 9 4],3050689,[8 3 6 2 0 5 1 4 9 7],577435,[1 6 3 5 9 8 7 0 4 2],290695,[0 8 2 6 7 4 3 1 9 5]
79,2146836,[5 9 1 8 6 2 4 0 3 7],3070463,[8 4 1 2 6 0 9 7 5 3],1551546,[4 2 5 8 9 3 7 0 1 6],2799265,[7 6 3 2 9 1 0 4 8 5],1730781,[4 7 9 2 8 0 6 3 5 1],3129862,[8 5 6 0 1 2 9 7 3 4],3504677,[9 5 8 2 4 6 0 7 3 1],685141,[1 8 9 7 4 3 5 0 6 2],3291174,[9 0 6 1 2 5 4 3 7 8],2893235,[7 9 6 0 3 2 4 8 5 1]
80,2279643,[6 2 5 3 1 0 4 8 9 7],1113945,[3 0 7 1 2 9 5 6 8 4],2124419,[5 8 6 3 4 2 1 9 7 0],236164,[0 6 8 9 1 2 3 7 4 5],2259992,[6 2 0 4 9 3 5 7 1 8],3037713,[8 3 2 7 0 4 5 6 9 1],1498426,[4 1 2 5 0 9 6 8 3 7],1721607,[4 7 6 5 0 8 3 2 9 1],732582,[2 0 3 5 6 9 4 1 7 8],465985,[1 3 6 5 2 4 0 7 9 8]
81,194262,[0 5 8 4 7 9 2 1 3 6],1964878,[5 3 7 8 9 6 4 2 0 1],1839192,[5 0 6 9 3 7 1 2 4 8],3253552,[8 9 5 3 6 7 2 4 0 1],2212209,[6 0 8 9 4 1 3 5 7 2],3412295,[9 3 6 0 2 7 8 5 4 1],360158,[0 9 8 4 2 3 6 5 1 7],2697173,[7 3 9 1 0 5 2 8 6 4],991896,[2 7 5 8 4 9 0 1 3 6],999603,[2 7 8 3 4 0 1 6 9 5]
82,949667,[2 6 5 3 9 8 1 7 4 0],2563299,[7 0 5 6 1 9 2 4 8 3],2400524,[6 5 4 2 0 3 9 7 1 8],3057975,[8 3 7 6 1 0 5 4 9 2],3364245,[9 2 4 5 6 1 8 3 7 0],1767414,[4 8 7 5 6 2 1 0 3 9],3289919,[9 0 5 7 2 8 6 4 3 1],1199477,[3 2 7 9 8 5 0 6 4 1],3094770,[8 4 7 0 2 6 9 1 3 5],2876933,[7 9 2 6 5 3 0 8 4 1]
83,2237294,[6 1 4 9 3 0 7 5 2 8],118433,[0 3 9 5 4 8 6 7 2 1],3432268,[9 4 1 0 2 5 3 8 6 7],2039028,[5 6 4 3 9 8 2 0 1 7],3089533,[8 4 6 0 1 2 7 3 9 5],2124078,[5 8 6 3 0 7 2 1 4 9],110872,[0 3 7 9 8 6 4 5 1 2],3594267,[9 8 1 2 0 4 3 6 7 5],2081797,[5 7 6 0 3 2 8 1 9 4],260805,[0 7 4 8 2 3 9 5 6 1]
84,1695512,[4 7 0 3 9 2 5 6 1 8],2625096,[7 2 0 8 9 6 1 3 4 5],35943,[0 1 9 2 8 5 6 4 7 3],1382951,[3 8 2 4 7 5 9 6 1 0],90259,[0 3 2 9 5 1 8 4 7 6],2946890,[8 1 0 6 9 4 2 5 3 7],1947379,[5 3 2 4 8 0 9 1 7 6],419876,[1 2 5 4 0 9 8 6 3 7],351500,[0 9 6 7 2 1 8 4 3 5],2273086,[6 2 4 0 1 5 9 8 3 7]
85,3109915,[8 5 1 0 3 9 7 2 6 4],2422846,[6 7 0 8 1 3 9 5 2 4],307518,[0 8 6 1 2 7 4 3 5 9],2428202,[6 7 1 8 4 0 2 5 3 9],2070486,[5 7 2 8 6 0 3 1 4 9],1332233,[3 7 0 4 2 9 6 8 5 1],2205774,[6 0 7 5 4 3 2 1 8 9],2271580,[6 2 3 7 9 8 0 5 1 4],579062,[1 6 3 9 2 5 7 4 0 8],1886856,[5 1 8 3 6 9 0 2 4 7]
86,114618,[0 3 8 7 2 1 9 4 5 6],647402,[1 8 0 5 3 2 4 7 6 9],3606609,[9 8 3 5 1 0 4 6 7 2],3314626,[9 1 2 6 5 8 3 7 0 4],1326793,[3 6 9 1 7 5 0 2 8 4],1059637,[2 9 3 1 7 4 6 0 8 5],3557240,[9 7 1 6 4 5 2 3 0 8],3350621,[9 2 0 7 5 8 1 6 4 3],624729,[1 7 4 9 6 0 3 5 8 2],455039,[1 3 4 2 9 8 7 6 5 0]
87,2427115,[6 7 1 4 9 8 5 0 3 2],837399,[2 3 8 1 0 5 7 6 9 4],1707890,[4 7 2 9 0 5 1 6 3 8],2818897,[7 6 9 2 0 8 1 3 5 4],1404244,[3 8 7 5 2 0 1 9 4 6],471527,[1 3 7 5 9 2 8 6 4 0],2170871,[5 9 7 6 0 3 8 4 2 1],3167643,[8 6 4 3 5 0 1 7 9 2],516849,[1 4 8 5 9 0 3 6 7 2],2710743,[7 4 1 8 9 3 5 2 6 0]
88,227955,[0 6 7 2 5 8 1 4 9 3],797069,[2 1 8 3 0 5 4 9 7 6],2079706,[5 7 4 6 2 9 1 8 0 3],2042265,[5 6 7 1 3 9 2 4 8 0],1960251,[5 3 6 9 4 2 0 7 8 1],1347846,[3 7 4 5 0 1 6 2 8 9],2942153,[8 0 9 6 2 7 4 5 3 1],1689940,[4 6 9 2 0 8 1 7 3 5],2072904,[5 7 3 2 0 4 1 6 8 9],856834,[2 4 3 0 1 6 7 9 5 8]
89,286147,[0 8 1 7 4 5 9 2 6 3],167573,[0 5 2 3 8 6 1 9 7 4],1003672,[2 7 9 0 8 6 4 5 1 3],3466693,[9 4 8 6 7 0 3 1 5 2],1713233,[4 7 3 9 2 8 5 6 1 0],2266998,[6 2 1 8 5 7 3 0 4 9],2312461,[6 3 2 8 7 4 5 0 9 1],1908819,[5 2 3 8 0 9 1 6 7 4],2351750,[6 4 2 7 1 9 5 3 0 8],3413546,[9 3 6 2 0 4 1 7 5 8]
90,1467452,[4 0 5 2 1 8 9 6 3 7],3478247,[9 5 2 0 8 3 7 6 4 1],1381449,[3 8 2 0 7 1 5 6 9 4],3512038,[9 6 0 7 5 8 4 3 1 2],1290712,[3 6 0 1 7 9 5 8 2 4],2651864,[7 2 8 1 0 9 4 5 3 6],1816333,[5 0 1 4 8 2 7 3 9 6],946722,[2 6 4 8 9 1 7 0 3 5],1413508,[3 9 0 5 2 4 1 8 6 7],47212,[0 2 3 5 7 6 1 9 4 8]
91,756946,[2 0 8 3 4 9 5 7 1 6],2857701,[7 8 9 0 1 2 6 4 5 3],2426302,[6 7 1 3 9 0 8 5 2 4],2636086,[7 2 4 0 3 5 9 8 1 6],3342271,[9 1 8 2 0 4 5 3 7 6],98018,[0 3 5 6 1 9 2 7 4 8],3040255,[8 3 4 1 6 5 2 0 9 7],885570,[2 4 9 6 8 5 7 0 1 3],584485,[1 6 4 9 7 5 3 0 8 2],2847260,[7 8 4 9 3 0 6 2 1 5]
92,3060629,[8 3 9 1 7 2 0 6 5 4],3345308,[9 1 8 6 2 4 7 3 0 5],3238887,[8 9 2 5 3 6 4 1 7 0],660309,[1 8 4 0 2 6 9 5 7 3],2541040,[7 0 1 3 4 5 8 9 2 6],1648455,[4 5 9 0 6 1 7 3 8 2],869068,[2 4 6 5 0 3 1 9 7 8],2027652,[5 6 2 3 1 0 8 4 7 9],1814994,[5 0 1 2 8 9 7 3 4 6],3328083,[9 1 5 3 4 0 2 7 8 6]
93,2118051,[5 8 4 1 7 3 0 6 9 2],68117,[0 2 7 5 6 8 1 9 4 3],781908,[2 1 5 0 9 8 6 3 4 7],7501,[0 1 3 6 5 7 8 2 9 4],2940613,[8 0 9 4 2 1 6 3 7 5],1950114,[5 3 2 9 4 8 7 0 1 6],2030490,[5 6 2 9 0 7 8 1 3 4],3333066,[9 1 6 3 2 5 8 0 4 7],3179003,[8 6 7 5 1 4 2 9 3 0],3468725,[9 5 0 2 7 1 3 8 6 4]
94,182839,[0 5 6 2 9 7 3 1 8 4],1737555,[4 8 0 7 2 6 1 5 9 3],1146643,[3 1 5 6 7 2 9 0 8 4],1283579,[3 5 8 6 7 2 1 9 4 0],1057689,[2 9 1 8 0 3 5 6 7 4],1607711,[4 3 8 9 7 2 6 5 1 0],344640,[0 9 5 3 7 1 2 4 6 8],1512135,[4 1 6 0 3 2 8 7 9 5],1924085,[5 2 7 8 3 0 1 9 6 4],1028621,[2 8 5 0 6 9 1 7 4 3]
95,69728,[0 2 7 8 9 1 4 5 3 6],3067069,[8 4 0 5 7 9 3 1 6 2],1154440,[3 1 7 0 5 4 8 9 2 6],2234336,[6 1 4 3 2 7 5 8 0 9],859057,[2 4 3 6 0 9 1 5 8 7],2887258,[7 9 4 8 0 3 2 6 1 5],3420046,[9 3 7 5 0 2 8 6 1 4],3167862,[8 6 4 3 7 9 1 0 2 5],3213962,[8 7 5 4 9 0 1 3 2 6],2021393,[5 6 1 0 4 9 7 8 3 2]
96,152541,[0 4 8 2 9 1 7 5 6 3],95553,[0 3 4 9 7 2 5 6 8 1],1710325,[4 7 3 2 5 8 6 0 9 1],2524000,[6 9 4 7 3 1 5 8 0 2],1916046,[5 2 6 1 3 0 7 4 8 9],764709,[2 0 9 7 1 5 8 4 6 3],3618169,[9 8 5 7 1 3 0 2 6 4],351470,[0 9 6 7 1 8 4 3 2 5],731598,[2 0 3 4 1 8 6 5 7 9],1838862,[5 0 6 8 9 7 2 1 3 4]
97,1649167,[4 5 9 1 6 0 3 2 8 7],3100599,[8 4 9 1 3 2 6 5 7 0],592476,[1 6 7 4 9 2 5 0 3 8],67418,[0 2 7 4 6 9 1 5 3 8],1423160,[3 9 2 4 6 7 1 5 0 8],2760986,[7 5 3 8 6 1 0 4 2 9],2922270,[8 0 4 7 6 2 3 1 5 9],1673692,[4 6 5 0 7 3 1 9 2 8],1823361,[5 0 2 8 4 7 3 6 9 1],1573739,[4 3 0 2 8 6 5 9 7 1]
98,1248591,[3 4 9 7 0 8 5 2 6 1],914807,[2 5 7 4 6 1 9 8 3 0],1887368,[5 1 8 4 3 0 6 7 2 9],1051007,[2 9 0 5 7 3 8 6 4 1],2615444,[7 1 8 9 4 2 6 3 0 5],1229210,[3 4 5 9 1 6 0 7 2 8],2691423,[7 3 8 0 1 5 6 4 9 2],648027,[1 8 0 6 2 4 3 7 9 5],2567489,[7 0 6 3 9 5 4 8 2 1],3078401,[8 4 2 7 5 1 6 9 3 0]
99,2763311,[7 5 4 1 9 3 8 6 2 0],2117135,[5 8 4 0 3 7 9 6 2 1],683078,[1 8 9 4 6 2 5 3 0 7],1364849,[3 7 8 6 4 5 2 9 1 0],2526603,[6 9 5 2 1 0 3 7 8 4],3459101,[9 4 7 2 1 8 0 6 5 3],480813,[1 3 9 4 7 6 8 2 5 0],2919599,[8 0 4 2 9 7 6 5 3 1],3298624,[9 0 7 4 3 5 6 8 1 2],1542534,[4 2 3 0 6 7 5 1 8 9]
100,1744850,[4 8 2 1 5 6 0 7 3 9],3074390,[8 4 1 9 7 6 3 2 0 5],3258433,[8 9 6 3 4 5 0 1 7 2],3379845,[9 2 7 5 1 3 8 4 6 0],1798397,[4 9 5 7 6 3 0 8 2 1],1874484,[5 1 4 9 3 7 6 0 2 8],3486735,[9 5 3 7 6 0 4 2 8 1],3159299,[8 6 2 7 9 3 1 5 4 0],2984112,[8 2 0 1 6 7 3 4 5 9],733466,[2 0 3 6 8 4 1 7 5 9]
