98%,Optima 1, Optima [1],Optima 2, Optima [2],Optima 3, Optima [3],Optima 4, Optima [4],Optima 5, Optima [5],Optima 6, Optima [6],Optima 7, Optima [7],Optima 8, Optima [8],Optima 9, Optima [9],Optima 10, Optima [10]
54,2673560,[7 3 2 5 1 8 4 6 0 9],2747046,[7 5 1 0 4 2 6 3 8 9],1140116,[3 1 4 2 6 9 8 5 0 7],930214,[2 6 0 5 9 7 8 4 1 3],1432295,[3 9 5 1 2 7 8 6 4 0],466476,[1 3 6 5 9 2 7 0 4 8],3552716,[9 7 0 8 2 6 5 3 1 4],2843756,[7 8 4 1 5 9 6 2 0 3],922539,[2 5 9 0 3 8 1 6 7 4],1302414,[3 6 2 4 9 5 1 0 7 8]
55,833802,[2 3 7 5 0 4 9 1 6 8],604388,[1 6 9 8 3 4 7 2 0 5],1976882,[5 4 0 2 8 1 3 7 6 9],2361469,[6 4 5 3 8 9 2 0 7 1],1521454,[4 1 7 9 0 6 8 5 2 3],102343,[0 3 6 4 1 9 5 2 8 7],1931819,[5 2 9 3 0 6 4 8 7 1],1733832,[4 8 0 1 2 7 3 5 6 9],2604877,[7 1 5 8 9 2 4 0 6 3],3461819,[9 4 7 8 0 3 2 6 5 1]
56,2636161,[7 2 4 0 5 1 3 6 9 8],2579509,[7 0 9 6 4 8 3 1 5 2],2376018,[6 4 9 3 0 1 8 2 5 7],598986,[1 6 8 7 9 3 5 0 2 4],2050268,[5 6 8 7 3 2 9 1 0 4],2541314,[7 0 1 3 6 8 2 5 4 9],442035,[1 2 9 6 8 5 0 4 7 3],3232398,[8 9 1 3 4 6 2 0 5 7],147558,[0 4 7 2 9 6 3 1 5 8],526561,[1 5 0 6 4 2 3 7 9 8]
57,3319303,[9 1 3 6 0 8 4 2 7 5],3472256,[9 5 0 8 4 3 2 6 1 7],519394,[1 4 9 0 5 3 6 8 2 7],2475624,[6 8 3 1 4 2 0 5 7 9],1935969,[5 3 0 1 9 2 6 7 8 4],2440049,[6 7 4 0 9 5 3 8 2 1],2963202,[8 1 4 9 5 2 7 0 3 6],3382641,[9 2 8 1 0 6 4 5 7 3],1207129,[3 2 9 5 6 4 0 1 8 7],3019036,[8 2 9 0 1 6 3 7 4 5]
58,110337,[0 3 7 9 2 5 4 6 8 1],434713,[1 2 8 3 7 6 0 4 9 5],3100857,[8 4 9 1 6 3 2 5 7 0],1685833,[4 6 8 3 2 7 0 1 9 5],3361201,[9 2 3 8 4 0 1 5 7 6],1640517,[4 5 7 3 2 9 8 1 6 0],3126871,[8 5 4 2 9 1 3 0 7 6],2751253,[7 5 1 9 2 0 6 3 8 4],2681455,[7 3 5 0 2 6 4 1 9 8],2763911,[7 5 4 2 8 3 9 6 1 0]
59,139747,[0 4 5 8 1 6 9 2 7 3],2768509,[7 5 6 2 0 9 4 1 8 3],538292,[1 5 3 8 6 7 9 2 0 4],3252651,[8 9 5 2 4 3 0 6 7 1],2014552,[5 4 9 6 8 7 2 3 0 1],3589052,[9 8 0 1 6 5 7 3 2 4],381595,[1 0 5 7 9 8 6 2 4 3],3120131,[8 5 3 0 6 1 4 9 7 2],1669774,[4 6 3 2 0 8 9 7 1 5],3184082,[8 6 9 5 2 0 1 4 3 7]
60,1058090,[2 9 1 8 5 4 0 6 3 7],1025784,[2 8 4 5 7 1 0 3 6 9],1129004,[3 1 0 2 4 6 9 7 5 8],2777174,[7 5 9 0 2 1 6 4 3 8],2726572,[7 4 5 9 8 2 0 6 1 3],1708964,[4 7 3 0 6 2 9 5 1 8],2716841,[7 4 3 0 5 2 8 9 6 1],2678749,[7 3 4 5 2 9 6 0 8 1],1755124,[4 8 5 1 7 0 2 9 3 6],1245774,[3 4 9 1 2 6 5 0 7 8]
61,1751337,[4 8 3 5 2 6 1 7 9 0],1537520,[4 2 1 0 6 8 5 7 3 9],2042058,[5 6 7 1 2 0 9 3 4 8],457588,[1 3 4 8 6 2 0 9 5 7],130003,[0 4 2 8 6 3 9 1 7 5],3377296,[9 2 7 0 6 1 5 8 3 4],2871418,[7 9 1 6 0 4 3 8 2 5],2204023,[6 0 7 3 1 9 4 2 8 5],3323855,[9 1 4 5 3 7 8 6 2 0],3204676,[8 7 3 6 9 4 0 5 1 2]
62,861785,[2 4 3 9 8 5 6 7 1 0],251164,[0 7 2 8 9 1 3 6 4 5],1321916,[3 6 8 1 9 7 5 2 0 4],2293273,[6 2 9 0 1 7 3 4 8 5],3444691,[9 4 3 5 1 7 8 0 6 2],2958319,[8 1 3 9 6 5 2 0 7 4],1893285,[5 1 9 6 4 2 8 3 7 0],1358544,[3 7 6 4 9 1 0 2 5 8],1080366,[2 9 7 3 5 0 4 1 6 8],3065427,[8 4 0 2 6 3 1 7 9 5]
63,3243406,[8 9 3 4 6 1 7 5 0 2],1011927,[2 8 0 7 4 6 5 3 9 1],1324038,[3 6 8 5 9 4 1 0 2 7],2094226,[5 7 9 3 4 8 1 6 0 2],3262455,[8 9 7 2 1 0 5 4 6 3],3242018,[8 9 3 1 6 7 0 4 2 5],1106855,[3 0 5 7 2 8 9 6 4 1],2127609,[5 8 7 1 0 2 4 6 9 3],3087411,[8 4 5 6 0 3 1 7 9 2],1170353,[3 2 0 4 6 9 7 8 5 1]
64,2613217,[7 1 8 4 3 9 0 2 6 5],3369730,[9 2 5 6 1 0 4 8 3 7],1949467,[5 3 2 8 6 4 9 0 7 1],1668870,[4 6 3 0 9 2 5 1 7 8],2454364,[6 7 8 9 5 0 1 4 2 3],1272842,[3 5 6 4 9 0 1 7 2 8],2323033,[6 3 5 9 2 7 0 1 8 4],79272,[0 2 9 7 1 6 3 4 5 8],1200591,[3 2 8 1 5 9 6 4 7 0],2063680,[5 7 1 4 2 3 8 9 0 6]
65,1756412,[4 8 5 3 2 7 9 1 0 6],2748462,[7 5 1 3 2 9 4 0 6 8],2791014,[7 6 1 8 3 4 2 0 5 9],363704,[1 0 2 4 3 9 6 7 5 8],1744293,[4 8 2 0 6 7 9 3 5 1],1723075,[4 7 6 9 0 8 5 1 3 2],2333207,[6 3 8 9 4 1 7 5 2 0],1821067,[5 0 2 4 3 7 9 1 8 6],666781,[1 8 5 3 0 6 7 2 9 4],3189737,[8 7 0 9 2 1 5 6 4 3]
66,232820,[0 6 8 2 4 1 9 5 3 7],1410936,[3 8 9 7 4 6 0 1 2 5],1299828,[3 6 1 9 2 8 5 0 4 7],836864,[2 3 8 0 4 9 5 6 1 7],1313888,[3 6 5 7 9 0 2 4 1 8],688116,[1 9 0 5 7 3 6 2 4 8],593876,[1 6 7 8 5 9 4 2 0 3],137739,[0 4 5 3 2 9 1 7 8 6],1886884,[5 1 8 3 7 0 2 9 4 6],2902103,[7 9 8 5 4 0 6 3 2 1]
67,2625469,[7 2 0 9 4 8 5 1 6 3],2782233,[7 6 0 1 3 4 5 8 9 2],2111137,[5 8 2 9 0 7 1 3 6 4],2991516,[8 2 1 5 9 3 6 0 4 7],411974,[1 2 3 8 4 0 7 6 5 9],3029699,[8 3 1 0 9 5 4 7 6 2],1087929,[2 9 8 7 0 1 4 5 6 3],3380219,[9 2 7 5 6 3 1 8 4 0],3279862,[9 0 3 7 4 1 8 6 2 5],3411109,[9 3 5 7 4 8 2 0 6 1]
68,3113688,[8 5 1 7 4 3 0 2 6 9],2284510,[6 2 7 1 9 4 8 5 0 3],3239478,[8 9 2 6 1 5 3 0 4 7],681195,[1 8 9 2 0 6 3 5 7 4],870125,[2 4 6 7 5 0 1 9 8 3],708757,[1 9 5 6 3 2 7 0 8 4],971012,[2 7 0 6 5 8 9 3 1 4],642919,[1 7 9 4 8 5 2 0 6 3],577925,[1 6 3 7 8 0 2 9 5 4],2204411,[6 0 7 3 8 1 4 9 5 2]
69,2250732,[6 1 8 5 0 2 7 3 4 9],1001758,[2 7 8 6 1 9 5 4 0 3],1194063,[3 2 6 9 4 5 7 1 8 0],987062,[2 7 4 8 9 3 5 1 0 6],843753,[2 3 9 4 8 1 5 6 7 0],243176,[0 7 1 3 8 5 4 6 2 9],1794383,[4 9 5 0 2 1 8 7 6 3],3093651,[8 4 6 7 5 2 0 3 9 1],3178829,[8 6 7 5 0 2 1 9 4 3],1930420,[5 2 9 0 1 8 3 7 4 6]
70,2015479,[5 4 9 8 1 6 2 0 7 3],797936,[2 1 8 4 3 6 5 7 0 9],2844971,[7 8 4 3 2 0 5 9 6 1],618546,[1 7 3 8 0 5 9 2 4 6],3244850,[8 9 3 6 5 2 0 4 1 7],2326205,[6 3 7 4 9 0 1 8 5 2],1465919,[4 0 3 8 9 7 6 5 2 1],642413,[1 7 9 4 2 5 0 8 6 3],3489212,[9 5 4 2 0 7 8 3 1 6],1820430,[5 0 2 3 6 4 7 1 8 9]
71,1985748,[5 4 1 9 8 7 3 0 2 6],385733,[1 0 6 5 8 4 2 9 7 3],2079858,[5 7 4 6 8 0 9 1 2 3],2213329,[6 0 9 2 1 5 3 4 8 7],1978931,[5 4 0 7 6 1 3 9 8 2],301324,[0 8 4 7 5 1 2 9 3 6],342882,[0 9 5 1 3 4 8 2 6 7],1711706,[4 7 3 6 2 1 0 8 5 9],1129037,[3 1 0 2 4 8 5 9 7 6],3197290,[8 7 2 3 6 0 4 9 1 5]
72,3340877,[9 1 7 8 0 5 2 6 4 3],586733,[1 6 5 3 9 4 0 8 7 2],3291162,[9 0 6 1 2 4 8 3 5 7],2618093,[7 1 9 4 2 5 0 8 6 3],1790461,[4 9 3 1 7 5 6 0 8 2],1855097,[5 1 0 2 7 3 8 9 6 4],384100,[1 0 6 3 5 9 2 8 4 7],509017,[1 4 6 9 8 7 0 2 5 3],2717316,[7 4 3 1 0 5 8 2 6 9],1821069,[5 0 2 4 3 7 9 6 8 1]
73,1355398,[3 7 5 9 2 8 6 4 0 1],2895800,[7 9 6 3 8 4 1 2 0 5],2361459,[6 4 5 3 8 9 0 2 7 1],905454,[2 5 4 7 6 3 1 0 8 9],2796910,[7 6 2 9 4 3 8 5 0 1],3519413,[9 6 2 3 0 5 1 8 7 4],2538340,[6 9 8 4 2 7 0 5 1 3],3434008,[9 4 1 3 5 7 6 8 0 2],3459068,[9 4 7 2 1 5 8 3 0 6],1063463,[2 9 4 0 1 3 8 7 6 5]
74,3056801,[8 3 7 4 5 1 6 9 2 0],382801,[1 0 5 9 7 2 3 4 8 6],2917537,[8 0 3 9 1 7 2 4 6 5],712061,[1 9 6 2 8 7 0 5 4 3],2086558,[5 7 6 9 8 4 3 2 0 1],2884378,[7 9 4 2 0 5 3 8 1 6],1548313,[4 2 5 1 6 8 0 3 9 7],2291636,[6 2 8 5 7 9 4 1 0 3],3120215,[8 5 3 0 6 7 9 4 2 1],136535,[0 4 5 1 7 8 9 6 3 2]
75,570868,[1 6 2 3 9 4 0 8 5 7],2069036,[5 7 2 4 6 9 8 1 0 3],1273581,[3 5 6 7 9 0 8 2 4 1],2389835,[6 5 2 1 3 4 7 9 8 0],859020,[2 4 3 6 0 7 8 1 5 9],2460422,[6 8 0 2 3 5 7 4 1 9],855327,[2 4 1 7 9 6 5 3 8 0],2247766,[6 1 7 9 8 2 5 4 0 3],2016670,[5 6 0 1 9 4 8 7 2 3],1775286,[4 9 0 2 7 1 5 3 6 8]
76,970833,[2 7 0 6 4 3 5 8 9 1],3053275,[8 3 6 7 4 9 5 0 2 1],205994,[0 6 1 9 2 7 3 5 4 8],386137,[1 0 6 7 3 9 2 4 8 5],496395,[1 4 3 6 5 8 0 7 9 2],3333708,[9 1 6 4 0 8 5 2 3 7],2926460,[8 0 5 6 4 1 9 3 2 7],1866379,[5 1 3 4 2 0 9 6 8 7],3359208,[9 2 3 5 6 4 0 1 7 8],3389781,[9 3 0 6 1 2 8 5 7 4]
77,2480460,[6 8 4 1 0 5 7 2 3 9],428604,[1 2 7 0 4 8 6 3 5 9],1669892,[4 6 3 2 1 8 9 5 0 7],593742,[1 6 7 8 4 9 2 0 3 5],3148142,[8 6 0 5 3 4 7 2 1 9],2581214,[7 1 0 3 2 4 8 6 5 9],1475737,[4 0 6 8 5 9 1 2 7 3],3195068,[8 7 1 9 4 3 6 2 0 5],1593494,[4 3 6 1 2 0 8 7 5 9],601893,[1 6 9 3 8 5 7 2 4 0]
78,1229541,[3 4 5 9 7 0 8 2 6 1],1644661,[4 5 8 2 1 6 7 0 9 3],3429751,[9 4 0 5 6 2 3 1 8 7],497413,[1 4 3 7 9 0 6 2 8 5],2498020,[6 8 9 4 2 7 0 5 1 3],2731989,[7 4 8 0 3 5 9 2 6 1],1557808,[4 2 7 0 6 8 5 9 1 3],2295683,[6 2 9 4 3 7 1 8 5 0],1594225,[4 3 6 2 1 5 0 7 9 8],1292560,[3 6 0 5 2 4 8 9 1 7]
79,387733,[1 0 6 9 5 2 7 3 8 4],579746,[1 6 4 0 3 5 2 8 7 9],233674,[0 6 8 3 5 2 4 9 1 7],2306094,[6 3 1 5 9 4 2 0 7 8],1745374,[4 8 2 3 0 7 9 6 1 5],513554,[1 4 7 9 2 6 0 5 3 8],2862411,[7 8 9 6 3 2 0 4 5 1],541577,[1 5 4 6 2 0 8 9 7 3],648854,[1 8 0 7 3 2 6 5 4 9],776134,[2 1 3 9 8 6 7 5 0 4]
80,1750897,[4 8 3 2 7 9 0 1 6 5],35797,[0 1 9 2 7 4 6 3 8 5],2259310,[6 2 0 3 9 5 8 7 1 4],3101745,[8 4 9 2 7 6 1 3 5 0],2220267,[6 1 0 5 8 3 2 7 9 4],1254401,[3 5 0 9 2 4 7 8 6 1],1666487,[4 6 2 7 5 1 9 8 3 0],3213015,[8 7 5 3 4 0 6 2 9 1],1635099,[4 5 6 2 9 8 0 3 7 1],2695141,[7 3 8 6 1 4 5 0 9 2]
81,1683791,[4 6 8 0 5 3 9 7 2 1],854929,[2 4 1 7 5 6 0 3 9 8],1401842,[3 8 7 1 0 2 4 6 5 9],626732,[1 7 5 3 4 8 9 2 0 6],91299,[0 3 4 1 8 9 2 6 7 5],2896623,[7 9 6 5 0 3 4 2 8 1],2109859,[5 8 2 6 3 0 9 1 7 4],2044211,[5 6 7 4 1 0 3 9 8 2],1866322,[5 1 3 4 0 8 6 9 2 7],873536,[2 4 7 3 1 6 5 8 0 9]
82,1468432,[4 0 5 3 6 9 7 8 1 2],1025246,[2 8 4 3 9 6 5 1 0 7],2269651,[6 2 3 4 1 8 9 0 7 5],2966896,[8 1 5 6 7 0 4 9 2 3],3181651,[8 6 9 1 7 4 5 0 3 2],1812599,[4 9 8 5 2 7 6 3 1 0],598779,[1 6 8 7 4 9 0 3 5 2],903570,[2 5 4 1 9 7 8 0 3 6],459295,[1 3 5 0 9 6 4 2 8 7],1523952,[4 1 8 3 6 7 0 2 5 9]
83,2907666,[8 0 1 9 4 5 7 2 3 6],2300107,[6 3 0 4 7 5 9 1 8 2],400846,[1 0 9 5 7 3 8 6 2 4],415157,[1 2 4 5 7 8 0 9 6 3],3561635,[9 7 2 5 6 1 3 8 4 0],2422568,[6 7 0 5 8 1 3 4 2 9],2553939,[7 0 3 8 1 9 2 5 6 4],332261,[0 9 2 8 4 7 1 6 5 3],1460313,[4 0 2 8 3 5 6 7 9 1],1494267,[4 1 0 6 5 3 2 8 9 7]
84,544761,[1 5 6 0 7 8 3 4 9 2],3110302,[8 5 1 0 9 2 7 6 3 4],2580878,[7 1 0 2 6 4 8 5 3 9],2943210,[8 0 9 7 5 4 6 1 2 3],1308111,[3 6 4 5 8 9 2 1 7 0],248773,[0 7 2 4 6 1 8 3 9 5],820503,[2 3 4 8 6 5 7 1 9 0],2149025,[5 9 2 3 7 4 6 8 1 0],3553986,[9 7 1 2 0 5 8 3 4 6],3043037,[8 3 4 7 2 6 0 9 5 1]
85,1527734,[4 1 9 0 8 2 6 5 3 7],549381,[1 5 7 0 2 3 9 6 8 4],853719,[2 4 1 5 8 3 7 6 9 0],118826,[0 3 9 6 1 4 2 7 5 8],1684908,[4 6 8 2 0 9 5 1 3 7],2814336,[7 6 8 2 5 9 0 1 3 4],2302560,[6 3 0 9 1 2 4 5 7 8],3005538,[8 2 5 3 4 0 9 1 6 7],2502661,[6 9 0 4 8 3 5 1 7 2],1128352,[3 0 9 8 1 7 5 6 2 4]
86,927400,[2 6 0 1 3 5 8 9 4 7],3260162,[8 9 6 7 0 1 2 4 3 5],1788970,[4 9 2 8 6 0 3 7 1 5],1040672,[2 8 7 4 3 1 5 6 0 9],3003216,[8 2 4 9 0 7 1 3 5 6],1026416,[2 8 4 6 5 3 1 7 0 9],2883203,[7 9 4 0 3 6 2 8 5 1],2831154,[7 8 1 6 0 9 5 2 3 4],986285,[2 7 4 6 9 0 1 8 5 3],937156,[2 6 1 9 5 7 0 8 3 4]
87,531046,[1 5 2 4 7 3 9 8 0 6],1377029,[3 8 1 2 6 4 0 9 7 5],1185112,[3 2 5 0 9 8 6 7 1 4],1143909,[3 1 4 9 7 5 8 2 6 0],2467361,[6 8 1 4 9 2 5 7 3 0],1679582,[4 6 7 1 8 3 5 2 0 9],3253412,[8 9 5 3 4 6 7 1 0 2],887048,[2 5 0 1 3 4 7 8 6 9],3172930,[8 6 5 3 9 0 2 7 1 4],2140962,[5 9 0 7 4 2 8 1 3 6]
88,2488003,[6 8 5 4 3 1 9 0 7 2],2231966,[6 1 3 8 9 5 4 2 0 7],2183150,[6 0 2 3 1 9 7 5 4 8],3399182,[9 3 2 5 0 6 7 4 1 8],2435571,[6 7 3 1 8 4 0 5 9 2],919579,[2 5 8 4 1 0 9 3 7 6],931413,[2 6 0 8 5 7 9 3 4 1],3093114,[8 4 6 5 9 7 3 0 1 2],2035508,[5 6 3 9 0 4 8 2 1 7],1559582,[4 2 7 5 0 6 8 3 1 9]
89,3500999,[9 5 7 4 2 8 6 3 1 0],551277,[1 5 7 3 6 9 8 2 4 0],1069103,[2 9 5 0 8 1 7 6 4 3],2492510,[6 8 7 3 5 9 2 1 0 4],3190119,[8 7 0 9 5 2 4 3 6 1],1752284,[4 8 3 6 7 1 9 2 0 5],2257878,[6 1 9 8 7 4 2 0 3 5],2137484,[5 9 0 1 7 3 8 4 2 6],632642,[1 7 6 4 8 0 2 5 3 9],91597,[0 3 4 2 5 6 8 1 9 7]
90,2413093,[6 5 8 7 3 0 4 1 9 2],551587,[1 5 7 4 0 6 9 2 8 3],2958754,[8 1 4 0 5 3 6 9 2 7],2943167,[8 0 9 7 5 2 6 4 3 1],1316472,[3 6 7 1 4 8 0 2 5 9],3387070,[9 3 0 1 4 6 8 7 2 5],382630,[1 0 5 9 4 6 8 7 2 3],3011776,[8 2 6 5 0 1 7 9 3 4],2863753,[7 9 0 2 4 6 1 3 8 5],1915833,[5 2 6 0 9 3 4 7 8 1]
91,1649446,[4 5 9 1 8 2 7 6 0 3],826266,[2 3 5 9 6 4 8 0 1 7],604699,[1 6 9 8 7 0 5 2 4 3],530989,[1 5 2 4 6 9 7 0 8 3],2311676,[6 3 2 7 5 9 8 1 0 4],3422750,[9 3 8 0 6 7 4 2 1 5],2050786,[5 6 8 9 1 7 2 4 0 3],2642402,[7 2 5 3 0 1 4 8 6 9],2334071,[6 3 9 0 7 4 8 5 2 1],2318288,[6 3 4 9 8 0 2 5 1 7]
92,2356128,[6 4 3 5 2 7 0 1 8 9],2367060,[6 4 7 5 3 2 8 0 1 9],2157211,[5 9 4 0 1 7 8 2 6 3],3108537,[8 5 0 7 3 4 2 6 9 1],3141972,[8 5 9 2 7 0 4 1 3 6],3523833,[9 6 3 1 2 4 5 7 8 0],2214800,[6 0 9 4 1 7 3 5 2 8],3052267,[8 3 6 5 1 4 9 0 7 2],688345,[1 9 0 6 2 4 3 5 8 7],2758399,[7 5 3 2 0 8 4 1 9 6]
93,526653,[1 5 0 6 4 8 9 3 7 2],2934392,[8 0 7 2 5 3 4 6 1 9],3147140,[8 6 0 4 1 2 9 5 3 7],2408633,[6 5 7 9 1 8 3 4 2 0],2108347,[5 8 2 3 1 6 9 0 7 4],474016,[1 3 8 0 5 2 7 9 4 6],354876,[0 9 7 3 8 2 5 1 4 6],3249042,[8 9 4 5 3 1 7 0 2 6],3480075,[9 5 2 4 3 7 0 6 8 1],880799,[2 4 8 7 1 9 6 5 3 0]
94,3149580,[8 6 0 9 3 4 5 1 2 7],1161091,[3 1 8 4 6 7 9 0 5 2],2181792,[6 0 1 9 3 7 2 4 5 8],1429297,[3 9 4 6 0 8 1 2 7 5],2344054,[6 4 1 0 7 8 9 5 2 3],1569233,[4 2 9 3 5 8 6 7 1 0],2402725,[6 5 4 8 0 7 3 1 9 2],750540,[2 0 6 9 4 5 7 1 3 8],2247196,[6 1 7 9 0 5 2 8 3 4],203629,[0 6 1 4 8 9 5 2 7 3]
95,927367,[2 6 0 1 3 4 7 5 9 8],1138756,[3 1 2 9 6 7 0 8 4 5],2009117,[5 4 8 6 2 7 0 9 3 1],2567660,[7 0 6 4 2 1 9 5 3 8],2398329,[6 5 3 9 0 1 4 7 8 2],2003439,[5 4 7 3 6 1 8 2 9 0],2563098,[7 0 5 4 9 1 8 2 3 6],2358792,[6 4 5 0 1 8 2 3 7 9],1737149,[4 8 0 6 7 2 1 9 5 3],354782,[0 9 7 3 6 4 5 2 1 8]
96,2475479,[6 8 3 1 0 9 7 5 4 2],1050759,[2 9 0 5 4 3 7 6 8 1],1209724,[3 4 0 1 5 2 6 9 7 8],460828,[1 3 5 6 0 4 2 9 7 8],114371,[0 3 8 6 9 1 4 7 5 2],1260251,[3 5 2 0 6 1 7 9 8 4],480668,[1 3 9 4 6 5 8 2 0 7],2295766,[6 2 9 4 5 1 8 7 0 3],1708408,[4 7 2 9 6 5 3 8 0 1],325754,[0 9 1 6 4 7 2 5 3 8]
97,2092771,[5 7 9 1 4 6 8 0 3 2],1200973,[3 2 8 4 0 1 7 5 9 6],335489,[0 9 3 5 8 6 4 7 2 1],1554775,[4 2 6 5 3 7 1 0 9 8],2131814,[5 8 7 9 6 0 3 2 1 4],1164457,[3 1 9 0 4 8 2 5 7 6],2110520,[5 8 2 7 1 6 3 4 0 9],168451,[0 5 2 4 9 7 8 1 6 3],3405688,[9 3 4 7 0 6 5 8 1 2],2237978,[6 1 5 0 3 9 2 7 4 8]
98,2238108,[6 1 5 0 4 9 7 2 3 8],2353622,[6 4 2 9 8 3 5 1 0 7],86199,[0 3 2 1 8 5 7 6 9 4],3397277,[9 3 2 0 5 7 1 8 6 4],793921,[2 1 7 5 8 0 3 4 9 6],1539679,[4 2 1 6 5 8 3 0 9 7],2195869,[6 0 4 7 8 9 3 1 5 2],999897,[2 7 8 3 6 4 1 5 9 0],2524344,[6 9 4 8 0 2 1 3 5 7],514156,[1 4 8 0 2 7 3 9 5 6]
99,2961963,[8 1 4 6 9 0 2 5 7 3],560099,[1 5 9 0 8 4 3 7 6 2],907691,[2 5 6 0 8 1 4 9 7 3],2032037,[5 6 3 1 2 8 0 9 7 4],947336,[2 6 4 9 7 3 1 5 0 8],1980204,[5 4 0 9 2 7 6 1 3 8],379441,[1 0 5 4 2 3 6 7 9 8],996735,[2 7 6 8 3 0 5 4 9 1],1011236,[2 8 0 6 4 9 7 3 1 5],2776051,[7 5 8 6 3 4 9 0 2 1]
100,2312516,[6 3 2 8 7 9 5 1 0 4],234803,[0 6 8 5 1 7 3 9 4 2],1948726,[5 3 2 7 6 1 9 8 0 4],625162,[1 7 5 0 3 8 4 9 2 6],248724,[0 7 2 4 5 8 6 1 3 9],3326263,[9 1 4 8 6 7 2 0 5 3],3172772,[8 6 5 3 4 7 9 1 0 2],1689952,[4 6 9 2 0 8 5 7 1 3],110919,[0 3 8 1 2 5 7 6 9 4],2585463,[7 1 0 9 8 4 5 3 6 2]
