10%,Optima 1, Optima [1],Optima 2, Optima [2],Optima 3, Optima [3],Optima 4, Optima [4],Optima 5, Optima [5],Optima 6, Optima [6],Optima 7, Optima [7],Optima 8, Optima [8],Optima 9, Optima [9],Optima 10, Optima [10],Optima 11, Optima [11],Optima 12, Optima [12],Optima 13, Optima [13],Optima 14, Optima [14],Optima 15, Optima [15],Optima 16, Optima [16],Optima 17, Optima [17],Optima 18, Optima [18],Optima 19, Optima [19],Optima 20, Optima [20]
51,197700,[0 5 9 2 6 4 7 1 3 8],1614159,[4 5 0 2 9 3 7 6 8 1],758975,[2 0 8 6 1 7 9 5 4 3],607408,[1 7 0 5 6 8 4 9 2 3],1055704,[2 9 1 5 3 6 7 8 0 4],1698579,[4 7 1 0 2 9 3 6 8 5],2259776,[6 2 0 4 7 5 3 8 1 9],1275406,[3 5 7 0 4 2 9 8 1 6],1294867,[3 6 0 9 4 5 8 1 7 2],469887,[1 3 7 2 6 8 5 4 9 0],566220,[1 6 0 4 5 7 8 2 3 9],1383462,[3 8 2 5 4 9 1 0 6 7],2476733,[6 8 3 2 9 4 0 7 5 1],1215754,[3 4 1 2 7 5 6 9 0 8],2934042,[8 0 7 2 1 4 9 3 5 6],3122491,[8 5 3 4 7 6 9 0 2 1],492332,[1 4 2 7 8 6 9 3 0 5],545202,[1 5 6 2 3 4 9 0 7 8],934586,[2 6 1 5 0 4 3 8 7 9],1791547,[4 9 3 5 1 6 8 0 7 2]
53,348646,[0 9 6 2 3 4 8 7 1 5],1837837,[5 0 6 7 4 2 8 1 9 3],694953,[1 9 2 8 3 4 5 6 7 0],590373,[1 6 7 0 9 5 8 3 4 2],1256905,[3 5 1 4 8 2 0 6 9 7],1750097,[4 8 3 1 7 0 6 9 5 2],2162378,[5 9 6 0 2 8 1 4 3 7],1533982,[4 2 0 5 7 1 9 8 3 6],1125133,[3 0 9 2 7 1 6 4 8 5],328208,[0 9 2 1 8 3 5 6 4 7],337369,[0 9 3 8 5 4 1 2 7 6],1203030,[3 2 8 6 9 1 4 0 5 7],2574818,[7 0 8 9 1 6 2 4 3 5],1538275,[4 2 1 3 6 9 8 0 7 5],3068525,[8 4 0 7 9 1 2 6 5 3],2791992,[7 6 1 9 5 4 0 2 3 8],663147,[1 8 4 6 0 3 2 7 9 5],646717,[1 8 0 4 3 5 7 2 9 6],999005,[2 7 8 1 5 0 3 9 6 4],1590590,[4 3 5 7 0 9 6 2 1 8]
55,229193,[0 6 7 4 2 9 5 8 3 1],1810015,[4 9 8 0 7 3 2 1 6 5],481391,[1 3 9 5 6 4 8 7 2 0],545086,[1 5 6 2 0 4 9 8 3 7],1308266,[3 6 4 7 0 2 1 8 5 9],1686389,[4 6 8 5 1 2 0 9 7 3],1975782,[5 4 0 1 2 9 6 3 7 8],1540112,[4 2 1 7 0 5 6 8 3 9],1209852,[3 4 0 1 6 2 8 5 7 9],559748,[1 5 9 0 4 6 8 3 2 7],282213,[0 7 9 8 6 4 5 2 3 1],1401874,[3 8 7 1 0 4 5 9 2 6],2372982,[6 4 8 7 5 9 1 0 2 3],1480472,[4 0 7 8 2 3 5 6 1 9],3019080,[8 2 9 0 3 1 4 5 6 7],3126810,[8 5 4 2 7 6 9 0 1 3],616376,[1 7 3 4 0 6 5 8 2 9],468515,[1 3 6 9 7 2 4 8 5 0],1055679,[2 9 1 5 3 4 7 6 8 0],1642254,[4 5 7 8 9 2 1 0 3 6]
57,149569,[0 4 7 6 8 3 1 2 9 5],1529158,[4 1 9 3 7 8 6 5 0 2],563553,[1 5 9 7 6 2 3 4 8 0],462511,[1 3 5 8 4 2 6 0 9 7],1182616,[3 2 4 7 6 0 8 9 1 5],1575779,[4 3 0 7 6 5 2 9 8 1],2220330,[6 1 0 5 8 7 9 2 3 4],1328626,[3 6 9 5 1 8 2 7 0 4],1325528,[3 6 9 0 1 2 5 7 4 8],313176,[0 8 7 1 9 6 2 3 4 5],402640,[1 0 9 8 3 4 6 7 2 5],1354262,[3 7 5 6 9 2 4 1 0 8],2558046,[7 0 4 5 9 1 3 2 6 8],1502667,[4 1 3 2 0 6 5 8 9 7],3037229,[8 3 2 6 4 1 0 9 7 5],2916432,[8 0 3 6 5 7 1 2 4 9],474397,[1 3 8 0 9 4 6 2 7 5],384430,[1 0 6 3 9 5 8 7 2 4],857975,[2 4 3 1 7 8 9 6 5 0],1689642,[4 6 9 1 7 2 8 0 3 5]
59,215912,[0 6 3 8 9 2 4 5 1 7],1873666,[5 1 4 8 2 9 3 7 0 6],602894,[1 6 9 5 3 0 7 4 2 8],422076,[1 2 5 8 3 4 7 0 6 9],1310647,[3 6 5 0 4 1 7 2 9 8],1697526,[4 7 0 8 6 1 3 2 5 9],2018799,[5 6 0 4 9 2 7 3 8 1],1439553,[3 9 6 5 2 1 4 7 8 0],1099131,[3 0 4 1 7 6 2 8 9 5],260681,[0 7 4 8 1 3 6 9 5 2],353744,[0 9 7 2 3 8 4 5 1 6],1172930,[3 2 0 8 1 6 4 7 5 9],2449838,[6 7 8 0 4 2 5 3 1 9],1376622,[3 8 1 0 9 7 4 2 5 6],3144746,[8 5 9 7 4 1 0 3 2 6],2966642,[8 1 5 6 3 0 2 7 4 9],598073,[1 6 8 5 4 9 3 7 2 0],552459,[1 5 7 6 2 9 0 4 8 3],763833,[2 0 9 5 8 3 4 6 7 1],1689940,[4 6 9 2 0 8 1 7 3 5]
61,338814,[0 9 4 2 6 5 3 1 7 8],1769176,[4 8 9 0 2 1 6 7 3 5],462913,[1 3 5 8 9 6 0 2 7 4],509570,[1 4 7 0 8 5 2 6 3 9],1347504,[3 7 4 2 6 1 0 5 8 9],1612967,[4 5 0 1 3 6 9 8 7 2],1942483,[5 3 1 4 9 2 8 0 7 6],1310027,[3 6 4 9 2 8 1 7 5 0],1305135,[3 6 2 9 7 0 5 4 8 1],441603,[1 2 9 6 4 0 3 7 8 5],385446,[1 0 6 5 4 2 7 3 8 9],1279500,[3 5 7 9 0 4 6 1 2 8],2589155,[7 1 2 8 0 4 5 9 6 3],1200312,[3 2 8 1 0 7 4 5 6 9],2850719,[7 8 5 4 1 9 6 3 2 0],3094763,[8 4 7 0 2 6 3 9 5 1],415948,[1 2 4 6 8 3 0 9 5 7],437040,[1 2 8 7 0 3 4 5 6 9],877975,[2 4 8 1 5 6 3 0 9 7],1629392,[4 5 3 2 0 6 7 8 1 9]
63,138442,[0 4 5 6 2 8 3 9 1 7],1877504,[5 1 6 4 7 9 2 3 0 8],691659,[1 9 2 3 6 8 0 5 7 4],579117,[1 6 3 9 2 8 7 4 5 0],1187840,[3 2 5 7 8 6 1 4 0 9],1723348,[4 7 6 9 3 1 0 8 2 5],2211435,[6 0 8 7 3 5 1 4 9 2],1470580,[4 0 5 8 3 9 1 7 2 6],1159261,[3 1 8 0 2 6 7 4 9 5],442590,[1 2 9 7 6 3 4 0 5 8],566037,[1 6 0 4 2 9 8 5 7 3],1232173,[3 4 6 5 2 0 8 1 9 7],2617321,[7 1 9 3 2 0 4 5 8 6],1226029,[3 4 5 1 8 9 6 0 7 2],2962458,[8 1 4 7 5 0 9 2 3 6],3106844,[8 5 0 4 1 3 9 6 2 7],719953,[1 9 7 6 8 4 0 2 5 3],570167,[1 6 2 0 9 4 8 7 5 3],756584,[2 0 8 1 7 9 4 5 3 6],1568181,[4 2 9 1 0 3 8 6 7 5]
65,325097,[0 9 1 5 6 2 7 8 4 3],1580432,[4 3 1 7 0 5 6 8 2 9],529627,[1 5 2 0 7 6 9 3 8 4],518555,[1 4 8 9 2 3 5 7 6 0],1065847,[2 9 4 5 3 0 6 1 8 7],1889348,[5 1 8 9 0 4 7 3 2 6],2186528,[6 0 2 8 9 1 4 5 3 7],1306559,[3 6 4 1 7 9 8 5 2 0],1115888,[3 0 7 4 9 1 5 6 2 8],349592,[0 9 6 3 5 2 4 7 1 8],565348,[1 6 0 3 4 5 2 9 7 8],1295996,[3 6 1 0 9 8 7 4 2 5],2649549,[7 2 6 5 9 3 8 1 4 0],1533728,[4 2 0 5 3 1 7 8 6 9],3133788,[8 5 6 7 2 9 3 0 1 4],2920587,[8 0 4 5 3 2 1 7 9 6],486850,[1 4 0 7 3 2 6 9 5 8],474593,[1 3 8 2 0 9 6 7 5 4],931097,[2 6 0 8 3 1 7 9 5 4],1663278,[4 6 2 0 1 8 5 3 7 9]
67,204206,[0 6 1 5 7 8 4 3 2 9],1707165,[4 7 2 8 0 3 9 5 6 1],624589,[1 7 4 9 3 8 5 0 6 2],396595,[1 0 8 6 7 9 5 2 4 3],1010018,[2 8 0 4 7 9 1 5 3 6],1771342,[4 8 9 3 1 0 7 6 2 5],1950757,[5 3 4 0 6 2 8 1 9 7],1532753,[4 2 0 1 8 9 6 7 5 3],1380760,[3 8 1 9 6 2 5 7 0 4],311284,[0 8 6 7 3 1 2 9 4 5],382663,[1 0 5 9 4 8 3 2 7 6],1248579,[3 4 9 7 0 8 1 5 6 2],2474072,[6 8 2 9 1 3 4 5 0 7],1332941,[3 7 0 5 2 9 1 8 6 4],3124022,[8 5 3 7 9 2 4 1 0 6],2899708,[7 9 8 2 3 1 0 6 4 5],667147,[1 8 5 3 6 4 9 0 7 2],385778,[1 0 6 5 8 9 2 4 3 7],805717,[2 1 9 8 0 4 6 3 7 5],1828127,[5 0 3 8 1 4 9 7 6 2]
69,95572,[0 3 4 9 7 5 1 8 2 6],1631332,[4 5 3 7 8 2 0 9 1 6],800246,[2 1 8 7 4 6 5 3 0 9],641729,[1 7 9 3 2 6 5 8 4 0],1091338,[3 0 1 6 8 5 4 9 2 7],1669984,[4 6 3 2 5 7 8 9 0 1],1920055,[5 2 6 9 7 3 1 0 8 4],1279675,[3 5 7 9 1 8 6 0 4 2],1146197,[3 1 5 4 9 7 0 8 6 2],234284,[0 6 8 4 3 2 9 5 1 7],560257,[1 5 9 2 0 8 3 4 7 6],1350076,[3 7 4 9 0 6 1 8 2 5],2567365,[7 0 6 3 8 5 4 1 9 2],1537488,[4 2 1 0 6 7 3 5 8 9],3073607,[8 4 1 7 9 2 6 5 3 0],2920242,[8 0 4 3 9 2 7 1 5 6],637451,[1 7 8 4 3 0 5 9 6 2],517032,[1 4 8 6 0 7 2 3 5 9],825268,[2 3 5 8 1 4 0 9 6 7],1751951,[4 8 3 6 1 5 9 7 2 0]
71,151392,[0 4 8 1 3 7 2 5 6 9],1701058,[4 7 1 5 6 3 2 9 0 8],601626,[1 6 9 3 5 4 8 0 2 7],495593,[1 4 3 5 2 9 7 8 6 0],1076714,[2 9 6 5 3 7 0 4 1 8],1567269,[4 2 8 9 6 3 7 1 5 0],1962665,[5 3 7 2 9 4 6 8 1 0],1266844,[3 5 4 2 7 0 1 9 6 8],1286184,[3 5 9 1 4 2 0 6 7 8],262055,[0 7 4 9 8 5 6 3 2 1],465169,[1 3 6 4 0 7 2 5 9 8],1371564,[3 8 0 1 9 6 5 2 4 7],2453212,[6 7 8 5 1 3 0 9 2 4],1203138,[3 2 8 7 0 1 9 4 5 6],2965952,[8 1 5 4 3 2 6 7 0 9],3121951,[8 5 3 4 0 2 6 1 9 7],708587,[1 9 5 6 0 8 3 7 4 2],694122,[1 9 2 7 0 4 8 3 5 6],905276,[2 5 4 7 1 9 8 3 0 6],1858613,[5 1 0 8 4 6 2 9 7 3]
73,253012,[0 7 3 2 5 6 1 9 4 8],1601810,[4 3 7 8 6 2 0 5 1 9],775828,[2 1 3 9 6 4 0 8 5 7],644804,[1 7 9 8 4 2 6 3 0 5],1221781,[3 4 2 5 9 6 7 0 8 1],1712487,[4 7 3 8 2 6 5 1 9 0],1908155,[5 2 3 7 1 4 6 9 8 0],1471106,[4 0 5 9 2 3 1 7 6 8],1212193,[3 4 0 6 7 8 1 2 9 5],528431,[1 5 0 8 9 4 7 6 3 2],483684,[1 3 9 8 6 5 4 0 2 7],1299281,[3 6 1 8 5 2 7 9 4 0],2640868,[7 2 4 9 8 1 0 6 3 5],1232063,[3 4 6 5 1 0 9 8 7 2],3122293,[8 5 3 4 6 0 7 1 9 2],2975432,[8 1 7 3 5 2 4 6 0 9],557751,[1 5 8 6 4 9 3 2 7 0],339440,[0 9 4 3 5 7 2 6 1 8],882224,[2 4 9 0 3 8 5 6 1 7],1552006,[4 2 5 9 6 1 8 7 0 3]
75,36348,[0 1 9 3 5 8 6 2 4 7],1654487,[4 6 0 2 9 3 8 7 5 1],539786,[1 5 4 0 8 3 2 7 6 9],623033,[1 7 4 6 2 9 5 8 3 0],1232748,[3 4 6 7 0 9 5 1 2 8],1881463,[5 1 7 3 0 9 4 2 8 6],2081327,[5 7 4 9 6 1 8 3 2 0],1513970,[4 1 6 3 8 5 0 7 2 9],1410998,[3 8 9 7 5 1 4 2 0 6],437970,[1 2 8 9 3 6 7 0 4 5],514771,[1 4 8 0 9 6 7 2 5 3],1211054,[3 4 0 5 1 2 8 7 6 9],2532284,[6 9 7 3 0 2 8 4 1 5],1212610,[3 4 0 7 2 1 6 9 5 8],3083825,[8 4 3 9 0 5 6 7 2 1],2821475,[7 6 9 5 4 1 2 8 3 0],476470,[1 3 8 5 7 4 9 6 0 2],516356,[1 4 8 5 0 9 7 3 2 6],839191,[2 3 8 5 6 1 4 0 9 7],1787859,[4 9 2 7 0 8 1 5 6 3]
77,109400,[0 3 7 6 9 5 2 4 1 8],1850635,[5 0 9 2 3 8 7 1 6 4],673089,[1 8 6 4 9 0 3 5 7 2],403547,[1 2 0 3 6 9 5 8 7 4],1154111,[3 1 6 9 8 4 7 5 2 0],1592391,[4 3 5 9 6 8 2 1 7 0],2004029,[5 4 7 6 2 1 0 9 8 3],1505817,[4 1 3 8 5 6 2 7 9 0],1351256,[3 7 5 0 8 4 2 6 1 9],365030,[1 0 2 5 9 8 6 4 3 7],526569,[1 5 0 6 4 2 7 8 9 3],1087516,[2 9 8 6 3 5 0 7 1 4],2389143,[6 5 2 0 3 7 8 4 9 1],1439852,[3 9 6 5 7 4 8 1 0 2],2875129,[7 9 2 4 1 5 0 3 8 6],3048650,[8 3 5 9 1 4 0 6 2 7],528572,[1 5 0 9 2 7 8 4 3 6],588550,[1 6 5 8 3 4 9 7 0 2],1023865,[2 8 4 1 0 5 3 6 9 7],1720930,[4 7 6 3 1 0 5 9 2 8]
79,286408,[0 8 1 7 6 5 4 9 2 3],1755834,[4 8 5 2 6 9 7 0 1 3],613938,[1 7 2 8 6 0 9 3 4 5],550019,[1 5 7 0 9 4 3 8 6 2],1312670,[3 6 5 4 0 9 7 2 1 8],1705527,[4 7 2 3 8 6 5 1 9 0],2043228,[5 6 7 2 8 9 3 0 1 4],1430357,[3 9 4 7 5 6 0 8 2 1],1212448,[3 4 0 6 9 7 5 8 1 2],360325,[0 9 8 4 3 6 5 1 7 2],460178,[1 3 5 4 0 9 2 7 6 8],1114025,[3 0 7 1 4 6 8 9 5 2],2382454,[6 5 0 7 9 4 8 3 1 2],1336696,[3 7 1 2 6 0 8 9 4 5],3150328,[8 6 1 0 4 7 5 9 2 3],3037910,[8 3 2 7 1 9 5 4 0 6],739984,[2 0 4 8 7 5 6 9 1 3],541312,[1 5 4 3 8 9 6 7 0 2],1093492,[3 0 1 9 7 5 2 8 4 6],1775005,[4 9 0 2 3 7 6 1 8 5]
81,199708,[0 5 9 6 3 2 1 8 4 7],1644239,[4 5 8 1 6 9 7 3 2 0],723254,[1 9 8 4 5 0 6 3 2 7],436015,[1 2 8 5 6 4 3 0 9 7],1328659,[3 6 9 5 2 0 8 1 7 4],1847068,[5 0 8 4 3 2 1 9 6 7],2232996,[6 1 4 0 5 3 8 2 7 9],1300837,[3 6 2 0 8 4 7 1 9 5],1365934,[3 7 9 0 1 6 8 5 2 4],250685,[0 7 2 8 3 1 4 9 6 5],448229,[1 3 0 9 6 4 2 8 7 5],1231379,[3 4 6 2 1 7 5 9 8 0],2627750,[7 2 1 4 6 9 5 3 0 8],1338221,[3 7 1 5 6 9 0 8 4 2],3044052,[8 3 4 9 7 0 5 1 2 6],2805246,[7 6 4 5 1 0 3 2 8 9],510301,[1 4 7 2 8 5 6 0 9 3],382130,[1 0 5 8 7 4 2 6 3 9],958898,[2 6 8 1 7 9 0 4 3 5],1880526,[5 1 7 0 9 2 4 3 6 8]
83,302953,[0 8 5 1 7 6 2 3 9 4],1854244,[5 0 9 8 3 1 2 7 4 6],517474,[1 4 8 6 7 2 3 9 0 5],343459,[0 9 5 2 1 3 8 4 7 6],1060856,[2 9 3 5 4 6 1 7 0 8],1634673,[4 5 6 2 3 1 7 8 9 0],1957443,[5 3 6 2 8 0 1 7 9 4],1272158,[3 5 6 2 9 1 7 4 0 8],1423201,[3 9 2 4 7 0 1 5 8 6],435503,[1 2 8 4 9 0 7 6 5 3],480683,[1 3 9 4 6 7 2 8 5 0],1087054,[2 9 8 5 6 4 7 3 0 1],2373596,[6 4 8 9 3 7 5 1 0 2],1206971,[3 2 9 5 4 0 6 8 7 1],2867450,[7 9 0 8 4 3 1 5 2 6],2860168,[7 8 9 3 2 5 4 6 0 1],456663,[1 3 4 7 2 6 8 5 9 0],392090,[1 0 7 8 5 4 2 6 3 9],844510,[2 3 9 5 8 4 7 6 0 1],1717369,[4 7 5 8 1 3 0 2 9 6]
85,363794,[1 0 2 4 5 8 3 7 6 9],1541205,[4 2 1 8 6 3 9 5 7 0],438896,[1 2 9 0 6 5 4 7 3 8],587698,[1 6 5 7 2 4 3 9 0 8],1091742,[3 0 1 7 4 9 5 2 6 8],1890163,[5 1 9 0 3 4 8 2 7 6],2046459,[5 6 8 0 2 9 1 4 7 3],1554881,[4 2 6 5 7 1 8 9 3 0],1289258,[3 5 9 7 4 8 0 2 1 6],475234,[1 3 8 4 0 5 6 9 2 7],295006,[0 8 3 5 7 2 9 6 1 4],1140329,[3 1 4 2 8 7 6 9 5 0],2549709,[7 0 2 9 3 5 8 4 6 1],1551652,[4 2 5 9 0 6 1 8 3 7],2921863,[8 0 4 7 1 9 3 2 6 5],3044861,[8 3 5 0 9 7 1 6 4 2],729836,[2 0 1 8 6 9 7 4 3 5],411064,[1 2 3 6 9 5 7 8 0 4],874189,[2 4 7 5 0 9 6 1 8 3],1675450,[4 6 5 3 0 1 7 9 2 8]
87,211218,[0 6 2 9 4 1 8 3 5 7],1781082,[4 9 1 3 7 2 8 0 5 6],506420,[1 4 6 5 3 0 9 7 2 8],316932,[0 8 7 9 2 1 5 3 4 6],1247907,[3 4 9 6 1 2 0 7 8 5],1648899,[4 5 9 1 0 8 2 6 7 3],2208302,[6 0 8 2 1 5 7 4 3 9],1319530,[3 6 7 8 5 0 2 9 1 4],1332659,[3 7 0 4 9 5 2 8 6 1],574992,[1 6 3 0 7 8 2 4 5 9],550204,[1 5 7 2 3 0 4 9 6 8],1171968,[3 2 0 6 8 5 1 4 7 9],2534265,[6 9 7 5 4 8 1 2 3 0],1364498,[3 7 8 6 0 9 1 4 2 5],2988310,[8 2 0 9 4 5 7 6 1 3],2819302,[7 6 9 2 5 0 8 4 1 3],553629,[1 5 7 8 9 3 6 2 4 0],424802,[1 2 6 4 0 3 5 8 7 9],1019667,[2 8 3 4 1 5 0 7 9 6],1851027,[5 0 9 2 8 3 1 6 7 4]
89,133782,[0 4 3 6 8 9 2 1 5 7],1696554,[4 7 0 6 2 9 8 1 3 5],690469,[1 9 0 8 7 6 4 2 5 3],636680,[1 7 8 3 2 6 4 5 0 9],1214778,[3 4 1 0 5 2 9 6 7 8],1831664,[5 0 4 3 9 8 2 6 1 7],2167606,[5 9 7 0 4 2 8 6 1 3],1392509,[3 8 5 2 0 4 1 9 7 6],1171893,[3 2 0 6 7 8 9 4 5 1],409158,[1 2 3 4 5 8 6 0 7 9],431296,[1 2 7 6 0 3 8 9 4 5],1308249,[3 6 4 7 0 1 5 8 9 2],2588935,[7 1 2 6 8 4 3 0 9 5],1512801,[4 1 6 2 0 8 5 7 9 3],3007219,[8 2 5 6 7 0 9 1 4 3],2778091,[7 5 9 1 3 6 8 0 4 2],618055,[1 7 3 6 4 5 2 0 9 8],444439,[1 3 0 4 5 8 6 2 9 7],881844,[2 4 8 9 6 5 3 0 1 7],1768130,[4 8 7 6 5 2 0 3 1 9]
91,144694,[0 4 6 7 9 5 8 3 1 2],1788509,[4 9 2 8 0 3 1 7 6 5],687019,[1 9 0 4 3 2 8 5 7 6],294463,[0 8 3 4 9 7 2 1 6 5],1319170,[3 6 7 8 1 0 4 9 2 5],1660715,[4 6 1 5 7 2 3 9 8 0],1932470,[5 2 9 3 8 7 4 1 0 6],1279240,[3 5 7 8 6 1 4 9 0 2],1432775,[3 9 5 1 8 6 7 4 2 0],296128,[0 8 3 7 2 6 5 9 1 4],298801,[0 8 4 3 1 2 5 6 9 7],1087255,[2 9 8 6 0 4 3 1 7 5],2635786,[7 2 3 9 6 8 1 5 0 4],1407849,[3 8 9 2 4 0 5 6 7 1],3019560,[8 2 9 0 7 1 3 4 5 6],2967603,[8 1 5 7 6 0 2 4 9 3],468682,[1 3 6 9 8 5 2 7 0 4],677570,[1 8 7 4 0 5 2 6 3 9],959876,[2 6 8 4 0 9 7 3 1 5],1588233,[4 3 5 0 9 2 6 7 8 1]
93,312860,[0 8 7 1 5 2 9 4 3 6],1563985,[4 2 8 3 1 5 0 6 9 7],441721,[1 2 9 6 5 0 3 4 8 7],418284,[1 2 4 9 8 6 5 0 3 7],1087780,[2 9 8 6 5 7 0 4 1 3],1595436,[4 3 6 5 9 1 7 0 2 8],2256282,[6 1 9 5 7 2 8 0 3 4],1360528,[3 7 6 9 4 5 2 8 0 1],1222523,[3 4 2 6 9 7 1 8 5 0],413763,[1 2 4 0 8 3 5 7 9 6],434519,[1 2 8 3 5 9 7 6 4 0],1371481,[3 8 0 1 9 2 4 5 7 6],2557455,[7 0 4 5 1 2 8 6 9 3],1249651,[3 4 9 8 5 6 7 0 2 1],3122782,[8 5 3 6 1 0 9 7 2 4],2916994,[8 0 3 7 4 2 5 9 1 6],495813,[1 4 3 5 7 8 9 2 6 0],439949,[1 2 9 4 0 5 3 8 7 6],915191,[2 5 7 6 0 4 9 8 3 1],1840555,[5 0 7 2 3 9 8 1 6 4]
95,179074,[0 5 4 6 8 2 3 9 1 7],1761814,[4 8 6 3 9 5 7 2 0 1],732494,[2 0 3 5 6 1 8 7 4 9],526249,[1 5 0 4 9 6 2 3 8 7],1184281,[3 2 4 9 8 0 1 5 7 6],1690209,[4 6 9 2 5 0 3 7 8 1],2026652,[5 6 2 0 8 7 9 3 1 4],1620926,[4 5 1 7 2 8 6 3 0 9],1097054,[3 0 2 7 8 1 6 5 4 9],562013,[1 5 9 4 6 3 0 8 7 2],355486,[0 9 7 4 6 2 8 5 1 3],1136210,[3 1 2 6 0 7 4 8 5 9],2643597,[7 2 5 4 6 9 8 1 3 0],1426637,[3 9 4 0 5 7 1 8 6 2],2970856,[8 1 6 4 2 0 7 9 3 5],2960436,[8 1 4 3 7 2 6 0 5 9],680271,[1 8 7 9 5 6 3 2 4 0],666307,[1 8 5 2 4 6 9 0 7 3],912720,[2 5 7 0 8 1 3 4 6 9],1753900,[4 8 3 9 7 6 0 5 1 2]
97,34828,[0 1 8 9 4 3 2 7 5 6],1577065,[4 3 0 9 5 2 1 6 8 7],716035,[1 9 7 0 4 8 6 2 5 3],608597,[1 7 0 8 3 6 2 9 5 4],1279704,[3 5 7 9 2 1 0 4 6 8],1726202,[4 7 8 3 5 0 1 6 2 9],2025831,[5 6 1 9 4 8 3 2 7 0],1520858,[4 1 7 8 2 9 0 5 3 6],1085860,[2 9 8 4 0 7 1 6 3 5],265803,[0 7 5 8 2 1 3 6 9 4],440926,[1 2 9 5 4 3 8 7 0 6],1073750,[2 9 6 0 3 8 5 4 1 7],2441402,[6 7 4 2 9 0 1 5 3 8],1453907,[4 0 1 6 3 9 5 8 7 2],3031989,[8 3 1 6 0 5 9 4 7 2],3087974,[8 4 5 6 9 0 3 2 1 7],572961,[1 6 2 7 8 5 3 4 9 0],469099,[1 3 7 0 6 2 9 4 8 5],1036950,[2 8 6 7 1 3 4 0 5 9],1712120,[4 7 3 6 9 5 1 2 0 8]
99,61462,[0 2 6 3 5 1 9 8 4 7],1630516,[4 5 3 6 7 8 0 9 1 2],445913,[1 3 0 6 4 9 7 8 5 2],436379,[1 2 8 6 0 5 4 9 7 3],1056767,[2 9 1 6 7 3 8 5 4 0],1557692,[4 2 7 0 5 8 9 3 1 6],2136166,[5 8 9 6 7 1 4 3 0 2],1370971,[3 8 0 1 2 7 9 4 6 5],1107807,[3 0 5 8 6 7 4 2 9 1],354473,[0 9 7 3 2 8 5 6 4 1],495406,[1 4 3 5 0 6 9 8 2 7],1386885,[3 8 4 1 2 5 9 6 7 0],2533002,[6 9 7 4 0 2 8 1 3 5],1545152,[4 2 3 7 0 5 6 8 1 9],2960813,[8 1 4 5 2 6 0 9 7 3],2927683,[8 0 5 9 2 3 7 1 6 4],646275,[1 8 0 3 6 7 2 5 9 4],452946,[1 3 2 9 0 6 8 4 5 7],747703,[2 0 6 4 5 9 3 1 8 7],1818485,[5 0 1 8 7 2 3 9 6 4]
