98%,Optima 1, Optima [1],Optima 2, Optima [2],Optima 3, Optima [3],Optima 4, Optima [4],Optima 5, Optima [5]
9,861782,[2 4 3 9 8 5 6 1 0 7],2522852,[6 9 4 3 8 5 7 1 0 2],1008358,[2 8 0 1 5 9 7 6 3 4],2071124,[5 7 2 9 4 1 8 3 0 6],57340,[0 2 5 4 7 9 1 8 3 6]
10,2372446,[6 4 8 7 0 2 9 5 1 3],1926434,[5 2 8 1 6 7 0 4 3 9],196415,[0 5 8 9 6 4 7 3 2 1],3490893,[9 5 4 6 2 7 8 1 3 0],869089,[2 4 6 5 0 7 1 3 9 8]
11,1256203,[3 5 1 2 8 4 9 0 7 6],2869874,[7 9 1 3 8 5 0 4 2 6],1557174,[4 2 6 9 7 3 1 0 5 8],3405406,[9 3 4 6 7 1 8 5 0 2],2223135,[6 1 2 0 8 3 7 5 9 4]
12,912790,[2 5 7 0 8 4 9 6 1 3],286623,[0 8 1 9 2 5 6 4 7 3],2797724,[7 6 3 0 8 2 9 4 1 5],3158556,[8 6 2 5 9 1 4 0 3 7],2073307,[5 7 3 2 6 4 9 0 8 1]
13,1486028,[4 0 8 7 9 3 6 2 1 5],1538904,[4 2 1 5 6 3 0 7 8 9],2312114,[6 3 2 8 1 7 0 5 4 9],1491103,[4 0 9 7 8 6 2 1 5 3],31240,[0 1 8 3 5 4 7 9 2 6]
14,712746,[1 9 6 3 8 4 7 0 2 5],1592462,[4 3 5 9 7 2 6 1 0 8],2596859,[7 1 4 2 8 5 3 9 6 0],1776896,[4 9 0 5 8 3 2 6 1 7],100688,[0 3 5 9 8 1 4 6 2 7]
15,226385,[0 6 5 9 3 4 7 8 2 1],3115573,[8 5 2 1 3 0 7 4 9 6],316464,[0 8 7 6 4 2 1 3 5 9],882122,[2 4 9 0 3 1 5 7 6 8],606880,[1 7 0 4 9 3 6 8 2 5]
16,767943,[2 1 0 5 7 6 8 4 9 3],1453102,[4 0 1 5 3 2 9 8 6 7],1739154,[4 8 1 0 5 9 7 2 3 6],668237,[1 8 5 6 0 7 2 9 4 3],1643650,[4 5 8 0 9 1 3 7 2 6]
17,669013,[1 8 5 7 2 0 6 3 9 4],855165,[2 4 1 7 8 3 9 5 6 0],1057171,[2 9 1 7 3 6 8 0 5 4],1264932,[3 5 2 9 8 0 6 1 4 7],1143601,[3 1 4 9 5 0 2 6 8 7]
18,843239,[2 3 9 4 0 8 7 6 5 1],2688884,[7 3 6 4 5 1 9 2 0 8],2620293,[7 1 9 8 2 5 6 3 4 0],392157,[1 0 7 8 5 9 6 3 4 2],1747428,[4 8 2 6 9 7 3 0 1 5]
19,1972986,[5 3 9 4 1 6 8 0 2 7],710670,[1 9 6 0 2 4 5 3 7 8],2943414,[8 1 0 2 3 6 5 4 7 9],1829286,[5 0 3 9 7 1 4 2 6 8],151130,[0 4 7 9 8 3 1 5 2 6]
20,1268543,[3 5 4 7 9 0 8 6 2 1],710923,[1 9 6 0 4 3 8 2 7 5],2802961,[7 6 4 1 0 2 3 5 9 8],1880955,[5 1 7 2 4 8 0 6 9 3],1925155,[5 2 7 9 6 8 4 0 3 1]
21,2149046,[5 9 2 3 7 6 4 1 0 8],1822117,[5 0 2 6 8 3 7 1 9 4],2847316,[7 8 4 9 3 5 0 6 1 2],499594,[1 4 5 0 9 3 6 8 2 7],3196271,[8 7 2 1 3 5 9 6 4 0]
22,3393059,[9 3 1 2 6 5 4 8 7 0],3355300,[9 2 1 7 0 8 3 6 4 5],1627592,[4 5 2 9 6 1 3 7 0 8],2555770,[7 0 4 1 8 2 5 9 3 6],1718426,[4 7 5 9 6 1 0 3 2 8]
23,372714,[1 0 3 9 6 8 7 2 4 5],1800459,[4 9 6 1 5 8 0 3 7 2],863977,[2 4 5 3 9 8 0 1 7 6],3045337,[8 3 5 1 6 9 0 2 7 4],370640,[1 0 3 6 8 7 4 5 2 9]
24,240361,[0 6 9 5 8 1 2 3 7 4],2514353,[6 9 2 8 0 7 4 5 3 1],2152295,[5 9 3 0 2 7 8 6 4 1],314488,[0 8 7 3 6 5 4 9 1 2],2799997,[7 6 3 4 9 1 5 0 8 2]
25,563004,[1 5 9 6 8 4 3 0 2 7],1162384,[3 1 8 6 4 5 7 9 0 2],2416875,[6 5 9 3 7 4 0 2 8 1],574709,[1 6 3 0 4 5 2 9 8 7],647113,[1 8 0 4 7 6 2 3 9 5]
26,849084,[2 4 0 6 3 8 7 1 5 9],1012329,[2 8 0 9 1 3 5 6 7 4],184886,[0 5 6 7 8 4 3 2 1 9],689672,[1 9 0 7 8 3 4 5 2 6],1190245,[3 2 6 1 0 8 7 4 9 5]
27,2523150,[6 9 4 5 2 1 3 0 7 8],3489680,[9 5 4 2 7 6 1 3 0 8],1447995,[3 9 8 2 0 6 1 5 7 4],2035719,[5 6 3 9 2 1 7 4 8 0],2532168,[6 9 7 2 8 3 0 1 4 5]
28,3299954,[9 0 7 6 2 5 1 4 3 8],2243155,[6 1 7 0 4 9 8 2 5 3],997881,[2 7 6 9 8 4 1 3 5 0],26561,[0 1 7 3 9 4 6 8 5 2],2314747,[6 3 4 1 9 5 8 0 7 2]
29,1836107,[5 0 6 3 1 9 4 8 7 2],2837543,[7 8 3 0 1 2 9 6 5 4],1904072,[5 2 1 8 6 3 4 7 0 9],2661989,[7 3 0 2 4 5 1 9 8 6],1706290,[4 7 2 5 9 0 3 8 1 6]
30,79416,[0 2 9 7 3 8 1 4 5 6],1099422,[3 0 4 1 9 8 5 2 6 7],138627,[0 4 5 6 7 2 1 8 9 3],986700,[2 7 4 8 3 5 6 0 1 9],1199254,[3 2 7 9 5 6 8 4 0 1]
31,301842,[0 8 4 9 2 3 7 1 5 6],2370830,[6 4 8 2 7 9 3 1 0 5],2087273,[5 7 8 0 9 6 3 4 2 1],1966015,[5 3 8 0 6 4 2 1 9 7],160161,[0 4 9 7 3 6 2 5 8 1]
32,2038201,[5 6 4 2 9 0 1 3 8 7],3393245,[9 3 1 2 8 0 4 7 6 5],3077398,[8 4 2 6 0 9 7 5 1 3],359304,[0 9 8 3 1 4 2 5 6 7],1933026,[5 2 9 4 7 3 8 0 1 6]
33,2101305,[5 8 0 9 3 7 2 4 6 1],2143267,[5 9 1 2 7 4 8 0 6 3],3294771,[9 0 6 7 1 4 2 5 8 3],268127,[0 7 6 2 4 3 9 8 5 1],2085042,[5 7 6 4 9 1 8 0 2 3]
34,5697,[0 1 3 2 9 6 5 7 8 4],1882245,[5 1 7 4 2 3 9 6 8 0],2607083,[7 1 6 2 9 5 3 8 4 0],2682308,[7 3 5 1 4 6 9 2 0 8],3080395,[8 4 3 1 2 9 7 0 6 5]
35,3198317,[8 7 2 5 0 6 1 9 4 3],632465,[1 7 6 4 3 5 8 9 2 0],3249166,[8 9 4 5 6 1 7 3 0 2],1762197,[4 8 6 5 2 9 7 1 3 0],2337364,[6 3 9 7 2 0 1 8 4 5]
36,1721807,[4 7 6 5 2 1 9 8 3 0],2792283,[7 6 2 0 3 1 4 8 9 5],2473421,[6 8 2 7 1 9 0 5 4 3],910027,[2 5 6 4 9 3 8 0 7 1],1787230,[4 9 2 6 1 5 8 7 0 3]
37,2451519,[6 7 8 2 9 1 4 3 5 0],398696,[1 0 9 2 7 5 4 6 3 8],2253168,[6 1 9 0 4 5 2 3 7 8],257114,[0 7 4 1 2 8 3 6 5 9],1216381,[3 4 1 5 6 7 8 0 9 2]
38,911136,[2 5 6 8 3 9 0 1 4 7],2198002,[6 0 5 1 8 7 3 9 2 4],3232124,[8 9 1 3 0 4 7 5 2 6],3438228,[9 4 2 1 3 8 6 0 5 7],118057,[0 3 9 4 8 7 1 2 6 5]
39,984037,[2 7 4 1 8 3 6 0 9 5],1069571,[2 9 5 1 6 0 4 8 7 3],2354549,[6 4 3 1 2 5 0 9 8 7],1579938,[4 3 1 6 5 0 9 2 7 8],1328603,[3 6 9 5 1 7 2 8 4 0]
40,3269650,[9 0 1 7 3 2 5 8 4 6],2361211,[6 4 5 3 2 8 9 0 7 1],1897927,[5 2 0 7 1 3 6 4 9 8],2773363,[7 5 8 1 9 2 6 0 4 3],1069174,[2 9 5 0 8 6 7 4 1 3]
41,750697,[2 0 6 9 5 8 1 3 7 4],2171575,[5 9 7 8 0 3 2 1 6 4],1995133,[5 4 3 9 0 1 7 2 8 6],40201,[0 1 9 8 7 2 3 4 6 5],3048558,[8 3 5 9 0 6 2 1 4 7]
42,1491471,[4 0 9 8 3 7 5 2 6 1],935914,[2 6 1 7 9 3 4 8 0 5],741852,[2 0 5 3 6 1 8 4 7 9],1607424,[4 3 8 9 5 1 0 2 6 7],1360749,[3 7 6 9 8 2 5 1 4 0]
43,436919,[1 2 8 6 7 9 5 4 3 0],1352740,[3 7 5 2 8 9 0 6 1 4],2223536,[6 1 2 3 4 7 5 8 0 9],2016475,[5 6 0 1 7 9 8 2 4 3],1489290,[4 0 9 5 3 7 8 1 2 6]
44,1291992,[3 6 0 4 5 8 1 2 7 9],862739,[2 4 5 1 3 7 6 9 8 0],2984811,[8 2 0 3 6 5 1 7 9 4],2005667,[5 4 7 9 3 8 1 6 2 0],2786926,[7 6 0 9 5 2 8 4 1 3]
45,588811,[1 6 5 8 7 4 9 0 3 2],2458691,[6 7 9 5 8 0 2 4 3 1],202217,[0 6 1 2 9 3 7 8 5 4],3107674,[8 5 0 6 2 3 4 9 1 7],1178851,[3 2 1 9 4 7 8 0 6 5]
46,105011,[0 3 6 8 9 1 4 7 5 2],2948225,[8 1 0 9 6 4 5 7 3 2],2599699,[7 1 4 8 6 0 9 2 5 3],455535,[1 3 4 5 8 0 7 6 9 2],1168160,[3 1 9 7 4 6 2 5 0 8]
47,574187,[1 6 2 9 4 8 3 7 5 0],675888,[1 8 7 0 6 4 2 3 5 9],467542,[1 3 6 8 4 0 9 7 2 5],1138667,[3 1 2 9 5 8 4 7 6 0],158458,[0 4 9 5 1 6 3 8 2 7]
48,2015193,[5 4 9 7 8 1 2 3 6 0],1509570,[4 1 5 6 7 8 9 0 2 3],2881463,[7 9 3 6 0 1 8 5 4 2],1832630,[5 0 4 7 2 9 6 3 1 8],3529108,[9 6 4 1 5 2 0 8 3 7]
49,3443388,[9 4 3 1 5 8 6 0 2 7],1321020,[3 6 8 0 7 4 5 1 2 9],230213,[0 6 7 5 8 3 1 9 4 2],1945607,[5 3 2 0 4 6 9 8 7 1],2214686,[6 0 9 3 8 5 4 2 1 7]
50,81554,[0 3 1 4 5 8 2 7 6 9],2944128,[8 1 0 3 2 6 4 5 7 9],1808382,[4 9 7 6 3 8 1 0 2 5],1818637,[5 0 1 8 9 3 6 2 7 4],2070737,[5 7 2 9 0 1 6 8 4 3]
51,417350,[1 2 4 8 6 9 5 3 0 7],870199,[2 4 6 7 5 8 1 0 9 3],2903282,[8 0 1 2 5 3 4 7 6 9],3019155,[8 2 9 0 3 6 1 5 7 4],1219482,[3 4 1 9 7 2 8 0 5 6]
52,3299854,[9 0 7 6 1 5 8 4 2 3],3306908,[9 1 0 2 8 5 7 4 3 6],2934637,[8 0 7 2 9 3 5 1 6 4],1650590,[4 5 9 3 2 8 6 1 0 7],619425,[1 7 3 9 2 8 4 5 6 0]
53,2235473,[6 1 4 5 8 9 3 7 2 0],1636228,[4 5 6 7 3 1 0 9 2 8],3551382,[9 7 0 5 3 8 2 1 4 6],2397505,[6 5 3 7 9 1 0 2 8 4],2853647,[7 8 6 1 3 2 9 5 4 0]
54,3451222,[9 4 5 7 2 0 8 6 1 3],3199827,[8 7 2 9 1 3 0 5 6 4],1695601,[4 7 0 5 1 2 3 6 9 8],410846,[1 2 3 6 7 8 5 4 0 9],2748109,[7 5 1 2 8 9 4 0 6 3]
55,368596,[1 0 3 2 9 7 4 8 5 6],346507,[0 9 5 7 2 4 8 1 6 3],323325,[0 9 1 3 2 5 8 6 7 4],1335618,[3 7 1 0 2 4 9 5 6 8],2119527,[5 8 4 3 7 6 2 1 9 0]
56,83388,[0 3 1 6 8 9 5 2 4 7],645597,[1 8 0 2 6 9 7 4 5 3],2474481,[6 8 2 9 5 4 1 3 7 0],1634211,[4 5 6 1 8 3 0 7 9 2],3167718,[8 6 4 3 5 7 1 0 2 9]
57,506323,[1 4 6 5 2 3 9 0 8 7],3380970,[9 2 7 6 5 4 8 0 1 3],465218,[1 3 6 4 0 9 2 7 5 8],3418556,[9 3 7 1 8 6 5 2 0 4],22815,[0 1 6 5 8 2 7 4 9 3]
58,1757402,[4 8 5 6 9 0 1 3 2 7],973513,[2 7 1 3 0 8 4 5 9 6],2202835,[6 0 7 1 4 9 8 2 5 3],1180357,[3 2 4 1 6 5 8 0 9 7],2586871,[7 1 2 3 9 4 5 0 8 6]
59,587674,[1 6 5 7 2 3 4 9 0 8],909942,[2 5 6 4 8 9 1 0 3 7],1091782,[3 0 1 7 5 2 9 8 4 6],1765837,[4 8 7 2 5 1 6 0 9 3],1013539,[2 8 1 0 7 3 9 4 6 5]
60,1701145,[4 7 1 5 8 2 0 3 9 6],1005815,[2 7 9 4 8 5 6 3 1 0],55230,[0 2 4 9 7 3 5 1 6 8],355748,[0 9 7 5 1 4 8 3 2 6],2776273,[7 5 8 6 9 3 0 1 4 2]
61,2241668,[6 1 5 8 3 4 9 2 0 7],2146655,[5 9 1 8 3 6 7 4 2 0],1075852,[2 9 6 4 1 5 0 8 3 7],3546438,[9 6 8 4 3 5 1 0 2 7],1084133,[2 9 8 0 6 4 1 7 5 3]
62,769413,[2 1 0 7 6 8 9 4 5 3],3507441,[9 5 8 7 2 4 1 3 6 0],232623,[0 6 8 2 1 5 7 4 9 3],2612820,[7 1 8 3 9 4 5 0 2 6],2339741,[6 4 0 2 7 9 1 8 5 3]
63,2248031,[6 1 8 0 3 5 9 7 4 2],2211265,[6 0 8 7 2 3 1 4 9 5],2498222,[6 8 9 4 5 2 3 1 0 7],2671630,[7 3 2 0 6 5 9 8 1 4],72968,[0 2 8 5 4 1 6 7 3 9]
64,812198,[2 3 1 4 0 6 8 7 5 9],1426142,[3 9 2 8 6 4 5 1 0 7],660983,[1 8 4 2 0 3 9 7 6 5],1090919,[3 0 1 6 2 9 8 7 5 4],3464882,[9 4 8 3 2 0 1 6 5 7]
65,2073184,[5 7 3 2 4 6 8 9 0 1],3114542,[8 5 1 9 6 3 4 2 0 7],1777980,[4 9 0 7 3 5 6 1 2 8],1531372,[4 1 9 7 8 3 0 6 2 5],2869704,[7 9 1 3 6 2 0 4 5 8]
66,2776807,[7 5 8 9 4 0 2 1 6 3],3035567,[8 3 2 4 0 5 9 7 6 1],2045721,[5 6 7 9 1 4 2 3 8 0],3052597,[8 3 6 5 7 1 4 0 9 2],830326,[2 3 6 8 1 4 9 7 0 5]
67,2370290,[6 4 8 2 0 5 1 7 3 9],1702293,[4 7 1 8 2 6 9 3 5 0],3068898,[8 4 0 9 3 1 7 2 5 6],3101944,[8 4 9 3 1 5 6 7 0 2],3566897,[9 7 3 6 0 1 5 8 4 2]
68,1362724,[3 7 8 2 6 0 1 9 4 5],3215597,[8 7 6 0 1 5 2 9 4 3],3270976,[9 0 2 1 3 4 7 8 5 6],2371513,[6 4 8 3 7 5 0 1 9 2],1609840,[4 3 9 2 8 1 6 7 0 5]
69,1073234,[2 9 5 8 4 6 0 3 1 7],962710,[2 6 9 0 1 5 8 7 3 4],2913637,[8 0 3 1 7 4 6 2 9 5],310039,[0 8 6 4 5 7 2 1 9 3],2283424,[6 2 7 0 4 5 8 9 1 3]
70,2063383,[5 7 1 3 8 9 2 0 6 4],326002,[0 9 1 6 7 5 3 8 2 4],1271782,[3 5 6 2 4 0 9 8 1 7],3534813,[9 6 5 2 3 7 8 1 4 0],2327366,[6 3 7 8 2 5 4 1 0 9]
71,1875228,[5 1 6 0 4 9 7 2 3 8],1057118,[2 9 1 7 3 4 6 5 0 8],3051931,[8 3 6 4 7 5 9 0 2 1],600613,[1 6 9 2 3 0 7 4 8 5],693166,[1 9 2 5 7 3 8 6 0 4]
72,3316682,[9 1 3 0 6 2 4 7 5 8],2216100,[6 0 9 5 8 3 4 1 2 7],1390991,[3 8 4 9 7 2 6 5 1 0],1389423,[3 8 4 6 7 2 5 1 9 0],1001619,[2 7 8 6 0 9 1 4 5 3]
73,3418006,[9 3 7 1 2 4 8 6 0 5],1622026,[4 5 1 8 7 9 2 6 0 3],220258,[0 6 4 7 9 3 2 8 1 5],2374937,[6 4 9 1 5 0 7 8 3 2],701610,[1 9 4 2 5 7 8 0 3 6]
74,2262141,[6 2 0 8 9 1 7 4 5 3],1908397,[5 2 3 7 6 1 8 0 9 4],1055207,[2 9 1 4 6 3 8 7 5 0],2618641,[7 1 9 5 0 2 3 4 8 6],202391,[0 6 1 3 2 7 9 8 5 4]
75,520425,[1 4 9 2 7 8 3 5 6 0],2098285,[5 8 0 3 2 7 6 1 9 4],817549,[2 3 4 1 6 9 7 0 8 5],1596417,[4 3 6 8 1 5 2 7 9 0],2455229,[6 7 9 1 0 3 2 8 5 4]
76,660154,[1 8 3 9 7 2 4 6 0 5],888916,[2 5 0 4 7 8 1 9 3 6],2115185,[5 8 3 6 7 2 4 9 1 0],2454888,[6 7 9 0 4 3 1 2 5 8],1857931,[5 1 0 7 4 8 9 2 6 3]
77,2958720,[8 1 4 0 5 2 3 6 7 9],2005273,[5 4 7 9 0 6 1 2 8 3],2970000,[8 1 6 3 0 2 4 5 7 9],545790,[1 5 6 3 0 4 7 2 8 9],891299,[2 5 0 8 9 4 3 7 6 1]
78,2639526,[7 2 4 8 0 1 5 3 6 9],940432,[2 6 3 7 0 9 5 8 1 4],1445110,[3 9 7 6 0 4 8 5 1 2],1046164,[2 8 9 5 0 1 3 7 4 6],1563910,[4 2 8 3 0 6 9 7 1 5]
79,3210354,[8 7 4 9 5 6 3 0 1 2],79989,[0 2 9 8 1 5 7 4 6 3],1868510,[5 1 3 8 0 9 6 4 2 7],471789,[1 3 7 6 2 5 9 4 8 0],1643555,[4 5 8 0 7 2 3 9 6 1]
80,539014,[1 5 3 9 6 7 8 4 0 2],1773097,[4 8 9 6 3 7 0 1 5 2],3383120,[9 2 8 1 6 5 3 4 0 7],205565,[0 6 1 8 5 2 3 9 7 4],2906202,[8 0 1 6 4 3 9 2 5 7]
81,277476,[0 7 9 1 4 3 6 2 5 8],339154,[0 9 4 3 1 5 6 8 2 7],203346,[0 6 1 4 5 7 9 2 3 8],3113723,[8 5 1 7 4 6 2 9 3 0],914574,[2 5 7 4 1 6 3 0 8 9]
82,510537,[1 4 7 3 0 6 5 8 9 2],1982823,[5 4 1 3 9 6 7 2 8 0],2132476,[5 8 9 0 6 4 1 7 2 3],121650,[0 4 1 2 9 7 8 3 5 6],2581693,[7 1 0 3 8 2 6 4 9 5]
83,3415371,[9 3 6 5 4 2 0 7 8 1],924848,[2 5 9 4 6 0 3 7 1 8],742091,[2 0 5 3 8 1 6 9 7 4],1921783,[5 2 7 3 0 9 4 1 8 6],1020374,[2 8 3 5 1 0 7 6 4 9]
84,1788661,[4 9 2 8 1 5 6 0 7 3],3452353,[9 4 5 8 7 3 0 1 6 2],390312,[1 0 7 5 2 8 3 4 6 9],849847,[2 4 0 7 5 1 6 3 9 8],3214186,[8 7 5 6 0 9 2 4 1 3]
85,3193619,[8 7 1 5 4 3 2 9 6 0],231936,[0 6 8 1 2 9 3 4 5 7],1019758,[2 8 3 4 1 9 7 6 0 5],1530263,[4 1 9 6 3 0 8 7 5 2],3558405,[9 7 2 0 3 4 8 5 6 1]
86,560792,[1 5 9 2 8 3 4 6 0 7],2622859,[7 2 0 4 9 1 8 3 6 5],2718581,[7 4 3 2 8 9 0 6 5 1],9314,[0 1 3 8 9 6 2 5 4 7],661170,[1 8 4 2 3 7 9 0 5 6]
87,3361533,[9 2 3 8 6 5 7 1 4 0],1759729,[4 8 6 1 0 5 2 3 9 7],3091960,[8 4 6 3 2 1 7 9 0 5],1524517,[4 1 8 5 3 2 7 0 9 6],2658012,[7 2 9 3 6 0 5 1 4 8]
88,2208888,[6 0 8 2 9 4 1 3 5 7],2502378,[6 9 0 4 5 1 8 2 3 7],1608890,[4 3 9 1 6 5 0 7 2 8],3214978,[8 7 5 9 1 3 2 6 0 4],2915566,[8 0 3 5 4 2 9 7 1 6]
89,3316092,[9 1 2 8 6 0 5 3 4 7],1538450,[4 2 1 3 8 6 0 7 5 9],2444406,[6 7 5 0 1 2 4 3 8 9],1353185,[3 7 5 4 2 6 8 9 1 0],159566,[0 4 9 6 5 7 3 2 1 8]
90,3152705,[8 6 1 4 7 3 5 9 2 0],3545805,[9 6 8 3 5 1 7 2 4 0],784406,[2 1 5 7 4 8 6 3 0 9],196753,[0 5 9 1 3 7 2 4 8 6],2748279,[7 5 1 3 0 4 8 6 9 2]
91,1218064,[3 4 1 7 8 5 6 9 0 2],2970250,[8 1 6 3 4 0 5 9 2 7],2452636,[6 7 8 4 2 5 0 9 1 3],1054189,[2 9 1 3 0 8 6 4 7 5],453233,[1 3 2 9 5 8 6 7 4 0]
92,696697,[1 9 3 2 6 8 0 4 7 5],2984121,[8 2 0 1 6 7 4 5 9 3],435670,[1 2 8 5 0 6 9 7 3 4],2456481,[6 7 9 2 5 4 1 3 8 0],2208143,[6 0 8 1 9 2 7 5 4 3]
93,326041,[0 9 1 6 8 2 3 4 7 5],1290773,[3 6 0 1 8 5 2 9 7 4],2150063,[5 9 2 6 1 0 8 7 4 3],1678886,[4 6 7 0 8 5 3 2 1 9],224953,[0 6 5 7 3 8 1 2 9 4]
94,2841697,[7 8 3 6 5 9 0 1 4 2],71894,[0 2 8 3 9 1 6 5 4 7],1923776,[5 2 7 6 9 3 1 4 0 8],1230684,[3 4 6 1 2 8 7 0 5 9],2130963,[5 8 7 6 4 0 1 3 9 2]
95,1030561,[2 8 5 4 3 0 1 6 9 7],217268,[0 6 4 1 8 5 9 3 2 7],831796,[2 3 7 0 4 8 1 9 5 6],2789644,[7 6 1 4 5 0 2 9 3 8],1105476,[3 0 5 4 6 2 8 1 7 9]
96,3540089,[9 6 7 2 5 4 3 8 1 0],2223071,[6 1 2 0 7 5 9 8 4 3],1741753,[4 8 1 6 0 7 2 3 9 5],1240931,[3 4 8 1 6 0 5 9 7 2],411617,[1 2 3 7 8 0 6 9 5 4]
97,2802245,[7 6 4 0 1 2 3 9 8 5],2283586,[6 2 7 0 5 9 3 8 1 4],1809574,[4 9 8 0 2 6 7 5 1 3],2498512,[6 8 9 5 0 7 3 4 1 2],829561,[2 3 6 7 1 0 4 5 9 8]
98,3183526,[8 6 9 4 3 1 7 5 0 2],3485536,[9 5 3 6 0 1 7 8 2 4],1572274,[4 2 9 8 6 1 3 7 0 5],932050,[2 6 0 9 5 1 4 8 3 7],1603041,[4 3 8 0 5 7 2 6 9 1]
99,2777613,[7 5 9 0 6 4 8 2 3 1],1307135,[3 6 4 2 5 8 9 7 1 0],1216552,[3 4 1 5 7 9 6 8 0 2],480789,[1 3 9 4 7 5 8 2 6 0],3495855,[9 5 6 4 2 0 7 3 8 1]
100,1370809,[3 7 9 8 6 2 0 1 5 4],2982062,[8 1 9 5 6 3 4 2 0 7],1813730,[4 9 8 7 0 3 1 5 2 6],269661,[0 7 6 4 5 1 9 3 8 2],254101,[0 7 3 4 9 5 6 1 8 2]
1,1215084,[3 4 1 0 7 8 6 2 5 9],1248644,[3 4 9 7 1 2 8 5 0 6],3096746,[8 4 7 3 0 2 1 6 5 9],916310,[2 5 7 8 4 9 3 1 0 6],1179896,[3 2 4 0 8 6 5 7 1 9]
2,2770267,[7 5 6 4 3 2 9 0 8 1],1019228,[2 8 3 1 6 5 9 4 0 7],172573,[0 5 3 2 8 1 7 4 9 6],2329873,[6 3 8 1 9 5 0 2 7 4],2953178,[8 1 2 9 5 7 0 4 3 6]
3,944539,[2 6 4 3 9 0 8 1 7 5],549572,[1 5 7 0 3 8 9 4 2 6],3533771,[9 6 5 1 0 2 4 8 7 3],1817930,[5 0 1 7 9 4 2 6 3 8],1268093,[3 5 4 7 1 6 0 9 8 2]
4,1382585,[3 8 2 4 1 6 7 9 5 0],997730,[2 7 6 9 5 3 0 4 1 8],2559672,[7 0 4 9 1 6 2 3 5 8],1973512,[5 3 9 4 8 7 2 6 0 1],3465953,[9 4 8 5 6 7 2 3 1 0]
5,1733602,[4 7 9 8 5 3 1 6 0 2],1889722,[5 1 8 9 4 6 2 7 0 3],2322395,[6 3 5 8 4 1 2 9 7 0],1224519,[3 4 2 9 7 1 6 5 8 0],1643469,[4 5 8 0 6 3 9 2 7 1]
6,659472,[1 8 3 7 9 5 0 2 4 6],2213036,[6 0 9 1 5 8 7 3 2 4],1522011,[4 1 7 9 8 3 0 5 6 2],1636227,[4 5 6 7 3 1 0 8 9 2],42177,[0 2 1 5 7 6 4 8 9 3]
7,3440653,[9 4 2 6 7 0 5 1 8 3],1687595,[4 6 8 7 9 1 2 5 3 0],2668893,[7 3 1 5 8 6 9 2 4 0],2838371,[7 8 3 1 2 0 5 9 6 4],1038250,[2 8 7 0 1 3 5 9 4 6]
8,3532136,[9 6 4 7 5 2 1 3 0 8],3286769,[9 0 5 1 8 6 4 7 3 2],2505896,[6 9 1 2 4 5 3 7 0 8],3341583,[9 1 8 0 2 5 6 4 7 3],1935603,[5 3 0 1 6 2 4 8 9 7]
9,2933376,[8 0 7 1 2 9 3 4 5 6],1104254,[3 0 5 1 8 2 7 6 4 9],887772,[2 5 0 3 1 4 8 6 7 9],2377148,[6 4 9 5 3 2 8 1 0 7],827555,[2 3 6 1 5 4 7 9 8 0]
10,3267246,[9 0 1 3 8 2 5 4 6 7],3016529,[8 2 7 4 5 6 3 9 1 0],1623158,[4 5 2 0 6 3 8 7 1 9],2443448,[6 7 4 8 5 0 2 3 1 9],858839,[2 4 3 5 8 9 7 6 1 0]
11,648277,[1 8 0 6 4 3 7 2 9 5],2199262,[6 0 5 3 7 1 9 8 2 4],3070425,[8 4 1 2 5 9 3 6 7 0],1094916,[3 0 2 4 8 5 7 1 6 9],2938582,[8 0 9 1 4 2 7 6 3 5]
12,1425601,[3 9 2 8 0 1 4 5 7 6],2443251,[6 7 4 8 2 3 0 5 9 1],2151340,[5 9 2 7 8 6 0 4 1 3],2378886,[6 5 0 1 2 3 7 4 8 9],3134751,[8 5 6 9 4 7 2 1 3 0]
13,2105852,[5 8 1 7 6 4 9 2 0 3],917851,[2 5 8 0 7 6 9 1 4 3],151677,[0 4 8 1 6 9 7 3 5 2],715062,[1 9 6 8 0 7 3 2 4 5],177119,[0 5 4 1 9 8 7 6 3 2]
14,80340,[0 2 9 8 5 4 6 1 3 7],2695783,[7 3 8 9 0 6 2 1 5 4],1274606,[3 5 6 9 1 7 4 2 0 8],1646663,[4 5 8 7 0 1 9 6 3 2],341108,[0 9 4 6 7 3 8 2 1 5]
15,1426248,[3 9 2 8 7 4 0 1 5 6],669373,[1 8 5 7 6 0 4 2 9 3],337886,[0 9 4 1 3 7 6 5 2 8],804744,[2 1 9 6 7 3 0 4 5 8],2570413,[7 0 8 1 2 3 6 4 9 5]
16,1733710,[4 7 9 8 6 2 5 3 0 1],166545,[0 5 2 1 4 9 6 7 8 3],2509320,[6 9 1 8 2 0 3 4 5 7],3343349,[9 1 8 3 5 2 0 7 6 4],87193,[0 3 2 5 1 8 4 6 9 7]
17,912846,[2 5 7 0 9 1 4 3 6 8],2585306,[7 1 0 9 6 3 2 5 4 8],3086953,[8 4 5 3 2 7 0 1 9 6],697531,[1 9 3 4 7 6 8 0 5 2],2239680,[6 1 5 3 8 0 2 4 7 9]
18,461950,[1 3 5 7 6 4 9 8 0 2],2317850,[6 3 4 9 1 5 0 7 2 8],2402532,[6 5 4 7 9 0 3 1 2 8],1828278,[5 0 3 8 2 7 4 1 6 9],1434322,[3 9 5 6 0 7 2 8 1 4]
