100%,Optima 1, Optima [1],Optima 2, Optima [2],Optima 3, Optima [3],Optima 4, Optima [4],Optima 5, Optima [5],Optima 6, Optima [6],Optima 7, Optima [7],Optima 8, Optima [8],Optima 9, Optima [9],Optima 10, Optima [10],Optima 11, Optima [11],Optima 12, Optima [12],Optima 13, Optima [13],Optima 14, Optima [14],Optima 15, Optima [15],Optima 16, Optima [16],Optima 17, Optima [17],Optima 18, Optima [18],Optima 19, Optima [19],Optima 20, Optima [20]
26,2415959,[6 5 9 2 3 8 7 4 1 0],2178445,[6 0 1 3 7 8 5 2 9 4],1555510,[4 2 6 7 3 5 9 8 0 1],3518818,[9 6 2 1 3 5 4 8 0 7],61701,[0 2 6 3 8 1 9 5 7 4],1631338,[4 5 3 7 8 2 1 9 0 6],3508921,[9 6 0 2 5 1 3 4 8 7],3080342,[8 4 3 1 2 6 7 5 0 9],1730600,[4 7 9 2 5 6 1 3 0 8],1250027,[3 5 0 1 2 9 6 8 7 4],1184185,[3 2 4 9 7 1 0 5 8 6],3506236,[9 5 8 4 6 3 0 7 1 2],2686367,[7 3 6 0 1 4 9 8 5 2],3454861,[9 4 6 3 2 5 7 0 8 1],2458169,[6 7 9 5 0 4 3 8 2 1],1737871,[4 8 0 7 6 2 3 1 9 5],3042782,[8 3 4 7 0 5 6 2 1 9],1534037,[4 2 0 5 7 8 1 9 6 3],783205,[2 1 5 4 8 7 6 0 9 3],1121024,[3 0 8 4 9 7 2 5 1 6]
27,891691,[2 5 0 9 4 7 8 1 6 3],1629620,[4 5 3 2 6 0 9 7 1 8],3539754,[9 6 7 2 1 8 5 0 3 4],365790,[1 0 2 7 3 5 6 4 8 9],1877298,[5 1 6 4 3 0 9 2 7 8],585394,[1 6 5 2 0 4 7 9 3 8],1096294,[3 0 2 6 7 8 9 5 1 4],2477560,[6 8 3 5 0 2 7 9 1 4],1284987,[3 5 8 9 6 1 0 4 7 2],2684340,[7 3 5 6 1 4 8 0 2 9],2200193,[6 0 5 4 8 9 3 7 2 1],1137967,[3 1 2 8 6 0 5 4 9 7],739586,[2 0 4 8 3 5 1 7 6 9],2888718,[7 9 5 1 0 6 3 2 4 8],2372824,[6 4 8 7 3 2 5 9 0 1],207946,[0 6 2 3 8 9 4 7 1 5],102465,[0 3 6 4 2 9 5 7 8 1],2531202,[6 9 7 1 4 2 8 0 3 5],3160773,[8 6 3 0 9 5 7 2 4 1],1203925,[3 2 8 9 0 6 5 1 7 4]
28,3265234,[8 9 7 6 0 2 3 5 1 4],1806059,[4 9 7 2 3 5 1 8 6 0],2954334,[8 1 3 2 4 6 5 0 7 9],1823852,[5 0 2 9 1 7 8 4 3 6],2373544,[6 4 8 9 3 2 5 7 0 1],3258068,[8 9 6 3 0 4 7 2 1 5],1110308,[3 0 6 4 1 7 9 5 2 8],1769661,[4 8 9 0 7 1 6 3 5 2],1830884,[5 0 4 2 9 3 8 6 1 7],959923,[2 6 8 4 1 3 9 0 7 5],2504053,[6 9 0 7 8 1 4 2 5 3],1191430,[3 2 6 4 8 5 9 7 0 1],1728807,[4 7 9 0 1 6 5 3 8 2],1338999,[3 7 1 6 8 2 5 4 9 0],1773203,[4 8 9 6 5 3 1 7 2 0],2166640,[5 9 6 8 1 2 4 7 0 3],2641678,[7 2 5 0 9 8 6 4 1 3],889162,[2 5 0 4 9 7 3 8 1 6],593507,[1 6 7 8 2 9 3 5 4 0],1488114,[4 0 9 2 7 8 6 1 3 5]
29,2630142,[7 2 1 8 9 6 3 0 4 5],1108000,[3 0 5 8 9 2 6 7 1 4],1170835,[3 2 0 5 1 9 8 4 7 6],1945585,[5 3 2 0 4 6 1 7 9 8],949196,[2 6 5 3 1 9 8 4 0 7],1463271,[4 0 3 5 2 9 7 6 8 1],16747,[0 1 5 4 3 7 9 2 8 6],1647385,[4 5 8 9 0 2 1 3 7 6],2642550,[7 2 5 3 1 4 6 0 8 9],1535306,[4 2 0 7 5 3 1 8 6 9],1105629,[3 0 5 4 7 6 9 2 8 1],161930,[0 5 1 2 9 6 3 7 4 8],624465,[1 7 4 9 2 8 3 5 6 0],2160301,[5 9 4 6 2 3 7 0 8 1],3152162,[8 6 1 4 0 2 3 7 5 9],1512385,[4 1 6 0 7 3 2 5 9 8],2715870,[7 4 2 9 0 3 5 1 6 8],2572129,[7 0 8 3 4 5 1 2 9 6],1989491,[5 4 2 8 1 0 6 9 7 3],113849,[0 3 8 6 1 7 5 9 4 2]
30,2698683,[7 3 9 4 1 0 2 6 8 5],3285655,[9 0 4 8 3 5 2 1 7 6],2485538,[6 8 5 1 0 9 2 4 3 7],1711416,[4 7 3 5 9 8 0 1 2 6],3151526,[8 6 1 3 0 7 5 4 2 9],3517133,[9 6 1 7 8 3 0 5 4 2],373662,[1 0 4 2 9 8 5 3 6 7],1528553,[4 1 9 2 8 7 5 6 3 0],1092816,[3 0 1 8 7 9 2 4 5 6],2302412,[6 3 0 8 7 5 9 2 1 4],3038742,[8 3 2 9 4 7 1 0 5 6],1738279,[4 8 0 9 2 6 3 1 7 5],341631,[0 9 4 7 3 8 5 2 6 1],570773,[1 6 2 3 8 5 0 9 7 4],240993,[0 6 9 7 5 2 3 4 8 1],2357093,[6 4 3 7 8 2 0 9 5 1],128810,[0 4 2 6 9 5 1 7 3 8],971063,[2 7 0 6 8 1 9 5 4 3],47391,[0 2 3 5 8 9 6 4 7 1],3163598,[8 6 3 5 9 1 4 2 0 7]
31,530278,[1 5 2 3 6 9 8 7 0 4],705454,[1 9 4 8 6 5 7 3 0 2],1647932,[4 5 8 9 6 3 7 1 0 2],3351936,[9 2 1 0 5 8 3 4 6 7],724314,[1 9 8 5 7 6 4 0 2 3],3317314,[9 1 3 2 5 4 6 8 0 7],1316004,[3 6 7 0 8 5 4 1 2 9],2941298,[8 0 9 5 1 7 2 4 3 6],3308867,[9 1 0 5 6 8 3 7 4 2],255484,[0 7 3 6 9 1 2 8 4 5],2758251,[7 5 3 1 9 4 0 6 8 2],3440550,[9 4 2 6 5 1 3 0 7 8],1906951,[5 2 3 4 7 1 6 0 9 8],2383999,[6 5 1 0 2 8 4 3 9 7],2577397,[7 0 9 3 6 2 5 1 8 4],1858987,[5 1 0 8 9 4 7 2 6 3],2030511,[5 6 2 9 0 8 4 3 7 1],3625558,[9 8 7 2 3 6 5 4 0 1],1873783,[5 1 4 8 3 9 2 0 7 6],1675368,[4 6 5 2 9 3 0 1 7 8]
32,2325394,[6 3 7 2 8 1 4 9 0 5],111481,[0 3 8 1 9 2 4 5 7 6],2323285,[6 3 5 9 7 4 2 0 8 1],3017477,[8 2 7 5 9 4 0 6 3 1],948212,[2 6 5 0 9 7 8 3 1 4],1024211,[2 8 4 1 6 0 5 9 7 3],564234,[1 5 9 8 4 7 6 0 2 3],1074332,[2 9 6 1 0 7 8 4 3 5],1209091,[3 2 9 8 1 6 7 0 5 4],1124791,[3 0 9 2 4 5 6 1 8 7],627383,[1 7 5 4 3 0 9 8 6 2],2665528,[7 3 0 9 1 6 5 8 2 4],1256327,[3 5 1 2 9 4 8 7 6 0],1667368,[4 6 2 8 7 5 3 9 0 1],3482298,[9 5 2 8 4 0 7 1 3 6],3176307,[8 6 7 1 4 2 0 5 9 3],2943488,[8 1 0 2 4 3 6 7 5 9],1083034,[2 9 7 8 1 3 4 6 0 5],3564196,[9 7 3 1 2 6 0 8 4 5],1897913,[5 2 0 6 9 8 4 7 3 1]
33,2061314,[5 7 0 9 8 4 1 3 2 6],1109047,[3 0 6 1 5 2 7 4 9 8],854565,[2 4 1 6 9 3 8 5 7 0],3353506,[9 2 1 4 6 8 3 7 0 5],2351530,[6 4 2 7 0 1 5 9 3 8],1992105,[5 4 3 1 8 9 2 6 7 0],1932664,[5 2 9 4 1 6 7 8 0 3],3482417,[9 5 2 8 6 0 4 7 3 1],1618562,[4 5 1 2 0 3 6 8 7 9],1678661,[4 6 7 0 3 9 1 8 5 2],896056,[2 5 1 8 6 0 7 9 3 4],1544364,[4 2 3 5 9 7 6 0 1 8],3445598,[9 4 3 6 5 1 7 2 0 8],828631,[2 3 6 4 9 1 5 0 8 7],2267898,[6 2 1 9 8 0 7 3 4 5],3469404,[9 5 0 3 6 7 4 1 2 8],1509934,[4 1 5 7 0 8 9 6 2 3],863427,[2 4 5 3 1 6 0 8 9 7],3051188,[8 3 6 2 7 4 9 1 0 5],3604991,[9 8 3 1 7 4 6 5 2 0]
34,3006038,[8 2 5 4 0 3 7 6 1 9],1697705,[4 7 0 8 9 3 5 6 2 1],427712,[1 2 6 9 0 4 5 7 3 8],3473133,[9 5 1 0 7 6 8 3 4 2],3047912,[8 3 5 7 1 2 4 6 0 9],1631858,[4 5 3 8 2 9 0 6 1 7],2615446,[7 1 8 9 4 2 6 5 0 3],3228226,[8 9 0 4 5 7 2 6 1 3],807347,[2 3 0 4 5 9 6 8 7 1],3549888,[9 7 0 3 4 5 1 2 6 8],55716,[0 2 5 1 6 4 8 3 7 9],422379,[1 2 5 8 6 9 0 4 7 3],1944565,[5 3 1 8 7 6 4 0 9 2],801975,[2 1 9 0 8 3 6 5 7 4],47757,[0 2 3 6 4 9 8 5 7 1],1290339,[3 6 0 1 2 9 4 7 8 5],2776263,[7 5 8 6 9 2 3 1 4 0],2856321,[7 8 6 5 0 4 2 3 9 1],955736,[2 6 7 5 3 4 1 8 0 9],943162,[2 6 4 0 9 7 3 8 1 5]
35,3338739,[9 1 7 4 0 8 2 5 6 3],394567,[1 0 8 4 2 3 6 5 9 7],797236,[2 1 8 3 4 7 0 9 5 6],2251145,[6 1 8 5 4 3 7 9 2 0],629585,[1 7 5 9 3 4 6 8 2 0],438982,[1 2 9 0 7 3 8 6 4 5],2627138,[7 2 1 3 8 9 0 5 4 6],1016319,[2 8 1 6 5 3 7 4 9 0],2927996,[8 0 5 9 4 7 6 2 1 3],3601149,[9 8 2 4 5 3 7 1 6 0],3220050,[8 7 6 9 1 4 5 0 2 3],1293004,[3 6 0 5 9 1 2 8 4 7],342540,[0 9 4 8 6 3 5 1 2 7],95828,[0 3 5 1 2 7 9 6 4 8],491651,[1 4 2 6 9 0 5 8 7 3],2950424,[8 1 2 4 7 9 3 5 0 6],1203133,[3 2 8 7 0 1 6 4 9 5],2392629,[6 5 2 8 0 4 9 3 7 1],770614,[2 1 0 9 4 7 8 6 3 5],811836,[2 3 1 0 7 5 8 4 6 9]
36,2877032,[7 9 2 6 8 1 3 4 0 5],1727034,[4 7 8 5 3 9 6 0 1 2],159604,[0 4 9 6 7 1 2 8 3 5],225183,[0 6 5 7 8 3 4 2 9 1],855573,[2 4 1 8 3 7 9 5 6 0],2374510,[6 4 9 0 8 3 7 5 1 2],3196701,[8 7 2 1 9 0 6 4 5 3],3178450,[8 6 7 4 3 0 2 9 1 5],2936076,[8 0 7 4 9 2 5 1 3 6],413981,[1 2 4 0 9 8 3 7 6 5],2480471,[6 8 4 1 0 5 9 7 3 2],586496,[1 6 5 3 7 4 2 8 0 9],1467506,[4 0 5 2 3 6 1 8 7 9],2399127,[6 5 4 0 1 8 7 3 9 2],1109876,[3 0 6 2 5 9 8 4 1 7],368160,[1 0 3 2 6 4 5 7 8 9],2377461,[6 4 9 7 0 1 8 3 5 2],2678122,[7 3 4 2 6 8 1 9 0 5],1229779,[3 4 6 0 1 2 9 5 8 7],652941,[1 8 2 5 9 0 7 4 6 3]
37,296345,[0 8 3 7 5 4 6 9 2 1],2241184,[6 1 5 7 8 3 4 9 0 2],94470,[0 3 4 8 2 5 6 1 7 9],289419,[0 8 2 4 9 7 1 5 6 3],2413338,[6 5 8 7 9 0 4 1 2 3],429679,[1 2 7 3 8 6 4 0 9 5],1122540,[3 0 8 7 1 5 6 2 4 9],1475620,[4 0 6 8 3 9 1 7 2 5],2029524,[5 6 2 7 8 4 3 0 1 9],1232965,[3 4 6 7 2 8 5 0 9 1],3520267,[9 6 2 4 1 5 8 0 7 3],126258,[0 4 2 1 6 3 9 5 7 8],23926,[0 1 6 8 3 4 9 7 2 5],2391883,[6 5 2 7 0 3 9 1 8 4],2280474,[6 2 5 4 1 9 8 0 3 7],2968767,[8 1 6 0 3 7 5 4 9 2],2745438,[7 5 0 8 1 6 3 2 4 9],3476643,[9 5 1 7 6 0 2 4 8 3],1117283,[3 0 7 6 8 5 2 9 4 1],2403556,[6 5 4 9 1 7 0 8 2 3]
38,1918358,[5 2 6 7 3 1 8 4 0 9],2193972,[6 0 4 3 2 1 8 5 7 9],844952,[2 3 9 6 5 1 4 7 0 8],991220,[2 7 5 6 8 0 9 3 1 4],129941,[0 4 2 8 5 9 1 7 6 3],3518111,[9 6 2 0 3 5 8 7 4 1],1739211,[4 8 1 0 6 5 2 7 9 3],2717157,[7 4 3 0 8 9 6 2 5 1],2983484,[8 1 9 7 5 2 6 3 0 4],416700,[1 2 4 7 8 5 6 0 3 9],2648198,[7 2 6 4 0 3 8 5 1 9],2460263,[6 8 0 2 1 3 9 7 5 4],264507,[0 7 5 4 3 2 1 8 9 6],1893394,[5 1 9 6 7 2 3 8 0 4],1105936,[3 0 5 6 1 2 8 9 4 7],552202,[1 5 7 4 9 6 2 8 0 3],2684028,[7 3 5 4 8 9 2 0 1 6],1065310,[2 9 4 3 6 5 8 7 0 1],637458,[1 7 8 4 3 0 9 2 5 6],2110105,[5 8 2 6 7 1 0 3 9 4]
39,64577,[0 2 6 8 7 1 5 9 4 3],2830165,[7 8 1 4 6 5 3 0 9 2],1615591,[4 5 0 6 9 2 3 1 8 7],272106,[0 7 6 9 8 3 5 1 2 4],1675084,[4 6 5 2 7 0 1 9 3 8],1796815,[4 9 5 3 6 2 1 0 8 7],3342196,[9 1 8 0 7 5 2 6 3 4],1072686,[2 9 5 7 8 0 3 1 4 6],693703,[1 9 2 6 4 8 3 0 7 5],1398586,[3 8 6 4 2 9 1 7 0 5],2412567,[6 5 8 4 7 3 2 1 9 0],3226275,[8 9 0 1 7 5 2 4 6 3],1739297,[4 8 1 0 7 2 6 9 5 3],1493412,[4 1 0 5 3 2 8 6 7 9],49829,[0 2 3 9 4 5 1 8 7 6],782850,[2 1 5 4 3 8 9 0 6 7],2043688,[5 6 7 3 2 8 4 9 0 1],3333945,[9 1 6 4 3 8 2 5 7 0],442043,[1 2 9 6 8 5 3 7 4 0],1030889,[2 8 5 4 7 6 3 9 1 0]
40,3271687,[9 0 2 3 1 4 6 5 8 7],2302955,[6 3 0 9 5 2 4 8 7 1],3294277,[9 0 6 5 3 2 7 1 8 4],3589298,[9 8 0 2 1 7 3 5 4 6],1455516,[4 0 1 8 6 3 7 2 5 9],974082,[2 7 1 3 9 4 8 0 5 6],147702,[0 4 7 3 1 9 5 2 6 8],794294,[2 1 7 6 3 0 8 5 4 9],2276943,[6 2 4 8 3 5 7 1 9 0],2370825,[6 4 8 2 7 9 1 3 5 0],2689908,[7 3 6 5 9 8 2 0 1 4],3292913,[9 0 6 3 4 8 5 7 2 1],1846863,[5 0 8 4 1 6 7 3 9 2],3448095,[9 4 5 1 0 2 7 6 8 3],761779,[2 0 9 3 1 4 8 5 7 6],403450,[1 2 0 3 6 4 7 9 5 8],1497196,[4 1 2 0 6 8 3 9 5 7],1744946,[4 8 2 1 6 3 0 7 5 9],1084084,[2 9 8 0 6 1 3 7 4 5],3305311,[9 0 8 6 5 2 3 1 7 4]
41,3367985,[9 2 5 1 7 4 6 8 3 0],1690818,[4 6 9 3 2 0 8 1 5 7],2320636,[6 3 5 4 0 8 1 9 2 7],1447711,[3 9 8 1 6 2 4 0 7 5],2001607,[5 4 7 1 0 2 6 3 9 8],1432818,[3 9 5 2 0 1 8 4 6 7],2189237,[6 0 3 4 7 8 1 9 5 2],144964,[0 4 6 8 3 1 2 9 5 7],3209040,[8 7 4 6 0 1 2 3 5 9],3620440,[9 8 6 2 3 1 5 7 0 4],1090603,[3 0 1 5 8 4 9 2 7 6],3199466,[8 7 2 6 5 1 0 4 3 9],1176806,[3 2 1 6 5 8 7 4 0 9],1839626,[5 0 7 1 2 4 3 8 6 9],3516064,[9 6 1 5 3 4 7 8 0 2],3577520,[9 7 5 6 4 3 1 2 0 8],1469627,[4 0 5 7 1 9 3 8 6 2],1563803,[4 2 8 1 9 6 3 7 5 0],3364266,[9 2 4 5 6 3 8 0 1 7],1602098,[4 3 7 9 0 8 1 5 2 6]
42,3051812,[8 3 6 4 5 7 9 1 0 2],558818,[1 5 8 9 0 7 2 4 3 6],3181832,[8 6 9 2 1 3 4 5 0 7],949921,[2 6 5 4 3 0 1 7 9 8],398870,[1 0 9 2 8 7 5 4 3 6],1633085,[4 5 6 0 2 1 3 9 8 7],122557,[0 4 1 5 3 6 8 2 9 7],347425,[0 9 5 8 4 2 1 3 7 6],2894391,[7 9 6 1 8 5 3 2 4 0],2871866,[7 9 1 6 5 2 0 4 3 8],70503,[0 2 7 9 8 4 5 3 6 1],1294745,[3 6 0 9 2 5 7 8 4 1],3511860,[9 6 0 7 4 3 5 1 2 8],2550631,[7 0 3 1 6 4 5 2 9 8],1265921,[3 5 4 1 2 6 8 9 7 0],1752204,[4 8 3 6 5 7 2 0 1 9],23187,[0 1 6 7 3 4 2 8 9 5],2068885,[5 7 2 4 3 8 6 0 9 1],1717823,[4 7 5 8 9 0 6 3 2 1],2047821,[5 6 8 2 1 0 9 4 7 3]
43,2177674,[6 0 1 2 7 4 5 9 3 8],2061462,[5 7 1 0 2 9 4 3 6 8],3203628,[8 7 3 5 2 9 4 0 1 6],1437820,[3 9 6 1 8 7 0 5 2 4],1213862,[3 4 0 8 9 5 6 2 1 7],522973,[1 4 9 7 3 0 6 2 8 5],3327350,[9 1 5 2 3 8 6 4 0 7],848386,[2 4 0 5 3 9 6 8 1 7],2340761,[6 4 0 5 1 3 8 9 7 2],995970,[2 7 6 5 1 8 9 0 3 4],1572956,[4 3 0 1 7 9 8 5 2 6],1818375,[5 0 1 8 6 2 7 4 9 3],2814801,[7 6 8 3 2 5 1 4 9 0],2946957,[8 1 0 6 9 7 5 3 4 2],2929938,[8 0 6 3 4 1 9 2 5 7],576720,[1 6 3 5 0 2 4 7 8 9],895012,[2 5 1 7 0 6 3 9 4 8],119879,[0 3 9 7 4 8 6 5 2 1],2119713,[5 8 4 6 0 2 3 7 9 1],2068091,[5 7 2 3 4 0 6 9 8 1]
44,1782332,[4 9 1 6 3 7 8 2 0 5],2721017,[7 4 3 9 1 0 6 8 5 2],186600,[0 5 7 1 3 2 4 6 8 9],1739119,[4 8 1 0 5 7 3 2 9 6],2699731,[7 3 9 5 4 6 8 0 2 1],2407053,[6 5 7 4 0 8 9 2 3 1],546986,[1 5 6 4 8 2 0 7 3 9],2848521,[7 8 5 1 2 6 3 4 9 0],3034137,[8 3 2 0 1 6 5 7 9 4],1303172,[3 6 2 5 9 7 8 1 0 4],1397506,[3 8 6 1 9 7 2 5 0 4],3102320,[8 4 9 3 6 5 1 2 0 7],2661167,[7 3 0 1 2 5 9 8 6 4],3036462,[8 3 2 5 1 9 4 0 6 7],1718205,[4 7 5 9 2 1 8 3 6 0],3270643,[9 0 1 8 5 3 7 2 6 4],2625565,[7 2 0 9 5 6 4 1 8 3],1704360,[4 7 2 1 3 0 5 6 8 9],2873137,[7 9 2 0 4 8 1 3 6 5],2872114,[7 9 1 8 0 3 4 6 2 5]
45,290079,[0 8 2 5 9 3 6 4 7 1],805347,[2 1 9 7 5 3 0 6 8 4],3606080,[9 8 3 4 2 6 1 5 0 7],3054808,[8 3 7 0 6 5 4 9 1 2],449007,[1 3 2 0 7 8 6 5 9 4],2365015,[6 4 7 1 8 3 2 0 9 5],2249134,[6 1 8 2 7 5 9 4 0 3],659273,[1 8 3 7 5 9 4 6 2 0],1810409,[4 9 8 1 3 6 5 7 2 0],1244096,[3 4 8 7 9 2 1 5 0 6],897179,[2 5 3 0 1 7 6 9 8 4],1194887,[3 2 7 0 6 4 9 8 5 1],2749980,[7 5 1 6 3 4 8 0 2 9],1811899,[4 9 8 3 5 0 7 1 6 2],2891103,[7 9 5 4 2 3 6 1 8 0],755276,[2 0 7 8 9 6 5 3 1 4],146446,[0 4 7 1 5 3 9 8 2 6],3387205,[9 3 0 1 5 7 6 2 8 4],1774039,[4 8 9 7 6 3 1 0 5 2],392471,[1 0 7 9 2 5 8 6 4 3]
46,3031496,[8 3 1 5 4 6 2 7 0 9],2305415,[6 3 1 4 9 7 8 5 2 0],2933382,[8 0 7 1 2 9 4 3 5 6],2491190,[6 8 7 1 9 5 3 2 0 4],605913,[1 7 0 3 6 4 5 8 9 2],2306741,[6 3 1 7 8 9 0 5 4 2],3321335,[9 1 3 8 7 5 6 4 2 0],2100789,[5 8 0 7 6 3 9 2 4 1],176711,[0 5 4 1 6 7 9 8 3 2],3394866,[9 3 1 6 0 5 8 2 4 7],1453543,[4 0 1 5 8 9 3 2 7 6],2939647,[8 0 9 2 7 1 4 3 6 5],3025782,[8 3 0 4 5 9 2 1 6 7],650970,[1 8 2 3 0 7 9 4 5 6],1511417,[4 1 5 9 2 0 7 8 6 3],1806396,[4 9 7 2 8 1 5 0 3 6],3228244,[8 9 0 4 6 1 2 7 3 5],3605563,[9 8 3 2 6 1 7 0 5 4],2234663,[6 1 4 3 8 0 9 7 5 2],934338,[2 6 1 4 8 0 9 3 5 7]
47,3391598,[9 3 0 8 5 2 6 4 1 7],2061446,[5 7 1 0 2 8 6 4 3 9],745188,[2 0 5 8 9 7 4 1 3 6],3241887,[8 9 3 1 5 6 4 2 7 0],45701,[0 2 3 1 6 9 4 8 7 5],2932782,[8 0 6 9 2 7 3 1 4 5],842290,[2 3 9 0 8 1 5 7 4 6],1673902,[4 6 5 0 9 1 8 7 2 3],1247996,[3 4 9 6 1 8 7 2 0 5],254542,[0 7 3 5 6 1 9 8 2 4],1134874,[3 1 2 4 5 6 7 9 0 8],2146648,[5 9 1 8 3 6 4 7 0 2],2687339,[7 3 6 1 4 5 2 9 8 0],3015996,[8 2 7 3 9 1 5 0 4 6],1502143,[4 1 3 0 5 9 6 2 8 7],25302,[0 1 7 2 3 9 5 4 6 8],2448442,[6 7 5 8 3 4 1 9 0 2],1758021,[4 8 5 7 6 0 9 2 3 1],2650846,[7 2 6 9 5 1 8 4 0 3],2179296,[6 0 1 4 8 9 2 3 5 7]
48,2388904,[6 5 1 9 8 3 4 7 0 2],1668772,[4 6 3 0 8 5 1 9 2 7],190879,[0 5 7 9 1 6 3 2 8 4],221190,[0 6 4 9 2 3 5 1 7 8],1867828,[5 1 3 7 2 4 0 9 6 8],1318929,[3 6 7 5 9 0 2 4 8 1],3072867,[8 4 1 6 9 2 0 5 7 3],1690321,[4 6 9 2 7 0 1 3 8 5],439910,[1 2 9 3 8 7 5 4 0 6],3434129,[9 4 1 3 6 7 5 8 2 0],2193289,[6 0 4 2 3 7 1 5 9 8],1014806,[2 8 1 4 5 7 6 3 0 9],2988368,[8 2 0 9 5 1 4 6 3 7],956005,[2 6 7 5 8 4 3 0 9 1],3149425,[8 6 0 9 2 3 1 4 7 5],1515359,[4 1 6 7 5 9 8 3 2 0],2707589,[7 4 1 2 6 3 0 9 8 5],292864,[0 8 3 1 7 5 6 9 2 4],2299334,[6 3 0 2 7 1 8 5 4 9],2978907,[8 1 9 0 4 3 2 6 7 5]
49,3132495,[8 5 6 3 7 0 4 2 9 1],2804682,[7 6 4 3 2 1 9 0 5 8],1197319,[3 2 7 5 9 6 1 0 8 4],1180335,[3 2 4 1 6 0 8 7 9 5],1568649,[4 2 9 1 7 0 5 6 8 3],433729,[1 2 8 0 5 6 3 4 9 7],244661,[0 7 1 5 8 9 2 6 4 3],3545016,[9 6 8 2 4 7 0 1 3 5],2805545,[7 6 4 5 3 2 8 9 1 0],616308,[1 7 3 2 9 8 5 0 4 6],2684549,[7 3 5 6 4 1 0 9 8 2],2696271,[7 3 8 9 5 6 2 1 4 0],2324924,[6 3 7 2 0 4 9 5 1 8],2564065,[7 0 5 8 2 3 1 4 9 6],1280897,[3 5 8 1 0 2 7 9 6 4],2613439,[7 1 8 4 6 5 2 0 9 3],1206688,[3 2 9 4 8 6 5 7 0 1],143373,[0 4 6 5 1 8 9 3 7 2],1641072,[4 5 7 6 1 8 0 2 3 9],1928674,[5 2 8 6 7 1 3 9 0 4]
50,375409,[1 0 4 6 5 7 2 3 9 8],2757310,[7 5 3 0 6 4 9 8 1 2],452673,[1 3 2 8 7 4 5 6 9 0],829762,[2 3 6 7 4 8 1 9 0 5],3404406,[9 3 4 5 2 0 6 1 7 8],258064,[0 7 4 2 5 6 8 9 1 3],1084065,[2 9 8 0 5 7 3 4 6 1],2845856,[7 8 4 5 3 2 1 6 0 9],1828077,[5 0 3 7 9 8 6 2 4 1],1684550,[4 6 8 1 5 9 3 2 0 7],1270798,[3 5 6 0 9 8 7 4 1 2],985647,[2 7 4 5 9 6 3 1 8 0],1990749,[5 4 2 9 8 3 7 1 6 0],96257,[0 3 5 1 8 2 7 9 6 4],1473982,[4 0 6 5 2 1 9 8 3 7],2359935,[6 4 5 1 8 0 7 3 9 2],2556644,[7 0 4 2 9 3 8 5 1 6],2443639,[6 7 4 8 9 3 1 0 5 2],3573071,[9 7 4 8 3 2 6 5 1 0],3209740,[8 7 4 6 9 5 0 3 1 2]
51,3094072,[8 4 6 9 1 7 3 5 0 2],2669052,[7 3 1 6 0 2 8 4 5 9],1935684,[5 3 0 1 6 8 7 2 4 9],1995877,[5 4 6 0 1 3 8 2 9 7],2912166,[8 0 2 7 6 1 4 3 5 9],1523021,[4 1 8 2 3 9 0 7 6 5],1434919,[3 9 5 6 8 4 1 0 7 2],2853558,[7 8 6 1 2 5 3 0 4 9],2139259,[5 9 0 4 2 1 8 3 7 6],3418102,[9 3 7 1 4 0 8 6 2 5],84934,[0 3 1 8 9 6 7 5 2 4],1856594,[5 1 0 4 7 8 2 6 3 9],1579849,[4 3 1 6 2 7 0 5 9 8],1663801,[4 6 2 0 9 1 3 5 8 7],1052821,[2 9 0 8 3 5 6 1 7 4],693227,[1 9 2 5 7 8 3 6 4 0],1149390,[3 1 6 0 5 4 7 2 8 9],987115,[2 7 4 8 9 6 5 0 3 1],3449284,[9 4 5 2 7 0 1 8 3 6],3128604,[8 5 4 7 1 6 3 0 2 9]
52,3098346,[8 4 7 6 1 3 9 0 2 5],3461598,[9 4 7 6 5 3 1 0 2 8],601237,[1 6 9 3 0 4 7 2 8 5],3105224,[8 5 0 1 7 9 3 4 2 6],1525642,[4 1 8 6 9 5 2 7 0 3],2700732,[7 3 9 8 0 1 5 2 4 6],1206467,[3 2 9 4 6 8 1 7 5 0],2122035,[5 8 6 0 2 7 1 4 9 3],2299766,[6 3 0 4 1 8 7 5 2 9],2324389,[6 3 7 1 2 9 5 0 8 4],1639989,[4 5 7 2 8 3 9 1 6 0],115789,[0 3 8 9 6 7 4 1 5 2],2545090,[7 0 1 9 8 2 4 6 3 5],498789,[1 4 3 9 7 5 8 2 6 0],3059648,[8 3 9 0 5 1 4 6 2 7],3405664,[9 3 4 7 0 5 6 8 1 2],232262,[0 6 8 1 5 4 7 3 2 9],2447797,[6 7 5 4 8 1 3 0 9 2],3131254,[8 5 6 1 9 4 7 3 0 2],2727702,[7 4 6 1 3 9 2 0 5 8]
